design,eta,centers,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,"[1.0682567219864516, 0.39412167219029604, 0.44525905686840284, 0.76, 1.76, 0.24, 0.2516998525100693, 0.5735199562297779]","[[1.0682567219864516, 0.39412167219029604], [0.44525905686840284, 0.76], [1.76, 0.24], [0.2516998525100693, 0.5735199562297779]]",0.03788156623259321,0.038611686608129726,0.4495755651642459,4.031644625281126,0.03862674842698971,3.8942637474295405,1.0
law,"[1.0773371963582832, 0.3950795512389327, 0.47406526115938863, 0.76, 1.76, 0.24, 0.25196205561154283, 0.5945556126546533]","[[1.0773371963582832, 0.3950795512389327], [0.47406526115938863, 0.76], [1.76, 0.24], [0.25196205561154283, 0.5945556126546533]]",0.03806539053838124,0.038579375943969894,0.4399506559342361,3.498674910208184,0.03857601589138661,3.45722858064556,1.0
tangent,"[0.3019720895960068, 0.7588340171555755, 1.2146102079923429, 0.499437182441107, 1.0039769326784245, 0.3801176636263899, 0.6337497151927246, 0.3223646846453398]","[[0.3019720895960068, 0.7588340171555755], [1.2146102079923429, 0.499437182441107], [1.0039769326784245, 0.3801176636263899], [0.6337497151927246, 0.3223646846453398]]",0.05478984184376154,0.054524255779707986,0.174348005779884,3.671450356953761,0.05460561602646612,3.6804904020794407,1.0
full,"[0.4409331194268675, 0.4275417544183038, 1.6857386599090753, 0.3839449956253396, 0.6346780557440335, 0.6066856016591174, 1.6541940393918804, 0.7556416057370553]","[[0.4409331194268675, 0.4275417544183038], [1.6857386599090753, 0.3839449956253396], [0.6346780557440335, 0.6066856016591174], [1.6541940393918804, 0.7556416057370553]]",0.056432080424385515,0.05554180301379519,0.1825090611364689,1.5835841144424474,0.05538247265107685,1.6566810247769341,1.0
