ode_steps,integrated_raw_field_mmd2,integrated_downsampled_field_mmd2,maximum_standardized_phi_error,endpoint_standardized_phi_error,endpoint_raw_field_mmd2
64,0.007453322410583496,0.005097530782222748,1.065962267215044,0.2920187739221208,0.004365086555480957
128,0.007173947989940643,0.005059827119112015,0.9978784584201532,0.2826393696608567,0.004360318183898926
256,0.007048513740301132,0.005053035914897919,0.961246224414243,0.2812098215389385,0.004354715347290039
