variant_id,time,maximum_standardized_phi_error,phi_threshold,raw_field_mmd2,raw_mmd2_threshold,downsampled_field_mmd2,downsampled_mmd2_threshold,phi_gate_pass,raw_mmd_gate_pass,downsampled_mmd_gate_pass,projected_phi_residual_max,projected_ess_fraction,learned_field_minimum,learned_field_maximum
B_baseline_longer,0.0,0.09628515150572314,0.15636255023162426,0.00494074821472168,0.03301115036010742,0.0019860267639160156,0.016378784179687498,True,True,True,5.5931703712985836e-11,0.9865427190237801,2.2984258407632296e-07,0.44294679164886475
B_baseline_longer,0.046875,0.03155466684862196,0.22490745433772552,0.004304289817810059,0.03151533603668213,0.0021610260009765625,0.01714224815368652,True,True,True,3.524958103184872e-13,0.6052286382146808,-0.011692933738231659,0.4321993887424469
B_baseline_longer,0.1015625,0.14756042305994366,0.20142681891223851,0.004560947418212891,0.02734978199005127,0.003054022789001465,0.017247867584228516,True,True,True,1.1102230246251565e-16,0.35665409202672504,-0.0368214026093483,0.46059906482696533
B_baseline_longer,0.1484375,0.2856460061109678,0.34741647416660937,0.009099125862121582,0.03435525894165038,0.004851222038269043,0.019447898864746092,True,True,True,4.0967229608668276e-14,0.3836388874313795,-0.06850643455982208,0.4894607961177826
B_baseline_longer,0.203125,0.45893582820990053,0.25847208921699233,0.0053719282150268555,0.02898612022399902,0.002153158187866211,0.01624188423156738,False,True,True,1.044664355021041e-11,0.6581353974296876,-0.10526720434427261,0.5262855291366577
B_baseline_longer,0.25,0.6077673423788306,0.43463516050076734,0.006465435028076172,0.03417747020721435,0.004009127616882324,0.016512537002563474,False,True,True,7.327471962526033e-15,0.8421528513347212,-0.1312176138162613,0.561229407787323
B_baseline_longer,0.296875,0.9252891867549959,0.524267859362602,0.009466767311096191,0.025380659103393554,0.004279375076293945,0.014310574531555176,False,True,True,3.3306690738754696e-16,0.9959079958014703,-0.16336165368556976,0.5943891406059265
B_baseline_longer,0.3515625,0.9616931454859855,0.33854088048823744,0.01163482666015625,0.028758859634399413,0.0029838085174560547,0.015244579315185545,False,True,True,4.963585875650267e-09,0.9050988023627298,-0.1989562064409256,0.6305521130561829
B_baseline_longer,0.3984375,1.257799030571349,0.3062081759821191,0.011531352996826172,0.030178618431091306,0.0033921003341674805,0.013944149017333984,False,True,True,3.27939897459828e-11,0.7447037436476976,-0.2223728746175766,0.6550760269165039
B_baseline_longer,0.453125,1.34095523834976,0.7437407277309689,0.011146783828735352,0.032349133491516115,0.003307342529296875,0.014166021347045898,False,True,True,4.440892098500626e-16,0.6409211983845536,-0.24026761949062347,0.6711886525154114
B_baseline_longer,0.5,1.36271899173188,0.5881528885082695,0.013951539993286133,0.02682838439941406,0.005782365798950195,0.01420629024505615,False,True,True,3.9968028886505635e-15,0.5467552374908309,-0.24639515578746796,0.67668217420578
B_baseline_longer,0.546875,1.216955315997117,0.5590853218566165,0.011646270751953125,0.029833006858825683,0.004379749298095703,0.013701558113098145,False,True,True,2.5518254176404298e-11,0.6870752350803843,-0.24056722223758698,0.672408938407898
B_baseline_longer,0.6015625,1.5116473671216824,0.8326949004063985,0.012522459030151367,0.02662220001220703,0.005410313606262207,0.018999433517456053,False,True,True,7.016609515630989e-13,0.7767434645254432,-0.22144891321659088,0.660336434841156
B_baseline_longer,0.6484375,1.274891920635865,0.8435005946048995,0.01143181324005127,0.03291738033294677,0.0048056840896606445,0.023974609374999997,False,True,True,4.785061236134425e-14,0.8928100928509595,-0.19148720800876617,0.6449056267738342
B_baseline_longer,0.703125,0.9057583394119242,0.8252493450262641,0.009485602378845215,0.03146557807922363,0.0046520233154296875,0.013922739028930663,False,True,True,8.214926738858708e-09,0.9936119214687402,-0.14463861286640167,0.6209970116615295
B_baseline_longer,0.75,0.915026428861673,0.6076469989892752,0.00989389419555664,0.03153481483459472,0.007097363471984863,0.020176291465759274,False,True,True,4.707345624410664e-14,0.8542626494664598,-0.11359171569347382,0.5961542129516602
B_baseline_longer,0.796875,0.5503660234343746,1.108642120465186,0.008914709091186523,0.03754055500030517,0.005922913551330566,0.011824107170104979,True,True,True,5.700995231450179e-13,0.4842670871195693,-0.0842452272772789,0.5677770376205444
B_baseline_longer,0.8515625,0.4671526052272612,1.3220327345578298,0.008449435234069824,0.029540586471557616,0.0054683685302734375,0.01605703830718994,True,True,True,1.9984014443252818e-15,0.3334632873839794,-0.06846625357866287,0.5428610444068909
B_baseline_longer,0.8984375,0.5741780234520093,1.3546831918342923,0.008138656616210938,0.029498267173767086,0.008232355117797852,0.031606364250183094,True,True,True,9.538148049159645e-12,0.2985615287714674,-0.05371813103556633,0.5174181461334229
B_baseline_longer,0.953125,0.3070540352433355,0.6689631040800895,0.008060216903686523,0.039681005477905276,0.008304119110107422,0.0187166690826416,True,True,True,3.552713678800501e-14,0.44528375584750407,-0.03562255948781967,0.47675561904907227
B_baseline_longer,1.0,0.37682526846499576,1.768383378805901,0.006840944290161133,0.028728270530700678,0.006976127624511719,0.024050498008728022,True,True,True,5.551115123125783e-16,0.9897477198072832,-0.020701425150036812,0.4221722185611725
