regime_id,feed,kill,sample_index,initial_condition_seed,component_count,background_component_count,minority_component_count,phase_component_max,euler_characteristic,absolute_euler_characteristic,interface_length,area_fraction,minkowski_area,minkowski_perimeter,minkowski_euler,anisotropy,heldout_spectrum_1,heldout_spectrum_2,phi_mean,phi_second_moment,phi_shell_1,phi_shell_2
gs_06,0.038,0.061,63,31063,3.0,1.0,3.0,3.0,3.0,3.0,0.251953125,0.4833984375,0.4833984375,0.251953125,3.0,0.1742328418293248,6.742849704796704e-05,3.5231995497638547e-06,0.16644805669784546,0.04029960557818413,0.020417600870132446,0.010964478366076946
gs_07,0.042,0.059,0,31000,1.0,4.0,4.0,4.0,-4.0,4.0,0.169921875,0.759765625,0.759765625,0.169921875,-4.0,0.22357334999930475,2.5351063463931323e-05,5.465220403583272e-07,0.22313272953033447,0.05684106796979904,0.024868281558156013,0.007242572959512472
gs_07,0.042,0.059,1,31001,1.0,5.0,5.0,5.0,-5.0,5.0,0.15234375,0.7919921875,0.7919921875,0.15234375,-5.0,0.19800524250822096,2.591367308789142e-05,3.1054883255365306e-07,0.22556838393211365,0.05731465667486191,0.02489650994539261,0.006721890531480312
gs_07,0.042,0.059,2,31002,1.0,6.0,6.0,6.0,-6.0,6.0,0.15234375,0.8134765625,0.8134765625,0.15234375,-6.0,0.22760539233335025,1.6523910134126322e-05,1.2541120469341106e-07,0.2290036678314209,0.0578073225915432,0.0244351327419281,0.0062925019301474094
gs_07,0.042,0.059,3,31003,1.0,5.0,5.0,5.0,-5.0,5.0,0.146484375,0.798828125,0.798828125,0.146484375,-5.0,0.10915419950646203,2.159614876178396e-05,2.707286492490428e-07,0.22674641013145447,0.0574391707777977,0.02472933754324913,0.006470947060734034
gs_07,0.042,0.059,4,31004,1.0,4.0,4.0,4.0,-4.0,4.0,0.1640625,0.75390625,0.75390625,0.1640625,-4.0,0.19670308417231264,3.398925301664365e-05,6.829506010702221e-07,0.22097952663898468,0.056343771517276764,0.025042599067091942,0.007182474248111248
gs_07,0.042,0.059,5,31005,1.0,5.0,5.0,5.0,-5.0,5.0,0.138671875,0.80859375,0.80859375,0.138671875,-5.0,0.1170945276099575,2.4737422527720918e-05,2.555050065788416e-07,0.22732976078987122,0.05758202075958252,0.02480367198586464,0.006302596535533667
gs_07,0.042,0.059,6,31006,1.0,3.0,3.0,3.0,-3.0,3.0,0.1640625,0.7431640625,0.7431640625,0.1640625,-3.0,0.1937437117312367,3.045747795401556e-05,8.904925058228652e-07,0.21995466947555542,0.05612914264202118,0.02515798807144165,0.007145648822188377
gs_07,0.042,0.059,7,31007,1.0,5.0,5.0,5.0,-5.0,5.0,0.154296875,0.78515625,0.78515625,0.154296875,-5.0,0.10673362513204783,2.480381360324858e-05,2.5974837801099044e-07,0.22556594014167786,0.05730152130126953,0.024899037554860115,0.006678320467472076
gs_07,0.042,0.059,8,31008,1.0,4.0,4.0,4.0,-4.0,4.0,0.18359375,0.744140625,0.744140625,0.18359375,-4.0,0.6941993449070113,2.4584545177459404e-05,4.7129684505869127e-07,0.22123971581459045,0.056568797677755356,0.025089824572205544,0.007624223828315735
gs_07,0.042,0.059,9,31009,1.0,5.0,5.0,5.0,-5.0,5.0,0.12109375,0.8466796875,0.8466796875,0.12109375,-5.0,0.1960320708639533,1.5461612566293676e-05,1.735256840415764e-07,0.23017668724060059,0.0577387660741806,0.02417626976966858,0.0057607376947999
gs_07,0.042,0.059,10,31010,1.0,5.0,5.0,5.0,-5.0,5.0,0.169921875,0.78125,0.78125,0.169921875,-5.0,0.5182678762974096,2.122737385273909e-05,2.675935949300098e-07,0.22546084225177765,0.0572558268904686,0.024739285930991173,0.00694428151473403
gs_07,0.042,0.059,11,31011,1.0,4.0,4.0,4.0,-4.0,4.0,0.162109375,0.76953125,0.76953125,0.162109375,-4.0,0.20322968502499886,2.6657921655891365e-05,5.713473769998405e-07,0.22306378185749054,0.05677544325590134,0.02489425800740719,0.007040167227387428
gs_07,0.042,0.059,12,31012,1.0,4.0,4.0,4.0,-4.0,4.0,0.16015625,0.78125,0.78125,0.16015625,-4.0,0.3505225713262093,1.993356118407263e-05,4.637375877796577e-07,0.22521275281906128,0.057067759335041046,0.0245459396392107,0.006900327745825052
gs_07,0.042,0.059,13,31013,1.0,6.0,6.0,6.0,-6.0,6.0,0.14453125,0.8203125,0.8203125,0.14453125,-6.0,0.22995168505965274,1.6567813691252905e-05,1.6241071308950203e-07,0.22929885983467102,0.05774611979722977,0.024357177317142487,0.006080252584069967
gs_07,0.042,0.059,14,31014,1.0,5.0,5.0,5.0,-5.0,5.0,0.177734375,0.76953125,0.76953125,0.177734375,-5.0,0.5436979954796509,2.0641526736662064e-05,3.437456688184595e-07,0.2245536893606186,0.05712224543094635,0.024807550013065338,0.007158183492720127
gs_07,0.042,0.059,15,31015,1.0,4.0,4.0,4.0,-4.0,4.0,0.119140625,0.8154296875,0.8154296875,0.119140625,-4.0,0.0377924335966918,1.6899703929534368e-05,5.215976668252134e-07,0.22720912098884583,0.05736792832612991,0.02481789141893387,0.005797696765512228
gs_07,0.042,0.059,16,31016,1.0,4.0,4.0,4.0,-3.0,3.0,0.185546875,0.7421875,0.7421875,0.185546875,-3.0,0.13068348483852105,2.2776436982804807e-05,8.840996627416532e-07,0.22152993083000183,0.056311771273612976,0.02457801066339016,0.007420568261295557
gs_07,0.042,0.059,17,31017,1.0,4.0,4.0,4.0,-4.0,4.0,0.158203125,0.7607421875,0.7607421875,0.158203125,-4.0,0.13281842905443866,3.538949928182867e-05,4.023438014106883e-07,0.22150644659996033,0.05652817338705063,0.0251521784812212,0.007111806422472
gs_07,0.042,0.059,18,31018,1.0,4.0,4.0,4.0,-4.0,4.0,0.123046875,0.82421875,0.82421875,0.123046875,-4.0,0.2843745594889283,1.966370773143645e-05,3.2216955981700205e-07,0.2282305210828781,0.05753962695598602,0.02451900951564312,0.005963778588920832
gs_07,0.042,0.059,19,31019,1.0,5.0,5.0,5.0,-5.0,5.0,0.14453125,0.7958984375,0.7958984375,0.14453125,-5.0,0.013754966849698298,2.6086524635226407e-05,3.5054810323921335e-07,0.22551199793815613,0.05714663863182068,0.024870125576853752,0.006344153080135584
gs_07,0.042,0.059,20,31020,1.0,4.0,4.0,4.0,-4.0,4.0,0.12109375,0.8232421875,0.8232421875,0.12109375,-4.0,0.002226653531992516,5.632990426281236e-06,6.161376159311032e-07,0.2278917133808136,0.05746757239103317,0.024731550365686417,0.005718759726732969
gs_07,0.042,0.059,21,31021,1.0,5.0,5.0,5.0,-5.0,5.0,0.142578125,0.802734375,0.802734375,0.142578125,-5.0,0.05079951082275965,2.65541098713061e-05,2.971290000297342e-07,0.22663462162017822,0.057473331689834595,0.02489473856985569,0.006383815780282021
gs_07,0.042,0.059,22,31022,1.0,4.0,4.0,4.0,-4.0,4.0,0.150390625,0.7880859375,0.7880859375,0.150390625,-4.0,0.23621914424077636,2.181046176966139e-05,4.636918775615562e-07,0.22551308572292328,0.05716821178793907,0.024663474410772324,0.006629121955484152
gs_07,0.042,0.059,23,31023,1.0,6.0,6.0,6.0,-6.0,6.0,0.15625,0.8037109375,0.8037109375,0.15625,-6.0,0.3446714287429029,1.440058256616726e-05,1.3967872112385637e-07,0.22850707173347473,0.057749830186367035,0.024485968053340912,0.00643016304820776
gs_07,0.042,0.059,24,31024,1.0,5.0,5.0,5.0,-5.0,5.0,0.142578125,0.7978515625,0.7978515625,0.142578125,-5.0,0.10878897312003065,2.4464336735047393e-05,3.4026075252220596e-07,0.2256297767162323,0.05718478932976723,0.024886200204491615,0.006368590984493494
gs_07,0.042,0.059,25,31025,1.0,3.0,3.0,3.0,-3.0,3.0,0.171875,0.7451171875,0.7451171875,0.171875,-3.0,0.3577983743458779,3.0962683585054026e-05,8.507733577741109e-07,0.2206648886203766,0.05633196979761124,0.025049082934856415,0.007357458584010601
gs_07,0.042,0.059,26,31026,1.0,4.0,4.0,4.0,-4.0,4.0,0.158203125,0.7607421875,0.7607421875,0.158203125,-4.0,0.2575181729967704,2.857490336538889e-05,5.75718853474192e-07,0.22238880395889282,0.05671714246273041,0.025041941553354263,0.007186350878328085
gs_07,0.042,0.059,27,31027,1.0,5.0,5.0,5.0,-5.0,5.0,0.146484375,0.79296875,0.79296875,0.146484375,-5.0,0.03763223998355747,2.2685359387615767e-05,2.695748443570161e-07,0.22569289803504944,0.057263851165771484,0.02490284852683544,0.006492760963737965
gs_07,0.042,0.059,28,31028,1.0,4.0,4.0,4.0,-4.0,4.0,0.1484375,0.7783203125,0.7783203125,0.1484375,-4.0,0.30995042757961605,2.826699274807721e-05,5.168404703507316e-07,0.22375702857971191,0.05690915510058403,0.025110537186264992,0.0066191451624035835
gs_07,0.042,0.059,29,31029,1.0,5.0,5.0,5.0,-5.0,5.0,0.12890625,0.826171875,0.826171875,0.12890625,-5.0,0.2750033895748575,1.9578739117270583e-05,1.6626412639098775e-07,0.22921821475028992,0.05777306854724884,0.024433109909296036,0.00609323475509882
gs_07,0.042,0.059,30,31030,1.0,4.0,4.0,4.0,-4.0,4.0,0.15234375,0.7841796875,0.7841796875,0.15234375,-4.0,0.1186169522479536,2.5442615357484394e-05,3.812722097158365e-07,0.224202960729599,0.0569368414580822,0.02484668232500553,0.006770345848053694
gs_07,0.042,0.059,31,31031,1.0,4.0,4.0,4.0,-4.0,4.0,0.150390625,0.7744140625,0.7744140625,0.150390625,-4.0,0.27948413553701923,2.9430366675836037e-05,4.632756166346939e-07,0.22365009784698486,0.056883636862039566,0.02502705715596676,0.006753911264240742
gs_07,0.042,0.059,32,31032,1.0,5.0,5.0,5.0,-5.0,5.0,0.169921875,0.7783203125,0.7783203125,0.169921875,-5.0,0.5271556034522576,2.0384716568162113e-05,2.9830420692264157e-07,0.22476354241371155,0.05716457962989807,0.02480234205722809,0.007119262591004372
gs_07,0.042,0.059,33,31033,1.0,5.0,5.0,5.0,-5.0,5.0,0.130859375,0.8271484375,0.8271484375,0.130859375,-5.0,0.2546755514863578,1.688637397572928e-05,1.738745332707088e-07,0.22911828756332397,0.0577407069504261,0.024416478350758553,0.006074872333556414
gs_07,0.042,0.059,34,31034,1.0,6.0,6.0,6.0,-6.0,6.0,0.1640625,0.79296875,0.79296875,0.1640625,-6.0,0.43103574761900676,1.730793180966429e-05,1.2090596764652262e-07,0.22736229002475739,0.05755734443664551,0.024611983448266983,0.006624043919146061
gs_07,0.042,0.059,35,31035,1.0,6.0,6.0,6.0,-6.0,6.0,0.162109375,0.794921875,0.794921875,0.162109375,-6.0,0.4502229433318137,1.7789152942972152e-05,1.2187388907294877e-07,0.22699570655822754,0.057566724717617035,0.02469794824719429,0.006747526116669178
gs_07,0.042,0.059,36,31036,1.0,5.0,5.0,5.0,-5.0,5.0,0.146484375,0.794921875,0.794921875,0.146484375,-5.0,0.10777470089333097,2.6972026382943853e-05,2.515658320565345e-07,0.22638650238513947,0.0574098639190197,0.02482854202389717,0.006473943125456572
gs_07,0.042,0.059,37,31037,1.0,5.0,5.0,5.0,-5.0,5.0,0.1484375,0.7978515625,0.7978515625,0.1484375,-5.0,0.38666038034347266,2.0205717809862528e-05,2.599046880453297e-07,0.22665388882160187,0.05743435025215149,0.024684963747859,0.006587463431060314
gs_07,0.042,0.059,38,31038,1.0,4.0,4.0,4.0,-4.0,4.0,0.119140625,0.818359375,0.818359375,0.119140625,-4.0,0.22693878919193658,1.0415331931102871e-05,5.141055014435547e-07,0.2272268533706665,0.05736502632498741,0.024771666154265404,0.00586360739544034
gs_07,0.042,0.059,39,31039,1.0,4.0,4.0,4.0,-4.0,4.0,0.115234375,0.822265625,0.822265625,0.115234375,-4.0,0.05756584845685226,1.0178452017805386e-05,5.231325740368581e-07,0.22742275893688202,0.05740496888756752,0.02476879395544529,0.005820159334689379
gs_07,0.042,0.059,40,31040,1.0,5.0,5.0,5.0,-5.0,5.0,0.138671875,0.814453125,0.814453125,0.138671875,-5.0,0.04984083024128875,1.930942607900587e-05,3.4723669855721556e-07,0.2273486703634262,0.05741092562675476,0.024497823789715767,0.006338692735880613
gs_07,0.042,0.059,41,31041,1.0,4.0,4.0,4.0,-4.0,4.0,0.12109375,0.8173828125,0.8173828125,0.12109375,-4.0,0.22956159703022874,1.1140728950989152e-05,5.115869409018035e-07,0.22707873582839966,0.05734521150588989,0.024795319885015488,0.005881725810468197
gs_07,0.042,0.059,42,31042,1.0,4.0,4.0,4.0,-4.0,4.0,0.134765625,0.79296875,0.79296875,0.134765625,-4.0,0.1581547534129261,3.1234579390815605e-05,4.3683005641068114e-07,0.22429504990577698,0.056929782032966614,0.02496212162077427,0.006513721775263548
gs_07,0.042,0.059,43,31043,1.0,5.0,5.0,5.0,-5.0,5.0,0.142578125,0.80078125,0.80078125,0.142578125,-5.0,0.16606310575552863,2.373878874121223e-05,2.442836924973251e-07,0.22729292511940002,0.05758756399154663,0.02479833923280239,0.006358499638736248
gs_07,0.042,0.059,44,31044,1.0,4.0,4.0,4.0,-4.0,4.0,0.150390625,0.78515625,0.78515625,0.150390625,-4.0,0.319517881176741,2.503073227766194e-05,3.9571033502111673e-07,0.2249331921339035,0.05706159397959709,0.024744834750890732,0.0067786769941449165
gs_07,0.042,0.059,45,31045,1.0,5.0,5.0,5.0,-5.0,5.0,0.14453125,0.798828125,0.798828125,0.14453125,-5.0,0.04478683719526881,2.3750036846243038e-05,2.5244252731805495e-07,0.22631090879440308,0.05742211639881134,0.024899033829569817,0.006472392473369837
gs_07,0.042,0.059,46,31046,1.0,5.0,5.0,5.0,-5.0,5.0,0.146484375,0.7861328125,0.7861328125,0.146484375,-5.0,0.18850172532190004,2.79004866073041e-05,3.3810410568567805e-07,0.2245987057685852,0.05701291933655739,0.02488785609602928,0.006599253974854946
gs_07,0.042,0.059,47,31047,1.0,5.0,5.0,5.0,-5.0,5.0,0.150390625,0.7900390625,0.7900390625,0.150390625,-5.0,0.12851579300815938,2.5463553580773164e-05,2.720989574951392e-07,0.22597038745880127,0.05735773220658302,0.02487211674451828,0.0065946634858846664
gs_07,0.042,0.059,48,31048,1.0,5.0,5.0,5.0,-5.0,5.0,0.150390625,0.791015625,0.791015625,0.150390625,-5.0,0.1339028400725591,2.5545612649919193e-05,2.403301817690346e-07,0.225737065076828,0.05732729285955429,0.02490009181201458,0.006640538573265076
gs_07,0.042,0.059,49,31049,1.0,5.0,5.0,5.0,-5.0,5.0,0.142578125,0.7998046875,0.7998046875,0.142578125,-5.0,0.07026090435397007,2.6251389193323406e-05,2.754672974598486e-07,0.22698909044265747,0.05752746760845184,0.024848859757184982,0.006334219127893448
gs_07,0.042,0.059,50,31050,1.0,5.0,5.0,5.0,-5.0,5.0,0.12890625,0.828125,0.828125,0.12890625,-5.0,0.08154772144132628,1.930901912501985e-05,1.855953591424742e-07,0.23021502792835236,0.057943567633628845,0.024349944666028023,0.005876410752534866
gs_07,0.042,0.059,51,31051,1.0,3.0,3.0,3.0,-2.0,2.0,0.171875,0.7451171875,0.7451171875,0.171875,-2.0,0.13474335968957127,2.4889629709876672e-05,1.1948249364133493e-06,0.22077801823616028,0.05624578893184662,0.024738533422350883,0.0073873791843652725
gs_07,0.042,0.059,52,31052,1.0,4.0,4.0,4.0,-4.0,4.0,0.158203125,0.7646484375,0.7646484375,0.158203125,-4.0,0.18773157465882578,3.1229937462798574e-05,5.021135237240942e-07,0.22177904844284058,0.05658476799726486,0.025223297998309135,0.0070204478688538074
gs_07,0.042,0.059,53,31053,1.0,5.0,5.0,5.0,-5.0,5.0,0.173828125,0.7705078125,0.7705078125,0.173828125,-5.0,0.5176908878233217,2.1693387541846745e-05,3.60402742576098e-07,0.22494733333587646,0.05719022452831268,0.024763857945799828,0.0070956372655928135
gs_07,0.042,0.059,54,31054,1.0,4.0,4.0,4.0,-4.0,4.0,0.15234375,0.78125,0.78125,0.15234375,-4.0,0.4678499779620553,2.6959254410824924e-05,4.338704387382737e-07,0.2237178236246109,0.0568791925907135,0.02495185285806656,0.006794636137783527
gs_07,0.042,0.059,55,31055,1.0,6.0,6.0,6.0,-6.0,6.0,0.162109375,0.798828125,0.798828125,0.162109375,-6.0,0.3401475718180571,1.9795999081670892e-05,1.347285252748075e-07,0.22805072367191315,0.057714059948921204,0.024590833112597466,0.006516588851809502
gs_07,0.042,0.059,56,31056,1.0,6.0,6.0,6.0,-6.0,6.0,0.15234375,0.8046875,0.8046875,0.15234375,-6.0,0.34280401357280166,1.833030196324962e-05,1.595796543454736e-07,0.22783654928207397,0.05759429931640625,0.024570593610405922,0.006415687967091799
gs_07,0.042,0.059,57,31057,1.0,4.0,4.0,4.0,-4.0,4.0,0.150390625,0.771484375,0.771484375,0.150390625,-4.0,0.254202850976245,3.458431849132742e-05,6.135555944225443e-07,0.22314195334911346,0.05680600553750992,0.02503112517297268,0.006842339411377907
gs_07,0.042,0.059,58,31058,1.0,4.0,4.0,4.0,-4.0,4.0,0.166015625,0.7685546875,0.7685546875,0.166015625,-4.0,0.08842137118550657,2.3695997224833468e-05,6.446338494271073e-07,0.2231369912624359,0.05665238946676254,0.0246664360165596,0.007063003722578287
gs_07,0.042,0.059,59,31059,1.0,6.0,6.0,6.0,-6.0,6.0,0.162109375,0.7978515625,0.7978515625,0.162109375,-6.0,0.41583895411362237,1.8173514514192357e-05,1.1046579819402224e-07,0.22731627523899078,0.057627417147159576,0.024675065651535988,0.006695674266666174
gs_07,0.042,0.059,60,31060,1.0,3.0,3.0,3.0,-3.0,3.0,0.1875,0.732421875,0.732421875,0.1875,-3.0,0.30136255213141633,2.5999675255638703e-05,8.115997490378531e-07,0.2194053828716278,0.056179195642471313,0.025071943178772926,0.007818004116415977
gs_07,0.042,0.059,61,31061,1.0,4.0,4.0,4.0,-4.0,4.0,0.185546875,0.74609375,0.74609375,0.185546875,-4.0,0.6978434687945949,2.4937533013472696e-05,4.7038266092700225e-07,0.2212255299091339,0.05655757337808609,0.025091717019677162,0.007603148929774761
gs_07,0.042,0.059,62,31062,1.0,6.0,6.0,6.0,-6.0,6.0,0.15234375,0.810546875,0.810546875,0.15234375,-6.0,0.21731210548754,1.6191788616198516e-05,1.407497069452501e-07,0.22923894226551056,0.05781598389148712,0.024389369413256645,0.006225200369954109
gs_07,0.042,0.059,63,31063,1.0,5.0,5.0,5.0,-5.0,5.0,0.14453125,0.80078125,0.80078125,0.14453125,-5.0,0.27346054355242627,2.2886997893899322e-05,2.4009670506265693e-07,0.22711578011512756,0.0574633926153183,0.024653838947415352,0.006368843838572502
gs_08,0.046,0.063,0,31000,3.0,1.0,3.0,3.0,3.0,3.0,0.23828125,0.4697265625,0.4697265625,0.23828125,3.0,0.19445941378624523,0.00010480413500611757,7.939271617032292e-06,0.16648569703102112,0.04346970096230507,0.022934451699256897,0.013302648440003395
gs_08,0.046,0.063,1,31001,1.0,1.0,1.0,1.0,1.0,1.0,0.212890625,0.466796875,0.466796875,0.212890625,1.0,0.14890024197219234,8.530897998939625e-05,7.2518090513907385e-06,0.16136480867862701,0.04211898520588875,0.023606935515999794,0.01189517043530941
gs_08,0.046,0.063,2,31002,2.0,1.0,2.0,2.0,2.0,2.0,0.236328125,0.47265625,0.47265625,0.236328125,2.0,0.4384619386136092,8.061563665614382e-05,6.953106526359646e-06,0.16781657934188843,0.043910831212997437,0.023391611874103546,0.013128715567290783
gs_08,0.046,0.063,3,31003,2.0,1.0,2.0,2.0,1.0,1.0,0.21484375,0.45703125,0.45703125,0.21484375,1.0,0.6498949379223027,7.845323187599519e-05,5.9599908987856e-06,0.16020452976226807,0.04215216636657715,0.02410249225795269,0.012072263285517693
gs_08,0.046,0.063,4,31004,1.0,1.0,1.0,1.0,1.0,1.0,0.212890625,0.4775390625,0.4775390625,0.212890625,1.0,0.18349932813576805,9.656365751761103e-05,6.7917346289807705e-06,0.16361409425735474,0.04241873323917389,0.023156598210334778,0.01195624191313982
gs_08,0.046,0.063,5,31005,3.0,1.0,3.0,3.0,3.0,3.0,0.248046875,0.47265625,0.47265625,0.248046875,3.0,0.32005979773623117,8.436614242054649e-05,8.386397981619496e-06,0.16829121112823486,0.043849967420101166,0.022833652794361115,0.013342203572392464
gs_08,0.046,0.063,6,31006,3.0,1.0,3.0,3.0,3.0,3.0,0.22265625,0.451171875,0.451171875,0.22265625,3.0,0.31668600223429016,0.00011439562928526912,9.307317481884531e-06,0.16176845133304596,0.04226060211658478,0.023004157468676567,0.012715371325612068
gs_08,0.046,0.063,7,31007,2.0,1.0,2.0,2.0,2.0,2.0,0.228515625,0.470703125,0.470703125,0.228515625,2.0,0.2232945490403721,7.605841943183794e-05,6.789328640266114e-06,0.16870316863059998,0.044025860726833344,0.023054109886288643,0.01311388611793518
gs_08,0.046,0.063,8,31008,1.0,1.0,1.0,1.0,1.0,1.0,0.201171875,0.4599609375,0.4599609375,0.201171875,1.0,0.41655199857972247,0.00010323684958471454,7.681369284523049e-06,0.15920232236385345,0.04178319871425629,0.02385750040411949,0.011884761974215508
gs_08,0.046,0.063,9,31009,2.0,1.0,2.0,2.0,1.0,1.0,0.205078125,0.44921875,0.44921875,0.205078125,1.0,0.5542859580394763,7.716441843328196e-05,6.2691941703673225e-06,0.15742680430412292,0.04148652032017708,0.02414725162088871,0.01183411106467247
gs_08,0.046,0.063,10,31010,2.0,1.0,2.0,2.0,2.0,2.0,0.201171875,0.451171875,0.451171875,0.201171875,2.0,0.35532933125453003,0.00011301341529134009,7.860656167095294e-06,0.15812502801418304,0.04141939431428909,0.023538466542959213,0.0120127834379673
gs_08,0.046,0.063,11,31011,2.0,1.0,2.0,2.0,2.0,2.0,0.23828125,0.4619140625,0.4619140625,0.23828125,2.0,0.3677609429541648,9.923430598436934e-05,7.860167176138786e-06,0.16654862463474274,0.04320263862609863,0.022847825661301613,0.012850294820964336
gs_08,0.046,0.063,12,31012,2.0,1.0,2.0,2.0,1.0,1.0,0.205078125,0.453125,0.453125,0.205078125,1.0,0.5938828016648358,8.351281349264477e-05,5.274699531344255e-06,0.1565997302532196,0.041325949132442474,0.02417909726500511,0.011818448081612587
gs_08,0.046,0.063,13,31013,1.0,1.0,1.0,1.0,1.0,1.0,0.193359375,0.4677734375,0.4677734375,0.193359375,1.0,0.2154236140150284,9.118899954822484e-05,7.75335058138956e-06,0.1605614721775055,0.041927702724933624,0.023601185530424118,0.011815686710178852
gs_08,0.046,0.063,14,31014,2.0,1.0,2.0,2.0,2.0,2.0,0.22265625,0.46484375,0.46484375,0.22265625,2.0,0.518559831687283,8.58655574536955e-05,7.078976467929441e-06,0.16317126154899597,0.042847201228141785,0.023652493953704834,0.012728534638881683
gs_08,0.046,0.063,15,31015,2.0,2.0,2.0,2.0,1.0,1.0,0.232421875,0.48046875,0.48046875,0.232421875,1.0,0.25887112409665736,8.88392966210379e-05,5.601298590655183e-06,0.16711199283599854,0.043220918625593185,0.022941701114177704,0.01218408439308405
gs_08,0.046,0.063,16,31016,1.0,1.0,1.0,1.0,0.0,0.0,0.197265625,0.4794921875,0.4794921875,0.197265625,0.0,0.24793270735663994,8.843213495629123e-05,6.6103210023071e-06,0.16114869713783264,0.04204510152339935,0.023803208023309708,0.011621241457760334
gs_08,0.046,0.063,17,31017,2.0,1.0,2.0,2.0,2.0,2.0,0.244140625,0.4833984375,0.4833984375,0.244140625,2.0,0.3564831556267545,8.68878466017182e-05,7.635746685409494e-06,0.1703326404094696,0.04408404976129532,0.02280152030289173,0.013002495281398296
gs_08,0.046,0.063,18,31018,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.605193857299268e-45,0.0,0.0,0.0
gs_08,0.046,0.063,19,31019,2.0,1.0,2.0,2.0,2.0,2.0,0.236328125,0.478515625,0.478515625,0.236328125,2.0,0.3106803000597063,9.304057570033496e-05,8.032116042410182e-06,0.17010825872421265,0.044178351759910583,0.022905642166733742,0.013103475794196129
gs_08,0.046,0.063,20,31020,2.0,3.0,2.0,3.0,0.0,0.0,0.23828125,0.4931640625,0.4931640625,0.23828125,0.0,0.025577463178135345,0.00010937228937242077,4.5575509233559065e-06,0.1672307550907135,0.04294075444340706,0.022716231644153595,0.011721493676304817
gs_08,0.046,0.063,21,31021,2.0,1.0,2.0,2.0,2.0,2.0,0.234375,0.4736328125,0.4736328125,0.234375,2.0,0.22253790485382224,8.100055586917297e-05,7.091911713102526e-06,0.16861501336097717,0.04401996731758118,0.023115085437893867,0.01313647348433733
gs_08,0.046,0.063,22,31022,4.0,1.0,4.0,4.0,4.0,4.0,0.232421875,0.462890625,0.462890625,0.232421875,4.0,0.32185944962191926,0.00011259248148884975,9.878463672635115e-06,0.16836148500442505,0.043800581246614456,0.022348986938595772,0.013701586984097958
gs_08,0.046,0.063,23,31023,2.0,1.0,2.0,2.0,2.0,2.0,0.212890625,0.455078125,0.455078125,0.212890625,2.0,0.1330744096126944,0.0001045934678700019,6.597008839479647e-06,0.1607362926006317,0.04208482801914215,0.023434821516275406,0.012377188540995121
gs_08,0.046,0.063,24,31024,2.0,2.0,2.0,2.0,1.0,1.0,0.2265625,0.4814453125,0.4814453125,0.2265625,1.0,0.23275375082028663,7.896220625515236e-05,5.673539775542125e-06,0.16671468317508698,0.04319173842668533,0.02301490679383278,0.012188531458377838
gs_08,0.046,0.063,25,31025,2.0,1.0,2.0,2.0,2.0,2.0,0.228515625,0.4794921875,0.4794921875,0.228515625,2.0,0.1513150487063788,8.153186495057192e-05,6.797283860515637e-06,0.1681748628616333,0.04392769932746887,0.023150799795985222,0.013090168125927448
gs_08,0.046,0.063,26,31026,2.0,1.0,2.0,2.0,2.0,2.0,0.228515625,0.46875,0.46875,0.228515625,2.0,0.48509347967221494,7.74406523182162e-05,8.63326566937989e-06,0.1659625768661499,0.04351452738046646,0.023525800555944443,0.012995422817766666
gs_08,0.046,0.063,27,31027,1.0,2.0,1.0,2.0,0.0,0.0,0.224609375,0.4765625,0.4765625,0.224609375,0.0,0.5651451349474261,6.520885981502059e-05,5.507065097928314e-06,0.16452425718307495,0.04312494397163391,0.024244794622063637,0.012019882909953594
gs_08,0.046,0.063,28,31028,4.0,1.0,4.0,4.0,4.0,4.0,0.244140625,0.458984375,0.458984375,0.244140625,4.0,0.4139031948108836,9.937353803272254e-05,9.850099433557048e-06,0.16675250232219696,0.04340393468737602,0.022513557225465775,0.01344592496752739
gs_08,0.046,0.063,29,31029,2.0,1.0,2.0,2.0,2.0,2.0,0.24609375,0.482421875,0.482421875,0.24609375,2.0,0.47881707325640477,8.131819493735772e-05,6.92536448579155e-06,0.16988864541053772,0.04432123154401779,0.023186111822724342,0.013225250877439976
gs_08,0.046,0.063,30,31030,2.0,1.0,2.0,2.0,1.0,1.0,0.208984375,0.4697265625,0.4697265625,0.208984375,1.0,0.36760441599382604,8.80947384504287e-05,7.011619735424892e-06,0.16290219128131866,0.042683981359004974,0.02388499490916729,0.01222387794405222
gs_08,0.046,0.063,31,31031,1.0,1.0,1.0,1.0,1.0,1.0,0.201171875,0.46484375,0.46484375,0.201171875,1.0,0.40994731661122763,8.401832649231129e-05,7.31304485095916e-06,0.15911969542503357,0.04166603088378906,0.02371174283325672,0.01179775595664978
gs_08,0.046,0.063,32,31032,3.0,1.0,3.0,3.0,3.0,3.0,0.248046875,0.4677734375,0.4677734375,0.248046875,3.0,0.18020741090953718,9.019508891504517e-05,7.564046366446102e-06,0.16630280017852783,0.04345129057765007,0.023058172315359116,0.013276780024170876
gs_08,0.046,0.063,33,31033,3.0,1.0,3.0,3.0,3.0,3.0,0.2421875,0.4609375,0.4609375,0.2421875,3.0,0.18188915069494638,0.00011720336981523916,6.2708998485561456e-06,0.1656179428100586,0.0433020293712616,0.023038718849420547,0.01331341452896595
