regime_id,feed,kill,sample_index,initial_condition_seed,component_count,background_component_count,minority_component_count,phase_component_max,euler_characteristic,absolute_euler_characteristic,interface_length,area_fraction,minkowski_area,minkowski_perimeter,minkowski_euler,anisotropy,heldout_spectrum_1,heldout_spectrum_2,phi_mean,phi_second_moment,phi_shell_1,phi_shell_2
gs_01,0.018,0.051,10,31010,1.0,2.0,1.0,2.0,0.0,0.0,0.119140625,0.2138671875,0.2138671875,0.119140625,0.0,0.01190877315089499,1.0403770836762933e-06,4.228901177816685e-09,0.09520578384399414,0.012493101879954338,0.006209039594978094,0.0014617386041209102
gs_01,0.018,0.051,11,31011,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.80908925027372e-45,0.0,0.0,0.0
gs_01,0.018,0.051,12,31012,2.0,1.0,2.0,2.0,2.0,2.0,0.146484375,0.259765625,0.259765625,0.146484375,2.0,0.1100665677578809,1.8910455813976943e-05,5.835442278481409e-07,0.08949452638626099,0.01780403032898903,0.011495969258248806,0.004729894921183586
gs_01,0.018,0.051,13,31013,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.919007397426833e-74,1.280052421284909e-91,2.6068703338254194e-91,3.8643888010378345e-40,0.0,0.0,0.0
gs_01,0.018,0.051,14,31014,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.80908925027372e-45,0.0,0.0,0.0
gs_01,0.018,0.051,15,31015,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.80908925027372e-45,0.0,0.0,0.0
gs_01,0.018,0.051,16,31016,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.970382239042027e-62,7.84689136309612e-84,1.3776265555302396e-83,1.6021104085057258e-34,0.0,0.0,0.0
gs_01,0.018,0.051,17,31017,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.80908925027372e-45,0.0,0.0,0.0
gs_01,0.018,0.051,18,31018,2.0,1.0,2.0,2.0,2.0,2.0,0.0703125,0.0966796875,0.0966796875,0.0703125,2.0,0.4455230731846255,2.2861057167497597e-06,7.799361170425794e-08,0.05733692646026611,0.007089182734489441,0.004478001967072487,0.0017852552700787783
gs_01,0.018,0.051,19,31019,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4820982675411133e-73,1.2643268877873346e-91,2.526718773613838e-91,9.646216329765246e-40,0.0,0.0,0.0
gs_01,0.018,0.051,20,31020,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.80908925027372e-45,0.0,0.0,0.0
gs_01,0.018,0.051,21,31021,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.334644413819498e-18,6.401227380013496e-41,8.115979482478026e-41,3.0271222811392717e-13,1.1076647419621766e-25,5.011056784480936e-26,7.440643910121469e-27
gs_01,0.018,0.051,22,31022,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8253941871468852e-56,5.050679706097359e-78,6.493604750586833e-78,9.563893743445531e-32,0.0,0.0,0.0
gs_01,0.018,0.051,23,31023,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.80908925027372e-45,0.0,0.0,0.0
gs_01,0.018,0.051,24,31024,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.80908925027372e-45,0.0,0.0,0.0
gs_01,0.018,0.051,25,31025,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6199646011543744e-65,7.8494647904868045e-87,1.0841414854529886e-86,4.7578141024180224e-36,0.0,0.0,0.0
gs_01,0.018,0.051,26,31026,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.179193423389255e-67,2.5242227056023724e-88,3.972104589754757e-88,7.334875966870277e-37,0.0,0.0,0.0
gs_01,0.018,0.051,27,31027,5.0,1.0,5.0,5.0,5.0,5.0,0.134765625,0.1484375,0.1484375,0.134765625,5.0,0.01818154902102111,4.156783273614823e-06,9.473175342741424e-08,0.07535012066364288,0.009972022846341133,0.005637423601001501,0.0022267557214945555
