design,theta1_deg,theta2_deg,law_risk,tangent_action,full_action,max_calibration_residual,min_ess_fraction,max_poisson_relative_residual,valid
smoke_probe,122.80061376993874,328.3839821383789,0.232720629195398,0.1445646343889521,22.387221993247316,2.238631732933315e-07,0.6890966639525868,1.9225864230455246e-05,True
