theta1_deg,theta2_deg,proxy_action,prescreen_action,full_action,action_valid,screened_candidate_count,exact_law_audited_count,exact_law_valid_count,exact_finalist_count
19.957868904610272,65.96574304984365,529.1323785193615,256.5782332700473,252.66363975224968,True,49,30,30,12
21.218481533544228,68.8460599734946,563.1540341564513,267.39221803743544,245.9433896664052,True,49,30,30,12
20.525199549193864,65.40680433399643,564.8941911058328,271.94489267832927,266.5368476054542,True,49,30,30,12
20.385234697981627,64.38140127571589,570.3638756901571,275.4721524399484,274.7012882537122,True,49,30,30,12
21.491560990187413,67.74941510931221,594.1192470033709,281.0221312090434,261.0562249678177,True,49,30,30,12
22.132749185957458,68.46044632899354,630.6668124116709,294.9240143987752,267.8170205341029,True,49,30,30,12
22.26475233592516,68.327473057949,641.156887397626,299.31198830594064,271.6424995292995,True,49,30,30,12
22.31928120618757,67.75296215589765,649.2824574248272,303.3456191473329,277.2907694838502,True,49,30,30,12
21.73861075880462,62.16040114084263,646.2331635671571,311.1823785629053,311.52082059296174,True,49,30,30,12
22.807935872940195,67.84972740458109,682.9806621642376,316.8509033603223,286.70113468910324,True,49,30,30,12
25.16565828493655,64.14644523213045,829.5916468353947,384.02232721526315,353.0666099644792,True,49,30,30,12
23.384916430742205,67.95178714113146,724.7756360249284,333.60578213755656,298.4982416694331,True,49,30,30,12
