theta1_deg,theta2_deg,proxy_action,prescreen_action,full_action,action_valid,screened_candidate_count,exact_law_audited_count,exact_law_valid_count,exact_finalist_count
19.95786890461027,65.96574304984362,529.1323785197775,256.5782332700264,252.66363975224064,True,49,30,30,12
21.218481533544225,68.84605997349458,563.1540341577647,267.39221803763303,245.94338966643033,True,49,30,30,12
19.953234793562782,63.90692473157805,557.6017763539716,270.63489766318054,274.16537601046457,True,49,30,30,12
20.525199549437687,65.40680433382997,564.8941923901789,271.9448926843985,266.5368476105049,True,49,30,30,12
20.427204644090242,64.05191347154673,576.0185941607469,278.257701593322,278.50187205598803,True,49,30,30,12
21.491560990218684,67.74941510807884,594.1192463634624,281.0221312164837,261.05622497922155,True,49,30,30,12
22.132749185957454,68.46044632899353,630.666812410946,294.924014398776,267.8170205341143,True,49,30,30,12
22.26475233601533,68.32747305788993,641.1568874060271,299.31198830877054,271.6424995316543,True,49,30,30,12
22.319281206189096,67.75296215589337,649.2824574235887,303.34561914739993,277.29076948392526,True,49,30,30,12
21.738610758804615,62.1604011408426,646.2331635656785,311.1823785629067,311.52082059296424,True,49,30,30,12
25.165658284936548,64.14644523213042,829.5916468359243,384.02232721525917,353.06660996449784,True,49,30,30,12
23.3849164307422,67.95178714113145,724.7756360245987,333.6057821375231,298.4982416694392,True,49,30,30,12
