contract_hash,design_index,design_id,source_time_index,day,grid_nx,grid_ny,tangent_action,direct_action_qr,direct_action_svd,direct_qr_svd_relative_difference,direct_condition_number,direct_full_column_rank,direct_numerical_success,forcing_compatibility_relative_residual,forcing_compatibility_valid,multiplier_coordinate_ready,lambda_dot_solve_relative_residual,lambda_dot_valid,tangent_compatibility_relative_residual,tangent_compatibility_valid,tangent_full_lower_bound_valid,local_valid,final_test_accessed
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,48,12.0,511,273,1558764.1218414141,2209066.214275531,2209066.21427622,3.119773869889441e-13,2686249.618931827,True,True,1.6948568475371548e-15,True,True,1.1786903641077962e-16,True,2.5118889391118514e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,49,12.249999999999998,511,273,1462450.7138708176,2092323.8456762186,2092323.8456741893,9.699033418181308e-13,2253571.7238281616,True,True,5.219685821307636e-16,True,True,5.724263760593743e-17,True,1.0206808283984898e-15,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,50,12.5,511,273,1343172.288553969,1963577.1710410502,1963577.1710398486,6.119642098204552e-13,1900122.840026416,True,True,3.3905488536766157e-15,True,True,3.8882176900156886e-18,True,3.5485373604156096e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,51,12.75,511,273,1199807.7683434647,1815015.569766846,1815015.5697678437,5.496808538036085e-13,1604144.847101674,True,True,7.745128700263185e-16,True,True,1.3815979935639082e-16,True,4.1090280748039096e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,52,12.999999999999998,511,273,1042069.8094143636,1646575.0877890815,1646575.0877892503,1.0251716906253895e-13,1359956.5420878713,True,True,3.5676375225305963e-16,True,True,1.5072630124801985e-16,True,4.0983134608566494e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,53,13.25,511,273,882061.4169092369,1463918.684133416,1463918.6841332389,1.2103412692316377e-13,1154638.1771772555,True,True,6.34191648009794e-16,True,True,7.081297415240569e-17,True,2.1884252527907196e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,54,13.5,511,273,734763.2407652991,1282076.3342874376,1282076.334287238,1.5563493083449346e-13,981602.2135230455,True,True,4.689607987724557e-15,True,True,1.6199192172647366e-16,True,4.1028608589157284e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,55,13.750000000000002,511,273,612185.3152938357,1120179.7878550803,1120179.787855227,1.3094621693075518e-13,835779.5438387507,True,True,4.68658319646894e-15,True,True,1.2874184644206552e-17,True,4.3629255017881556e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,56,14.0,511,273,519523.6873492273,995493.2631686422,995493.2631681612,4.832057911248826e-13,711672.9729795015,True,True,5.7524564757530725e-16,True,True,1.1557206814038705e-16,True,3.4144392986251665e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,57,14.25,511,273,455541.5838737955,913967.913287673,913967.9132873521,3.5116882946396993e-13,608440.3377607191,True,True,4.2720423153470565e-15,True,True,1.3547597692557362e-16,True,4.571849720105038e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,58,14.500000000000002,511,273,413263.042573951,876283.2967379823,876283.2967383516,4.2140413061564604e-13,521471.0640776415,True,True,1.964490053938975e-15,True,True,7.174894488378304e-17,True,7.537353778471223e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,121,design_000121,59,14.75,511,273,385112.36740471044,877591.7256839108,877591.725684059,1.688674817098722e-13,448011.2301916318,True,True,8.877364496267501e-16,True,True,1.731990547411615e-16,True,6.101610960705121e-16,True,True,True,False
