contract_hash,design_index,design_id,source_time_index,day,grid_nx,grid_ny,tangent_action,direct_action_qr,direct_action_svd,direct_qr_svd_relative_difference,direct_condition_number,direct_full_column_rank,direct_numerical_success,forcing_compatibility_relative_residual,forcing_compatibility_valid,multiplier_coordinate_ready,lambda_dot_solve_relative_residual,lambda_dot_valid,tangent_compatibility_relative_residual,tangent_compatibility_valid,tangent_full_lower_bound_valid,local_valid,final_test_accessed
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,48,12.0,511,273,1403288.0096807368,2262305.0680992575,2262305.068099167,3.9931966299134805e-14,2203474.485832821,True,True,1.2275915871996296e-15,True,True,3.4589986665561677e-17,True,5.67325076642499e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,49,12.249999999999998,511,273,1313174.0028817172,2285429.272450977,2285429.2724501463,3.6349396000607425e-13,1811508.9126829195,True,True,9.576677525936428e-16,True,True,1.5023756985991994e-16,True,6.876563716799829e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,50,12.5,511,273,1220469.3402439265,2292257.9691137685,2292257.969112565,5.251304364123961e-13,1497051.3089975072,True,True,6.7838954816425e-16,True,True,1.6229315329847278e-16,True,4.4387336267379867e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,51,12.75,511,273,1120751.989458013,2269080.530355352,2269080.530358143,1.2300902144191598e-12,1240348.3627423255,True,True,1.4448051973576408e-15,True,True,7.778744030855049e-17,True,4.2788477375853606e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,52,12.999999999999998,511,273,1015179.6788414036,2205993.672098004,2205993.6721024257,2.0045023882865332e-12,1034977.9196205183,True,True,2.3401870074775025e-15,True,True,1.6446849338946285e-16,True,4.373982533072088e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,53,13.25,511,273,905095.2757417217,2101721.583604462,2101721.583600651,1.8132620443430494e-12,867283.5947487925,True,True,1.4489685215852486e-15,True,True,2.1884725150909708e-17,True,4.515099005027759e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,54,13.5,511,273,795704.3802975463,1964040.1039927593,1964040.1039935274,3.9108584995403294e-13,729474.8354869203,True,True,4.460997988122744e-16,True,True,9.322216407937338e-17,True,6.366931147722156e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,55,13.750000000000002,511,273,693952.3726324604,1808350.0722221094,1808350.0722207173,7.69814672385792e-13,615538.9651958235,True,True,6.593735980290485e-16,True,True,9.927865961302053e-17,True,4.867897901545891e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,56,14.0,511,273,606159.3550465528,1651386.2325669092,1651386.23256645,2.7803430852862454e-13,519768.9441449897,True,True,5.519999943702211e-16,True,True,1.3205403356065852e-17,True,5.645932800890617e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,57,14.25,511,273,536796.5773668729,1509077.42421396,1509077.42421502,7.023132629949166e-13,440732.9435224717,True,True,2.22945172957929e-15,True,True,1.582430670216782e-16,True,4.2251582813640833e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,58,14.500000000000002,511,273,486278.3576950109,1388001.6622975431,1388001.662297446,6.994975657518382e-14,374399.7055744571,True,True,1.4877526349556255e-15,True,True,1.666674669166647e-16,True,1.0023068053705146e-15,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,59,14.75,511,273,452686.5452947952,1289305.1949685756,1289305.1949685141,4.7674739979714214e-14,318503.1403896114,True,True,1.616038721022292e-16,True,True,1.2713496668696726e-16,True,3.5384803026395925e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,60,15.0,511,273,433112.53922088275,1210983.8595975125,1210983.8595972164,2.4456195380354224e-13,271246.8255410095,True,True,9.808282372580597e-17,True,True,1.434225666695683e-16,True,1.2959457799984194e-15,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,61,15.25,511,273,424800.7329050078,1149546.8149386991,1149546.8149389778,2.4244187085888823e-13,230798.86192040873,True,True,3.696661113135756e-16,True,True,6.638506028533132e-17,True,5.184249354782159e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,62,15.5,511,273,426010.5726531673,1106156.359826758,1106156.359826775,1.536549226132386e-14,196891.80444009672,True,True,2.256413520722783e-15,True,True,0.0,True,4.1984621844496287e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,63,15.749999999999998,511,273,434796.7760646052,1078757.9432085275,1078757.9432084633,5.956967274543266e-14,168164.0449785992,True,True,1.2738238193832618e-15,True,True,0.0,True,1.0124674474537115e-15,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,64,16.0,511,273,448963.8143836395,1065549.3059755717,1065549.3059757221,1.4115592301256375e-13,143863.16465412133,True,True,1.4130115021107407e-15,True,True,3.5561131408499275e-17,True,4.602437544830865e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,65,16.25,511,273,465722.3032464361,1062743.6085838478,1062743.6085838932,4.272147594752675e-14,123345.18499775903,True,True,9.144016360175863e-16,True,True,1.6232899592026684e-16,True,3.9781191158615513e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,66,16.5,511,273,481623.047070824,1063554.753615005,1063554.753614921,7.902918215856406e-14,105877.49293983614,True,True,2.7897909860887e-16,True,True,1.6751004045652887e-16,True,5.04882709323856e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,67,16.75,511,273,493827.56276754546,1062455.669988687,1062455.6699886585,2.673555172996023e-14,91311.4267675303,True,True,4.759635980851877e-16,True,True,0.0,True,6.301309298066061e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,68,17.0,511,273,499283.6771822705,1051713.0000659656,1051713.0000659693,3.5421168115524324e-15,79021.59958551133,True,True,4.2825443748464334e-16,True,True,1.8812431467686365e-17,True,7.257825089087554e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,69,17.25,511,273,495783.56505556207,1026523.686241226,1026523.6862412235,2.494961504074555e-15,68626.25768722362,True,True,3.2366323980683807e-16,True,True,7.684451344726942e-17,True,1.7073618761657694e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,70,17.5,511,273,481805.3689117121,985048.7605715204,985048.7605715035,1.7136432571227973e-14,59800.43934900124,True,True,2.9371854358771157e-16,True,True,1.9755155265543104e-17,True,9.039780994491657e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,71,17.75,511,273,456396.07915470266,927945.4070158568,927945.4070158488,8.656389853677286e-15,52200.91414421989,True,True,3.1876142019177333e-15,True,True,1.4534945422654265e-16,True,3.9805508960975554e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,72,18.0,511,273,420570.40517693246,859571.6574771833,859571.6574771691,1.65229613370111e-14,45755.58230036923,True,True,2.675219590029692e-15,True,True,1.2939072577788453e-16,True,4.1834737867162737e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,73,18.25,511,273,376392.11547092645,784787.2540885329,784787.2540885338,1.1867198017851774e-15,40205.907223657654,True,True,1.793713141822676e-15,True,True,2.2779168754640378e-17,True,2.992212797628555e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,74,18.5,511,273,327768.0420318659,709765.5330362396,709765.533036228,1.6237921291506405e-14,35408.27214469786,True,True,1.1657608172351112e-15,True,True,5.0321341048220414e-17,True,3.452472139847202e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,75,18.75,511,273,279284.74987058504,640164.1794650356,640164.1794650553,3.091488925093665e-14,31247.894536830314,True,True,8.63815894731125e-16,True,True,5.901092255362661e-17,True,7.330383822359224e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,76,19.0,511,273,234850.06819782086,579806.1756975137,579806.1756975102,6.023495094039959e-15,27599.857187802027,True,True,2.15204443475679e-15,True,True,1.6238223798811846e-16,True,5.555873351348201e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,77,19.25,511,273,197668.24098412442,531193.6606287014,531193.6606286941,1.3806951811918167e-14,24455.44220296047,True,True,1.1555410578183084e-15,True,True,0.0,True,3.3310204272340975e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,78,19.5,511,273,168982.7741190692,495025.2297670441,495025.22976703604,1.6226763249700673e-14,21715.343402682218,True,True,1.0460300741597128e-15,True,True,1.5233844437842936e-16,True,2.6115772992000403e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,79,19.75,511,273,148886.9629683533,471530.8318701558,471530.83187014086,3.1725112853024305e-14,19324.834889655758,True,True,1.017004174951163e-15,True,True,1.0275615893929735e-16,True,4.1223748978507995e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,80,20.0,511,273,136298.58056185202,460277.65433850454,460277.65433850174,6.070178939844107e-15,17236.459427584934,True,True,2.267168797733684e-15,True,True,7.914749656203541e-17,True,6.904870989947966e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,81,20.25,511,273,129337.18745206404,460085.41963459476,460085.4196345998,1.1006796310766705e-14,15393.727664709751,True,True,4.437001139298485e-16,True,True,9.951262439901278e-18,True,4.129001020806881e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,82,20.5,511,273,126265.46608864544,469124.05628530035,469124.05628530314,5.955711898405082e-15,13791.768273328602,True,True,3.136942812231321e-15,True,True,1.8060220860967453e-16,True,4.1284851112720267e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,138,design_000138,83,20.75,511,273,125914.02218090018,485650.16939893446,485650.1693989387,8.74942399781732e-15,12382.65868854974,True,True,2.753939002287209e-15,True,True,0.0,True,4.605617898502047e-16,True,True,True,False
