contract_hash,design_index,design_id,source_time_index,day,grid_nx,grid_ny,tangent_action,direct_action_qr,direct_action_svd,direct_qr_svd_relative_difference,direct_condition_number,direct_full_column_rank,direct_numerical_success,forcing_compatibility_relative_residual,forcing_compatibility_valid,multiplier_coordinate_ready,lambda_dot_solve_relative_residual,lambda_dot_valid,tangent_compatibility_relative_residual,tangent_compatibility_valid,tangent_full_lower_bound_valid,local_valid,final_test_accessed
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,278,design_000278,48,12.0,511,273,2094464.864805212,2820062.009715203,2820062.0097152772,2.6254793131093552e-14,1565574.6386658908,True,True,1.4147742695182305e-15,True,True,9.865692865272574e-17,True,4.806088598831407e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,278,design_000278,49,12.249999999999998,511,273,1993853.4279637705,2726308.9673674307,2726308.967367148,1.0367731786054148e-13,1333850.8349803113,True,True,1.1994537291856061e-15,True,True,1.1198022838993204e-16,True,5.664641722752163e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,278,design_000278,50,12.5,511,273,1872821.757599706,2609373.285170855,2609373.285170402,1.7363879484983814e-13,1134447.7070623264,True,True,5.602771659626642e-16,True,True,5.546542580939226e-17,True,5.479546842931783e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,278,design_000278,51,12.75,511,273,1727351.0718925535,2459388.7134907492,2459388.713489145,6.522771800876591e-13,961967.877925903,True,True,9.971005046738227e-16,True,True,1.2008085049444225e-16,True,3.45889193938003e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,278,design_000278,52,12.999999999999998,511,273,1559766.7142286494,2273097.9432158894,2273097.943215142,3.2879637604684503e-13,816653.0162739856,True,True,9.467054437440153e-16,True,True,1.4661617696268332e-16,True,4.690535597718121e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,278,design_000278,53,13.25,511,273,1375598.4325258061,2053643.7321206813,2053643.7321203472,1.626922763756518e-13,693496.9133790832,True,True,8.493891379008451e-16,True,True,8.245016566322811e-17,True,4.45405367881831e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,278,design_000278,54,13.5,511,273,1186742.7434783033,1816822.7309403047,1816822.7309402341,3.8830252300184637e-14,589583.7696560546,True,True,1.1850900158260096e-15,True,True,1.1501553487009883e-16,True,7.1786084663111235e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,278,design_000278,55,13.750000000000002,511,273,1008686.9755843289,1587723.132921684,1587723.1329214568,1.4312489595589064e-13,502235.79010342254,True,True,2.008033524759167e-15,True,True,2.205905887707378e-17,True,1.1158422265672175e-15,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,278,design_000278,56,14.0,511,273,855792.8436432305,1392919.6612371027,1392919.661237191,6.33509716320892e-14,428247.95277325046,True,True,1.4540023317508308e-15,True,True,4.947276156337501e-17,True,7.689229534590989e-16,True,True,True,False
04d783147dc5ecdf04ca7090e1d08aca987bf46b0a97310d619a107eb8ffe776,278,design_000278,57,14.25,511,273,738337.9232628427,1250463.9963046974,1250463.9963046669,2.439159736609071e-14,366982.11955298827,True,True,2.9977023307472573e-15,True,True,1.15620989953257e-16,True,1.2879450133161502e-15,True,True,True,False
