design_index,design_id,source_time_index,day,risk
7,design_000007,100,25.0,0.025559955536462335
7,design_000007,110,27.5,0.014338844903587222
7,design_000007,120,30.0,0.006271431976977318
7,design_000007,130,32.5,0.005432098641288354
7,design_000007,140,35.0,0.005869103023059617
7,design_000007,150,37.5,0.005982502887398305
7,design_000007,160,40.0,0.007058462012504597
7,design_000007,170,42.5,0.005532920957532762
7,design_000007,180,45.0,0.007797151533918519
8,design_000008,0,0.0,0.0014210936579783506
8,design_000008,10,2.5,0.08315969476262522
8,design_000008,20,5.0,0.11902524357766375
8,design_000008,30,7.5,0.0890655339163656
8,design_000008,40,10.0,0.06895008497914953
8,design_000008,50,12.5,0.057847618552063766
8,design_000008,60,15.0,0.039332991014623155
8,design_000008,70,17.5,0.022931552257050795
8,design_000008,80,20.0,0.01191535836502582
8,design_000008,90,22.5,0.008825091783449831
8,design_000008,100,25.0,0.009286547374198467
8,design_000008,110,27.5,0.010750393745173045
8,design_000008,120,30.0,0.008500599417266146
8,design_000008,130,32.5,0.011230436178100604
8,design_000008,140,35.0,0.013993699962365836
8,design_000008,150,37.5,0.014234664040686995
8,design_000008,160,40.0,0.014219705237602817
8,design_000008,170,42.5,0.010576174323903051
8,design_000008,180,45.0,0.010852243023879344
9,design_000009,0,0.0,0.0019705985814421866
9,design_000009,10,2.5,0.06272084310388483
9,design_000009,20,5.0,0.07064593181808565
9,design_000009,30,7.5,0.08062139594038811
9,design_000009,40,10.0,0.08677404071730639
9,design_000009,50,12.5,0.08365580424750968
9,design_000009,60,15.0,0.07847308115347879
9,design_000009,70,17.5,0.06373511861052888
9,design_000009,80,20.0,0.04368081604638084
9,design_000009,90,22.5,0.028945427698767387
9,design_000009,100,25.0,0.021680511988419974
9,design_000009,110,27.5,0.015514262429916905
9,design_000009,120,30.0,0.009841561294248125
9,design_000009,130,32.5,0.012550368969972516
9,design_000009,140,35.0,0.014977305924087313
9,design_000009,150,37.5,0.012092741216862862
9,design_000009,160,40.0,0.0147685037444894
9,design_000009,170,42.5,0.012648200219384849
9,design_000009,180,45.0,0.015200558448236645
10,design_000010,0,0.0,0.002342654457112559
10,design_000010,10,2.5,0.012843005978329838
10,design_000010,20,5.0,0.035522576985237184
10,design_000010,30,7.5,0.0530052600266603
10,design_000010,40,10.0,0.06210642314394981
10,design_000010,50,12.5,0.05388705049640162
10,design_000010,60,15.0,0.04552051042897029
10,design_000010,70,17.5,0.039840282161439665
10,design_000010,80,20.0,0.028736392343833426
10,design_000010,90,22.5,0.02356723726909997
10,design_000010,100,25.0,0.015756945905139264
10,design_000010,110,27.5,0.008916690250433509
10,design_000010,120,30.0,0.003913928939790192
10,design_000010,130,32.5,0.005343117643685349
10,design_000010,140,35.0,0.007088672068982459
10,design_000010,150,37.5,0.007589375674532614
10,design_000010,160,40.0,0.0079469850956775
10,design_000010,170,42.5,0.006983906661813383
10,design_000010,180,45.0,0.009581920778727066
11,design_000011,0,0.0,0.0025088947503680214
11,design_000011,10,2.5,0.03858143382799189
11,design_000011,20,5.0,0.06527762177769972
11,design_000011,30,7.5,0.03667648792127433
11,design_000011,40,10.0,0.02588978312005743
11,design_000011,50,12.5,0.02198380028989398
11,design_000011,60,15.0,0.020063766765284662
11,design_000011,70,17.5,0.01667625463592808
11,design_000011,80,20.0,0.006874538578469178
11,design_000011,90,22.5,0.007894191507385035
11,design_000011,100,25.0,0.005690267062474667
11,design_000011,110,27.5,0.005608747371013843
11,design_000011,120,30.0,0.0024895279072186215
11,design_000011,130,32.5,0.00484614664990261
11,design_000011,140,35.0,0.008025928244433381
11,design_000011,150,37.5,0.008812820490026227
11,design_000011,160,40.0,0.010851148872897636
11,design_000011,170,42.5,0.011605252620180865
11,design_000011,180,45.0,0.011377111418769917
12,design_000012,0,0.0,0.002286971751507327
12,design_000012,10,2.5,0.0012556097685444785
12,design_000012,20,5.0,0.009412856041194479
12,design_000012,30,7.5,0.014721387730584401
12,design_000012,40,10.0,0.01338828937643334
12,design_000012,50,12.5,0.016424297737570703
12,design_000012,60,15.0,0.015345982274848903
12,design_000012,70,17.5,0.008344217036602557
12,design_000012,80,20.0,0.009710580975956772
12,design_000012,90,22.5,0.01371986824426261
12,design_000012,100,25.0,0.013824363022704381
12,design_000012,110,27.5,0.01337664558055627
12,design_000012,120,30.0,0.008027983213762668
12,design_000012,130,32.5,0.007940529695833512
12,design_000012,140,35.0,0.008814512813362254
12,design_000012,150,37.5,0.008932246908186905
12,design_000012,160,40.0,0.008100831040552186
12,design_000012,170,42.5,0.008733653163965217
12,design_000012,180,45.0,0.00932075140359312
13,design_000013,0,0.0,0.002064452872218005
13,design_000013,10,2.5,0.015630947565650186
13,design_000013,20,5.0,0.004372116078705481
13,design_000013,30,7.5,0.014500850528010856
13,design_000013,40,10.0,0.027738339000694202
13,design_000013,50,12.5,0.026672055171110143
13,design_000013,60,15.0,0.024954548233352608
13,design_000013,70,17.5,0.014247801759305302
13,design_000013,80,20.0,0.005860853898510071
13,design_000013,90,22.5,0.0038139716388771575
13,design_000013,100,25.0,0.0036249384978664385
13,design_000013,110,27.5,0.004493611803464239
13,design_000013,120,30.0,0.0030701210594289837
13,design_000013,130,32.5,0.004212014343454488
13,design_000013,140,35.0,0.00598003007342254
13,design_000013,150,37.5,0.005640670159441856
13,design_000013,160,40.0,0.006675250101967567
13,design_000013,170,42.5,0.0069142335755003215
13,design_000013,180,45.0,0.007939531457105069
14,design_000014,0,0.0,0.002009280840624822
14,design_000014,10,2.5,0.004164815587641907
14,design_000014,20,5.0,0.015643924922747604
14,design_000014,30,7.5,0.021610520552602833
14,design_000014,40,10.0,0.006965998082991693
14,design_000014,50,12.5,0.01117209213944664
14,design_000014,60,15.0,0.01226614595240424
14,design_000014,70,17.5,0.007469675024909578
14,design_000014,80,20.0,0.005900097279168113
14,design_000014,90,22.5,0.008139499651479127
14,design_000014,100,25.0,0.007466492343843059
14,design_000014,110,27.5,0.005800117708934922
14,design_000014,120,30.0,0.003953628708672707
14,design_000014,130,32.5,0.002474698899205729
14,design_000014,140,35.0,0.002222675710339562
14,design_000014,150,37.5,0.0027600563144846496
14,design_000014,160,40.0,0.005236867307883955
14,design_000014,170,42.5,0.005728635853471277
14,design_000014,180,45.0,0.006391256609335947
15,design_000015,0,0.0,0.002204669610145737
15,design_000015,10,2.5,0.04951248104900541
15,design_000015,20,5.0,0.06932288855379623
15,design_000015,30,7.5,0.016174040956806808
15,design_000015,40,10.0,0.022660457655594983
15,design_000015,50,12.5,0.03107657014869935
15,design_000015,60,15.0,0.03834583562661653
15,design_000015,70,17.5,0.0375720181796953
15,design_000015,80,20.0,0.03058688490035802
15,design_000015,90,22.5,0.02576965600698291
15,design_000015,100,25.0,0.018273697307475308
15,design_000015,110,27.5,0.01315845445651738
15,design_000015,120,30.0,0.0084924622545956
15,design_000015,130,32.5,0.00843142432531949
15,design_000015,140,35.0,0.008005860517142322
15,design_000015,150,37.5,0.007904094764362992
15,design_000015,160,40.0,0.008509015095382214
15,design_000015,170,42.5,0.008094132888984942
15,design_000015,180,45.0,0.009427330704282078
16,design_000016,0,0.0,0.0020427495134313876
16,design_000016,10,2.5,0.04772899367582975
16,design_000016,20,5.0,0.06804475874850885
16,design_000016,30,7.5,0.06449489552876271
16,design_000016,40,10.0,0.06801209211862667
16,design_000016,50,12.5,0.05884738560595886
16,design_000016,60,15.0,0.05852384720188723
16,design_000016,70,17.5,0.04781178877472519
16,design_000016,80,20.0,0.03787284613916841
16,design_000016,90,22.5,0.034509650350135194
16,design_000016,100,25.0,0.027805194159309
16,design_000016,110,27.5,0.018369871809955148
16,design_000016,120,30.0,0.011105267257049651
16,design_000016,130,32.5,0.01107514707046522
16,design_000016,140,35.0,0.009598953904814151
16,design_000016,150,37.5,0.009306953810781508
16,design_000016,160,40.0,0.012147984230367538
16,design_000016,170,42.5,0.010882795620825086
16,design_000016,180,45.0,0.012375368851110262
17,design_000017,0,0.0,0.0023977286507303325
17,design_000017,10,2.5,0.009387059330349867
17,design_000017,20,5.0,0.05926094199228489
17,design_000017,30,7.5,0.10719463288415698
17,design_000017,40,10.0,0.03265274127660559
17,design_000017,50,12.5,0.00815789389755381
17,design_000017,60,15.0,0.011802064212343182
17,design_000017,70,17.5,0.01117106582055442
17,design_000017,80,20.0,0.00820537147505466
17,design_000017,90,22.5,0.010589986284054134
17,design_000017,100,25.0,0.009065909058668635
17,design_000017,110,27.5,0.006236937761224376
17,design_000017,120,30.0,0.003309946527984961
17,design_000017,130,32.5,0.0010458421652457836
17,design_000017,140,35.0,0.002300415132022093
17,design_000017,150,37.5,0.0037894607327396256
17,design_000017,160,40.0,0.007586813380198109
17,design_000017,170,42.5,0.008148300546428101
17,design_000017,180,45.0,0.010299919345683693
18,design_000018,0,0.0,0.0020378964403134367
18,design_000018,10,2.5,0.020490439190911244
18,design_000018,20,5.0,0.038825706008042006
18,design_000018,30,7.5,0.04379408601631292
18,design_000018,40,10.0,0.03621085348777317
18,design_000018,50,12.5,0.018315851721008948
18,design_000018,60,15.0,0.013186469535075166
18,design_000018,70,17.5,0.006903558298476205
18,design_000018,80,20.0,0.00320218902497174
18,design_000018,90,22.5,0.004792301883286013
18,design_000018,100,25.0,0.003971661824593589
18,design_000018,110,27.5,0.0038197669161639746
18,design_000018,120,30.0,0.002703078776632095
18,design_000018,130,32.5,0.00263557391086164
18,design_000018,140,35.0,0.0036192026004827783
18,design_000018,150,37.5,0.004606395077370122
18,design_000018,160,40.0,0.007750336580649789
18,design_000018,170,42.5,0.006975539975305433
18,design_000018,180,45.0,0.008213309998350436
19,design_000019,0,0.0,0.00222515948854678
19,design_000019,10,2.5,0.08963452520641421
19,design_000019,20,5.0,0.02357594832046169
19,design_000019,30,7.5,0.023176822755440692
19,design_000019,40,10.0,0.03316130058796446
19,design_000019,50,12.5,0.03562780049892652
19,design_000019,60,15.0,0.037732725090547495
19,design_000019,70,17.5,0.031172265746859128
19,design_000019,80,20.0,0.025878563940513164
19,design_000019,90,22.5,0.02638651363041846
19,design_000019,100,25.0,0.0228343176796847
19,design_000019,110,27.5,0.016007569035296237
19,design_000019,120,30.0,0.009349248491948774
19,design_000019,130,32.5,0.008734439853659202
19,design_000019,140,35.0,0.00905074532918549
19,design_000019,150,37.5,0.007639666528342921
19,design_000019,160,40.0,0.01127946923803641
19,design_000019,170,42.5,0.010363906553376996
19,design_000019,180,45.0,0.011465938930813983
20,design_000020,0,0.0,0.002370547817583841
20,design_000020,10,2.5,0.034068624878127264
20,design_000020,20,5.0,0.02189607961959186
20,design_000020,30,7.5,0.025777949478276663
20,design_000020,40,10.0,0.028473351865296835
20,design_000020,50,12.5,0.023334351971184147
20,design_000020,60,15.0,0.01741650203201616
20,design_000020,70,17.5,0.00899369337917893
20,design_000020,80,20.0,0.007765415167425934
20,design_000020,90,22.5,0.007306475285870603
20,design_000020,100,25.0,0.006209428456591372
20,design_000020,110,27.5,0.006205686113550999
20,design_000020,120,30.0,0.004321951860244417
20,design_000020,130,32.5,0.007103663100818363
20,design_000020,140,35.0,0.008370273984153947
20,design_000020,150,37.5,0.007655135573460838
20,design_000020,160,40.0,0.00972048705145561
20,design_000020,170,42.5,0.009595078725538917
20,design_000020,180,45.0,0.010801993164405811
21,design_000021,0,0.0,0.0021083141320295605
21,design_000021,10,2.5,0.006992277238823554
21,design_000021,20,5.0,0.017624845125089803
21,design_000021,30,7.5,0.042434850733027746
21,design_000021,40,10.0,0.07772428402914477
21,design_000021,50,12.5,0.09067117173572536
21,design_000021,60,15.0,0.08520118374783828
21,design_000021,70,17.5,0.060047079716916335
21,design_000021,80,20.0,0.04240665329481012
21,design_000021,90,22.5,0.030708733057145197
21,design_000021,100,25.0,0.02207874544134396
21,design_000021,110,27.5,0.017122208731220112
21,design_000021,120,30.0,0.01006126026313394
21,design_000021,130,32.5,0.011204091048504242
21,design_000021,140,35.0,0.010840316457018467
21,design_000021,150,37.5,0.010789237233083587
21,design_000021,160,40.0,0.011737835644312564
21,design_000021,170,42.5,0.010897816559636314
21,design_000021,180,45.0,0.011676764833076368
22,design_000022,0,0.0,0.0020689533182350027
22,design_000022,10,2.5,0.010147747384854515
22,design_000022,20,5.0,0.004557616158684877
22,design_000022,30,7.5,0.006308955838192331
22,design_000022,40,10.0,0.018196601756919534
22,design_000022,50,12.5,0.02700798583192389
22,design_000022,60,15.0,0.03468468667272477
22,design_000022,70,17.5,0.039327291035471605
22,design_000022,80,20.0,0.036441815565426944
22,design_000022,90,22.5,0.03514368982902523
22,design_000022,100,25.0,0.023194444147620747
22,design_000022,110,27.5,0.010510709284624673
22,design_000022,120,30.0,0.0031836548999697794
22,design_000022,130,32.5,0.0014358673081618558
22,design_000022,140,35.0,0.0021757807418390325
22,design_000022,150,37.5,0.0026219782854686492
22,design_000022,160,40.0,0.0038617390597745016
22,design_000022,170,42.5,0.00455816668045711
22,design_000022,180,45.0,0.006479262967750504
23,design_000023,0,0.0,0.0021271959403372028
23,design_000023,10,2.5,0.04182494264002473
23,design_000023,20,5.0,0.01050291021134283
23,design_000023,30,7.5,0.013497732840908471
23,design_000023,40,10.0,0.025516301420457382
23,design_000023,50,12.5,0.036898825877285046
23,design_000023,60,15.0,0.03714663082973614
23,design_000023,70,17.5,0.024262346175965566
23,design_000023,80,20.0,0.01378733845031653
23,design_000023,90,22.5,0.012597580668578117
23,design_000023,100,25.0,0.009359442894852202
23,design_000023,110,27.5,0.004933106216904605
23,design_000023,120,30.0,0.002597079044927326
23,design_000023,130,32.5,0.0017499826320315193
23,design_000023,140,35.0,0.0031130925262669884
23,design_000023,150,37.5,0.004235989530179452
23,design_000023,160,40.0,0.006684644084901935
23,design_000023,170,42.5,0.008700505016792787
23,design_000023,180,45.0,0.01094591347229656
24,design_000024,0,0.0,0.002215395166195084
24,design_000024,10,2.5,0.007035235545630524
24,design_000024,20,5.0,0.022028367300323905
24,design_000024,30,7.5,0.02276615086818217
24,design_000024,40,10.0,0.022359503060975294
24,design_000024,50,12.5,0.02940155255388354
24,design_000024,60,15.0,0.0288524838480574
24,design_000024,70,17.5,0.02294816731048029
24,design_000024,80,20.0,0.016664744109164357
24,design_000024,90,22.5,0.01569975505891127
24,design_000024,100,25.0,0.010303447266503618
24,design_000024,110,27.5,0.006701244629805912
24,design_000024,120,30.0,0.004227644812687127
24,design_000024,130,32.5,0.0014604718888768275
24,design_000024,140,35.0,0.0012691366273700684
24,design_000024,150,37.5,0.0014988775420231928
24,design_000024,160,40.0,0.003345182739688531
24,design_000024,170,42.5,0.0034117627198056322
24,design_000024,180,45.0,0.0058925781510090775
25,design_000025,0,0.0,0.002315713357080142
25,design_000025,10,2.5,0.005807770162215488
25,design_000025,20,5.0,0.012919178304294746
25,design_000025,30,7.5,0.0227173569449551
25,design_000025,40,10.0,0.027244172946865926
25,design_000025,50,12.5,0.03206108972880268
25,design_000025,60,15.0,0.02787539137325838
25,design_000025,70,17.5,0.019465972961292006
25,design_000025,80,20.0,0.011785940641156744
25,design_000025,90,22.5,0.010089190047383425
25,design_000025,100,25.0,0.007094044464504703
25,design_000025,110,27.5,0.00415922026704165
25,design_000025,120,30.0,0.0020607946623893607
25,design_000025,130,32.5,0.0027177990207745517
25,design_000025,140,35.0,0.004642103904654719
25,design_000025,150,37.5,0.005452682156906661
25,design_000025,160,40.0,0.00734586174751864
25,design_000025,170,42.5,0.008986292093342568
25,design_000025,180,45.0,0.010656455517803292
26,design_000026,0,0.0,0.002059955640043286
26,design_000026,10,2.5,0.0011607359188480983
26,design_000026,20,5.0,0.006210912988120638
26,design_000026,30,7.5,0.012600630068389379
26,design_000026,40,10.0,0.02163635898418627
26,design_000026,50,12.5,0.029338872795379556
26,design_000026,60,15.0,0.029321584227886423
26,design_000026,70,17.5,0.02925975501275365
26,design_000026,80,20.0,0.030051244808358114
26,design_000026,90,22.5,0.03377314290727357
26,design_000026,100,25.0,0.027614482473626606
26,design_000026,110,27.5,0.018272848497079962
26,design_000026,120,30.0,0.007416342794868714
26,design_000026,130,32.5,0.007750991502247062
26,design_000026,140,35.0,0.011026006437982286
26,design_000026,150,37.5,0.01113375746373663
26,design_000026,160,40.0,0.010115302596523556
26,design_000026,170,42.5,0.011312051362729824
26,design_000026,180,45.0,0.012948057403002852
27,design_000027,0,0.0,0.0022404362431553844
27,design_000027,10,2.5,0.004745066292851359
27,design_000027,20,5.0,0.011846647110956345
27,design_000027,30,7.5,0.02821406771953482
27,design_000027,40,10.0,0.049524846982964624
27,design_000027,50,12.5,0.060782609424060705
27,design_000027,60,15.0,0.06818033219886405
27,design_000027,70,17.5,0.05721632135485734
27,design_000027,80,20.0,0.04051542445808998
27,design_000027,90,22.5,0.02919182048961834
27,design_000027,100,25.0,0.019375251159523793
27,design_000027,110,27.5,0.013529375463820423
27,design_000027,120,30.0,0.007585240780132296
27,design_000027,130,32.5,0.008833327992923298
27,design_000027,140,35.0,0.009141382692737933
27,design_000027,150,37.5,0.00818983946730775
27,design_000027,160,40.0,0.010043470961846952
27,design_000027,170,42.5,0.010535374303927302
27,design_000027,180,45.0,0.011161137178697888
28,design_000028,0,0.0,0.001749089367450577
28,design_000028,10,2.5,0.042229472670039375
28,design_000028,20,5.0,0.013941751689041701
28,design_000028,30,7.5,0.009523706608069242
28,design_000028,40,10.0,0.019213556824973083
28,design_000028,50,12.5,0.020369771893952594
28,design_000028,60,15.0,0.021379215063113983
28,design_000028,70,17.5,0.017019107008573918
28,design_000028,80,20.0,0.01152630416566005
28,design_000028,90,22.5,0.008957536806161553
28,design_000028,100,25.0,0.004813841439642914
28,design_000028,110,27.5,0.00255138904892559
28,design_000028,120,30.0,0.0018250594657297414
28,design_000028,130,32.5,0.0015464826827659027
28,design_000028,140,35.0,0.0028015527758917867
28,design_000028,150,37.5,0.003922169943838244
28,design_000028,160,40.0,0.004851870720976288
28,design_000028,170,42.5,0.00578288367887185
28,design_000028,180,45.0,0.0076467480004066
29,design_000029,0,0.0,0.0021836679506981567
29,design_000029,10,2.5,0.030356274965803818
29,design_000029,20,5.0,0.022935602560558495
29,design_000029,30,7.5,0.013482999046557451
29,design_000029,40,10.0,0.020772377468293714
29,design_000029,50,12.5,0.02608794522128898
29,design_000029,60,15.0,0.023340813449824117
29,design_000029,70,17.5,0.02045453119565424
29,design_000029,80,20.0,0.015201319202576936
29,design_000029,90,22.5,0.015010270187875593
29,design_000029,100,25.0,0.009915280089979099
29,design_000029,110,27.5,0.003913324359146455
29,design_000029,120,30.0,0.00037818682427580394
29,design_000029,130,32.5,0.00045877832327514745
29,design_000029,140,35.0,0.001992940454147946
29,design_000029,150,37.5,0.003732198237651902
29,design_000029,160,40.0,0.004962677662321729
29,design_000029,170,42.5,0.0038132568332055142
29,design_000029,180,45.0,0.005594822315639701
30,design_000030,0,0.0,0.0020371400650263365
30,design_000030,10,2.5,0.024280547839571155
30,design_000030,20,5.0,0.07804973562883968
30,design_000030,30,7.5,0.08468652777376964
30,design_000030,40,10.0,0.04247998855210368
30,design_000030,50,12.5,0.028928050689971174
30,design_000030,60,15.0,0.02683047978752491
30,design_000030,70,17.5,0.019958363914529275
30,design_000030,80,20.0,0.014387589954689105
30,design_000030,90,22.5,0.015093291116803494
30,design_000030,100,25.0,0.010156749324688043
30,design_000030,110,27.5,0.00515084390588815
30,design_000030,120,30.0,0.0024616170355825162
30,design_000030,130,32.5,0.0023272815608166944
30,design_000030,140,35.0,0.004506461295657844
30,design_000030,150,37.5,0.005292379328307494
30,design_000030,160,40.0,0.007908135101639222
30,design_000030,170,42.5,0.009420227994626263
30,design_000030,180,45.0,0.012529439494770225
31,design_000031,0,0.0,0.0023690963097263793
31,design_000031,10,2.5,0.012950012017680833
31,design_000031,20,5.0,0.006739818697195539
31,design_000031,30,7.5,0.015868897935925386
31,design_000031,40,10.0,0.024368628927694324
31,design_000031,50,12.5,0.024270590128147994
31,design_000031,60,15.0,0.021538506221950436
31,design_000031,70,17.5,0.009746881937637158
31,design_000031,80,20.0,0.005083554977021005
31,design_000031,90,22.5,0.004238608686502581
31,design_000031,100,25.0,0.003559830829291041
31,design_000031,110,27.5,0.0035497276677094133
31,design_000031,120,30.0,0.004210304370314508
31,design_000031,130,32.5,0.0033165127538867844
31,design_000031,140,35.0,0.0042455475042753495
31,design_000031,150,37.5,0.003747664044772665
31,design_000031,160,40.0,0.004998309684471295
31,design_000031,170,42.5,0.006237718269077989
31,design_000031,180,45.0,0.006813888865696987
32,design_000032,0,0.0,0.0021465259756393556
32,design_000032,10,2.5,0.0060716297655837945
32,design_000032,20,5.0,0.033890410966578285
32,design_000032,30,7.5,0.03143656057057391
32,design_000032,40,10.0,0.020088802167863608
32,design_000032,50,12.5,0.01653466917446865
32,design_000032,60,15.0,0.012222050936281535
32,design_000032,70,17.5,0.01123812866054141
32,design_000032,80,20.0,0.005577595706379201
32,design_000032,90,22.5,0.003983704471159177
32,design_000032,100,25.0,0.003765424561890737
32,design_000032,110,27.5,0.003862178019386114
32,design_000032,120,30.0,0.002321217954634488
32,design_000032,130,32.5,0.0038797489614841845
32,design_000032,140,35.0,0.006161784117917308
32,design_000032,150,37.5,0.006813479339800163
32,design_000032,160,40.0,0.00874390524596512
32,design_000032,170,42.5,0.009834515179711428
32,design_000032,180,45.0,0.011901907710761682
33,design_000033,0,0.0,0.002018116030252014
33,design_000033,10,2.5,0.010282975910871819
33,design_000033,20,5.0,0.010918080074025477
