allowance_percent,selection_risk,extra_risk_percent,budget_used_fraction,selection_action,validation_risk,validation_action,validation_action_standard_error,validation_law_action,validation_action_reduction_vs_law,action_reduction_vs_law,minimum_ess_fraction,maximum_weak_residual,maximum_energy_residual,valid,milestone_success,exploratory,result
0.5,5.203174625199841,0.32054356761868075,0.6410871352373615,0.2570028699786669,5.424590797632822,0.2971717089511181,0.001026547668993441,0.3320567957426287,0.1050575902640144,0.1160402155616983,0.058234269989041965,0.08175319417104278,0.05962696717424031,True,True,False,experiments/skyrmions_deep_ritz/outputs/pareto_authoritative/risk_0p5pct/result.json
1.0,5.225761943282232,0.7560415454850533,0.7560415454850533,0.2293679480488151,5.384064636896843,0.26672042765537896,0.0008167388689732748,0.3320567957426287,0.1967626289386072,0.21109035890876982,0.06196439364113963,0.07539678508326485,0.06750587131328413,True,True,False,experiments/skyrmions_deep_ritz/outputs/pareto_authoritative/risk_1pct/result.json
2.0,5.284504645220004,1.8886385105161052,0.9443192552580526,0.22430517979214598,5.389962046216944,0.2606061834539789,0.0007668142992012765,0.3320567957426287,0.21517587715334663,0.22850371906773537,0.05605227602656485,0.0743979915270024,0.07539094233004308,True,True,False,experiments/skyrmions_deep_ritz/outputs/pareto_authoritative/risk_2pct/result.json
3.0,5.340106050966004,2.9606692704578164,0.9868897568192722,0.20345379368395117,5.5486265475350205,0.23096986632081146,0.0006157311071238731,0.3320567957426287,0.3044266243542503,0.30022193284087206,0.06916265902448057,0.08776182994308217,0.06131636504009692,True,True,False,experiments/skyrmions_deep_ritz/outputs/pareto_authoritative/risk_3pct/result.json
4.0,5.340106050966004,2.9606692704578164,0.7401673176144541,0.20345379368395117,5.5486265475350205,0.23096986632081146,0.0006157311071238731,0.3320567957426287,0.3044266243542503,0.30022193284087206,0.06916265902448057,0.08776182994308217,0.06131636504009692,True,True,False,experiments/skyrmions_deep_ritz/outputs/pareto_authoritative/risk_4pct/result.json
5.0,5.340106050966004,2.9606692704578164,0.5921338540915633,0.20345379368395117,5.5486265475350205,0.23096986632081146,0.0006157311071238731,0.3320567957426287,0.3044266243542503,0.30022193284087206,0.06916265902448057,0.08776182994308217,0.06131636504009692,True,True,False,experiments/skyrmions_deep_ritz/outputs/pareto_authoritative/risk_5pct/result.json
