candidate_key,geometry,geometry_deg,provenance,population_valid,finite_valid,population_loss,finite_risk,projective_separation_deg,allowance_percent,L_max,R_max,feasible,is_previous_incumbent,is_historical_full,is_stage_winner,proxy_evaluated,prescreen_evaluated,prescreen_A_full_h,prescreen_passes,prescreen_source,selection_evaluated,selection_A_full_h,selection_passes,selection_source,validation_evaluated,validation_A_full_h,validation_passes,validation_source,proxy_A_full_h,proxy_passes,proxy_source
"[0.3628830143912871,1.250952851265067]","[0.3628830143912871,1.250952851265067]","[20.791665181605865,71.67431874734494]","[""mandatory_previous_corrected_incumbent"",""carried_previous_exact_finalist""]",True,True,0.06917461987788673,0.06669860868878917,50.882653565739076,2.0,0.0692360118546043,0.06750945145541655,True,True,False,False,False,True,19.40819992823364,True,new_corrected_nested_sweep_evaluation,True,21.040259435874198,True,new_corrected_nested_sweep_evaluation,True,20.310305049837915,True,new_corrected_nested_sweep_evaluation,,,
"[0.40294027427553375,1.2053392262704312]","[0.40294027427553375,1.2053392262704312]","[23.0867771118319,69.06085054685987]","[""carried_previous_exact_finalist""]",True,True,0.0687593710939516,0.06621188562919098,45.97407343502797,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,False,True,25.14441105268914,True,new_corrected_nested_sweep_evaluation,True,27.573950551159513,True,accepted_isolated_corrected_0p5_rerun,False,,,,,,
"[0.3690536851387292,1.2324408390227404]","[0.3690536851387292,1.2324408390227404]","[21.145218572199134,70.61365857556511]","[""carried_previous_exact_finalist""]",True,True,0.06898644182783659,0.0665210537883375,49.46844000336598,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,True,False,,,,False,,,,False,,,,17.248402543036633,True,new_corrected_nested_sweep_evaluation
"[0.34798569738387325,1.2447821805176247]","[0.34798569738387325,1.2447821805176247]","[19.938111791012588,71.32076535675166]","[""carried_previous_exact_finalist""]",True,True,0.06923291143894587,0.0668213524251819,51.382653565739076,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,False,True,19.584572035185932,True,new_corrected_nested_sweep_evaluation,True,21.732436779171344,True,new_corrected_nested_sweep_evaluation,False,,,,,,
"[0.359797679017566,1.247867515891346]","[0.359797679017566,1.247867515891346]","[20.614888486309226,71.4975420520483]","[""carried_previous_exact_finalist"",""prescreen_refinement_r0.25_5""]",True,True,0.06916787124971956,0.06670850652634244,50.882653565739076,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,False,True,19.62095505264924,True,new_corrected_nested_sweep_evaluation,True,21.424792110552797,True,new_corrected_nested_sweep_evaluation,False,,,,,,
"[0.35671234364384485,1.249145503647611]","[0.35671234364384485,1.249145503647611]","[20.438111791012588,71.57076535675168]","[""carried_previous_exact_finalist""]",True,True,0.06920278085331508,0.06675174447032817,51.13265356573909,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,False,True,19.383908634584245,True,new_corrected_nested_sweep_evaluation,True,21.20180854730707,True,new_corrected_nested_sweep_evaluation,False,,,,,,
"[0.3536270082701238,1.247867515891346]","[0.3536270082701238,1.247867515891346]","[20.26133509571595,71.4975420520483]","[""carried_previous_exact_finalist""]",True,True,0.06921489539915371,0.06677722328763397,51.23620695633235,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,False,True,19.41947991786375,True,new_corrected_nested_sweep_evaluation,True,21.343812943538715,True,new_corrected_nested_sweep_evaluation,False,,,,,,
"[0.352349020513859,1.2447821805176247]","[0.352349020513859,1.2447821805176247]","[20.188111791012588,71.32076535675166]","[""carried_previous_exact_finalist""]",True,True,0.06919660031923865,0.06676934640799982,51.132653565739076,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,False,True,19.714419725294693,True,new_corrected_nested_sweep_evaluation,True,21.77836427650941,True,new_corrected_nested_sweep_evaluation,False,,,,,,
"[0.4392235955039321,1.1195666727508942]","[0.4392235955039321,1.1195666727508942]","[25.165658284936548,64.14644523213042]","[""full_search_audit_10+saved_final_tangent+tangent_search_audit_0"",""mandatory_saved_tangent_seed""]",True,True,0.06900219255134,0.06637372448652676,38.98078694719387,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,True,False,,,,False,,,,False,,,,21.841391921227174,True,new_corrected_nested_sweep_evaluation
"[0.39026746451612937,1.151562647044907]","[0.39026746451612937,1.151562647044907]","[22.360678598045826,65.97967952058643]","[""tangent_search_audit_1""]",True,True,0.06878452987871773,0.06630482942138824,43.61900092254061,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,True,False,,,,False,,,,False,,,,17.91726820094749,True,new_corrected_nested_sweep_evaluation
"[0.4134082597236212,1.1588868139902107]","[0.4134082597236212,1.1588868139902107]","[23.68654849801167,66.39932337500156]","[""tangent_search_audit_2""]",True,True,0.068775022616286,0.06621907668664251,42.71277487698988,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,True,False,,,,False,,,,False,,,,20.680519391019224,True,new_corrected_nested_sweep_evaluation
"[0.4266481101513467,1.1618345546071978]","[0.4266481101513467,1.1618345546071978]","[24.445136048904818,66.5682164714542]","[""tangent_search_audit_3""]",True,True,0.06878799343321765,0.06619010208750231,42.12308042254939,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,True,False,,,,False,,,,False,,,,22.340531821590062,True,new_corrected_nested_sweep_evaluation
"[0.4006481240183468,1.1574142793954016]","[0.4006481240183468,1.1574142793954016]","[22.95544657608526,66.31495335753199]","[""tangent_search_audit_4""]",True,True,0.06876950578416413,0.06625470757321258,43.359506781446726,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,True,False,,,,False,,,,False,,,,19.20368801684669,True,new_corrected_nested_sweep_evaluation
"[0.4258579831998469,1.1631439942644295]","[0.4258579831998469,1.1631439942644295]","[24.399865109304343,66.64324183734064]","[""tangent_search_audit_5""]",True,True,0.06878310047429251,0.06618721560775759,42.243376728036296,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,True,False,,,,False,,,,False,,,,22.300332883340822,True,new_corrected_nested_sweep_evaluation
"[0.3851380009454465,1.1547775042593078]","[0.3851380009454465,1.1547775042593078]","[22.066781984279594,66.16387727070878]","[""tangent_search_audit_6""]",True,True,0.06878058299379522,0.06631760067565629,44.09709528642919,2.0,0.0692360118546043,0.06750945145541655,True,False,False,False,True,False,,,,False,,,,False,,,,17.475573531900334,True,new_corrected_nested_sweep_evaluation
