theta1_deg,theta2_deg,proxy_action,prescreen_action,full_action,action_valid,screened_candidate_count,exact_law_audited_count,exact_law_valid_count,exact_finalist_count
19.95786890461027,65.96574304984362,529.1323785205497,256.578233270022,252.66363975226176,True,49,30,30,12
21.218481533544225,68.84605997349458,563.1540341580658,267.39221803764434,245.94338966644418,True,49,30,30,12
19.95323479355721,63.90692473158412,557.6017763505223,270.63489766305446,274.1653760103395,True,49,30,30,12
20.525199549437627,65.40680433383265,564.8941923899412,271.9448926844071,266.5368476104952,True,49,30,30,12
20.427204643418897,64.05191346725252,576.0185941665808,278.2577016066105,278.50187208980753,True,49,30,30,12
21.49156099021761,67.74941510806917,594.1192463601649,281.0221312165225,261.0562249792901,True,49,30,30,12
22.132749185957454,68.46044632899353,630.6668124130479,294.92401439878296,267.8170205341378,True,49,30,30,12
22.264752335998068,68.32747305789972,641.1568874125136,299.31198830822467,271.64249953121043,True,49,30,30,12
22.319281206192603,67.75296215589574,649.2824574230206,303.3456191474724,277.29076948397415,True,49,30,30,12
21.738610758804615,62.1604011408426,646.2331635670796,311.1823785629187,311.5208205929416,True,49,30,30,12
25.165658284936548,64.14644523213042,829.5916468360484,384.02232721525394,353.06660996450177,True,49,30,30,12
23.3849164307422,67.95178714113145,724.7756360259109,333.60578213756986,298.49824166944586,True,49,30,30,12
