candidate_key,geometry,geometry_deg,provenance,population_valid,finite_valid,population_loss,finite_risk,projective_separation_deg,allowance_percent,L_max,R_max,feasible,is_previous_incumbent,is_historical_full,is_stage_winner,proxy_evaluated,proxy_A_full_h,proxy_passes,proxy_source,prescreen_evaluated,prescreen_A_full_h,prescreen_passes,prescreen_source,selection_evaluated,selection_A_full_h,selection_passes,selection_source,validation_evaluated,validation_A_full_h,validation_passes,validation_source
"[0.40814378702017196,1.1859824182270888]","[0.40814378702017196,1.1859824182270888]","[23.3849164307422,67.95178714113146]","[""full_search_audit_11+saved_final_law+tangent_search_audit_8"",""mandatory_law_seed""]",True,True,0.0687360118546043,0.06618573672099662,44.56687071038926,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,20.990203480733527,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.3483305240668433,1.151319409744337]","[0.3483305240668433,1.151319409744337]","[19.95786890461027,65.96574304984362]","[""full_search_audit_0""]",True,True,0.06888600050680758,0.06655389113037918,46.00787414523336,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,13.86405284416457,True,new_corrected_nested_sweep_evaluation,True,31.833708006316545,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,
"[0.37033236503396244,1.2015904235629604]","[0.37033236503396244,1.2015904235629604]","[21.218481533544228,68.84605997349458]","[""full_search_audit_1+saved_final_full"",""mandatory_historical_full""]",True,True,0.06883140339741334,0.0663976417590803,47.62757843995035,4.0,0.0692360118546043,0.06883316618983648,True,False,True,False,True,16.922060029041873,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.34824964357121985,1.1153862513909938]","[0.34824964357121985,1.1153862513909938]","[19.953234793566118,63.90692473162179]","[""full_search_audit_2""]",True,True,0.06897915668103388,0.06663952250734445,43.953689938055675,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,13.22157234991542,True,new_corrected_nested_sweep_evaluation,True,37.35042519557913,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,
"[0.35823231176650794,1.141564088833055]","[0.35823231176650794,1.141564088833055]","[20.525199549435605,65.40680433383143]","[""full_search_audit_3""]",True,True,0.06886443904854155,0.06649567844122437,44.881604784395826,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,14.57082041850419,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.3565219779030613,1.1179167815101863]","[0.3565219779030613,1.1179167815101863]","[20.427204637501806,64.05191342738226]","[""full_search_audit_4""]",True,True,0.06894446678165865,0.06657659069932363,43.62470878988046,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,13.940963381494281,True,new_corrected_nested_sweep_evaluation,True,36.53291254570366,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,
"[0.37509850067314265,1.1824503599554312]","[0.37509850067314265,1.1824503599554312]","[21.491560990256144,67.74941510917121]","[""full_search_audit_5""]",True,True,0.06877946450963979,0.06634202958238365,46.25785411891506,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,17.07835723273157,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.3862893458130523,1.1948601958258025]","[0.3862893458130523,1.1948601958258025]","[22.132749185957454,68.46044632899354]","[""full_search_audit_6""]",True,True,0.06876626426728603,0.06628246452912356,46.32769714303609,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,18.614705993466245,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.3885932354029428,1.1925393744289292]","[0.3885932354029428,1.1925393744289292]","[22.264752335922307,68.32747305794905]","[""full_search_audit_7""]",True,True,0.06875814459569815,0.06626816878675668,46.06272072202674,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,18.829402572191086,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.38954494372642784,1.1825122675996649]","[0.38954494372642784,1.1825122675996649]","[22.31928120618547,67.7529621559054]","[""full_search_audit_8""]",True,True,0.06874870444201411,0.06626158114655768,45.43368094971993,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,18.688396001041752,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.3794103325506034,1.0849036642681429]","[0.3794103325506034,1.0849036642681429]","[21.738610758804615,62.1604011408426]","[""full_search_audit_9""]",True,True,0.06909492211325234,0.06663884830036662,40.42179038203798,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,14.979874265398886,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.450933059236574,1.2614094134417415]","[0.450933059236574,1.2614094134417415]","[25.836561137178435,72.27343562828452]","[""normal_multistart_0""]",True,True,0.0690060063602412,0.06624078061907006,46.43687449110608,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,29.847973887989056,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[4.527702373733796,5.7383029891863755]","[4.527702373733796,5.7383029891863755]","[259.418236906311,328.78054284768376]","[""normal_multistart_1""]",True,True,0.07755994413513186,0.0738370144919074,69.36230594137277,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.5010483280976686,2.3650031965318026]","[0.5010483280976686,2.3650031965318026]","[28.707954532082553,135.50470169622105]","[""normal_multistart_2""]",True,True,0.08304875610717563,0.07966587480675967,73.2032528358615,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[3.061144726328508,5.134986566939288]","[3.061144726328508,5.134986566939288]","[175.39067329735292,294.213058141993]","[""normal_multistart_3""]",True,True,0.10274341628537297,0.10055440023384597,61.177615155359945,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[1.273437191318765,2.444662196079211]","[1.273437191318765,2.444662196079211]","[72.96257653755879,140.0688261705221]","[""normal_multistart_4""]",True,True,0.08219763091637369,0.07760630834612284,67.10624963296331,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[2.1810485329415426,2.7938565793806336]","[2.1810485329415426,2.7938565793806336]","[124.96487585075029,160.07619056336716]","[""normal_multistart_5""]",True,True,0.08344258146931782,0.07919613454461051,35.111314712616874,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[1.9101654352309412,3.2263606337528867]","[1.9101654352309412,3.2263606337528867]","[109.44441761050294,184.85684750119395]","[""normal_multistart_6""]",True,True,0.08580858958090885,0.08598610999781357,75.41242989069102,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.9602498034084563,2.902481076645211]","[0.9602498034084563,2.902481076645211]","[55.01826101357156,166.2999158083578]","[""normal_multistart_7""]",True,True,0.08078164084206371,0.07866368952940603,68.71834520521375,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[4.039496061755349,4.554196857026328]","[4.039496061755349,4.554196857026328]","[231.44607569829884,260.936258979353]","[""normal_multistart_8""]",True,True,0.0745800789270553,0.07059112810438564,29.490183281054158,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.13397425233046445,5.796359392485462]","[0.13397425233046445,5.796359392485462]","[7.676159221956347,332.1069297304308]","[""normal_multistart_9""]",True,True,0.07963865306447998,0.07814673352116489,35.56922949152556,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[1.8683152607840914,2.57455463774643]","[1.8683152607840914,2.57455463774643]","[107.0465792428122,147.51111486870298]","[""normal_multistart_10""]",True,True,0.08161390542861433,0.0773889128988022,40.464535625890775,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[4.496326854599068,5.867958328334777]","[4.496326854599068,5.867958328334777]","[257.6205520798591,336.2092465722245]","[""normal_multistart_11""]",True,True,0.07578279096015551,0.07270857187056752,78.58869449236539,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.4450375259659446,1.2632941927599515]","[0.4450375259659446,1.2632941927599515]","[25.49877196279241,72.3814255285315]","[""initial_ring_center_0_r4_0"",""initial_ring_center_4_r4_0""]",True,True,0.06901931345704088,0.06626718999635023,46.88265356573908,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,28.92279854740184,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.42458972186570887,1.3126595587394887]","[0.42458972186570887,1.3126595587394887]","[24.327199087538602,75.20985265327768]","[""initial_ring_center_0_r4_1"",""initial_ring_center_4_r4_1""]",True,True,0.06962682360433678,0.06681330611265578,50.882653565739076,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.3752243558861714,1.3331073628397245]","[0.3752243558861714,1.3331073628397245]","[21.49877196279241,76.3814255285315]","[""initial_ring_center_0_r4_2"",""initial_ring_center_4_r4_2""]",True,True,0.07029326657819605,0.06753966474167068,54.88265356573908,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.325858989906634,1.3126595587394887]","[0.325858989906634,1.3126595587394887]","[18.67034483804622,75.20985265327768]","[""initial_ring_center_0_r4_3"",""initial_ring_center_4_r4_3""]",True,True,0.07045475127442798,0.0679266084253711,56.53950781523146,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.30541118580639826,1.2632941927599515]","[0.30541118580639826,1.2632941927599515]","[17.49877196279241,72.3814255285315]","[""initial_ring_center_0_r4_4"",""initial_ring_center_4_r4_4""]",True,True,0.06995961188059718,0.06766669558111099,54.88265356573908,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.325858989906634,1.213928826780414]","[0.325858989906634,1.213928826780414]","[18.67034483804622,69.55299840378531]","[""initial_ring_center_0_r4_5"",""initial_ring_center_4_r4_5""]",True,True,0.069202282001622,0.06692303053118638,50.88265356573909,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,12.512343560956523,True,new_corrected_nested_sweep_evaluation,True,22.995581843956785,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,
"[0.3752243558861714,1.1934810226801782]","[0.3752243558861714,1.1934810226801782]","[21.49877196279241,68.3814255285315]","[""initial_ring_center_0_r4_6"",""initial_ring_center_4_r4_6""]",True,True,0.06879374142330895,0.06634909612537115,46.88265356573908,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,17.318385155933036,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.42458972186570887,1.213928826780414]","[0.42458972186570887,1.213928826780414]","[24.327199087538602,69.55299840378531]","[""initial_ring_center_0_r4_7"",""initial_ring_center_4_r4_7""]",True,True,0.06877132932479914,0.06614753655120194,45.22579931624671,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,24.074311600891264,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.410130940926058,1.2632941927599515]","[0.410130940926058,1.2632941927599515]","[23.49877196279241,72.3814255285315]","[""initial_ring_center_0_r2_0"",""initial_ring_center_4_r2_0""]",True,True,0.06906622258428503,0.06641465421842903,48.88265356573908,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,23.34855415916487,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.39990703887594015,1.28797687574972]","[0.39990703887594015,1.28797687574972]","[22.912985525165507,73.79563909090459]","[""initial_ring_center_0_r2_1"",""initial_ring_center_4_r2_1""]",True,True,0.06937667233717815,0.06669885013850411,50.882653565739076,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.3752243558861714,1.2982007777998381]","[0.3752243558861714,1.2982007777998381]","[21.49877196279241,74.3814255285315]","[""initial_ring_center_0_r2_2"",""initial_ring_center_4_r2_2""]",True,True,0.0696719637935352,0.0670381050541449,52.88265356573908,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.3505416728964027,1.28797687574972]","[0.3505416728964027,1.28797687574972]","[20.084558400419315,73.79563909090459]","[""initial_ring_center_0_r2_3"",""initial_ring_center_4_r2_3""]",True,True,0.06973269427299683,0.06720718870659971,53.711080690485275,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.34031777084628484,1.2632941927599515]","[0.34031777084628484,1.2632941927599515]","[19.49877196279241,72.3814255285315]","[""initial_ring_center_0_r2_4"",""initial_ring_center_4_r2_4""]",True,True,0.06950344083122473,0.0670797108141171,52.88265356573908,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.3505416728964027,1.2386115097701829]","[0.3505416728964027,1.2386115097701829]","[20.084558400419315,70.9672119661584]","[""initial_ring_center_0_r2_5"",""initial_ring_center_4_r2_5""]",True,True,0.06915735339586014,0.06674769147443209,50.88265356573909,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,15.1730261647646,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.3752243558861714,1.2283876077200648]","[0.3752243558861714,1.2283876077200648]","[21.49877196279241,70.3814255285315]","[""initial_ring_center_0_r2_6"",""initial_ring_center_4_r2_6""]",True,True,0.06892946722195449,0.06644864683541918,48.88265356573908,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,17.938118707616717,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.39990703887594015,1.2386115097701829]","[0.39990703887594015,1.2386115097701829]","[22.912985525165507,70.9672119661584]","[""initial_ring_center_0_r2_7"",""initial_ring_center_4_r2_7""]",True,True,0.06890370123196876,0.06632663375466472,48.05422644099289,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,21.339018885852774,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.3926776484061148,1.2632941927599515]","[0.3926776484061148,1.2632941927599515]","[22.498771962792414,72.3814255285315]","[""initial_ring_center_0_r1_0"",""initial_ring_center_4_r1_0""]",True,True,0.0691270407680196,0.0665286093518318,49.882653565739076,4.0,0.0692360118546043,0.06883316618983648,True,False,False,False,True,20.787588963733707,True,new_corrected_nested_sweep_evaluation,False,,,,False,,,,False,,,
"[0.38756569738105573,1.2756355342548358]","[0.38756569738105573,1.2756355342548358]","[22.205878743978957,73.08853230971805]","[""initial_ring_center_0_r1_1"",""initial_ring_center_4_r1_1""]",True,True,0.06928515083985654,0.0666749308198059,50.88265356573909,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.3752243558861714,1.2807474852798948]","[0.3752243558861714,1.2807474852798948]","[21.49877196279241,73.3814255285315]","[""initial_ring_center_0_r1_2"",""initial_ring_center_4_r1_2""]",True,True,0.06942350638055635,0.06683880242628443,51.88265356573908,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.3628830143912871,1.2756355342548358]","[0.3628830143912871,1.2756355342548358]","[20.791665181605865,73.08853230971805]","[""initial_ring_center_0_r1_3"",""initial_ring_center_4_r1_3""]",True,True,0.06944917396517634,0.06691729253615243,52.29686712811218,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
"[0.3577710633662281,1.2632941927599515]","[0.3577710633662281,1.2632941927599515]","[20.49877196279241,72.3814255285315]","[""initial_ring_center_0_r1_4"",""initial_ring_center_4_r1_4""]",True,True,0.06934152869720428,0.06685679047904275,51.88265356573908,4.0,0.0692360118546043,0.06883316618983648,False,False,False,False,False,,,,False,,,,False,,,,False,,,
