theta1_deg,theta2_deg,proxy_action,prescreen_action,full_action,action_valid,screened_candidate_count,exact_law_audited_count,exact_law_valid_count,exact_finalist_count
19.95786890461027,65.96574304984362,529.1323785195666,256.57823327001984,252.6636397522521,True,49,30,30,12
21.218481533544225,68.84605997349458,563.1540341583561,267.39221803761916,245.9433896664469,True,49,30,30,12
19.953234793566118,63.90692473162179,557.6017763498601,270.6348976629362,274.1653760100507,True,49,30,30,12
20.525199549435605,65.40680433383143,564.8941924068585,271.9448926843455,266.536847610462,True,49,30,30,12
20.427204637501806,64.05191342738226,576.0185943690581,278.2577017361054,278.50187240788625,True,49,30,30,12
21.491560990256144,67.74941510917121,594.1192463522732,281.02213121155756,261.05622497035984,True,49,30,30,12
22.132749185957454,68.46044632899353,630.6668124136463,294.92401439878614,267.8170205341052,True,49,30,30,12
22.264752335922307,68.32747305794905,641.1568874134847,299.3119883058402,271.6424995292385,True,49,30,30,12
22.31928120618547,67.7529621559054,649.2824574204315,303.3456191472305,277.29076948375985,True,49,30,30,12
21.738610758804615,62.1604011408426,646.233163567162,311.1823785629439,311.5208205929699,True,49,30,30,12
25.165658284936548,64.14644523213042,829.5916468352242,384.02232721527065,353.0666099645116,True,49,30,30,12
23.3849164307422,67.95178714113145,724.7756360242324,333.6057821375495,298.49824166943966,True,49,30,30,12
