candidate_key,geometry,geometry_deg,provenance,population_valid,finite_valid,population_loss,finite_risk,projective_separation_deg,feasible,proxy_evaluated,proxy_A_full_h,proxy_passes,proxy_trial_count,proxy_grid_n,prescreen_evaluated,selection_evaluated,validation_evaluated,is_saved_full,is_existing_pool_winner,is_rerun_winner,prescreen_A_full_h,prescreen_passes,prescreen_trial_count,prescreen_grid_n,selection_A_full_h,selection_passes,selection_trial_count,selection_grid_n,validation_A_full_h,validation_passes,validation_trial_count,validation_grid_n
"[0.3667176697990497,1.189249082068076]","[0.3667176697990497,1.189249082068076]","[21.01137475235768,68.13895319230802]","[""adaptive_ring_r0.5_0""]",True,True,0.06881662249803468,0.06640498232980863,47.12757843995034,True,True,16.30845519558436,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.3641616942865202,1.1954197528155182]","[0.3641616942865202,1.1954197528155182]","[20.86492814295095,68.4925065829013]","[""adaptive_ring_r0.5_1""]",True,True,0.06884081933642111,0.06643409736373665,47.62757843995035,True,True,16.140325525495047,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.357991023539078,1.1979757283280477]","[0.357991023539078,1.1979757283280477]","[20.51137475235768,68.63895319230802]","[""adaptive_ring_r0.5_2""]",True,True,0.06887836393780478,0.06649211829730156,48.12757843995034,True,True,15.523743625704538,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.35182035279163587,1.1954197528155182]","[0.35182035279163587,1.1954197528155182]","[20.157821361764405,68.4925065829013]","[""adaptive_ring_r0.5_3""]",True,True,0.06890540793005315,0.06654403010164173,48.334685221136894,False,False,,,,,False,False,False,False,False,False,,,,,,,,,,,,
"[0.34926437727910636,1.189249082068076]","[0.34926437727910636,1.189249082068076]","[20.01137475235768,68.13895319230802]","[""adaptive_ring_r0.5_4""]",True,True,0.06890368576070256,0.0665562508639071,48.12757843995034,False,False,,,,,False,False,False,False,False,False,,,,,,,,,,,,
"[0.35182035279163587,1.1830784113206336]","[0.35182035279163587,1.1830784113206336]","[20.157821361764405,67.78539980171475]","[""adaptive_ring_r0.5_5""]",True,True,0.06887600643087927,0.06652258428388766,47.62757843995034,False,False,,,,,False,False,False,False,False,False,,,,,,,,,,,,
"[0.357991023539078,1.1805224358081043]","[0.357991023539078,1.1805224358081043]","[20.51137475235768,67.63895319230802]","[""adaptive_ring_r0.5_6""]",True,True,0.06884111692632795,0.0664660911906107,47.12757843995034,True,True,15.255153775561222,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.3641616942865202,1.1830784113206336]","[0.3641616942865202,1.1830784113206336]","[20.86492814295095,67.78539980171475]","[""adaptive_ring_r0.5_7""]",True,True,0.0688175523743891,0.06641872667040165,46.920471658763795,True,True,15.92928183790313,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.36235434666906385,1.1805224358081043]","[0.36235434666906385,1.1805224358081043]","[20.76137475235768,67.63895319230802]","[""adaptive_ring_r0.25_0""]",True,True,0.06882200461684998,0.06643103070449641,46.87757843995034,True,True,15.697757620699289,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.36107635891279916,1.1836077711818254]","[0.36107635891279916,1.1836077711818254]","[20.688151447654317,67.81572988760466]","[""adaptive_ring_r0.25_1""]",True,True,0.06883124834826532,0.06644334079762823,47.12757843995034,True,True,15.619698253190709,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.357991023539078,1.1848857589380901]","[0.357991023539078,1.1848857589380901]","[20.51137475235768,67.88895319230802]","[""adaptive_ring_r0.25_2""]",True,True,0.06884740419999029,0.06647009348174573,47.37757843995034,True,True,15.325315079170066,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.354905688165357,1.1836077711818254]","[0.354905688165357,1.1836077711818254]","[20.334598057061044,67.81572988760466]","[""adaptive_ring_r0.25_3""]",True,True,0.06886057938700724,0.0664953720110473,47.48113183054362,True,True,14.994547450160614,True,2,51,True,True,False,False,False,False,27.201477990122513,True,12,101,31.869945248120786,True,64,101,,,,
"[0.3536277004090922,1.1805224358081043]","[0.3536277004090922,1.1805224358081043]","[20.26137475235768,67.63895319230802]","[""adaptive_ring_r0.25_4""]",True,True,0.06886243591526922,0.06650355691755391,47.37757843995034,True,True,14.82103273477022,True,2,51,True,False,False,False,False,False,27.619640299282235,True,12,101,,,,,,,,
"[0.354905688165357,1.177437100434383]","[0.354905688165357,1.177437100434383]","[20.334598057061044,67.46217649701138]","[""adaptive_ring_r0.25_5""]",True,True,0.06885230803904147,0.06649008966878919,47.12757843995034,True,True,14.899087737304576,True,2,51,True,False,False,False,False,False,28.02764442100293,True,12,101,,,,,,,,
"[0.357991023539078,1.1761591126781186]","[0.357991023539078,1.1761591126781186]","[20.51137475235768,67.38895319230802]","[""adaptive_ring_r0.25_6""]",True,True,0.06883676537949643,0.06646369415237811,46.87757843995034,True,True,15.183056761058687,True,2,51,True,False,False,False,False,False,28.176916798625616,True,12,101,,,,,,,,
"[0.36107635891279916,1.177437100434383]","[0.36107635891279916,1.177437100434383]","[20.688151447654317,67.46217649701138]","[""adaptive_ring_r0.25_7""]",True,True,0.06882447379834797,0.06643957077514455,46.774025049357064,True,True,15.513830716321518,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.35580936197408514,1.1805224358081043]","[0.35580936197408514,1.1805224358081043]","[20.38637475235768,67.63895319230802]","[""adaptive_ring_r0.125_0""]",True,True,0.06885149635144633,0.06648451725918522,47.25257843995034,True,True,15.03702271406135,True,2,51,True,False,False,False,False,False,27.608400259198216,True,12,101,,,,,,,,
"[0.35517036809595276,1.1820651034949652]","[0.35517036809595276,1.1820651034949652]","[20.349763100005998,67.72734153995636]","[""adaptive_ring_r0.125_1""]",True,True,0.06885681435562098,0.06649143461516474,47.377578439950355,True,True,14.997393118383258,True,2,51,True,False,False,False,False,False,27.405708644038288,True,12,101,,,,,,,,
"[0.3536277004090922,1.1827040973730971]","[0.3536277004090922,1.1827040973730971]","[20.26137475235768,67.76395319230802]","[""adaptive_ring_r0.125_2""]",True,True,0.06886571321812751,0.06650573700835319,47.50257843995034,True,True,14.85380800223334,True,2,51,True,True,False,False,False,False,27.326559258952784,True,12,101,32.07419479189516,True,64,101,,,,
"[0.35208503272223163,1.1820651034949652]","[0.35208503272223163,1.1820651034949652]","[20.17298640470936,67.72734153995636]","[""adaptive_ring_r0.125_3""]",True,True,0.06887287783949154,0.06651899051046314,47.55435513524699,False,False,,,,,False,False,False,False,False,False,,,,,,,,,,,,
"[0.3514460388440993,1.1805224358081043]","[0.3514460388440993,1.1805224358081043]","[20.13637475235768,67.63895319230802]","[""adaptive_ring_r0.125_4""]",True,True,0.06887394666587959,0.06652321792260554,47.50257843995034,False,False,,,,,False,False,False,False,False,False,,,,,,,,,,,,
"[0.35208503272223163,1.1789797681212437]","[0.35208503272223163,1.1789797681212437]","[20.17298640470936,67.5505648446597]","[""adaptive_ring_r0.125_5""]",True,True,0.06886839567890611,0.06651599872243544,47.37757843995034,True,True,14.646767866213953,True,2,51,True,False,False,False,False,False,27.838044382757456,True,12,101,,,,,,,,
"[0.3536277004090922,1.1783407742431113]","[0.3536277004090922,1.1783407742431113]","[20.26137475235768,67.51395319230802]","[""adaptive_ring_r0.125_6""]",True,True,0.06885964206553774,0.066501777801666,47.25257843995034,True,True,14.787781640537032,True,2,51,True,False,False,False,False,False,27.91437542569258,True,12,101,,,,,,,,
"[0.35517036809595276,1.1789797681212437]","[0.35517036809595276,1.1789797681212437]","[20.349763100005998,67.5505648446597]","[""adaptive_ring_r0.125_7""]",True,True,0.06885271141229121,0.06648882622194231,47.2008017446537,True,True,14.949444097859395,True,2,51,True,False,False,False,False,False,27.818266607288326,True,12,101,,,,,,,,
