candidate_key,geometry,geometry_deg,provenance,population_valid,finite_valid,population_loss,finite_risk,projective_separation_deg,feasible,proxy_evaluated,proxy_A_full_h,proxy_passes,proxy_trial_count,proxy_grid_n,prescreen_evaluated,selection_evaluated,validation_evaluated,is_saved_full,is_existing_pool_winner,is_rerun_winner,prescreen_A_full_h,prescreen_passes,prescreen_trial_count,prescreen_grid_n,selection_A_full_h,selection_passes,selection_trial_count,selection_grid_n,validation_A_full_h,validation_passes,validation_trial_count,validation_grid_n
"[0.4614582570295732,1.174272828594405]","[0.4614582570295732,1.174272828594405]","[26.439610549257697,67.28087707534854]","[""initial_ring_center_2_r2_0""]",True,True,0.06885316745806418,0.06614700869071571,40.84126652609085,True,True,27.359008020815644,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.45123435497945535,1.1989555115841737]","[0.45123435497945535,1.1989555115841737]","[25.853824111630793,68.69509063772163]","[""initial_ring_center_2_r2_1""]",True,True,0.06879193786965487,0.06610088793379464,42.84126652609084,True,True,27.215409474680083,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.42655167198968663,1.2091794136342917]","[0.42655167198968663,1.2091794136342917]","[24.439610549257697,69.28087707534854]","[""initial_ring_center_2_r2_2""]",True,True,0.0687623280335063,0.06613699954678068,44.84126652609085,True,True,24.178471317045116,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.4018689889999179,1.1989555115841737]","[0.4018689889999179,1.1989555115841737]","[23.0253969868846,68.69509063772163]","[""initial_ring_center_2_r2_3""]",True,True,0.06874862653345004,0.06620990874917143,45.66969365083703,True,True,20.604237050687956,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.39164508694980005,1.174272828594405]","[0.39164508694980005,1.174272828594405]","[22.439610549257697,67.28087707534854]","[""initial_ring_center_2_r2_4""]",True,True,0.06874756132673439,0.06625724091443973,44.84126652609085,True,True,18.707190018527243,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.4018689889999179,1.1495901456046365]","[0.4018689889999179,1.1495901456046365]","[23.0253969868846,65.86666351297545]","[""initial_ring_center_2_r2_5""]",True,True,0.06879090934258504,0.06627355453411218,42.84126652609085,True,True,19.080315874940602,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.42655167198968663,1.1393662435545184]","[0.42655167198968663,1.1393662435545184]","[24.439610549257697,65.28087707534854]","[""initial_ring_center_2_r2_6""]",True,True,0.06886615206678928,0.06627331375418355,40.84126652609085,True,True,21.378733651765106,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.45123435497945535,1.1495901456046365]","[0.45123435497945535,1.1495901456046365]","[25.853824111630793,65.86666351297545]","[""initial_ring_center_2_r2_7""]",True,True,0.06889716505931583,0.066229538091569,40.01283940134466,True,True,24.723767536207713,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.4440049645096299,1.174272828594405]","[0.4440049645096299,1.174272828594405]","[25.439610549257697,67.28087707534854]","[""initial_ring_center_2_r1_0""]",True,True,0.06879899551586299,0.06614397065551497,41.84126652609085,True,True,25.054222781432596,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.43889301348457094,1.1866141700892896]","[0.43889301348457094,1.1866141700892896]","[25.146717330444243,67.9879838565351]","[""initial_ring_center_2_r1_1""]",True,True,0.06876908732780196,0.06612293298353608,42.84126652609085,True,True,24.947798153324655,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.42655167198968663,1.1917261211143484]","[0.42655167198968663,1.1917261211143484]","[24.439610549257697,68.28087707534854]","[""initial_ring_center_2_r1_2""]",True,True,0.0687469156226625,0.06613515477453658,43.84126652609085,True,True,23.52715419376321,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.41421033049480227,1.1866141700892896]","[0.41421033049480227,1.1866141700892896]","[23.73250376807115,67.9879838565351]","[""initial_ring_center_2_r1_3""]",True,True,0.06873732041810289,0.06616730895607376,44.25548008846394,True,True,21.76139362449586,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.4090983794697433,1.174272828594405]","[0.4090983794697433,1.174272828594405]","[23.439610549257697,67.28087707534854]","[""initial_ring_center_2_r1_4""]",True,True,0.06874295585389446,0.06619548822216328,43.84126652609085,True,True,20.720747329947514,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.41421033049480227,1.1619314870995205]","[0.41421033049480227,1.1619314870995205]","[23.73250376807115,66.57377029416199]","[""initial_ring_center_2_r1_5""]",True,True,0.06876848899917781,0.06620917862603132,42.841266526090834,True,True,20.884332828843505,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.42655167198968663,1.1568195360744618]","[0.42655167198968663,1.1568195360744618]","[24.439610549257697,66.28087707534854]","[""initial_ring_center_2_r1_6""]",True,True,0.0688020560829487,0.06620590018723146,41.84126652609085,True,True,22.11977421546839,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.43889301348457094,1.1619314870995205]","[0.43889301348457094,1.1619314870995205]","[25.146717330444243,66.57377029416199]","[""initial_ring_center_2_r1_7""]",True,True,0.06881598878125846,0.06618104953571755,41.42705296371774,True,True,23.8285113344031,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.44305037206005854,1.1859824182270888]","[0.44305037206005854,1.1859824182270888]","[25.3849164307422,67.95178714113146]","[""initial_ring_center_3_r2_0""]",True,True,0.06877881394972828,0.06612056881423198,42.56687071038926,True,True,25.475120592578413,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.4328264700099406,1.2106651012168572]","[0.4328264700099406,1.2106651012168572]","[24.799129993115297,69.36600070350454]","[""initial_ring_center_3_r2_1""]",True,True,0.06877002961366442,0.0661242310436027,44.56687071038924,True,True,25.110112871003196,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.40814378702017196,1.220889003266975]","[0.40814378702017196,1.220889003266975]","[23.3849164307422,69.95178714113145]","[""initial_ring_center_3_r2_2""]",True,True,0.06879956618151964,0.06621971405165718,46.566870710389246,True,True,22.029625845446667,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.38346110403040323,1.2106651012168572]","[0.38346110403040323,1.2106651012168572]","[21.970702868369106,69.36600070350454]","[""initial_ring_center_3_r2_3""]",True,True,0.06881413917628199,0.06632632908523267,47.39529783513544,True,True,18.622921930116355,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.3732372019802853,1.1859824182270888]","[0.3732372019802853,1.1859824182270888]","[21.3849164307422,67.95178714113146]","[""initial_ring_center_3_r2_4""]",True,True,0.06878850025906652,0.06635566248684449,46.56687071038926,True,True,16.94911855325415,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.38346110403040323,1.1612997352373198]","[0.38346110403040323,1.1612997352373198]","[21.970702868369106,66.53757357875836]","[""initial_ring_center_3_r2_5""]",True,True,0.06877067360345004,0.06631212997877495,44.56687071038925,True,True,17.47352103634394,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.40814378702017196,1.151075833187202]","[0.40814378702017196,1.151075833187202]","[23.3849164307422,65.95178714113145]","[""initial_ring_center_3_r2_6""]",True,True,0.06879127435355341,0.0662536446205307,42.566870710389246,True,True,19.810688501025894,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.4328264700099406,1.1612997352373198]","[0.4328264700099406,1.1612997352373198]","[24.799129993115297,66.53757357875836]","[""initial_ring_center_3_r2_7""]",True,True,0.06880268002061331,0.06618616649395694,41.738443585643054,True,True,23.060447697106383,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.4255970795401152,1.1859824182270888]","[0.4255970795401152,1.1859824182270888]","[24.3849164307422,67.95178714113146]","[""initial_ring_center_3_r1_0""]",True,True,0.06874727734911294,0.06614200756724717,43.56687071038926,True,True,23.181481143494025,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.42048512851505626,1.198323759721973]","[0.42048512851505626,1.198323759721973]","[24.092023211928748,68.658893922318]","[""initial_ring_center_3_r1_1""]",True,True,0.06874452692684892,0.06614694773377891,44.56687071038925,True,True,22.972719718373988,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.40814378702017196,1.2034357107470317]","[0.40814378702017196,1.2034357107470317]","[23.3849164307422,68.95178714113145]","[""initial_ring_center_3_r1_2""]",True,True,0.06875133664624043,0.06618871389505303,45.566870710389246,True,True,21.530191284537032,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.3958024455252876,1.198323759721973]","[0.3958024455252876,1.198323759721973]","[22.677809649555655,68.658893922318]","[""initial_ring_center_3_r1_3""]",True,True,0.06875480020166276,0.06623650356327748,45.981084272762345,True,True,19.83791716732616,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.39069049450022864,1.1859824182270888]","[0.39069049450022864,1.1859824182270888]","[22.3849164307422,67.95178714113146]","[""initial_ring_center_3_r1_4""]",True,True,0.06874847561565323,0.06625557255723072,45.56687071038926,True,True,18.909644197890564,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.3958024455252876,1.173641076732204]","[0.3958024455252876,1.173641076732204]","[22.677809649555655,67.2446803599449]","[""initial_ring_center_3_r1_5""]",True,True,0.06874466886768575,0.06624076666907674,44.56687071038924,True,True,19.15868410226129,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.40814378702017196,1.1685291257071453]","[0.40814378702017196,1.1685291257071453]","[23.3849164307422,66.95178714113145]","[""initial_ring_center_3_r1_6""]",True,True,0.06875039924310672,0.06620823720318392,43.566870710389246,True,True,20.415046920343727,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
"[0.42048512851505626,1.173641076732204]","[0.42048512851505626,1.173641076732204]","[24.092023211928748,67.2446803599449]","[""initial_ring_center_3_r1_7""]",True,True,0.06875344784733864,0.06617026520121141,43.15265714801615,True,True,22.067136737353984,True,2,51,False,False,False,False,False,False,,,,,,,,,,,,
