allowance_percent,id,source,selection_risk,extra_risk_percent,budget_used_fraction,selection_tangent_action,selection_tangent_action_reduction_vs_law,validation_risk,validation_tangent_action,validation_tangent_action_standard_error,validation_tangent_action_reduction_vs_law,full_selection_action_at_full_winner,full_validation_action_at_full_winner,valid
0.5,tangent-7c056775d8f6,tangent_local_refinement_2,5.211983256792396,0.4903796336950039,0.9807592673900078,0.09596853806574643,0.16554362730340733,5.405756628174556,0.08338680951555652,0.00014943896325160177,0.17090349809877614,0.2570028699786669,0.2971717089511181,True
1.0,tangent-5db5e736b78a,tangent_local_refinement_2,5.232499173105999,0.8859396570700229,0.8859396570700229,0.0939567891097167,0.18303599272294369,5.428119694520905,0.08154979645758124,0.00014631159751140094,0.18916851038504223,0.2293679480488151,0.26672042765537896,True
2.0,tangent-cef5e4f59c72,tangent_local_refinement_2,5.284069783277777,1.8802540933931855,0.9401270466965927,0.08981226192841991,0.2190730855864199,5.485982083678326,0.0780795881521052,0.00014134632801278277,0.22367201979682771,0.22430517979214598,0.2606061834539789,True
3.0,tangent-dfd00bf1a1f9,tangent_local_refinement_2,5.315289499557258,2.4821902444528865,0.8273967481509622,0.08304561417056466,0.2779097882927497,5.560501105483923,0.07273213222044855,0.00011700540859706196,0.276840584858432,0.20345379368395117,0.23096986632081146,True
4.0,tangent-795cddb04d83,tangent_local_refinement_2,5.392941992296977,3.979380102986596,0.994845025746649,0.08126955933426518,0.293352768943277,5.630308431288542,0.07059347749748006,0.0001174508205289675,0.2981047531350335,0.20345379368395117,0.23096986632081146,True
5.0,tangent-0b33cd342e3a,tangent_local_refinement_2,5.443860539241325,4.9611223421170525,0.9922244684234105,0.07877569505307264,0.3150371770214312,5.68770015446028,0.06815169209313807,0.00011145050612880915,0.32238288236068435,0.20345379368395117,0.23096986632081146,True
