allowance_percent,full_eta,risk_star_worst_view,risk_max_worst_view,selection_law_action,selection_full_action,selection_full_risk_worst_view,validation_law_action,validation_full_action,validation_full_action_se_across_views,validation_full_vs_law_reduction,validation_full_move_action,validation_full_reaction_action,validation_reaction_fraction,validation_views,selection_certified
0.5,"[28.525915517207615,4.006107969011665,24.41770521358069,9.14395268112629]",2.0222823612301424,2.032393773036293,29.377607165473286,29.377607165473286,2.0222823612301424,21.76171522594737,21.761715225146787,5.361181474611627,3.678857218858411e-11,3.485961642956683,18.275753582190102,0.8398121836035941,12,True
1.0,"[16.23378668427761,15.779208825098017,24.022978599722165,4.070354110503121]",2.0222823612301424,2.042505184842444,29.377607165473286,23.037195541869544,2.0294233184067276,21.761715225146787,20.869286349717047,4.08068176180254,0.04100912387634281,3.3485488764287688,17.52073747328828,0.8395465556265095,12,True
2.0,"[31.71497442367197,22.792601645298635,26.17666887671041,2.7503542226433035]",2.0222823612301424,2.0627280084547452,29.377607165473286,22.529704282057246,2.0371320605325547,21.761715225146787,22.228234864680783,8.968947128226425,-0.021437631855181438,3.4171334107184825,18.8111014539623,0.8462705909164167,12,True
3.0,"[4.572897520050911,6.594878947085285,24.12932163143453,21.257897424809197]",2.0222823612301424,2.0829508320670467,29.377607165473286,21.552531651747458,2.073641876705651,21.761715225146787,18.157088167644023,2.1170929684437487,0.16564076040005482,3.063575753854298,15.09351241378972,0.8312738405206624,12,True
4.0,"[4.572897520050911,6.594878947085285,24.12932163143453,21.257897424809197]",2.0222823612301424,2.103173655679348,29.377607165473286,21.552531651747458,2.073641876705651,21.761715225146787,18.157088167644023,2.1170929684437487,0.16564076040005482,3.063575753854298,15.09351241378972,0.8312738405206624,12,True
5.0,"[4.572897520050911,6.594878947085285,24.12932163143453,21.257897424809197]",2.0222823612301424,2.1233964792916495,29.377607165473286,21.552531651747458,2.073641876705651,21.761715225146787,18.157088167644023,2.1170929684437487,0.16564076040005482,3.063575753854298,15.09351241378972,0.8312738405206624,12,True
