allowance_percent,risk_star,risk_max,selection_law_action,selection_full_action,selection_full_risk,validation_law_action,validation_law_action_se_across_views,validation_full_action,validation_full_action_se_across_views,validation_full_vs_law_reduction,full_eta,certified,result
0.5,2.0222823612301424,2.032393773036293,29.377607165473286,29.377607165473286,2.0222823612301424,21.76171522594737,5.361181475348649,21.761715225146787,5.361181474611627,3.678857218858411e-11,"[28.525915517207615,4.006107969011665,24.41770521358069,9.14395268112629]",True,/home/zanot/projects/tesseract2026/experiments/active_nematic_unbalance_percentage/outputs/pareto_robust/risk_0p5pct/result.json
1.0,2.0222823612301424,2.042505184842444,29.377607165473286,23.037195541869544,2.0294233184067276,21.761715225146787,5.361181474611627,20.869286349717047,4.08068176180254,0.04100912387634281,"[16.23378668427761,15.779208825098017,24.022978599722165,4.070354110503121]",True,/home/zanot/projects/tesseract2026/experiments/active_nematic_unbalance_percentage/outputs/pareto_robust/risk_1pct/result.json
2.0,2.0222823612301424,2.0627280084547452,29.377607165473286,22.529704282057246,2.0371320605325547,21.761715225146787,5.361181474611627,22.228234864680783,8.968947128226425,-0.021437631855181438,"[31.71497442367197,22.792601645298635,26.17666887671041,2.7503542226433035]",True,/home/zanot/projects/tesseract2026/experiments/active_nematic_unbalance_percentage/outputs/pareto_robust/risk_2pct/result.json
3.0,2.0222823612301424,2.0829508320670467,29.377607165473286,21.552531651747458,2.073641876705651,21.761715225146787,5.361181474611627,18.157088167644023,2.1170929684437487,0.16564076040005482,"[4.572897520050911,6.594878947085285,24.12932163143453,21.257897424809197]",True,/home/zanot/projects/tesseract2026/experiments/active_nematic_unbalance_percentage/outputs/pareto_robust/risk_3pct/result.json
4.0,2.0222823612301424,2.103173655679348,29.377607165473286,21.552531651747458,2.073641876705651,21.761715225146787,5.361181474611627,18.157088167644023,2.1170929684437487,0.16564076040005482,"[4.572897520050911,6.594878947085285,24.12932163143453,21.257897424809197]",True,/home/zanot/projects/tesseract2026/experiments/active_nematic_unbalance_percentage/outputs/pareto_robust/risk_4pct/result.json
5.0,2.0222823612301424,2.1233964792916495,29.377607165473286,21.552531651747458,2.073641876705651,21.761715225146787,5.361181474611627,18.157088167644023,2.1170929684437487,0.16564076040005482,"[4.572897520050911,6.594878947085285,24.12932163143453,21.257897424809197]",True,/home/zanot/projects/tesseract2026/experiments/active_nematic_unbalance_percentage/outputs/pareto_robust/risk_5pct/result.json
