id,feed,kill,component_count_mean,component_count_std,background_component_count_mean,background_component_count_std,minority_component_count_mean,minority_component_count_std,phase_component_max_mean,phase_component_max_std,euler_characteristic_mean,euler_characteristic_std,absolute_euler_characteristic_mean,absolute_euler_characteristic_std,interface_length_mean,interface_length_std,area_fraction_mean,area_fraction_std,minkowski_area_mean,minkowski_area_std,minkowski_perimeter_mean,minkowski_perimeter_std,minkowski_euler_mean,minkowski_euler_std,anisotropy_mean,anisotropy_std,heldout_spectrum_1_mean,heldout_spectrum_1_std,heldout_spectrum_2_mean,heldout_spectrum_2_std,phi_mean_mean,phi_second_moment_mean,phi_shell_1_mean,phi_shell_2_mean,field_min,field_max,within_regime_diversity,pattern_presence_fraction,mean_timestep_relative_rmse,worst_timestep_relative_rmse,design_regime_gate_pass,design_regime_failure_reason,morphology_score,empirical_class
gs_11,0.07,0.06,0.625,0.4879500364742666,0.796875,0.7166874304854753,0.421875,0.7726410591919164,1.125,0.45425676257949793,-0.328125,0.7570764046908889,0.328125,0.7570764046908889,0.013092041015625,0.02480235537596104,0.6087799072265625,0.47637485077507563,0.6087799072265625,0.47637485077507563,0.013092041015625,0.02480235537596104,-0.328125,0.7570764046908889,0.13709742086878293,0.27842455918029835,2.9014599115628903e-06,5.717756297479557e-06,7.780734209588913e-07,2.027745557468048e-06,0.19584554433822632,0.06245194748044014,0.02416571043431759,0.0033831822220236063,4.203895392974451e-45,0.3974485695362091,0.1551767885684967,0.296875,0.0007514107855968177,0.0016726736212149262,False,pattern_presence,nan,rejected_unstable
gs_12,0.078,0.061,0.671875,0.9094684912122776,1.0,0.0,0.671875,0.9094684912122776,1.265625,0.5115239447296148,0.671875,0.9094684912122776,0.671875,0.9094684912122776,0.044769287109375,0.06286640093723697,0.108123779296875,0.14358399601418556,0.108123779296875,0.14358399601418556,0.044769287109375,0.06286640093723697,0.671875,0.9094684912122776,0.11880271761674353,0.2068813644093525,8.45746045309925e-05,0.00012170894814420294,5.932115287153329e-06,8.243015861613322e-06,0.04233904182910919,0.013938941061496735,0.009560048580169678,0.00417112372815609,4.203895392974451e-45,0.4811443090438843,0.10762223601341248,0.40625,0.0009637331240810454,0.0026927844155579805,False,pattern_presence,nan,rejected_unstable
gs_13,0.022,0.061,0.546875,1.367765963225701,1.0,0.0,0.546875,1.367765963225701,1.40625,1.01916165361069,0.546875,1.367765963225701,0.546875,1.367765963225701,0.01629638671875,0.040657864832330616,0.0246429443359375,0.061483132098271324,0.0246429443359375,0.061483132098271324,0.01629638671875,0.040657864832330616,0.546875,1.367765963225701,0.008409400670008699,0.024784009967432446,7.514825390948943e-06,1.8947244823209835e-05,1.6470575431559762e-07,4.471130366141758e-07,0.009277775883674622,0.0019147710409015417,0.0014311197446659207,0.0007399547612294555,8.407790785948902e-45,0.3719698488712311,0.040571339428424835,0.140625,0.0,0.0,False,pattern_presence,nan,rejected_unstable
gs_14,0.026,0.061,5.90625,1.3997590495601009,1.0,0.0,5.90625,1.3997590495601009,5.953125,1.2009214385576192,5.90625,1.3997590495601009,5.90625,1.3997590495601009,0.1700439453125,0.038899204503567354,0.2459869384765625,0.056594669216851315,0.2459869384765625,0.056594669216851315,0.1700439453125,0.038899204503567354,5.90625,1.3997590495601009,0.04436200122979256,0.03232554175531171,8.562247106249298e-05,2.9273650493586905e-05,1.7638299061503575e-06,7.764308500272176e-07,0.09413629025220871,0.019915472716093063,0.012624837458133698,0.007698071654886007,7.006492321624085e-45,0.38680461049079895,0.10389605164527893,0.953125,0.1553230732679367,0.5790480971336365,False,mean_timestep_convergence;worst_timestep_convergence,nan,rejected_unstable
gs_15,0.03,0.062,6.5625,0.709907215041694,1.0,0.0,6.5625,0.709907215041694,6.5625,0.709907215041694,6.5625,0.709907215041694,6.5625,0.709907215041694,0.193939208984375,0.010490113136974035,0.2870025634765625,0.0074191764954723086,0.2870025634765625,0.0074191764954723086,0.193939208984375,0.010490113136974035,6.5625,0.709907215041694,0.06729569128824137,0.04577430916635776,0.00012027953780490962,2.766220653839615e-05,3.0876189614299717e-06,5.139684017067168e-07,0.11011728644371033,0.02469964697957039,0.015085584484040737,0.009567102417349815,0.0008417832432314754,0.3792513310909271,0.11075926572084427,1.0,0.04053683951497078,0.0801606997847557,True,,3.192753001262736,spot_like
gs_16,0.034,0.063,6.671875,0.8367489525083431,1.0,0.0,6.671875,0.8367489525083431,6.671875,0.8367489525083431,6.671875,0.8367489525083431,6.671875,0.8367489525083431,0.203948974609375,0.011286058917310762,0.304229736328125,0.00985200012901425,0.304229736328125,0.00985200012901425,0.203948974609375,0.011286058917310762,6.671875,0.8367489525083431,0.08114197158063592,0.05286063821695476,0.00013906775592131484,2.9912456545908172e-05,4.399899548331938e-06,5.715046525219987e-07,0.11715336889028549,0.02741030417382717,0.01637955754995346,0.010681021958589554,0.0003578739706426859,0.38923245668411255,0.11604698747396469,1.0,0.009361708536744118,0.019571689888834953,True,,3.1252092647366645,spot_like
gs_17,0.038,0.064,6.3125,0.9063269671749657,1.0,0.0,6.3125,0.9063269671749657,6.3125,0.9063269671749657,6.3125,0.9063269671749657,6.3125,0.9063269671749657,0.20050048828125,0.013546042381622818,0.30682373046875,0.013201952513436154,0.30682373046875,0.013201952513436154,0.20050048828125,0.013546042381622818,6.3125,0.9063269671749657,0.09755555883323856,0.06467045909101315,0.0001614777524902652,3.8972118898381015e-05,5.8885035140720625e-06,1.023391095296931e-06,0.11766950786113739,0.028637688606977463,0.01742030493915081,0.011247413232922554,0.00016547850100323558,0.4017409682273865,0.12015572190284729,1.0,0.005232676863670349,0.009215849451720715,True,,2.8067410347237107,spot_like
gs_18,0.042,0.064,4.53125,1.112251399011561,1.0,0.0,4.53125,1.112251399011561,4.546875,1.0530332227683836,4.515625,1.1407625895488884,4.515625,1.1407625895488884,0.21044921875,0.029388703638263774,0.3600006103515625,0.04761621241133249,0.3600006103515625,0.04761621241133249,0.21044921875,0.029388703638263774,4.515625,1.1407625895488884,0.1957320260135414,0.14347109429590515,0.00012353489749659225,3.249686707686884e-05,7.906287515427285e-06,1.505790575150244e-06,0.13283869624137878,0.03328709676861763,0.019250154495239258,0.011889694258570671,5.605193857299268e-45,0.40879130363464355,0.12421386688947678,0.984375,0.010219189338386059,0.03336919844150543,True,,0.7752124346759276,ambiguous
gs_19,0.046,0.065,3.84375,1.3594904507624486,1.0,0.0,3.84375,1.3594904507624486,3.90625,1.191487665543734,3.84375,1.3594904507624486,3.84375,1.3594904507624486,0.169525146484375,0.05434338001562012,0.2885589599609375,0.08854081049272772,0.2885589599609375,0.08854081049272772,0.169525146484375,0.05434338001562012,3.84375,1.3594904507624486,0.16426494358409177,0.10037483126402698,0.00014384615928922845,5.651101330391524e-05,9.4593208069827e-06,3.2410045327820243e-06,0.10791744291782379,0.028122711926698685,0.017833717167377472,0.01052351575344801,5.605193857299268e-45,0.4269811809062958,0.12758231163024902,0.9375,0.0025660479441285133,0.003960273694247007,True,,0.7912917829003118,ambiguous
gs_20,0.05,0.065,2.078125,1.1311559967081857,1.0,0.0,2.078125,1.1311559967081857,2.1875,0.9574271077563381,2.078125,1.1311559967081857,2.078125,1.1311559967081857,0.152435302734375,0.06679032046691212,0.2857818603515625,0.12085203920936634,0.2857818603515625,0.12085203920936634,0.152435302734375,0.06679032046691212,2.078125,1.1311559967081857,0.40051871198106725,0.22940706187230211,8.644327448247878e-05,3.988191236168854e-05,9.261572514169873e-06,4.408475009884546e-06,0.10465535521507263,0.02804674580693245,0.017789769917726517,0.009777311235666275,5.605193857299268e-45,0.4287179112434387,0.12986989319324493,0.890625,0.006581458263099194,0.0204609502106905,False,pattern_presence,nan,rejected_unstable
grid_F0220_k0550,0.022,0.055,2.671875,1.6335246486593882,1.171875,0.38025419651629616,2.671875,1.6335246486593882,2.84375,1.4054175225527867,2.234375,1.875,2.234375,1.875,0.1490478515625,0.06727849319323834,0.2899932861328125,0.14493626698653758,0.2899932861328125,0.14493626698653758,0.1490478515625,0.06727849319323834,2.234375,1.875,0.21288524184753982,0.23848735605331645,3.46532946177688e-05,3.213971866782496e-05,1.6328339232511361e-06,2.218082010749588e-06,0.09800364822149277,0.019824258983135223,0.011701109819114208,0.005067307502031326,8.407790785948902e-45,0.5130871534347534,0.10019126534461975,0.875,0.7663519382476807,1.2026166915893555,False,pattern_presence;mean_timestep_convergence;worst_timestep_convergence,nan,rejected_unstable
grid_F0220_k0570,0.022,0.057,3.078125,2.451463362778979,1.03125,0.17536809360305042,3.078125,2.451463362778979,3.421875,2.0377756897913866,3.03125,2.475074153129975,3.03125,2.475074153129975,0.11163330078125,0.08069407085483024,0.186981201171875,0.14071721883044663,0.186981201171875,0.14071721883044663,0.11163330078125,0.08069407085483024,3.03125,2.475074153129975,0.06825452298048895,0.09763869792353344,3.6832778368766104e-05,3.9999484993825016e-05,1.38914314989919e-06,1.5777860417251346e-06,0.06803575158119202,0.01340528391301632,0.00833071582019329,0.004033025819808245,8.407790785948902e-45,0.4517328143119812,0.09281488507986069,0.6875,37180833792.0,148723335168.0,False,pattern_presence;mean_timestep_convergence;worst_timestep_convergence,nan,rejected_unstable
grid_F0220_k0590,0.022,0.059,4.125,2.228958045422562,1.03125,0.17536809360305042,4.125,2.228958045422562,4.328125,1.8606594453119496,4.09375,2.265817417937414,4.09375,2.265817417937414,0.12640380859375,0.06407432196008266,0.191925048828125,0.09787858630280222,0.191925048828125,0.09787858630280222,0.12640380859375,0.06407432196008266,4.09375,2.265817417937414,0.0382177342514042,0.04828115859640039,4.964966302725007e-05,4.5725793133388644e-05,2.0712708704832776e-06,3.901767664550736e-06,0.07201581448316574,0.01464876253157854,0.009658539667725563,0.005320210475474596,8.407790785948902e-45,0.5254393815994263,0.09595155715942383,0.8125,0.3243826627731323,1.2175980806350708,False,pattern_presence;mean_timestep_convergence;worst_timestep_convergence,nan,rejected_unstable
grid_F0220_k0630,0.022,0.063,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.006492321624085e-45,0.0,0.0,0.0,7.006492321624085e-45,7.006492321624085e-45,0.0,0.0,0.0,0.0,False,pattern_presence,nan,rejected_unstable
grid_F0220_k0640,0.022,0.064,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.006492321624085e-45,0.0,0.0,0.0,7.006492321624085e-45,7.006492321624085e-45,0.0,0.0,0.0,0.0,False,pattern_presence,nan,rejected_unstable
grid_F0220_k0650,0.022,0.065,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.006492321624085e-45,0.0,0.0,0.0,7.006492321624085e-45,7.006492321624085e-45,0.0,0.0,0.0,0.0,False,pattern_presence,nan,rejected_unstable
grid_F0260_k0570,0.026,0.057,2.421875,1.3663145597520638,1.453125,0.5890451649485007,2.4375,1.3786927325527072,2.5,1.3213749452868198,1.375,1.9960278014413988,1.5,1.9023794624226837,0.21051025390625,0.041340550810655116,0.407684326171875,0.08934040589488391,0.407684326171875,0.08934040589488391,0.21051025390625,0.041340550810655116,1.375,1.9960278014413988,0.35893591224906923,0.22216215760250307,3.250113659919987e-05,3.061896772733804e-05,1.187163702449512e-06,1.1855153416952226e-06,0.1331556737422943,0.027965541929006577,0.01534489169716835,0.0072025698609650135,3.729398173002752e-35,0.47787901759147644,0.10006825625896454,0.96875,0.00974058173596859,0.02027258649468422,True,,-1.8904704529331116,labyrinth_like
grid_F0260_k0590,0.026,0.059,5.703125,1.9080421903092184,1.0,0.0,5.703125,1.9080421903092184,5.75,1.7728105208558367,5.703125,1.9080421903092184,5.703125,1.9080421903092184,0.18817138671875,0.05185405583429927,0.3018798828125,0.08028890682928483,0.3018798828125,0.08028890682928483,0.18817138671875,0.05185405583429927,5.703125,1.9080421903092184,0.095299277263522,0.0980123778158691,8.507125617653657e-05,4.48962579351295e-05,3.037943121776735e-06,2.88363917088754e-06,0.1117347702383995,0.024473093450069427,0.014474580995738506,0.008077726699411869,3.4495497022704285e-34,0.4674624502658844,0.10851657390594482,0.953125,0.16374064981937408,0.5399059653282166,False,mean_timestep_convergence;worst_timestep_convergence,nan,rejected_unstable
grid_F0260_k0630,0.026,0.063,1.515625,1.8515732263938178,1.0,0.0,1.515625,1.8515732263938178,2.0625,1.4128098761092187,1.515625,1.8515732263938178,1.515625,1.8515732263938178,0.045501708984375,0.053726497889766044,0.0688629150390625,0.08032368349388362,0.0688629150390625,0.08032368349388362,0.045501708984375,0.053726497889766044,1.515625,1.8515732263938178,0.0357590342714573,0.06033830702292148,2.596789593918757e-05,3.097373662742767e-05,8.105990902294547e-07,1.0379031551204087e-06,0.02589021809399128,0.005587230436503887,0.004166675731539726,0.0022067870013415813,7.006492321624085e-45,0.38381221890449524,0.06821165233850479,0.453125,0.2627415657043457,0.8839030265808105,False,pattern_presence;mean_timestep_convergence;worst_timestep_convergence,nan,rejected_unstable
grid_F0260_k0640,0.026,0.064,0.28125,0.5764904768001549,1.0,0.0,0.28125,0.5764904768001549,1.0625,0.2439750182371333,0.28125,0.5764904768001549,0.28125,0.5764904768001549,0.008453369140625,0.017221620058899514,0.0126190185546875,0.025707788471790553,0.0126190185546875,0.025707788471790553,0.008453369140625,0.017221620058899514,0.28125,0.5764904768001549,0.002688547777451042,0.010340433465638354,5.747954816391284e-06,1.1707218773442567e-05,8.88628557613544e-08,1.848292551632458e-07,0.004678590223193169,0.0010004424257203937,0.0008158751297742128,0.0004006081144325435,7.006492321624085e-45,0.3335552215576172,0.02533837780356407,0.21875,0.0,0.0,False,pattern_presence,nan,rejected_unstable
grid_F0260_k0650,0.026,0.065,0.03125,0.17536809360305042,1.0,0.0,0.03125,0.17536809360305042,1.0,0.0,0.03125,0.17536809360305042,0.03125,0.17536809360305042,0.000885009765625,0.00496952625025131,0.0012054443359375,0.006765246619107898,0.0012054443359375,0.006765246619107898,0.000885009765625,0.00496952625025131,0.03125,0.17536809360305042,4.9705460248375565e-06,3.675213170898968e-05,4.919129983347191e-07,2.7605116719251126e-06,1.0023706536452298e-08,5.636809003955169e-08,0.00046786031452938914,9.897771087707952e-05,8.104878361336887e-05,4.2399115045554936e-05,7.006492321624085e-45,0.33997949957847595,0.003708849661052227,0.03125,0.0,0.0,False,pattern_presence,nan,rejected_unstable
grid_F0300_k0570,0.03,0.057,1.53125,0.5029673851018478,1.8125,0.46717659215115676,1.8125,0.46717659215115676,1.828125,0.4561636959034744,-0.359375,0.5736872523353326,0.390625,0.552546414052738,0.225341796875,0.014811325671544782,0.547607421875,0.009887324525645025,0.547607421875,0.009887324525645025,0.225341796875,0.014811325671544782,-0.359375,0.5736872523353326,0.3021572990509718,0.23355349996692787,2.585177412013181e-05,5.071900646194123e-06,5.258585681455545e-07,1.3293635674827943e-07,0.1703413873910904,0.038087256252765656,0.01879553496837616,0.007707143202424049,0.0023168502375483513,0.3515641391277313,0.09477470815181732,1.0,0.02043585665524006,0.06993681192398071,True,,-2.8793716566234826,labyrinth_like
grid_F0300_k0590,0.03,0.059,2.328125,0.8175590362645243,1.25,0.4364357804719847,2.328125,0.8175590362645243,2.328125,0.8175590362645243,1.546875,1.3084546501230263,1.546875,1.3084546501230263,0.225738525390625,0.011472300484313113,0.445770263671875,0.012503643110506007,0.445770263671875,0.012503643110506007,0.225738525390625,0.011472300484313113,1.546875,1.3084546501230263,0.3815845958788836,0.1799115784345675,3.8113138432656023e-05,9.432041267636288e-06,1.5987796352333046e-06,2.473558707978168e-07,0.1474633514881134,0.032689906656742096,0.01758357509970665,0.008687296882271767,0.0015926385531201959,0.3642658293247223,0.10409754514694214,1.0,0.003277626819908619,0.005004679784178734,True,,-2.196103816827169,labyrinth_like
grid_F0300_k0610,0.03,0.061,6.796875,0.9458294000337767,1.0,0.0,6.796875,0.9458294000337767,6.796875,0.9458294000337767,6.78125,0.9338221509065897,6.78125,0.9338221509065897,0.213165283203125,0.00973685735211101,0.322845458984375,0.008327807001837191,0.322845458984375,0.008327807001837191,0.213165283203125,0.00973685735211101,6.78125,0.9338221509065897,0.097146276545829,0.0697852033725382,9.947520860991717e-05,1.4644557965960438e-05,2.819950786329539e-06,4.1806968097724916e-07,0.122702956199646,0.027445800602436066,0.015692785382270813,0.010033080354332924,0.0013485923409461975,0.3770841062068939,0.1098184883594513,1.0,0.008393230848014355,0.01690356247127056,True,,3.0758075341264965,spot_like
grid_F0300_k0630,0.03,0.063,5.796875,0.9788183270966668,1.0,0.0,5.796875,0.9788183270966668,5.8125,0.8886408384057868,5.78125,0.9506681025835679,5.78125,0.9506681025835679,0.169647216796875,0.02385201806005778,0.2482147216796875,0.032303531506188615,0.2482147216796875,0.032303531506188615,0.169647216796875,0.02385201806005778,5.78125,0.9506681025835679,0.05920700102489769,0.04353401044553297,0.00011210171057734385,2.4412682266743284e-05,2.8155617656818843e-06,8.753614779814785e-07,0.09549710899591446,0.021457277238368988,0.013995717279613018,0.00864406581968069,7.006492321624085e-45,0.38150426745414734,0.10999108850955963,0.984375,0.01610727421939373,0.030803125351667404,True,,2.82770289096682,spot_like
grid_F0300_k0640,0.03,0.064,3.53125,1.8167540389648893,1.0,0.0,3.53125,1.8167540389648893,3.6875,1.5210167860651846,3.53125,1.8167540389648893,3.53125,1.8167540389648893,0.1077880859375,0.051620754345777634,0.1629791259765625,0.07578298329222125,0.1629791259765625,0.07578298329222125,0.1077880859375,0.051620754345777634,3.53125,1.8167540389648893,0.057582712540936554,0.063456585630366,7.2442232878147e-05,3.608362738539098e-05,2.4240022064568614e-06,1.260680253714581e-06,0.061452366411685944,0.013820471242070198,0.010032851248979568,0.005519703030586243,7.006492321624085e-45,0.3901960551738739,0.09917332977056503,0.84375,0.015219400636851788,0.03339735046029091,False,pattern_presence,nan,rejected_unstable
grid_F0300_k0650,0.03,0.065,1.125,1.1198072396480807,1.0,0.0,1.125,1.1198072396480807,1.53125,0.7552724726458048,1.125,1.1198072396480807,1.125,1.1198072396480807,0.03314208984375,0.03254458386454501,0.0499420166015625,0.04867469296005992,0.0499420166015625,0.04867469296005992,0.03314208984375,0.03254458386454501,1.125,1.1198072396480807,0.012691743955402126,0.019872966974946716,2.747034742496459e-05,2.6343947747230788e-05,4.975207402601384e-07,5.056301287880388e-07,0.018882300704717636,0.004236889071762562,0.003383374772965908,0.0017292306292802095,7.006492321624085e-45,0.3588414788246155,0.0593448281288147,0.59375,0.00015253314631991088,0.0006101325852796435,False,pattern_presence,nan,rejected_unstable
grid_F0340_k0550,0.034,0.055,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0006181356050143292,0.001021269166389794,2.1026990497566953e-17,3.2152067164842278e-18,2.339174176074147e-17,2.550033153256215e-18,0.24111208319664001,0.05813564732670784,0.022155283018946648,0.002554741222411394,0.23950958251953125,0.24353371560573578,0.0007833603303879499,0.0,0.0019148244755342603,0.003384229727089405,False,pattern_presence,nan,rejected_unstable
