step,gradient_norm,loss,loss_std,mean_velocity_norm,predicted_velocity_rms,target_velocity_rms,update_norm,velocity_rmse
181,0.013251213225585508,0.05860490079049416,0.0069781058799784825,3.148833717258882e-18,0.05554489752199848,0.24881027759396254,0.04192527227149128,0.24165560709041936
182,0.016109729218204364,0.06355358007455036,0.013116998356998665,1.344638599046303e-18,0.03473936559503661,0.2544735694477554,0.04479662234646219,0.2505531447405714
183,0.005210736140874959,0.06100612857988151,0.002953201483436349,9.193118461744669e-19,0.01930588873698631,0.24701924896674113,0.04056586524509969,0.2469226391759808
184,0.007009963132475287,0.052243425616609274,0.009305366306636705,1.3713403562476002e-18,0.027040116159169972,0.23259928409458414,0.038734757504208406,0.22758056729999962
185,0.016248798810647627,0.054200309246046886,0.002435506855739013,2.467880714738509e-18,0.04936764386897349,0.2463208864811865,0.0396915767539245,0.23275059359250405
186,0.013554247277311278,0.05841695402626157,0.02093226408805503,1.6113481584526178e-18,0.02531079443736752,0.24177211274192317,0.0351737280097995,0.23774377854535023
187,0.02150489872289791,0.05419011063701831,0.012967065819645171,1.836847042145328e-18,0.04313553985717613,0.24235276934164135,0.04022369638392669,0.23109619638335258
188,0.00973474690686497,0.06603980239645593,0.010708844674733346,3.0591851865464113e-18,0.0666650442600642,0.26957179098094586,0.04276630190424632,0.25611243550289864
189,0.014750269574741563,0.05165871308370553,0.009167020142582668,3.638957458011302e-18,0.07741493114243013,0.24675910245292587,0.04016694893010108,0.22634276955685115
190,0.013098601234372538,0.05225010441358971,0.00931995589197027,1.1109344144574604e-18,0.027144528948751558,0.2340312636241858,0.04113738354831077,0.22772118289162688
191,0.017634356348110964,0.06274349339390828,0.005258053740342555,1.2068027154695408e-18,0.027691156613895034,0.24854703580594642,0.04170259733347702,0.2502694358105285
192,0.018386282271929764,0.054056079459262815,0.005987501115840225,1.813728756779006e-18,0.044152030296674416,0.2417790682973257,0.03419994839520526,0.23214185332462167
193,0.013723433599820107,0.06198364651391374,0.009971024798559979,2.3929271872334435e-18,0.05425320048260113,0.25521125960617996,0.03225357053851027,0.2481603652844271
194,0.011976847089697547,0.06128302662633869,0.005110878312501558,1.597187372298515e-18,0.03588763371709994,0.2475835392504566,0.030988677795368316,0.2473353970322557
195,0.0206593885073849,0.0589144015568628,0.006253042431532667,1.9316779499444115e-18,0.03753517162503833,0.2468308372407737,0.0380780473528691,0.24236362801879005
196,0.0105952999368025,0.057639379334142565,0.008191102723147894,2.241842139969395e-18,0.051824319080119294,0.24469950912144536,0.03602567439674717,0.23948880756827612
197,0.012391844450781382,0.05979563938828497,0.004616086524624158,2.772570969305521e-18,0.0515479165638172,0.24849016042529892,0.033565732525869925,0.24435041231813676
198,0.036214953520746,0.05561362244302239,0.012605694593021542,2.896967214273043e-18,0.05847002969792101,0.24488975167157706,0.04267637571715739,0.23414242947092762
199,0.014592798392170075,0.05344587207819428,0.004366174114049835,2.3124398731688995e-18,0.04748611866668234,0.23585806203318307,0.04302287409302311,0.23099077547710584
200,0.03607482031611263,0.06178135485624002,0.013809947491821297,1.7754046817824688e-18,0.04509869321795582,0.24904207599753228,0.04928605578519623,0.24701244238049533
201,0.02351392948620597,0.06083464399008596,0.013870652794926079,2.48794587647883e-18,0.04804250558115906,0.2478284287084281,0.045989494829620545,0.24509210805390316
202,0.020754216932826478,0.05652970328929517,0.007589988627608135,1.838582185036854e-18,0.045747615849125234,0.24624893733146785,0.03916168800617966,0.23724077387860015
203,0.016526365383059575,0.06582390947978059,0.010816331576986912,1.7278849930072976e-18,0.04065199423027792,0.25410847734031206,0.03964381266352452,0.2557616437190726
204,0.006556000463921681,0.05148772767082198,0.0038983701239536854,2.215310263039128e-18,0.05507657939847642,0.23652075691583963,0.03568945385729663,0.2267500755592689
205,0.009880257678325732,0.05474438608792301,0.003418476923765959,1.3583085000687241e-18,0.027248602382005986,0.2387357677313907,0.03312580736772228,0.23386305514843242
206,0.01798034005720471,0.05409511724027499,0.005532430692663657,6.949257383923006e-19,0.01766916632948912,0.23214736452932588,0.032037712735690414,0.23228650409491797
207,0.028835835390412415,0.06239097632191949,0.007944331565435121,2.4793207542230523e-18,0.046252129341748216,0.25986176015650386,0.03657236527291508,0.24927102539936585
208,0.017562731186670563,0.05830575721238637,0.0074279968810322845,1.2390433376740794e-18,0.02807841553731097,0.2462824021601293,0.040897092043086704,0.24100052603740074
209,0.012320892148685425,0.06280900923610112,0.007073968156419473,1.995750538264745e-18,0.045770818063699995,0.25399272295958564,0.03621315834038389,0.250205865447605
210,0.017137472654419696,0.05793137778667147,0.007374865781258302,2.6321091899824606e-18,0.047881986136796145,0.24432686402529796,0.03813239618480077,0.24022619453626737
211,0.020946990957928655,0.05139697618764613,0.010207885709611857,1.4324445287552425e-18,0.028896907794266048,0.22795220393610796,0.03500330856092762,0.22546664288720147
212,0.007432297877458954,0.0636889414533704,0.011929860936680194,3.865263131862876e-19,0.007241276441164771,0.2512238543604106,0.03293301650423964,0.2511483933653883
213,0.019385842950968096,0.054456859819793355,0.0087097450333367,3.0364855354083728e-18,0.06861636149871131,0.24890189219053926,0.030925066432994995,0.23264555922928415
214,0.021048150437225834,0.06771548668427288,0.01016782432961417,2.1876918945857356e-18,0.04844784076772282,0.26374522240331033,0.027743822270214286,0.2594297759466964
215,0.008122955549633657,0.06381176455381113,0.009507716574560142,1.2182073900461355e-18,0.027066737480616554,0.2530909563902636,0.028357497756049677,0.25193152400410945
216,0.013283285439333686,0.05844630773038752,0.009904883665385403,2.274854498764395e-18,0.04926150208601449,0.24453479018373256,0.031087669680452918,0.24089906962629054
217,0.023978951044177747,0.052176304377356694,0.007364009632233211,1.352328870384774e-18,0.02872495094009664,0.2315494590269961,0.03008171070340502,0.22781922238895344
218,0.015407448256030487,0.06395224035721009,0.006225192975698721,1.6133686706899977e-18,0.0370075704351754,0.25978473114122264,0.02976326291524747,0.2525946348665481
219,0.018930439438186925,0.056371929596950664,0.007435195464244538,9.497996479666013e-19,0.02764701099675207,0.2438456638946721,0.029459276742893847,0.2369441396820834
220,0.02557246752596944,0.0539238128488763,0.008679065749277775,3.0220203085966808e-18,0.05835831141392238,0.24273496850508808,0.030260948226500294,0.23141314651582684
221,0.012798047406841722,0.05701477191722997,0.010213720824074811,7.667675698389977e-19,0.019290542913500738,0.2420739321271115,0.028652809725459357,0.23775696088261364
222,0.01640277092941762,0.06449265979220797,0.005870726403511903,1.858296893418531e-18,0.046370272348792874,0.25732309583577556,0.027697294255644572,0.2536890848961666
223,0.009652319260681308,0.05678172180444153,0.010406140510429701,3.891127545510723e-18,0.08373602216456827,0.24828738873371656,0.02665953935485284,0.2371735507459167
