step,gradient_norm,loss,loss_std,mean_velocity_norm,predicted_velocity_rms,target_velocity_rms,update_norm,velocity_rmse
14,0.012364232584108098,0.060559672457899706,0.005161452262916926,3.5280724789148967e-19,0.007588941060504144,0.247226504903128,0.04867721929220315,0.24586373762536426
15,0.010491049319052226,0.06363697049274122,0.007100014549973426,2.9895661180467375e-19,0.008164830650757116,0.25320427206369917,0.04918376082384859,0.2518742935686399
16,0.006321030623462442,0.06811907230062941,0.008408295964745852,4.241000454156451e-19,0.009920046435729312,0.2610123542561906,0.04590739873293781,0.2605039670490533
17,0.009566363105574554,0.061988341228601765,0.006793538817377827,4.921780356852606e-19,0.009680606001365551,0.24990145994908916,0.04647952382125744,0.24858365115881415
18,0.016419035844151483,0.07032810334632818,0.008007260999637245,6.737364802252024e-19,0.015257482741993848,0.2673664766573983,0.049249990330070326,0.2647633468309467
19,0.008860867119491708,0.050331758637685825,0.005499877116268438,5.876489392253628e-19,0.012978556867803564,0.22518074201523325,0.048115108477278415,0.224009650721638
20,0.016410691167721207,0.06214655270077641,0.009591453272758725,8.746895486613001e-19,0.017197763862744297,0.24826680562789039,0.04278633947106735,0.2484968669881238
21,0.009517207317187162,0.06292813396646915,0.011366240478544143,6.707392326687101e-19,0.018637449838690895,0.24957105331764518,0.04017645317243878,0.24990256335800642
22,0.01854785447982208,0.06671372509277579,0.00916076478109735,8.394955081603787e-19,0.01689957894656569,0.2567794641953804,0.041002706668129336,0.25764743199478646
23,0.041320740041518256,0.0700168530912181,0.007870408204747837,1.065584071439525e-18,0.019455536119815396,0.2608501922656562,0.049097520031775636,0.2641977886854227
24,0.008195876444469294,0.06336548904476666,0.007954417038151326,8.489067624359923e-19,0.015639446913775737,0.25237354234825277,0.047725206992504696,0.25122501619236454
25,0.014964053723060911,0.059777596963152796,0.005362866499448716,7.6047538954266225e-19,0.017959745305217892,0.24574946449386584,0.04930230016039463,0.24425945032895202
26,0.01867637593792403,0.0657814265329799,0.004564678108797479,8.644266131871518e-19,0.014991400426462671,0.25902383654052863,0.04186422238849455,0.2563270369973143
27,0.006069290924604535,0.06749125480076673,0.016093168714457276,7.742974127325626e-19,0.017414090013476168,0.25947657075289643,0.040196006767756344,0.257911140654163
28,0.008859160285678108,0.06024913566392679,0.007685532322981669,6.309357790346118e-19,0.014604505479724835,0.24690726218874567,0.04295337825849156,0.24495906906267667
29,0.005716515815147485,0.05372388970340271,0.008514283070413183,7.368841696083851e-19,0.01516362821580047,0.23265005767827424,0.04146723672034435,0.23097357447771294
30,0.003999884693986182,0.05292186534363803,0.007570030624187975,6.552330715022892e-19,0.014173255419766734,0.22975213755420001,0.03695425134365269,0.22949060895510515
31,0.0073425985813101715,0.06340034011552982,0.007965982238823416,6.992137217038266e-19,0.016899426965303308,0.25312410171936495,0.03673485673236832,0.2513010709585862
32,0.0033848906140697636,0.05857031526331842,0.007617754502377807,8.365281939084816e-19,0.016122407908573756,0.24209549108917788,0.035812851294371464,0.24151367569125926
33,0.009553872283756516,0.07094175278053523,0.005540626989753992,6.731068011573232e-19,0.015693117438406234,0.2673496579357271,0.03723380420178637,0.2661458106923174
34,0.012516998397162922,0.061135519914244485,0.0019386244308224358,6.318441045854867e-19,0.017247735486957322,0.250576526008123,0.039980943683689846,0.2472249561042338
35,0.016522963706186864,0.06125541743955018,0.013906394635888773,5.600672004483277e-19,0.014727774804881744,0.24765541864870827,0.044698916064846245,0.2457943998716096
36,0.011270939117121239,0.06210024874192216,0.0064896406056708465,7.216450383928329e-19,0.016381198219005105,0.2508329029474576,0.03799302006534322,0.2488387777421633
37,0.0100608202406198,0.06381811429461302,0.009298619824437014,6.962490134656773e-19,0.01567295019867638,0.2526866794510545,0.03300442177199611,0.25190334027326033
38,0.011011663576248838,0.060319431845548194,0.008365888993082356,9.1741488021521e-19,0.018737751534304643,0.24685452587379472,0.03472907788917404,0.24502642330900368
39,0.014853826337287223,0.06199390477425218,0.00652688781154545,8.07733282776455e-19,0.017780624236293365,0.2511961571273018,0.03592063988590769,0.24861965603148695
40,0.005896562024721765,0.06359754092993972,0.009298972237700582,7.850498140384367e-19,0.017068497053426748,0.2527565802153009,0.03529036597551449,0.25145216733148545
41,0.010648085097970675,0.06361813056934618,0.0028686768055224375,7.347729632221822e-19,0.01874929492157902,0.25557794307364456,0.0404333791163609,0.2521621420957558
42,0.00889118038219996,0.05823515926030762,0.005727414369582435,9.385324859440904e-19,0.019233294024068738,0.24281240279081318,0.039725224285051465,0.24102276040107212
43,0.022688619046199572,0.05672985860846731,0.010781347876149492,9.833775430562995e-19,0.019415853309639783,0.2393148678743766,0.03727052510080402,0.23706770863286813
44,0.012979489838995112,0.0611453502569459,0.01072853791846888,1.0568993938207624e-18,0.019313001046062567,0.25118367395041813,0.04255272510458771,0.24630630880833518
45,0.006672147932002704,0.06606693735265028,0.007003590152078094,9.03861172557824e-19,0.019704473937624103,0.25814340399899094,0.04617297546792278,0.25665128002139215
46,0.011625913229803799,0.045841604848645426,0.004487655566996771,1.3156411502362396e-18,0.02498685507776926,0.2170927809891427,0.04792715108358885,0.213849893751968
47,0.02064981172119635,0.07027465914903303,0.01274836373103718,9.738884302296927e-19,0.022253866948243432,0.26571287646325353,0.04625441277278322,0.26404703891654135
48,0.013922613031873757,0.04883007453545016,0.009958102363705434,1.163155742128086e-18,0.0268817093644012,0.22241694869583317,0.047462950848977885,0.21981878750239958
49,0.028464575029503468,0.05344000169873573,0.0031610580726918118,1.1246982032531487e-18,0.025869454203931178,0.23734216417129428,0.056763715378016416,0.231067549137223
50,0.018115322628093608,0.07265869998810148,0.006844415601128877,1.191878713211342e-18,0.02306380190267937,0.27026907522627475,0.045850890030478916,0.26924327519667113
51,0.007505142784292822,0.06343417804065639,0.007274475478017613,1.3242767131698989e-18,0.02834079857050177,0.25332830824041197,0.045239259831326664,0.2514581620029067
52,0.011560654314387043,0.0760826865304775,0.009124187362692143,1.4327685064059058e-18,0.029203145329661888,0.2766764308203484,0.04937903866281133,0.27531394407192133
53,0.015717693727205367,0.06907947011420343,0.011232429464756265,1.60869782963961e-18,0.03239464918958559,0.26509852592122396,0.054011434121979444,0.2619960127533949
54,0.017004522336886464,0.05258978294737629,0.005126226060434451,1.395638857340877e-18,0.03258378646060919,0.22765724112044544,0.04647374227125086,0.22905403817322317
55,0.00982160409134982,0.06082140711675428,0.005211786062747692,1.0956929011656104e-18,0.030212214052080445,0.24808730905714693,0.044021261351394746,0.24640326034448878
56,0.008243219563875616,0.06216619547433318,0.008449657223314077,1.6807325664783013e-18,0.02924640868593443,0.2481497896002223,0.03985247246986542,0.24871539164060225
57,0.007365330646002021,0.0541118399880961,0.009878181359943212,1.7022065194442677e-18,0.03756345365274824,0.23685435496603435,0.03920106080141935,0.23166910366464133
58,0.009895732473722127,0.0648935806364696,0.010030226648271686,1.785911116718396e-18,0.0374282075084958,0.25861739940132233,0.040763419618681046,0.2540094829670285
59,0.010822049964655281,0.06272759485182447,0.005072030824034464,1.7379248624511064e-18,0.03402267160227565,0.25508181902079186,0.04151132764747134,0.2502532175994119
60,0.02208643527766772,0.06366011474019825,0.0028497942858124185,2.1108249286632884e-18,0.039132862722729415,0.24783858127108432,0.04428829594175688,0.2522475932193886
61,0.014547581818802176,0.06259713766691019,0.008427890683506162,1.2355146068076993e-18,0.034094202529852985,0.25674635432358384,0.04904749073658645,0.24962845693226698
62,0.01914762032475204,0.06354401055437775,0.006420192142724929,1.4988482843671714e-18,0.03242526500232823,0.25369721473753837,0.05126767666025958,0.2517587410816493
63,0.01827723941897634,0.06399405873885713,0.0048242708517742105,2.0688361113924502e-18,0.03697437199526671,0.2578054191278928,0.05597378581161189,0.25278387597810925
64,0.014094839115755162,0.06189661692324709,0.010351032384637644,1.6477607364542218e-18,0.037870318792963445,0.2532389165299397,0.05950883516014237,0.24796486120052474
65,0.01762036442024317,0.06486482633274637,0.00687840845485343,1.7262850872200106e-18,0.03483456941428957,0.2549479050990441,0.06490614243782541,0.2543382620729004
66,0.018745206399534746,0.06549161830329005,0.00456238198115084,1.5702965258666838e-18,0.03245328691429387,0.2578030719851155,0.05919001408211688,0.2557574970395554
67,0.01099211152050466,0.054403846842220036,0.004794775929069683,1.363889403614077e-18,0.024860743217697805,0.23746107626351545,0.05587523163443035,0.23301931322844763
68,0.008480442737468464,0.0627059764527145,0.008635709074046965,1.9120159963096488e-18,0.03459616260697658,0.2512960345154076,0.04924309700106154,0.24983356119202343
69,0.010070536677027436,0.059649319776181126,0.005661050967653648,1.7650089581966687e-18,0.03346202528870787,0.2466433135916043,0.05568649170076239,0.24395734741219893
70,0.0077575770401479794,0.05978966786490306,0.0067390203101120915,1.448053574139984e-18,0.035953659794745046,0.2497678671453339,0.05283480062110261,0.24411619313949856
71,0.014119968099829247,0.06498240667014267,0.005568448772598348,1.4153625204166281e-18,0.02745740245601759,0.25709634644714763,0.04970890905682803,0.2546817352553353
72,0.01899252795712083,0.06681804922314755,0.020396306077178367,1.2219166475348467e-18,0.033658452606506295,0.2519897352671041,0.049795911261587104,0.255373453477861
73,0.010698909666628823,0.06371201389987197,0.008204290621787153,1.7352861175134523e-18,0.03667969968051063,0.25435851486953487,0.03945430451100715,0.25186893106192954
74,0.017512130127977345,0.06008959957194562,0.00783500790820726,1.475155459543299e-18,0.03090463541274961,0.2448379768376859,0.04810722040163148,0.2446280847731513
75,0.00733691850008232,0.06828270348970837,0.0050917023662573144,1.3587096611314689e-18,0.03451737470869928,0.26116140888012995,0.04240511768724329,0.26112255284919356
76,0.01275312153458876,0.060641018729437335,0.004183176953870047,1.7748576833373315e-18,0.035321808139739175,0.24682213786322682,0.04304827029966385,0.24610778476381964
77,0.026754263030789312,0.06777570873979791,0.008774017118168697,1.7207450105411966e-18,0.03778131365832037,0.25887483463712435,0.04173389846968797,0.2598251690065711
78,0.006285124108300665,0.056815042641993815,0.007157696643791333,1.905452741455266e-18,0.03722600403970082,0.24221004771260496,0.04194332001821749,0.23790560913430184
79,0.018443663560935398,0.06167653630931949,0.0106598881578137,1.35397302306875e-18,0.034651901663848836,0.25051275354615604,0.05081884979991161,0.24731319775537142
80,0.018878745755490547,0.057382043987105544,0.018434327436515498,9.537155287759698e-19,0.02591657670818857,0.24000460959732028,0.05823188018894989,0.23645172627974725
81,0.010347309587129769,0.05665556991335068,0.01434571757408924,1.2569622387727013e-18,0.03392146554459592,0.24175281086812636,0.05862558792422124,0.23631194231289887
82,0.010477415679607582,0.053542375481552246,0.005190089503065213,1.7613805311508757e-18,0.03837194589358671,0.23799430741950736,0.05563675857601205,0.23112703280343422
83,0.011984939303549163,0.0625004562766117,0.008616915585313661,1.5308247438335404e-18,0.030156664118869445,0.24736655262154533,0.05192498151641529,0.24938974708847603
84,0.013422027380808978,0.06863627388296123,0.016070356621009523,1.4716911172861172e-18,0.027681755229224086,0.25845864071265945,0.042974912358989294,0.2601794702139123
85,0.033182228738437514,0.058122789096291386,0.0052568590664736035,1.4120631214115302e-18,0.028948688670541664,0.24077052095213447,0.04456160384844446,0.24083860017300557
86,0.013463602847466897,0.06100468473970853,0.003751980812839258,2.2312804061780405e-18,0.038030376316061626,0.2554422325611739,0.041065539713739274,0.2468761396612229
87,0.007587255064318811,0.061822211013161155,0.006243098241456365,1.4449520889418247e-18,0.03592020046959497,0.2522099111042845,0.039505249007403445,0.24830918668221905
88,0.019164939044426763,0.060158393051992415,0.005000509041000768,1.4165847465070179e-18,0.033013292993959005,0.24808910109590862,0.037399242842821076,0.2450652712001723
89,0.016509492949515855,0.06783828013314097,0.00727108261662923,1.798190925511194e-18,0.033393261170599584,0.264146305019335,0.03888585076414309,0.2601008583055241
90,0.013782791581600973,0.05922327486749982,0.006941832049580811,1.23766737289571e-18,0.03093687602966807,0.24530458656455303,0.04143804501613841,0.2429383375744643
91,0.010805118946946551,0.0491517132906216,0.008657658883737424,2.204118262595439e-18,0.04509656501506824,0.22758997555021865,0.04247815337146149,0.22086472939033844
92,0.026616501927512606,0.06768685703221552,0.00922968035649101,1.2279933074762004e-18,0.028903537715894656,0.26153895632957513,0.050167251128935955,0.2595682026156235
93,0.021095749011022562,0.04986963624382281,0.009208911838498712,1.8781472869346483e-18,0.0444846202869098,0.23212859760436283,0.05092609237218574,0.22237778670565464
94,0.02583907269648091,0.055303564458004696,0.010763772920884427,1.5954096571652254e-18,0.03954029660077536,0.23828101017103442,0.04712669016612594,0.23410013378872704
95,0.004529032463640163,0.06213915124461118,0.011392459968133675,2.034303164001862e-18,0.03805143595706825,0.25156371306442377,0.04256956696839692,0.2481420208096291
96,0.00840797984081395,0.06893559763985513,0.010672250069967993,1.6669707287893486e-18,0.04041153608194033,0.2658396292348102,0.040070054145815416,0.2617219284710796
97,0.019760523602746945,0.055242515490784586,0.006560506426973942,1.8681200840004718e-18,0.04209166093298629,0.23679015297842682,0.043007693496101534,0.23462394858306945
98,0.012915737061137944,0.061068248766145916,0.004883558031237358,2.1155663273694415e-18,0.04762730808575479,0.25286810752557537,0.04846929664149652,0.24691510971924388
99,0.01692763024286738,0.057319709202779234,0.010273835988474849,1.897857322147829e-18,0.040651281589597896,0.24360157044482528,0.0522101713184429,0.2384157366803952
100,0.013324986359438915,0.057478331977345226,0.008545057031190914,2.113495243781756e-18,0.04471802522603377,0.24868412698022208,0.05566729926039353,0.23905190797017983
101,0.015072961383117825,0.06646889483961077,0.007317135938248082,1.7161292043406929e-18,0.03984708349461749,0.2607705527169361,0.06061051562179665,0.25742855656965324
102,0.020123155088545175,0.061347126257859486,0.005458173479273632,1.520485397174675e-18,0.03485342737193317,0.2552616490765919,0.04770966315151816,0.24742659406745396
103,0.00914605506525273,0.05363232292680997,0.006664933248305985,1.7814848899255703e-18,0.03711022051369543,0.23756522648617623,0.04758938342954546,0.23115769962811572
104,0.004942363789422504,0.06444362689637195,0.010343072061741015,1.8705445730420572e-18,0.03768372260537811,0.2560338857581683,0.04609728676609373,0.2530195629872368
105,0.012421190700373404,0.06600133665808339,0.0053089913230237405,2.1160667002559677e-18,0.042844645111863616,0.26314105574160085,0.04673242160146148,0.25669571173930583
106,0.011775834627028497,0.05833673845764349,0.004082148111101752,2.01895420789576e-18,0.04041806325472869,0.244267997609105,0.04373131785857024,0.24137695017949135
107,0.004882903708142001,0.06404830276395776,0.00954322332329431,1.8510781991389985e-18,0.035798195556087015,0.25407732007772715,0.04112529425291237,0.25234403455894805
108,0.01903557314607785,0.054825020643894024,0.006303200936199992,1.7732166865796256e-18,0.03756647060680767,0.238384016495716,0.0415336136765867,0.2337814976729477
109,0.008226763284141361,0.05560617552264232,0.01447898486934876,1.83795100940627e-18,0.041760227573477735,0.23928424106511087,0.04527528650649261,0.23356990845211897
110,0.010588645575089541,0.054619399717960294,0.010856505629862252,2.468454396303168e-18,0.046912117362051343,0.23917066802886627,0.045570554178353075,0.23257771876603123
111,0.016945154651033224,0.058871445201689625,0.0049325796921334195,2.4428691511260152e-18,0.042785132282777416,0.25137275823309974,0.04901351011223416,0.24241976234098492
112,0.013708039112503104,0.06362892797509342,0.010677591575190808,2.1081811931803127e-18,0.046332667340345454,0.25703249938885986,0.04676112370505035,0.25135378393472346
113,0.01593592123772182,0.06206095628490095,0.008821500702851428,2.0188251275154766e-18,0.04052249378749677,0.251244191672491,0.04424563983509953,0.24850237091435223
114,0.0167656898767102,0.06667860675011768,0.0047114666318440876,1.681088627775427e-18,0.036527357413055725,0.25197742704573545,0.04096295480641014,0.25805977825716675
115,0.013405419656035155,0.05545616235497893,0.011465106010796729,2.7163917900073926e-18,0.059749941036491956,0.2435568343113298,0.045627327017168505,0.23414334447233343
116,0.017324503589177635,0.055204435543517894,0.001632752765411659,2.1292465118073582e-18,0.037350573310853646,0.2370559321242837,0.03772413578700714,0.234930602599561
117,0.02079754542951682,0.050875912893150785,0.011872685426334115,1.8615181882750377e-18,0.04469875244189185,0.23524219351269687,0.037217781596790504,0.22403738296258077
118,0.012200103946781676,0.05800378836064341,0.00992886785404685,2.1677349957601595e-18,0.04589578787774967,0.24690487471917902,0.043353813537560904,0.23997128526036438
119,0.008795542400438073,0.061375917597500454,0.013146423855740857,1.7945717728181114e-18,0.04139002484496445,0.24664235816627403,0.042654381090210955,0.2462067839180455
120,0.012230454684484828,0.06078629718912202,0.007464681354780674,2.502113214590095e-18,0.05004109682521344,0.24766979398139166,0.04558534708015147,0.2460656906345685
121,0.018465140877475753,0.05736162776082383,0.012126346044718293,2.2819214777841574e-18,0.04332787897337041,0.23628838109112849,0.03885753742713729,0.23815283196620946
122,0.015585811383254194,0.06370232593656705,0.008657773226841798,2.8556368446896213e-18,0.06419154046404324,0.25683049715338163,0.03661795009846774,0.25182716543955824
123,0.011375049813698872,0.05783408845270413,0.007745006368817078,2.855290552273632e-18,0.05850316912597813,0.24893388495814736,0.03598576797997671,0.2399712548831286
124,0.006864639755102863,0.06153835835139451,0.007218015276792165,2.0387300871624414e-18,0.04592341016873926,0.25285398060809605,0.035276262274601504,0.24764974645005347
125,0.012148781061821656,0.05746256554444059,0.006818805561383469,1.917648010964189e-18,0.03824189088952128,0.2459497930917265,0.03655218617906602,0.2393023361239932
126,0.015853965247464085,0.059747451311837646,0.003339396202586848,2.3413235532482637e-18,0.05047724535486921,0.2567854019745358,0.04390413067278726,0.24433759523751475
127,0.03217349287571271,0.04787698046732715,0.006057987583243726,2.634345941835626e-18,0.060394431662163364,0.23720427652497628,0.04115043827988626,0.21837573697990387
128,0.01287360076252733,0.060835806065842546,0.016003067112681874,1.8900590082951094e-18,0.044026145548395915,0.2452487475209988,0.04169624636992332,0.2447247546651745
129,0.016608289561357993,0.06233749871130752,0.010927528950890004,2.5697550072530025e-18,0.0548919737999876,0.25090033873058065,0.03984533144676909,0.248622375491809
130,0.016512631083963433,0.058987615729987,0.010856505131718876,2.3268021875819485e-18,0.051980939377887385,0.24079782672220446,0.03863227770133056,0.24183847157021143
131,0.01332618627174956,0.07092653051754827,0.00955404331602339,2.209870573538774e-18,0.05560588259062041,0.27445183969257575,0.03858957840964949,0.2657132156599831
132,0.007982577115837839,0.05020689675650268,0.006703027456202715,2.542612073908037e-18,0.0700012691773009,0.23665724190206827,0.03661300360900116,0.22357511650853368
133,0.014534352802885304,0.058415566723192924,0.004383450927353961,2.1144547509294584e-18,0.04519935053282396,0.24494630532540715,0.036807347197958654,0.24152051398223845
134,0.03469114416014227,0.07093856425918046,0.004729380474461704,2.319979130052299e-18,0.05197224019341105,0.2660727030321379,0.04223851743653556,0.2661995824846399
135,0.01261966866572809,0.06647307207907294,0.006948670478980037,2.0416696913911864e-18,0.043958698805200466,0.25706580487315156,0.04413277490391392,0.25747087825914367
136,0.012729794328288383,0.056226426195902846,0.00899444637289948,2.535873711046311e-18,0.05166208089980262,0.24889892817077275,0.04193018803726888,0.23632586631483662
137,0.012591766219282088,0.06376849761895066,0.007884692395484835,1.7276238510272632e-18,0.042257154644461795,0.25231205118866623,0.04179606145442643,0.2520613279678068
138,0.02603008130709353,0.0664708790829551,0.00684456012453147,2.0416735838646047e-18,0.04638448021428652,0.2630941905942116,0.04169372791727033,0.2574804614815067
139,0.008242847006337775,0.05245392543209419,0.006279483354920464,3.089897474265689e-18,0.06431718478564022,0.23726428172960165,0.03711029449231225,0.2286000847190144
140,0.009671634873205874,0.05226969544235146,0.006927407604313435,2.8653091079138745e-18,0.055108126146547524,0.23609286613905334,0.03521292251065092,0.2280988621400742
141,0.010073417734940736,0.05524860400060032,0.00928908522688591,2.2913206118379437e-18,0.051617686215385344,0.24419106734585022,0.03296855151972454,0.2342631168344436
142,0.015307112353406168,0.05847870117460118,0.010635954481407667,2.9250706498030047e-18,0.05808033427366838,0.24423265453921966,0.03455924801789975,0.24069042327490636
143,0.016473461446181243,0.06002211297767948,0.010117658164950166,1.9526840162180532e-18,0.04522304525054016,0.248510853118021,0.03870673698005506,0.24417742186877744
144,0.03687318811257357,0.06212426589546878,0.005983093749582232,2.8776173959439533e-18,0.05671341416903864,0.25157865855305983,0.043239300952305305,0.24895831490274734
145,0.015501579158371484,0.0704006515820525,0.0030843118082524933,2.5637987063672575e-18,0.050431651420180856,0.2642690514231285,0.049661247750160384,0.2652684470569241
146,0.009487890620660407,0.06330109124326724,0.011632876060952166,2.3937267389246427e-18,0.05669499034955719,0.2551873420074402,0.0464267673107393,0.2505174909964535
147,0.04706911615624718,0.06325173482922195,0.0045045812615441385,1.7355229383718435e-18,0.03773875087902422,0.2554309010189415,0.06479269125851056,0.2513373198659519
148,0.015224933189873334,0.051468501146059956,0.010094456365078294,1.0074811404235207e-18,0.023650639482194136,0.22490064075288652,0.06063660165628401,0.22573512189424302
149,0.017169318177519058,0.06235650815581274,0.003334026658834715,1.6963187594723837e-18,0.04369806715495962,0.24980046033985598,0.04892104194152981,0.24962403723506382
150,0.024427257571308026,0.06640892882650942,0.004330916760940626,1.5084977373919305e-18,0.03362603564795215,0.25626114940444633,0.05123455032338102,0.2575626304729046
151,0.023992020130578915,0.054404614336126256,0.011226400054346053,2.003869325993766e-18,0.055515004187919624,0.24233938270127015,0.040852499601240384,0.231912428078505
152,0.014555300598395559,0.06818926244983849,0.009794453830563349,1.607351786819322e-18,0.03942788848375649,0.26406878249629473,0.03927697250282401,0.2604876875508009
153,0.018872973233363437,0.06756864880953131,0.007033240701923102,1.2561186194420959e-18,0.03473229100968485,0.262839932393908,0.0446448192529971,0.2595849724526378
154,0.023739615135077472,0.06820068122198437,0.005721803277913118,1.3090504239077325e-18,0.03371528766818607,0.26226330843045936,0.05118872141219311,0.26092336357258183
155,0.006295157636473613,0.06760285199965267,0.010885420806989538,6.717823762163162e-19,0.019107074910957762,0.2599292789195387,0.04710219095451244,0.25907663028745564
156,0.028343476558041616,0.06061672351270188,0.009897190536392798,1.7586145325569878e-18,0.043407555610415205,0.2512962515329179,0.05971651072805482,0.24539385721950246
157,0.016871118520256127,0.05533135013076476,0.00817346850584311,1.766174998307715e-18,0.041155468486325675,0.2388619278023288,0.06291515346750085,0.23458855214636187
158,0.02153360645750189,0.07190864040063005,0.006007212348769197,9.749591443128148e-19,0.024210289134767735,0.26919970089731005,0.05510430234610161,0.2679232663162955
159,0.024983289339608653,0.06453915915946332,0.010385924233518718,1.0823857118786674e-18,0.021236540241343364,0.2502455941272618,0.05430669358869175,0.25324236225441976
160,0.01804252354532585,0.05868532834744547,0.0030594568654331543,9.989305636840314e-19,0.023901419539718294,0.24042069418428066,0.05518064977522151,0.24216817037522922
161,0.016216461036656787,0.061615933651066296,0.009665625174569255,9.441074440387451e-19,0.026989386584977466,0.24519704098085415,0.04920957460220197,0.2473900810378696
162,0.02565707270313005,0.06265030592000322,0.011944791150290136,1.7249510428014589e-18,0.03193538327491206,0.25078396296544897,0.04543799480218298,0.24910419216416832
163,0.03508223750497928,0.05372322207635395,0.006094341594591308,3.379403985012798e-18,0.06724520832936506,0.2420550217606755,0.05106764983071181,0.23142207285986113
164,0.013870764145642752,0.05889945619636909,0.013912692106844125,1.5629200850036643e-18,0.03475467325858585,0.24806676207585837,0.04414456101900115,0.240989508322974
165,0.006763110056329242,0.05742720514543469,0.002553835164712797,8.538103732517161e-19,0.021808013430990716,0.24314839261767496,0.03939923058218412,0.2395792510108904
166,0.01621775887968158,0.062289821154560165,0.010642828799048897,1.645778905125232e-18,0.04199221267993908,0.25988382727057585,0.03502049719959675,0.24870290121710523
167,0.00702348859126734,0.055273207168725365,0.013816970080755489,8.610742320054527e-19,0.019456969748467674,0.23532943759184693,0.028888990467629314,0.2332254384269592
168,0.010774736061450718,0.055842823638860874,0.012507701621342267,1.3976542551764755e-18,0.030572056211107146,0.23880323896374178,0.027840595023697484,0.23473032656066017
169,0.008739492532834427,0.06684983637908926,0.006176288626123502,1.4358502554723428e-18,0.02769817723856894,0.26251470538710786,0.02961553144222975,0.2582685892321978
170,0.009176991431814926,0.05463138195096348,0.007903111531173294,9.661326669682012e-19,0.020073850224141557,0.23366481484510934,0.02924221654088578,0.23311999645114112
171,0.009677551994407393,0.06034012338531436,0.007650518852096823,1.3924240602123742e-18,0.030940367994392606,0.25026348981920965,0.026628905667967655,0.24517041466346684
172,0.021576186658209495,0.0715142020028037,0.011184077438618404,1.282626045563931e-18,0.026355660899719503,0.27054372450374625,0.030079897915948724,0.26657250456361303
173,0.009942955692305579,0.06575542944058985,0.005546516021056524,1.7459251444864725e-18,0.04129997912508522,0.26199800356064595,0.028389081903870395,0.25620285157437395
174,0.01831397571671009,0.06082657209922637,0.010922737195288187,8.0013125951166055e-19,0.017100865233340208,0.2442983991706409,0.02514172620710862,0.24554632027808143
175,0.015815068739382245,0.056589116575385026,0.0025824573895144426,1.7491118465682304e-18,0.038855758880862526,0.2451782734678657,0.026917438475568305,0.23782175637348985
176,0.02486868690116656,0.053219316092962696,0.006135838854053325,2.0556318748886864e-18,0.0385216991147867,0.23977451211779033,0.03131058813970646,0.23029788709259025
177,0.0155600064456332,0.05980496891333709,0.003346991291081932,2.2468800380987698e-18,0.04999169866802208,0.2583556044268529,0.03644159261130642,0.24445654423271912
178,0.021515956442733318,0.06689030160353093,0.006339541458637558,1.3302102341305744e-18,0.027903152409276533,0.2581603472945354,0.037988392031691846,0.258324553991347
179,0.025044305465231415,0.058472605238785516,0.0046666012268525865,2.309219780134955e-18,0.052523097146414566,0.2534474316701852,0.041983519007859085,0.24161770495733928
180,0.0161153239960738,0.06383017775570077,0.0018101503431811705,1.5416373193279605e-18,0.04067062964503342,0.2621421154964433,0.04648986649944578,0.2526208136664526
