step,loss,velocity_rmse,target_velocity_rms,predicted_velocity_rms,mean_velocity_norm,loss_std,gradient_norm,update_norm
25,0.07248061644227272,0.26902619191008015,0.26904432842076537,0.010644000228580372,4.3319214711801285e-19,0.005643445339065845,0.005740269977372853,0.027884218309818923
26,0.06889095962379206,0.26198929215619615,0.26230806853999533,0.024556200811738624,1.0101854079483594e-18,0.008078318177276037,0.01139159614936748,0.03415012471521035
27,0.07232165209862612,0.2682782392656555,0.268031528296187,0.018611056919438353,7.552018407971043e-19,0.009920801561265383,0.010336763601753243,0.0340586785892965
28,0.07282372687383076,0.26926311705809103,0.2690484955099201,0.015244854156395041,6.579794893853579e-19,0.009669833469121076,0.006617141686511273,0.031850761680847876
29,0.07191943652000321,0.26743759198834605,0.26805674780077404,0.024648380813378785,1.092285001956139e-18,0.0109592106102176,0.006401692222643178,0.032700841419948674
30,0.07486646298287188,0.27352936381147075,0.2737872438775042,0.01770452500096146,6.880197621747125e-19,0.0038412525001337303,0.006618913073696677,0.03499514937128112
31,0.07186572413958972,0.26763261884701595,0.2676162106976851,0.016234862452088536,5.874110212581984e-19,0.008426405740491057,0.008708569648646233,0.038940233187398726
32,0.07146097634938353,0.26727364640348494,0.26687150122935366,0.022953112509968322,1.0580416230399915e-18,0.0027120283068491685,0.015204754927034403,0.0431093645959791
33,0.0724310894147176,0.2689732104883664,0.2700375116369429,0.012207448064953585,5.299402324132867e-19,0.0049333282787768756,0.005178971795685637,0.03819787733168112
34,0.07338122982998832,0.27036061211467677,0.27035127379384705,0.017598738276920912,8.806437847170019e-19,0.009347788680913375,0.015366618480572958,0.04354583923259702
35,0.0677723178156952,0.2600949806876638,0.26137926377052756,0.014974924449006043,7.325602859170472e-19,0.005826419032961161,0.008376182505456414,0.04233558145663295
36,0.07726223395582688,0.2777973724167299,0.2774972576587972,0.011825840092079083,4.126823021403394e-19,0.00526521450730309,0.010762859559767841,0.03933699646846477
37,0.07200798753139391,0.268143335565533,0.26927761399005257,0.012208660301549865,4.79876192093477e-19,0.005579900864947616,0.008236643459407842,0.03752138526557045
38,0.07462907363188774,0.2731703832593364,0.27309872769247945,0.008528152322320978,3.0759199622515416e-19,0.001447915635606711,0.004235490215450503,0.0359050463132816
39,0.07538629190465887,0.27450826531092054,0.27553207638554844,0.011091231652557123,4.564733432128685e-19,0.003060698896661797,0.006639941750325123,0.03126136204569206
40,0.07895199223430502,0.2808993042798699,0.2806548600394005,0.00620151056858791,2.8245173439810084e-19,0.0039013863445958668,0.005550287368681561,0.02898713351500874
41,0.07376348673247578,0.2714657205030012,0.2727914396556247,0.011039768340043539,3.7810302828399744e-19,0.004568499603295712,0.012368103167224916,0.027976404462981715
42,0.07106118937704752,0.266018624622833,0.26622276229460207,0.009043827151363334,3.3363320207485867e-19,0.009363318350844684,0.006893651628480025,0.025375084140955427
43,0.0656861952237478,0.25541422365537747,0.25556541366304053,0.007437467616441808,3.1066265688380125e-19,0.010955337949494676,0.005066993205086902,0.025887201085928718
44,0.07109480249978947,0.2666202468417592,0.26703352730886526,0.011302073351697486,3.290991173294398e-19,0.0015440736435912885,0.004205711617476,0.02545398154054931
45,0.06679845690973372,0.2582379425116409,0.2582901805846828,0.005992460263711331,2.1111162668859238e-19,0.005360486251536252,0.0034365504872444505,0.024427516435035244
46,0.07342882786309282,0.27079392212491776,0.2713117137282762,0.008281851379181164,3.7339385452924756e-19,0.005366695738428334,0.007838205935845128,0.02761213238552996
47,0.07460294634394535,0.2728085308016749,0.2729052125659207,0.0070880855872238096,2.5913775721199827e-19,0.007384142632783771,0.004327400351193936,0.027705291337316987
48,0.07943901496316966,0.28170081434049077,0.2824990938110524,0.00795161391458025,2.8831421670740837e-19,0.005165005864888662,0.006350652124727191,0.030421234613586312
49,0.06970065976614426,0.2636637746772837,0.2636532392779386,0.012535083673506569,5.544998559341273e-19,0.007108412290028636,0.006803185777331614,0.0272625254807332
50,0.07408413876172992,0.272135892731067,0.27265031604848144,0.004763438554567876,1.9241964942532188e-19,0.002786770188561063,0.009164496342644877,0.027456951058352278
51,0.06770808769543019,0.26011138855722105,0.26083001648866777,0.007513731410972952,2.912165819115919e-19,0.0036846052738543794,0.00934691432788444,0.02920250718229975
52,0.07443703786078781,0.27274155512345444,0.2731905830963758,0.006175323001335776,2.771723980335606e-19,0.0037992130861397074,0.0068863554388518666,0.03227531941892018
53,0.06807683773265144,0.2606957561575718,0.2612158013141031,0.005331638674247043,2.2165355934523713e-19,0.0055588490217356006,0.006514201512632196,0.03270367153775216
54,0.08089545639041448,0.2842427266666554,0.2838693491581248,0.00879746575979988,3.299942243593279e-19,0.005761354489151942,0.009998880376017615,0.02836257284160997
55,0.07547115128899712,0.274552443877939,0.2745286128814546,0.009739117645675012,3.599397824371889e-19,0.005354696282249212,0.007228431615035753,0.026048933536429904
56,0.06865571115718025,0.26198736856941257,0.26221379912995163,0.011803439399031751,4.0495668146246565e-19,0.0022435092435233294,0.0047940603330028165,0.0249663015539247
57,0.0690809041280368,0.26251795983151255,0.26198154468640145,0.008625976951057709,3.484123307805868e-19,0.006749195210012975,0.004805444624689946,0.022688877521291326
58,0.07597701152990369,0.2750679563959083,0.27554347970230864,0.011873970982551094,4.16407912628635e-19,0.00953925289359333,0.0035428488461814495,0.022257927390574632
59,0.07255875361591324,0.2689876963842598,0.2689928517626108,0.007690363047695415,2.7707910962211744e-19,0.007568191754834272,0.007119575064270933,0.02629292546231991
60,0.07253392426704078,0.26931956064532947,0.26916467603038674,0.00692256128572352,2.896803302928192e-19,0.0005114345475049633,0.008052504784460898,0.02560900113617955
61,0.0725227349329661,0.2692180953668972,0.26967885401771535,0.0063526269577703545,2.9792438661799194e-19,0.003632606376696726,0.006188084066732729,0.026877479788522562
62,0.06746737911409177,0.2596587160294299,0.2604504867034394,0.013357117240423821,5.393725158128162e-19,0.003486278726956797,0.005598656148054637,0.026057250986235445
63,0.07301521952921858,0.2693208211568008,0.2695553741764422,0.010753091039445117,4.46238411549757e-19,0.011869438182236366,0.006492529457384649,0.027040049725588076
64,0.07508788545625991,0.27388657168126024,0.2740295347141973,0.010387856694642171,3.9166415039143717e-19,0.004661401625020244,0.003530113646151662,0.026060185276975446
65,0.07464277871380486,0.273007219907769,0.2736504754884517,0.009685736924915315,4.2791284207882354e-19,0.005840643019281592,0.006904283304104706,0.029904685492198494
66,0.07574751599926172,0.2749414563629864,0.2753105555082459,0.007130495220948281,2.9500702685377857e-19,0.006820752579356647,0.004113383237529078,0.028925152640741834
67,0.07309817532211152,0.27009940351724104,0.2707270982175623,0.00830115470784586,2.7801147090617575e-19,0.006480372669123594,0.0036574413432528875,0.02997617707862287
68,0.07456294027692714,0.27303835397438647,0.27373282070970506,0.008815682527559435,3.218496549234596e-19,0.001968383067592691,0.006128788433036914,0.025646386267496848
69,0.07525546973326719,0.27412340790649653,0.2750402444510551,0.010243643139496564,4.893682266826978e-19,0.00579197616216674,0.006051817891289198,0.025110364658177144
70,0.0710668236940717,0.2663329410278322,0.26725051854166915,0.0088848039390391,3.9273838393492744e-19,0.006089673605404738,0.009740225325097059,0.028268563544354974
71,0.0721439212024746,0.26811901570020247,0.2690269630318818,0.011242327812254892,4.623955137889268e-19,0.008872090395662972,0.005490013284045583,0.02914562076899229
72,0.07471056447143823,0.27309337013718205,0.272318966496946,0.013000935510519868,4.266855538972853e-19,0.006293592523188728,0.007488051678167214,0.02775604266845403
73,0.07009292599488538,0.26470656171024587,0.2648774906212173,0.012316644175607388,5.456968624601469e-19,0.0025746762684022914,0.0056527792921037745,0.02892271488259229
74,0.07808324815041434,0.2790889812163928,0.2791946819305532,0.01199012088926879,5.130682151961298e-19,0.007534552574594746,0.006165792285139887,0.024314136382070868
75,0.07712655944328987,0.2776858894254429,0.2784682547719566,0.011485301536939493,3.9203198891555156e-19,0.002297272358834535,0.0036166524775543525,0.024264664752188452
76,0.07249454136394529,0.2690650127711841,0.2693888521014603,0.014147751285396035,5.286568915129803e-19,0.005259480707927742,0.004297496883576797,0.02241576279018017
77,0.0756327730400472,0.27494085865362705,0.2749126269413488,0.011534410883874042,4.801616744985628e-19,0.0034523756014975407,0.006465744881456323,0.021023101863336252
78,0.07158673456667643,0.26676135652042005,0.266694887927128,0.010028608045992848,4.603293103824735e-19,0.011410871377750586,0.006845907531945874,0.021827321557606628
79,0.0748341989601942,0.27313991712031627,0.27385310040867106,0.014389251985713468,5.08744269285486e-19,0.008288137132010261,0.002619833128962715,0.020824089103073498
80,0.06687530260861758,0.2585294210531347,0.25940556754026367,0.010429985455768526,5.401140924992968e-19,0.003153769243467521,0.004325427592224184,0.023086353052733898
81,0.07647229619674535,0.2762904217669289,0.2773339124068446,0.01617466435538388,7.71488983156373e-19,0.006571261505315469,0.010082754074610477,0.027883281675387207
82,0.07064888273041253,0.26575244713802154,0.266098639718232,0.010960829728888252,3.511660513483975e-19,0.002637880786966344,0.0035934442009285025,0.026767085975794924
83,0.07312584166177462,0.2702247589096267,0.27156373714863874,0.019568606095325222,7.969733331282986e-19,0.005421376699193647,0.011952243654272764,0.029349014864044943
84,0.07138781194368314,0.2668791912276372,0.2669636720114619,0.013921873496498463,6.319406674984569e-19,0.006878503437241877,0.00415785535983224,0.02741582580084348
85,0.07353301649223054,0.2708746831677684,0.27032141262482734,0.013310357081972712,6.305722290010504e-19,0.006866414056902849,0.0069029769052516374,0.02698189813120176
86,0.07284319386665966,0.26970493310706756,0.2712997353294825,0.015505310307422833,6.937528086012678e-19,0.005400326838363816,0.00926149714586573,0.02609151378483595
87,0.07475875205270113,0.2732244800235242,0.2741081639266799,0.012027941302864638,5.319442948704586e-19,0.005738058084659652,0.004508892379683014,0.026863572278452874
88,0.07295857251127447,0.26975842418404916,0.2698994835987567,0.009243248588647333,3.6042848483661027e-19,0.00725625452966253,0.006583722788144705,0.02594333042341646
89,0.07287567683718946,0.26986059756798014,0.2711800655124157,0.013102338884804879,6.155942028567245e-19,0.0038235487987015385,0.004598505588933031,0.026948401549826848
