objective,model_seed,mean_reference_violation,max_reference_violation,integrated_reference_violation,mean_capture_fraction,integrated_capture_fraction,mean_reference_null_fraction,integrated_reference_null_fraction,mean_ess,min_ess,mean_projection_distortion,mean_lambda_norm,mean_max_weight,mean_weight_entropy,mean_covariance_condition,mean_trace_cov_phi_reference,mean_trace_cov_phi_projected,mean_reference_constrained_norm,mean_reference_null_norm,mean_projected_constrained_norm,mean_projected_null_norm,mean_projected_null_fraction,mean_tangent_constrained_norm,mean_tangent_null_norm,mean_tangent_null_fraction,mean_mfsi_safe_constrained_norm,mean_mfsi_safe_null_norm,mean_mfsi_safe_null_fraction,tangent_local_mmd,velocity_gap,tangent_rollout_mmd,mfsi_rollout_mmd,angular_error,max_moment_error
fiber,20260815,0.11625142857769585,0.22576468676098074,0.13918842857514585,0.27809077953150796,0.1934553663394436,0.7219092204638629,0.8065446336576567,0.9615838768180326,0.8833434962359107,0.0185926334371512,0.21130203732381236,0.0005877842145716693,8.299173533282191,1.660520922306383,2.0611758096473833,2.1421855874980134,0.11625142857769587,0.4626682634323705,3.621399034605491e-17,0.4484995917449476,0.9999999999440119,0.002214023978748347,0.37922925357809456,0.7806685550358478,0.0022137515086393562,0.40582429534549996,0.8237355171758477,0.055752041409084595,0.13163712082588214,0.07164354044216793,0.06452253000024179,0.042535501887357094,0.0017065946935124442
fiber,20260816,0.12130934092405177,0.24417111999275892,0.1449962043176435,0.31608877112816636,0.21881041565926992,0.6839112288672048,0.7811895843378305,0.9596423093086541,0.8683064925478163,0.019378735788946274,0.21012566955484793,0.0005698888950575675,8.298387430930397,1.2972106452368708,2.125022879861696,2.201740591034425,0.12130934092405175,0.4602652588752296,3.569644814454133e-17,0.4484738981730789,0.999999999881415,0.0019965708867137736,0.37125733890462903,0.8558738832029985,0.0019959279678417813,0.4435947221297171,0.8542218042308376,0.05466789125862019,0.08603314635810003,0.07626933008311929,0.058453475593306284,0.051634735514298515,0.0019390552333240565
fiber,20260817,0.2893552718128949,0.5737187374854742,0.35606450935722667,0.4207108078531326,0.3981275091461601,0.5792891921422385,0.6018724908509403,0.7753900975040389,0.4525058703179441,0.11461356898292822,0.4427209689362096,0.0022859093604857385,8.203152597736414,1.529346103958919,2.0932749546850777,2.606804031142265,0.2893552718128949,0.38238624254455117,2.5598926176651958e-17,0.3215428192297818,0.9999999997511654,0.0023490217907720283,0.22703545628136124,0.8023277479304352,0.002348029906404136,0.2698220733335518,0.802937821178471,0.06609137488654847,0.39302467626239707,0.08675676255012629,0.08686829149866714,0.0919396723846643,0.0016752692736628453
fiber,20260818,0.09809325758333882,0.19788157573719178,0.11677887835197762,0.2340780266541692,0.15984273457544726,0.7659219733412018,0.8401572654216531,0.9739115002503423,0.9222571460466698,0.013344648287603228,0.18455342110830436,0.00043959305896597235,8.304421518431742,1.6836270039064536,2.0518934732433745,2.100842963565798,0.09809325758333884,0.46696936171077696,4.453413788938658e-17,0.45792621257415567,0.9999999999754645,0.00150634588623335,0.3938750569723895,0.8836723255168698,0.001506156281325112,0.43845643555778685,0.9178987006013908,0.0560387458736155,0.11137926702349601,0.06642423408279322,0.05817672323219737,0.03566617884661026,0.0012585745274342848
fiber,20260819,0.3965116289877346,0.7919716219979621,0.4895600028366081,0.6414338437062608,0.6580827205662063,0.35856615628911037,0.3419172794308943,0.6773701660723713,0.30002531164958307,0.18344653689356513,0.5011616546055753,0.003926133288032808,8.134319629825779,1.458698180118623,2.1874833221199896,2.930371421352533,0.3965116289877346,0.27005611919854844,2.6228793953894704e-17,0.251209802392238,0.9999999999850954,0.002291591051267483,0.15207919581171786,0.8115861612676294,0.0022890949812094715,0.22937248589206966,0.8122188928952161,0.075672229581359,0.3356006359651622,0.0916259890914737,0.07628222027186136,0.09548504564911876,0.0020585624691587773
full_phi5,20260810,0.4803178823017305,0.9548926795442041,0.5921784705172611,0.9999999999953711,0.9999999999971004,0.0,0.0,0.6325796086393612,0.252491852631797,0.25791619043463837,0.6071582126240004,0.003800123162152167,8.059849976284704,1.2968244611456619,3.5253185711699517,5.030471737063732,0.4803178823017305,0.0,2.9971592836610714e-17,0.0,0.0,0.0023667482718878344,0.0,0.0,0.0023657798314038374,0.0,0.0,0.08347301377118028,0.22664182642166883,0.08407559914640876,0.08260791757775637,0.05053561502645461,0.0014382802904266254
full_phi5,20260811,0.4803178823017305,0.9548926795442041,0.5921784705172611,0.9999999999953711,0.9999999999971004,0.0,0.0,0.6325796086393612,0.252491852631797,0.25791619043463837,0.6071582126240004,0.003800123162152167,8.059849976284704,1.2968244611456619,3.5253185711699517,5.030471737063732,0.4803178823017305,0.0,2.9971592836610714e-17,0.0,0.0,0.0023667482718878344,0.0,0.0,0.002366287042297042,0.0,0.0,0.08347301377118035,0.2655379028606728,0.08407559914640865,0.08394679308968088,0.05915225759784702,0.0014384257083713812
full_phi5,20260812,0.4803178823017305,0.9548926795442041,0.5921784705172611,0.9999999999953711,0.9999999999971004,0.0,0.0,0.6325796086393612,0.252491852631797,0.25791619043463837,0.6071582126240004,0.003800123162152167,8.059849976284704,1.2968244611456619,3.5253185711699517,5.030471737063732,0.4803178823017305,0.0,2.9971592836610714e-17,0.0,0.0,0.0023667482718878344,0.0,0.0,0.002365604310992601,0.0,0.0,0.08347301377118035,0.34976587846005003,0.08407559914640865,0.08253035057178018,0.08984652737476222,0.001438636919574631
full_phi5,20260813,0.4803178823017305,0.9548926795442041,0.5921784705172611,0.9999999999953711,0.9999999999971004,0.0,0.0,0.6325796086393612,0.252491852631797,0.25791619043463837,0.6071582126240004,0.003800123162152167,8.059849976284704,1.2968244611456619,3.5253185711699517,5.030471737063732,0.4803178823017305,0.0,2.9971592836610714e-17,0.0,0.0,0.0023667482718878344,0.0,0.0,0.002366748287577507,0.0,0.0,0.08347301377118035,0.5388274757660791,0.08407559914640865,0.08406893312724018,0.07849795932109208,0.0014380355660266243
full_phi5,20260814,0.4803178823017305,0.9548926795442041,0.5921784705172611,0.9999999999953711,0.9999999999971004,0.0,0.0,0.6325796086393612,0.252491852631797,0.25791619043463837,0.6071582126240004,0.003800123162152167,8.059849976284704,1.2968244611456619,3.5253185711699517,5.030471737063732,0.4803178823017305,0.0,2.9971592836610714e-17,0.0,0.0,0.0023667482718878344,0.0,0.0,0.0023664377495211998,0.0,0.0,0.08347301377118035,0.19417949802951295,0.08407559914640865,0.08119526706153726,0.05352941045118581,0.0014381049565281069
