objective,model_seed,evaluation_seed,t,reference_violation,capture_fraction,reference_mz,reference_delta_b,projection_distortion,lambda_norm,ess_fraction,max_weight,weight_entropy,calibration_residual,covariance_condition,trace_cov_phi_reference,trace_cov_phi_projected,phi_variance_reference,phi_variance_projected,trace_cov_z_reference,trace_cov_z_projected,mu_z_reference,mu_z_projected,mu_z_tangent,mu_z_mfsi_safe,reference_constrained_norm,reference_null_norm,reference_null_fraction,projected_constrained_norm,projected_null_norm,projected_null_fraction,tangent_constrained_norm,tangent_null_norm,tangent_null_fraction,mfsi_safe_constrained_norm,mfsi_safe_null_norm,mfsi_safe_null_fraction
cv,20260818,20300815,1.0,0.03702722210348392,0.8892255781602506,"[-0.0022375796671466833, -0.01484333650748361, 0.020875294579846417, -0.007551268275344969, -0.028699775207457024]","[-0.0022197557321908794, -0.014826414112919555, 0.028847778016617864, -0.005142553939222791, -0.03472499149543773]",0.0005913213263440907,0.03234590160279997,0.9988111704501299,0.00028066351083978666,8.317174845393,2.876713442418084e-18,1.9573808255346998,2.785362744223147,2.8009385195993657,"[0.9763745696284166, 0.9885467275254487, 0.8204414470692815]","[1.0015021263734563, 0.9750861823963157, 0.8243502108295939]",4.781230755017433,4.801834681803426,"[-0.0022375796671466833, -0.01484333650748361, 0.020875294579846417, -0.007551268275344969, -0.028699775207457024]","[-0.0020648122553097964, -0.014430391992664111, -0.0010505800240640153, -0.0012539609276024707, 0.0005095334156740888]","[-0.0015838957172027157, 0.0021864445988564463, -0.00032594688446694123, 0.001575189953051837, -0.0010051142183437802]","[0.09446466290610958, 0.2077655379625928, 0.01459828320557876, 0.0175753973844452, -0.007881878258491234]",0.03702722210348392,0.01306877569096117,0.11077442183326364,5.826467536631915e-18,0.01467771860365999,0.9999999999535824,0.0016843242110012196,0.00283725869999243,0.7394183917057643,0.0016788409092474174,0.22950250819262316,0.999946491721744
cv,20260818,20300816,0.0,0.015076433168896572,0.18311386050751713,"[0.030069091005686187, 0.011007992955122212, -0.007188367152068742, -0.012149597031024832, -0.004084893340689915]","[0.030075411731882277, 0.010997851876670288, -0.00624671363422058, -0.008286672037030525, -0.0022778009454577086]",9.555060908538553e-05,0.012840587492345689,0.9998077338186389,0.00026488093640334093,8.31767061611026,4.2491873609703695e-18,1.6900269533954486,3.143582784521285,3.1690460812857997,"[1.0145188885746577, 0.9873376991072008, 1.1417261968394268]","[1.0159770026913448, 1.001221933437446, 1.1518471451570087]",5.13594120425176,5.170802234290895,"[0.030069091005686187, 0.011007992955122212, -0.007188367152068742, -0.012149597031024832, -0.004084893340689915]","[0.03081125796013332, 0.00978358497337797, 0.0006902583163206164, 2.507734265781627e-05, -0.00018288348353873423]","[-0.0013748774869234517, 0.0007419199937622998, -0.0004319026014728289, 0.0014380355660268823, -0.0009522743683038515]","[-0.0013748774869234517, 0.0007419199937622998, -0.0004319026014728289, 0.0014380355660268823, -0.0009522743683038515]",0.01507643316889657,0.031843350791744496,0.8168861394844268,5.1987700915394376e-18,0.032335161725312304,0.9999999999904358,0.0016847421119199704,0.0016624349660550296,0.4933358296968311,0.0016847421119199704,0.0016624349660550296,0.4933358296968311
cv,20260818,20300816,0.25,0.6978510321458683,0.99741421828798,"[-0.0177568601853317, -0.013437936275791864, -0.48212297717775277, 0.013351149651542138, -0.5051157200813952]","[-0.017788590604357158, -0.012556123847069169, -0.35842930258771244, 0.009712960927868683, -0.38785809175795083]",0.36406095636137137,0.9709487595377576,0.446913771085667,0.00594498542363171,7.953705210357972,2.2011173336169837e-17,1.720253086571613,1.492727094121064,2.983572704555413,"[0.4280323859779603, 0.5514642947170051, 0.5132304134260985]","[0.8905334725814821, 0.9352580962974925, 1.1577811356764385]",2.7445797936735405,4.985056551302856,"[-0.0177568601853317, -0.013437936275791864, -0.48212297717775277, 0.013351149651542138, -0.5051157200813952]","[-0.034591036742399335, -0.03776149440978979, -0.0027273095285672184, -0.002462550277925739, 0.0011720117426108328]","[-0.0005503526414500134, -0.005452695740724459, -0.0008840957542177787, 0.0008517166555781103, -0.0007240206985734386]","[0.02453181273680029, 0.020533782826733158, 0.0009939674735172637, 0.0025118281867884326, -0.0015199586487096265]",0.6978510321458683,0.03553210014964162,0.0025857817119995688,3.929167190714398e-17,0.051355099704268416,0.9999999999962084,0.0016846622287392012,0.005406287504554578,0.911492420186124,0.0016831176578653037,0.03209705149621695,0.9972577559763247
cv,20260818,20300816,0.5,0.9482031432814955,0.9995918259709651,"[-0.0029609062128671, 0.005367306262911613, -0.6655861833057842, 0.006467549406449405, -0.675553080150148]","[-0.0030066155671412244, 0.0065477777593845425, -0.500559912079078, 0.005241896219327684, -0.513279604526017]",0.6350127627771426,1.2335603240669224,0.26610396020848387,0.0063276281014611364,7.682753403942201,7.615515089810385e-17,1.181781423468043,1.2144386907022673,2.9352582192060144,"[0.3513618435284462, 0.5243563752245436, 0.33872047194927746]","[1.0428425137666713, 0.9666593758866784, 0.9257563295526647]",2.1962754192634675,4.9181190401600325,"[-0.0029609062128671, 0.005367306262911613, -0.6655861833057842, 0.006467549406449405, -0.675553080150148]","[-0.019924502079644017, 8.149270686259869e-05, 2.0858186359546185e-05, 0.0005663591117314702, -0.00011307540947780997]","[-0.0062702724375638275, -0.00958161413529288, -0.0011807459375694298, 0.0006368181403353483, -0.000606470981802933]","[-0.027565381023150915, 0.043568964398164406, 0.002713376198546659, 0.00606795831762714, -0.0026379310690652154]",0.9482031432814954,0.019160759808819577,0.0004081740290237131,7.554908474018345e-17,0.019933048134658647,0.9999999999748318,0.0016845733576468281,0.011421618267405866,0.9787098589771078,0.001682365450985601,0.05202322313192229,0.9989552984787243
cv,20260818,20300816,0.75,0.6968221099505165,0.9974460718645379,"[-0.011882292662362562, -0.01410466617100858, -0.49769262860548824, 0.0035811317661858964, -0.4886239951084028]","[-0.01190872189966262, -0.013247162956549602, -0.3786375849090907, 0.00304711537223232, -0.3669408792096698]",0.3302938190333553,0.8624479889937132,0.4579565645075004,0.004428373816841464,7.987472347685989,4.5186133576621494e-17,1.6344508563556965,1.4223715326915582,2.9614092940806094,"[0.455369788384276, 0.5708511376189368, 0.39615060668834556]","[0.9788541013167601, 1.1296508523289595, 0.8529043404348898]",2.675566905949049,4.958629364442408,"[-0.011882292662362562, -0.01410466617100858, -0.49769262860548824, 0.0035811317661858964, -0.4886239951084028]","[-0.04107000619386428, -0.05241580894962387, -0.003790911170333866, -0.0036130360769765987, 0.0016652294836947829]","[-0.0038713271773198566, -0.001837871148505916, -0.000617766240884509, 0.0012735054808972073, -0.0008725867146674182]","[0.008920247998353144, 0.07909794030760484, 0.005278361185997095, 0.008275488927081163, -0.00371566842604118]",0.6968221099505165,0.035259938166190566,0.0025539281354414792,5.66464228492832e-17,0.06681586984419031,0.9999999999977601,0.001684418702417621,0.004276977556660475,0.8657220646125584,0.0016809490339715603,0.0802706696200243,0.9995616662469686
cv,20260818,20300816,1.0,0.02070330593108399,0.43931516573559426,"[-0.021908439638738817, -0.006666632952018086, -0.01786439339633966, -0.011219586863996347, 0.002496229759291098]","[-0.02190094689371214, -0.006661840168380544, -0.01886179949634259, -0.0076244023088294, 0.007267512379196095]",0.0002395544012336855,0.024227406850993883,0.999517048420363,0.0002744920385367992,8.317526612318112,0.0,2.00846208798769,2.8096704888883934,2.8371414145712484,"[1.013574792272388, 0.9869558389699105, 0.8091398576460952]","[1.01227701444757, 1.0079524036425407, 0.816911996481138]",4.798137169145406,4.837480192268176,"[-0.021908439638738817, -0.006666632952018086, -0.01786439339633966, -0.011219586863996347, 0.002496229759291098]","[-0.022159722355812324, -0.009337429072073295, -0.0006642058948756356, -0.00022722191625883193, 0.0002145986620102503]","[-0.00041131868190060156, 0.0034878621868988007, -0.0002319355973392992, 0.001660606373295452, -0.0010455897822543904]","[0.09736508154901642, 0.20857597935893507, 0.01465517990160672, 0.017567600727755046, -0.007895108302078468]",0.020703305931083993,0.023388965126192568,0.5606848342541563,4.647916050863606e-18,0.024057841308364317,0.9999999999827223,0.0016843081370320498,0.003660892983071747,0.8253039944082202,0.00167876422431473,0.23144504239590988,0.9999473909088679
cv,20260818,20300817,0.0,0.01940977332762987,0.6317255938143377,"[-0.011099516200855168, 0.0074673721863079455, 0.008603168754729556, 0.009208969217534578, -0.01608057488120572]","[-0.011109143954026263, 0.007499377953959855, 0.012995218370061457, 0.006295682862695546, -0.018671433508271718]",0.00022213102261960788,0.023256678296361723,0.9995533700851105,0.00027447074047575,8.317544035696724,5.204170427930421e-18,1.7920662231854352,3.1841768118585474,3.2036611999136984,"[0.9964424059669016, 1.0131714623976928, 1.1745629434939533]","[1.0157371368159651, 1.0057424830950434, 1.1821815800026898]",5.181273696239005,5.206301158885255,"[-0.011099516200855168, 0.0074673721863079455, 0.008603168754729556, 0.009208969217534578, -0.01608057488120572]","[-0.01115345372956094, 0.009338395550056859, 0.0006892163388566644, 0.0011618584291583894, -0.0003987734430167065]","[-0.001374877486923424, 0.0007419199937622536, -0.00043190260147118786, 0.001438035566026643, -0.0009522743683029975]","[-0.001374877486923424, 0.0007419199937622536, -0.00043190260147118786, 0.001438035566026643, -0.0009522743683029975]",0.01940977332762987,0.014819788183838481,0.36827440616889395,6.13981031991534e-18,0.014614688363998303,0.9999999999531811,0.001684742111918841,0.0016624349660550079,0.4933358296971597,0.001684742111918841,0.0016624349660550079,0.4933358296971597
cv,20260818,20300817,0.25,0.7358478145750521,0.9999431275568867,"[-0.002879018778614358, 0.021383217267462232, -0.5162885498742049, -0.00712742012987237, -0.5238631550543196]","[-0.002913452886516767, 0.0222977207236339, -0.38832242450501964, -0.004195165315982758, -0.39799939695189834]",0.36868321233072365,0.8952204318245564,0.39691193662256585,0.006962270750258399,7.94908295438862,3.4867510341210807e-17,1.6319064715171696,1.4585960675586893,3.357800638012739,"[0.43062443967749797, 0.542407606760607, 0.4855640211205845]","[1.0770739622510184, 1.1142312718430518, 1.166495403918669]",2.6689542190425577,5.37251549911483,"[-0.002879018778614358, 0.021383217267462232, -0.5162885498742049, -0.00712742012987237, -0.5238631550543196]","[0.0001812961364845104, 0.007698966141197906, 0.0005611990786708217, 0.0006948371954821342, -0.0002769356756926033]","[8.461047163050201e-06, -0.0014076440956399202, -0.0005895900241422146, 0.001203780447776098, -0.0008669627940587666]","[0.02441653912541926, 0.02045874735501756, 0.0009885816541964007, 0.0025082261565105048, -0.001517858153630286]",0.7358478145750521,0.005549467302176138,5.687244309457409e-05,2.612037881524429e-17,0.007757666171923987,0.9999999998338356,0.0016846635048136567,0.0013006808271656103,0.373470694701967,0.0016830912245155718,0.03196040230728151,0.9972344081118224
cv,20260818,20300817,0.5,0.9499210729450018,0.9996879858415073,"[-0.013069441204607953, 0.02325038809747136, -0.668987875789297, 0.0175362747025407, -0.6738456714745786]","[-0.013134123220965417, 0.02445066508573161, -0.5044920010598628, 0.012804035467887552, -0.5106739638095261]",0.6428662292589372,1.2544957366637386,0.27194705523782753,0.006305405587703671,7.674899937460408,7.792751667989942e-17,1.073067812334474,1.212528833486,2.856878914197723,"[0.33654308043135706, 0.5351593128488967, 0.34082644020574626]","[0.9548181934650213, 0.8950717297365034, 1.0069889909961982]",2.1932767149197034,4.857480159510203,"[-0.013069441204607953, 0.02325038809747136, -0.668987875789297, 0.0175362747025407, -0.6738456714745786]","[-0.020414996353399804, 0.012199869748957395, 0.0009047812793826493, 0.0016818168059969428, -0.0005532681053354513]","[-0.005195508389520426, -0.0002161192402578028, -0.0004987141345664409, 0.001458093860872369, -0.0009386374730141015]","[-0.027670593136573204, 0.04619104560413073, 0.0029046339866965498, 0.006309286369412873, -0.002733113245333522]",0.9499210729450017,0.016781950531591712,0.00031201415848151355,6.78061060230992e-17,0.02386550105339692,0.9999999999824426,0.0016845763323140967,0.005240039249191772,0.906330362340124,0.0016823331222226095,0.05433376551370501,0.9990422145748212
cv,20260818,20300817,0.75,0.6790379275141186,0.9999268020376058,"[0.00482498044505718, 0.010745622564948137, -0.4636470830337622, -0.00163690265981841, -0.4960002163393654]","[0.004797030017449312, 0.011595947602347818, -0.34199707840981486, -0.0005147867072335713, -0.38345465674438395]",0.32883737943641855,0.8832287592582115,0.4579234623901317,0.0053060092273106395,7.9889287872829255,3.508261114975577e-17,1.5472858985065365,1.4203835019424087,2.889766716709367,"[0.44335714667107295, 0.5639209613559629, 0.41310539391537293]","[0.9927060759361669, 1.0227769331487317, 0.8742837076244682]",2.6902369101888706,4.892418055425667,"[0.00482498044505718, 0.010745622564948137, -0.4636470830337622, -0.00163690265981841, -0.4960002163393654]","[0.027631326827915505, -0.0008201438301372235, -8.048327550600615e-05, -0.0008497136815452336, 0.00018234098299009342]","[-0.0045781559288356035, 0.0033324269047958115, -0.00024027610633957364, 0.0017633697935446526, -0.0010631593375910232]","[0.008251426712882756, 0.07948458410924275, 0.0053070564775999935, 0.008329410956835988, -0.003733254451017599]",0.6790379275141187,0.005809776472916237,7.319796237208617e-05,3.926337665034642e-17,0.027657270243202137,0.9999999999869268,0.0016844261790874492,0.005790060677135849,0.9219711728761336,0.0016809177364776617,0.08058871380981888,0.9995651338825723
cv,20260818,20300817,1.0,0.0291693514819572,0.8761916637073011,"[-0.00371159201825357, 0.010912991127307602, -0.023305411257305106, 0.0057185708778579435, -0.01619769018399068]","[-0.0037236443975397467, 0.010954970912919635, -0.01949887798272798, 0.003930232830812886, -0.010389802604602205]",0.00044274933210586385,0.030311620817122537,0.9991062260854598,0.0002945912309480588,8.317323417387236,1.8526854844795106e-18,1.9447583103918402,2.7385634520007973,2.8131196290723492,"[0.9777060075416248, 0.948629574753588, 0.8122278697055844]","[1.0046213477819799, 0.9739576791224834, 0.8345406021678857]",4.705126361764207,4.8099325761689355,"[-0.00371159201825357, 0.010912991127307602, -0.023305411257305106, 0.0057185708778579435, -0.01619769018399068]","[-0.004932163178256585, 0.010652420875931509, 0.000780364887030672, 0.0011067897049177478, -0.00041182220294691714]","[-0.0027374990457937204, 0.00489607017129028, -0.0001275272601762046, 0.001853883586595668, -0.0011093037672587393]","[0.09665378772562697, 0.21101614386868586, 0.014833632453992718, 0.017809433901749175, -0.00798708528076752]",0.029169351481957196,0.010964836470757598,0.12380833628240112,1.0402196487344518e-17,0.011823867999499737,0.9999999999284712,0.001684318394838406,0.005771670303778642,0.9215214777043937,0.0016787693763689424,0.23338370874434364,0.9999482609400643
