objective,model_seed,evaluation_seed,tangent_local_mmd,tangent_rollout_mmd,mfsi_rollout_mmd,velocity_gap,min_ess,max_moment_error,angular_error
info,20260813,20300814,0.05742012703229989,0.11963327773205083,0.11869444663269536,0.4146803137025017,0.5188217623779976,0.0017485646411300134,0.020306866457468074
info,20260813,20300815,0.06195173436453155,0.11062644245700332,0.10977705291946648,0.41090263067472926,0.5188217623779976,0.0017485646411291346,0.03842689003424138
info,20260813,20300816,0.06599249567529969,0.11131558143738092,0.1105962139390196,0.4115554212113813,0.5188217623779976,0.0017485646411299401,0.03671803511164488
info,20260813,20300817,0.05425668234232148,0.11980884136689818,0.11908702865112704,0.4163324459607688,0.5188217623779976,0.0017485646411290016,0.04018369422031565
info,20260813,20300818,0.07294664449889111,0.13143619784322205,0.1306897868945162,0.41770666594002,0.5188217623779976,0.0017485646411301487,0.04317570339858609
info,20260813,20300819,0.05609413260401471,0.1141427373380982,0.11346549651355416,0.4175629645748658,0.5188217623779976,0.001748564641130735,0.0454264772987103
cv,20260813,20300810,0.09275410253064745,0.1047988810655552,0.09591556448213208,0.630684620855699,0.2700690340932234,0.0014408120229555074,0.07545726207344865
cv,20260813,20300811,0.09242890647980058,0.08168975871704302,0.0740061433615821,0.639764743112584,0.2700690340932234,0.0014408120229558057,0.07239554357685064
cv,20260813,20300812,0.09606847369138347,0.0928198997925193,0.08131418482583838,0.6320242921125832,0.2700690340932234,0.0014408120229555843,0.11164199623458027
cv,20260813,20300813,0.07567605504732816,0.08437944790813334,0.10350237869475894,0.6396178140841351,0.2700690340932234,0.0014408120229552675,0.07854235370144737
cv,20260813,20300814,0.07717378204508465,0.0907272596082604,0.07843413420343082,0.6407862375291264,0.2700690340932234,0.0014408120229559007,0.07719459109492405
cv,20260813,20300815,0.07639070985823573,0.07156633768990928,0.06766745418628312,0.6391943546362356,0.2700690340932234,0.0014408120229552485,0.10384378040687753
cv,20260813,20300816,0.07961267609521872,0.08564350919824915,0.08156371579478924,0.6345741729688437,0.2700690340932234,0.0014408120229558855,0.07767383003702626
cv,20260813,20300817,0.08723870639796212,0.0803477787103042,0.08371554271126307,0.6357559398645692,0.2700690340932234,0.0014408120229551548,0.07638265413540164
cv,20260813,20300818,0.09055540780421062,0.09346928849750068,0.0935779117309166,0.6371331230907564,0.2700690340932234,0.0014408120229560187,0.07895199044507005
cv,20260813,20300819,0.07305415261853057,0.0851552633567716,0.07162079213439958,0.6367324414490619,0.2700690340932234,0.0014408120229563517,0.09113062166303064
fiber,20260813,20300810,0.058454289463003455,0.09613349508102932,0.0961375886800326,0.23472326792089726,0.8391524530516955,0.001641605119164653,0.027071083774315097
fiber,20260813,20300811,0.05993384334374947,0.08856251055277818,0.08865608660756828,0.23237796780275652,0.8391524530516955,0.0016416051191647332,0.05195385054687338
fiber,20260813,20300812,0.05840003379554163,0.09137282213753754,0.09148736451896711,0.23367951611004967,0.8391524530516955,0.0016416051191647009,0.04829010858183442
fiber,20260813,20300813,0.0550229675863481,0.06639960014738944,0.06681796917170438,0.22733659032930573,0.8391524530516955,0.0016416051191645656,0.03264760713063833
fiber,20260813,20300814,0.05081334566439174,0.08332505151716592,0.08334280565551477,0.23179526377549464,0.8391524530516955,0.0016416051191647401,0.01886690412734447
fiber,20260813,20300815,0.05386698155518463,0.06934334804820846,0.06950885545557879,0.22656810227302937,0.8391524530516955,0.0016416051191645944,0.032461202083849006
fiber,20260813,20300816,0.057537790022131996,0.08143857934030144,0.0814430028154577,0.2302980153210213,0.8391524530516955,0.001641605119164739,0.03285843976427593
fiber,20260813,20300817,0.0481362021758272,0.10322977731539802,0.1032876990947628,0.23154765006592187,0.8391524530516955,0.0016416051191645194,0.03974938166628963
fiber,20260813,20300818,0.0652507248685994,0.11329723483832488,0.1134981582785654,0.23079610635248293,0.8391524530516955,0.0016416051191647449,0.029322394589571893
