design,eta,centers,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,"[1.0677735876295482, 0.3888497650780996, 0.44663968502596, 0.76, 1.76, 0.24, 0.25441635922828076, 0.5769221025462452]","[[1.0677735876295482, 0.3888497650780996], [0.44663968502596, 0.76], [1.76, 0.24], [0.25441635922828076, 0.5769221025462452]]",0.03773928370170818,0.03840239162456267,0.4551760458616821,3.960007345843986,0.03842558332602178,3.8171099836341695,1.0
law,"[1.0774891212832711, 0.3889629313939574, 0.47979845508739755, 0.76, 1.76, 0.24, 0.25733609301333177, 0.6029558273745433]","[[1.0774891212832711, 0.3889629313939574], [0.47979845508739755, 0.76], [1.76, 0.24], [0.25733609301333177, 0.6029558273745433]]",0.03795784907614666,0.038387442011195885,0.4477605246726843,3.4586342598229507,0.03837837691676135,3.362917536004171,1.0
tangent,"[1.0639963636720804, 0.4544463454793415, 0.4994002890260292, 0.7422976031494436, 1.76, 0.24, 0.2500750379503432, 0.647094284650219]","[[1.0639963636720804, 0.4544463454793415], [0.4994002890260292, 0.7422976031494436], [1.76, 0.24], [0.2500750379503432, 0.647094284650219]]",0.03949849215386559,0.03974602316900007,0.4199644109188155,2.684732397883554,0.03968039256103868,2.59948994271105,1.0
full,"[1.0508550246989121, 0.41958519021698787, 0.5019605231237385, 0.7277822646651156, 1.7450098140691042, 0.24553303238726684, 0.2450780048721128, 0.6527685095401701]","[[1.0508550246989121, 0.41958519021698787], [0.5019605231237385, 0.7277822646651156], [1.7450098140691042, 0.24553303238726684], [0.2450780048721128, 0.6527685095401701]]",0.039833255540300684,0.04013068844677382,0.38787276604586607,2.430165339966894,0.040072334140061186,2.4905455019464577,1.0
