step,loss,gradient_norm,update_norm,correction_loss,loss_std,moment_error_initial,moment_error_training,observed_loss,physical_energy_initial,physical_energy_training,physical_loss,preprojection_loss,projection_converged,projection_rank_deficient,relaxation_converged,training_correction_rms,training_projection_used,training_relaxation_used
0,12.175002018936757,1.3200535633905393,0.06754327830401184,0.004508191773514247,7.2119633538041095,0.10630983026316937,0.10591111359751382,12.1703975336987,0.0013580442616542227,0.0009629346454134396,9.629346454134396e-05,0.0,1.0,0.0,1.0,0.0021177588842296253,0.0,1.0
1,8.112289989525838,0.7796821608586002,0.05336384971687886,0.0023907366776959892,1.3985593241661745,0.08991177749308171,0.08969316613073126,8.109805020764796,0.0011842268555222802,0.000942320833460344,9.423208334603441e-05,0.0,1.0,0.0,1.0,0.001366261651263891,0.0,1.0
2,11.021477657686795,0.7281294260088601,0.049443758604893764,0.0024806842363285925,2.421548215067052,0.1045060902809013,0.10433301741853582,11.018910263679858,0.0010867611395776527,0.0008670977060688721,8.670977060688722e-05,0.0,1.0,0.0,1.0,0.0013210069554745536,0.0,1.0
3,9.221015715153676,0.7982128017906451,0.049541561865841126,0.0017389761619338497,3.342970744591991,0.09461879172704704,0.09441578397979904,9.21918464627143,0.0010956225422906612,0.0009209272031348,9.209272031347999e-05,0.0,1.0,0.0,1.0,0.0010888414226190096,0.0,1.0
4,9.962415224396544,1.1860394259116025,0.04923608250746578,0.003981300099484506,1.578884632942266,0.09979569487496837,0.09948338512705462,9.958339901302068,0.0012949145636869496,0.0009402299499269484,9.402299499269485e-05,0.0,1.0,0.0,1.0,0.0019295258652568207,0.0,1.0
5,12.064894453250385,0.9255974804303022,0.0492586809221576,0.003758601793332024,7.105750269598657,0.10599190139086047,0.10572691916175228,12.061043797092147,0.00125562416749079,0.0009205436490719558,9.205436490719558e-05,0.0,1.0,0.0,1.0,0.0018048162363083035,0.0,1.0
6,10.4035430612171,0.9441628323392615,0.0,0.0031722511946000185,4.7803091474567045,0.10006649613915317,0.09980817823353534,10.400277907940858,0.0012183883178133017,0.0009290208164124067,9.290208164124067e-05,0.0,1.0,0.0,1.0,0.001610669842488268,0.0,1.0
