time_parameterization,t,s,empirical_lhs_second_moment,analytic_rhs_second_moment,absolute_identity_error,second_moment_deficit,mean_squared_endpoint_displacement,candidate_rank,pair_id,coupling
smoothstep_reparameterization,0.6,0.648,0.023639415857129316,0.02363941596180716,1.0467784278267445e-10,0.004438269574461041,0.019457901824061104,3,v6_F0300_k06075__v6_F0280_k05800,maximal_same_ic
smoothstep_reparameterization,0.7,0.7839999999999999,0.0247826064838994,0.024782606609774396,1.2587499792493517e-10,0.0032950789264938043,0.019457901824061104,3,v6_F0300_k06075__v6_F0280_k05800,maximal_same_ic
smoothstep_reparameterization,0.8,0.8960000000000001,0.02626452026936341,0.026264520412694895,1.4333148556922026e-10,0.0018131651235733079,0.019457901824061104,3,v6_F0300_k06075__v6_F0280_k05800,maximal_same_ic
smoothstep_reparameterization,0.9,0.972,0.0275481191250476,0.027548119280224555,1.5517695461930714e-10,0.0005295662560436475,0.019457901824061104,3,v6_F0300_k06075__v6_F0280_k05800,maximal_same_ic
identity,0.1,0.1,0.026898713273212076,0.026898713292477842,1.926576606581243e-11,0.0011789722437903585,0.01309969159767065,3,v6_F0300_k06075__v6_F0280_k05800,geometric_l2_ot
identity,0.2,0.2,0.025981734845788987,0.025981734880640896,3.4851909552768845e-11,0.0020959506556273043,0.01309969159767065,3,v6_F0300_k06075__v6_F0280_k05800,geometric_l2_ot
identity,0.3,0.3,0.025326750250319302,0.025326750300757365,5.043806344806612e-11,0.002750935235510836,0.01309969159767065,3,v6_F0300_k06075__v6_F0280_k05800,geometric_l2_ot
identity,0.4,0.4,0.024933759486803042,0.024933759552827246,6.602420346557558e-11,0.0031439259834409555,0.01309969159767065,3,v6_F0300_k06075__v6_F0280_k05800,geometric_l2_ot
identity,0.5,0.5,0.02480276255524019,0.02480276263685054,8.161035042197895e-11,0.0032749228994176623,0.01309969159767065,3,v6_F0300_k06075__v6_F0280_k05800,geometric_l2_ot
identity,0.6,0.6,0.02493375945563075,0.024933759552827246,9.719649390893537e-11,0.0031439259834409555,0.01309969159767065,3,v6_F0300_k06075__v6_F0280_k05800,geometric_l2_ot
identity,0.7,0.7,0.025326750187974725,0.025326750300757365,1.1278264086533873e-10,0.0027509352355108365,0.01309969159767065,3,v6_F0300_k06075__v6_F0280_k05800,geometric_l2_ot
identity,0.8,0.8,0.025981734752272116,0.0259817348806409,1.2836878435229515e-10,0.0020959506556273034,0.01309969159767065,3,v6_F0300_k06075__v6_F0280_k05800,geometric_l2_ot
identity,0.9,0.9,0.026898713148522914,0.026898713292477842,1.4395492783925157e-10,0.0011789722437903583,0.01309969159767065,3,v6_F0300_k06075__v6_F0280_k05800,geometric_l2_ot
