candidate_rank,pair_id,observation_dimension,coupling,schedule_amplitude,t,bank_count,bank_seed,target_hull_feasible,target_hull_lp_residual,calibration_converged,maximum_standardized_residual,ess_fraction,projection_kl_distortion,lambda_norm,maximum_weight,covariance_rank,covariance_condition,hidden_shift_standardized_rms,hidden_shift_nontrivial,field_minimum,field_maximum,hard_range_violation_fraction,physical_range_gate_pass
4,v6_F0300_k06050__v6_F0280_k05800,3,geometric_l2_ot,0.0,0.9,4096,36310,True,0.0,True,1.2567724638756772e-13,0.6864273709460854,0.15605536089372413,1.894129065397271,0.001184307341990347,3,816.9858367506481,0.30766000662297444,True,0.00013736452092416584,0.45646795630455017,0.0,True
4,v6_F0300_k06050__v6_F0280_k05800,3,independent,0.0,0.1,4096,36320,False,,False,,,,,,,,,False,0.0008427397697232664,0.38166171312332153,0.0,True
4,v6_F0300_k06050__v6_F0280_k05800,3,independent,0.0,0.2,4096,36320,False,,False,,,,,,,,,False,0.000749102036934346,0.38917306065559387,0.0,True
4,v6_F0300_k06050__v6_F0280_k05800,3,independent,0.0,0.3,4096,36320,False,,False,,,,,,,,,False,0.0006554643041454256,0.3981918692588806,0.0,True
4,v6_F0300_k06050__v6_F0280_k05800,3,independent,0.0,0.4,4096,36320,False,,False,,,,,,,,,False,0.0005618265713565052,0.40721064805984497,0.0,True
4,v6_F0300_k06050__v6_F0280_k05800,3,independent,0.0,0.5,4096,36320,False,,False,,,,,,,,,False,0.00046818878035992384,0.4162294268608093,0.0,True
4,v6_F0300_k06050__v6_F0280_k05800,3,independent,0.0,0.6,4096,36320,True,2.220446049250313e-16,True,5.730971253115058e-13,0.0010989877214096255,6.210656992470032,68.17231156127876,0.3510814217069797,3,59401.05946186868,1.7779647624433317,True,0.0003745509893633425,0.4252482056617737,0.0,True
4,v6_F0300_k06050__v6_F0280_k05800,3,independent,0.0,0.7,4096,36320,True,0.0,True,1.3877787807814457e-12,0.00880523157731188,3.5467559001821867,18.68707357426195,0.09144813784966019,3,2645.3031592627685,1.4567522467537288,True,0.0002809132856782526,0.43514227867126465,0.0,True
4,v6_F0300_k06050__v6_F0280_k05800,3,independent,0.0,0.8,4096,36320,True,1.1102230246251565e-16,True,4.551914400963142e-15,0.07473290089017472,1.640754633045455,7.78964567959979,0.015335590156253218,3,1211.2891492486708,1.052455068442318,True,0.00018727549468167126,0.4458715319633484,0.0,True
4,v6_F0300_k06050__v6_F0280_k05800,3,independent,0.0,0.9,4096,36320,True,1.1102230246251565e-16,True,4.2743586448068527e-14,0.3694264499529443,0.4480112053838412,2.829226836020321,0.002405669225419183,3,849.788428162125,0.5625166911886212,True,9.363777644466609e-05,0.45662346482276917,0.0,True
5,v6_F0300_k06050__v6_F0280_k05800,2,maximal_same_ic,0.0,0.1,4096,36400,False,,False,,,,,,,,,False,0.000980955082923174,0.38166171312332153,0.0,True
5,v6_F0300_k06050__v6_F0280_k05800,2,maximal_same_ic,0.0,0.2,4096,36400,False,,False,,,,,,,,,False,0.0008719600737094879,0.38544613122940063,0.0,True
5,v6_F0300_k06050__v6_F0280_k05800,2,maximal_same_ic,0.0,0.3,4096,36400,False,,False,,,,,,,,,False,0.0007629650644958019,0.3923969268798828,0.0,True
