d8_acquisition_mean_rmse,d8_alpha,d8_exact_action,d8_exact_heldout_mmd2,d8_feasibility_projection_active,d8_feasibility_projection_norm,d8_finite_action,d8_finite_heldout_mmd2,d8_finite_max_abs_lambda_coordinate,d8_finite_max_calibration_resid,d8_finite_max_clip_fraction,d8_finite_min_chi2_ess,d8_finite_min_ess,d8_finite_retry_case_count,d8_measurement_action_inflation,d8_measurement_delta_mmd2,d8_quadratic_moment_max_error,d8_quadratic_moment_rmse,full_acquisition_mean_rmse,full_alpha,full_exact_action,full_exact_heldout_mmd2,full_feasibility_projection_active,full_feasibility_projection_norm,full_finite_action,full_finite_heldout_mmd2,full_finite_max_abs_lambda_coordinate,full_finite_max_calibration_resid,full_finite_max_clip_fraction,full_finite_min_chi2_ess,full_finite_min_ess,full_finite_retry_case_count,full_measurement_action_inflation,full_measurement_delta_mmd2,full_quadratic_moment_max_error,full_quadratic_moment_rmse,paired_action_reduction_d8_vs_full,paired_finite_law_d8_minus_full,trial_1based
0.02487796988264713,1.041627875225686,1233.1895240867434,0.07088869922759834,0.0,0.0,1215.2276640184741,0.07073973907184229,19.995156254492056,8.484629283942415e-10,0.019995156254492056,0.0016782644955644997,0.93406563275105,0,-0.014565368678079893,-0.00014896015575605048,0.003783774683445328,0.0028350548568714185,0.027483618341628553,1.041627875225686,321.8754326878624,0.09554594233454686,0.0,0.0,445.53296240975385,0.09525682284172943,256.7572913611482,8.835600324400724e-10,0.25675729136114817,0.004332147884798934,0.672627413598888,0,0.38417821667616336,-0.0002891194928174301,0.014449763270489585,0.010826720786955422,-1.7275819446571878,-0.024517083769887135,11
0.020489584511682205,0.8759084863007667,1769.1074421796893,0.06528751325356448,0.0,0.0,1834.1144702337783,0.06533275221172664,24.86858403886547,1.3064985186312958e-10,0.024868584038865472,0.0043514597086588575,0.8438886518936226,0,0.036745664228281516,4.523895816216372e-05,0.0031671169467993054,0.0023730140364160023,0.020810719066155267,0.8759084863007667,420.6173711119423,0.08725196885559074,0.0,0.0,653.9556705903836,0.08689751151495362,297.0128870562181,2.389094348206557e-10,0.29701288705621814,0.0011733751914460066,0.5982103792077553,0,0.5547519325262036,-0.0003544573406371182,0.014361452118275551,0.01076055221697458,-1.8046464809731844,-0.021564759303226974,12
0.01826209204239745,0.813292845024426,2326.749628973673,0.06480397213955459,0.0,0.0,2608.498611789978,0.06494087697657273,26.380955016250958,5.496362326292688e-10,0.026380955016250957,0.00792775782905237,0.774640108412496,0,0.1210912335851897,0.0001369048370181425,0.010628725041864046,0.007963745578221656,0.022876813598544016,0.813292845024426,543.6928475587661,0.08763580626034846,1.0,0.01060036004995672,1822.7549101600869,0.09870248674511922,4000.0,1.9610725460866442e-05,1.0,0.00044353719240449417,0.4628434759997396,1,2.3525453173504753,0.01106668048477076,0.013491293252766396,0.010108571474908927,-0.43107479631525547,-0.03376160976854649,13
0.026791274619463172,0.9754895129854024,1332.7758675548462,0.06794991169969346,0.0,0.0,1177.8347437760658,0.06792330796484854,22.427045655611153,5.637140191000474e-10,0.022427045655611152,0.0039089259548539795,0.9208364680127593,0,-0.11625444874166302,-2.6603734844921068e-05,0.025677283066741347,0.01923912310670494,0.02485743427533863,0.9754895129854024,341.3546861106311,0.0910316492399317,0.0,0.0,315.61611518149994,0.08669344029348866,220.26378485147697,6.4201571311464e-10,0.22026378485147696,0.008299123168705822,0.7005375692278568,0,-0.07540125264543596,-0.004338208946443045,0.007455099961313366,0.005585855203129071,-2.7318586951706623,-0.018770132328640124,14
0.023217260049398426,0.935937537282919,1449.581568219944,0.06662658903978146,0.0,0.0,1416.7459786646323,0.06654779657892032,23.227289226268493,8.439711450854867e-10,0.02322728922626849,0.0029191741538430044,0.8936268388526107,0,-0.02265177088008452,-7.879246086113512e-05,0.002093305876413698,0.0015684435874472476,0.0222098598412543,0.935937537282919,360.4152608359369,0.08901177399904286,0.0,0.0,455.1558935673138,0.09089945524323761,297.8994865446126,2.63933895777117e-10,0.2978994865446126,0.0011129218843531172,0.5921477744643365,0,0.26286520862529006,0.00188768124419475,0.004704319299340231,0.0035247879778865674,-2.112660955701999,-0.024351658664317294,15
0.019809137649663237,0.9270894169939692,1484.1894798622725,0.06637753990071973,0.0,0.0,1174.214738734064,0.06605668171007717,21.351799340607034,1.6106863916209337e-10,0.021351799340607033,0.0024182514183533495,0.9299184870296472,0,-0.20885119139705333,-0.0003208581906425645,0.018180472521943627,0.013622015505756443,0.016959479384139345,0.9270894169939692,366.41504356311475,0.08864525029237326,0.0,0.0,378.97204339424184,0.08164008687880457,216.54129890824595,8.802995368710696e-10,0.21654129890824594,0.019921081492587953,0.72865793362546,0,0.03426988070418613,-0.007005163413568688,0.013176786054712735,0.009872921807525978,-2.0984204750758804,-0.015583405168727402,16
0.023178496834014767,0.5355830587526451,7760.236486782394,0.0752322582181975,0.0,0.0,7989.303349895443,0.07580321384535572,29.777493774570797,9.430674062632488e-10,0.029777493774570795,0.00121668678917688,0.5124395018317596,0,0.02951802609407661,0.0005709556271582261,0.006343634772334968,0.004753071793956413,0.02475672299301251,0.5355830587526451,3955.369606776011,0.14767146784181923,0.0,0.0,5708.720478940963,0.1661430086057287,391.1797016057437,7.526671803578223e-10,0.39117970160574367,1.738742888072265e-05,0.11496049787726298,0,0.4432836994958087,0.018471540763909472,0.011688382682657487,0.00875771135206588,-0.399491073239157,-0.09033979476037297,17
0.021080876825511713,0.7769713419381756,2779.934363108512,0.06497555744803166,0.0,0.0,2763.4761233418208,0.06491227302652408,26.600579666207754,2.9837004647591693e-10,0.026600579666207755,0.006995326692249942,0.7644353023916864,0,-0.00592036991416145,-6.328442150757563e-05,0.007547808582969353,0.005655318682042509,0.024679341802960806,0.7769713419381756,650.4769333946963,0.08922384976834317,0.0,0.0,786.2161114772163,0.08711184319313091,318.1481888841241,3.4808385505047783e-10,0.3181481888841241,0.00045678153826446795,0.5160155458043317,0,0.20867638975932157,-0.0021120065752122663,0.008890948889266611,0.006661688456432825,-2.514906503441584,-0.022199570166606827,18
0.018579949459446073,0.8315997023994188,2134.3618522987335,0.064845264225884,0.0,0.0,2964.959279856328,0.06597699414651075,26.751549173685188,1.7516933553943716e-10,0.026751549173685187,0.005670015355667776,0.7421801315073443,0,0.3891549254701263,0.0011317299206267395,0.018343827555100212,0.01374441193760692,0.025892178371057024,0.8315997023994188,505.2533098368848,0.087244642465974,0.0,0.0,1068.6123171887257,0.1105329705774398,348.59760942297567,6.933905327662988e-10,0.3485976094229757,0.00010640972156713759,0.31203935384614634,0,1.1150031011844628,0.023288328111465792,0.02049399685032802,0.015355461368955327,-1.7745883443084924,-0.04455597643092905,19
0.028107658302681714,0.5827136319894557,6668.196140006008,0.0719941887259462,0.0,0.0,8036.058720937032,0.07294551948835727,29.79386686134695,9.624920391304963e-10,0.029793866861346947,0.0012057952874885858,0.5108565632032547,0,0.20513232547622562,0.0009513307624110651,0.015240917718701442,0.011419506121600146,0.02342254724185742,0.5827136319894557,2721.5046610299596,0.12703693608758765,0.0,0.0,3963.2613262102095,0.15077552543039935,383.3172278337012,6.326234546635266e-10,0.3833172278337012,2.370077446846222e-05,0.13729030541192153,0,0.4562757811740452,0.0237385893428117,0.01240809712715698,0.009296969132338769,-1.0276378617257005,-0.07783000594204208,20
