advection_term_power,calibration_residual,design,ess_fraction,full_poisson_action,grid_forcing_power,hidden_action,lambda_dot_norm,lambda_norm,particle_forcing_power,poisson_amplification,projected_cov_condition,projected_cov_min_eig,projected_law_mmd2,t,tangent_action,time_advection_cross,time_term_power
1.7257769895260897,5.972287508807574e-11,full,1.1340616780027533,19.798961955005037,4.840368406363472,19.58790265823619,8.787037817306828,2.0268694049916665,4.889207391717409,5.325813099847108,4.852035045845021,0.03084267930407697,0.02957531183265871,0.1,0.21105929676885013,0.6825441858621951,2.4808862163291243
1.8105376937787685,9.797870180174773e-14,full,1.1098553958993453,246.3745883407962,1.8932736869956037,246.2875752489066,0.8643880694291353,2.2174928465790766,1.9167121871819812,133.88227787852037,4.028069697966288,0.03161208226955939,0.0412033165130454,0.15000000000000002,0.08701309188959078,0.03253283779206532,0.07364165561114722
1.4027163219331755,3.41758963156966e-14,full,1.0747162842252285,598.3499366257247,2.963305918414862,598.13225054,5.723125279986319,2.057621079465467,2.9982464303277157,198.2087663148729,3.296603124177049,0.032279358911142024,0.07356860756594227,0.2,0.2176860857246357,0.2785714627251236,1.316958645669417
0.8991330250453676,2.4079819034358396e-12,full,1.0381856882032545,332.97637806847257,5.5843235600296035,332.5478033638825,9.666986368989292,1.6998126299522724,5.628981037015926,58.92830817432131,2.7474738997260695,0.031965430141017534,0.09823294156525356,0.25,0.42857470459003366,0.9452343958212639,3.784613616149294
0.5122514766128555,1.408716181464854e-10,full,0.9924099982945666,389.2318351535661,8.733541759032285,388.60425581034605,14.44606937415636,1.2591457562317334,8.80417552978678,44.416790862645634,2.3935905072736383,0.030026514521982958,0.10271181419577184,0.30000000000000004,0.6275793432201136,0.14949089313432742,8.142433160039598
1.1261103775239563,9.162618990627891e-11,full,0.9268863385286429,610.9436312712618,11.855449360183203,610.191832517707,21.758770238169348,1.115458258473256,11.9878148887959,53.174626789956235,2.2104867810490356,0.026349386856628774,0.12376124816166201,0.35000000000000003,0.7517987535546349,-5.240617692242147,16.10232220351409
4.476745055611823,1.7439165918443428e-13,full,0.8416283279821317,405.09427138318256,14.7905719605427,404.29532616922387,32.9831948406891,1.9297929665626823,14.912329751053756,28.62010611831905,2.133048595294871,0.021748276956439355,0.12899807484840542,0.4,0.7989452139586699,-19.44206055713224,29.87764525257418
13.62852615845898,2.7350002831637344e-12,full,0.7485732020894349,381.2330935925577,17.47150703470641,380.44053517056045,50.0726225933195,3.831476481000242,17.625325934753256,23.47020097463475,2.104821846647835,0.017127538216653224,0.14311294484569057,0.45,0.7925584219972082,-49.04781217645191,53.044611952746195
33.795849789026384,4.844368569729301e-11,full,0.6616626796169282,214.1190674900849,19.970837823530516,213.37078749634543,76.26965080841698,6.902025136754011,20.239825434335053,11.377808789165393,2.104573276703741,0.012966577093110504,0.1626222803498385,0.5,0.7482799937394543,-104.82139382767895,91.26536947298759
72.49433483419078,2.454164414784607e-10,full,0.5897306165503392,229.88774533420076,22.476634603216244,229.21678087284732,116.354581758618,11.63503688404305,22.709073180373128,11.394482845305511,2.1364689779666097,0.00944753507967093,0.1546830583676237,0.55,0.6709644613534369,-201.25072900059357,151.46546734677588
137.98562329208087,2.3213824447649083e-10,full,0.5356318611584161,207.18054966054072,24.32610310453137,206.61784650605276,176.76587697613493,18.859602176414885,24.80368912567351,9.473155276132884,2.2162881484139976,0.006614171736139141,0.153527763581358,0.6000000000000001,0.5627031544879795,-352.3028293821862,239.12089521577877
236.26902573927552,6.236993023434337e-11,full,0.49855226242020956,185.2464214507572,25.821097685719593,184.81613657881596,265.930306905394,29.785153119939388,26.18538426927803,7.614113050204141,2.3598838850278905,0.0044383188188773,0.15062805791875253,0.65,0.4302848719412601,-564.9588755346572,354.8752340646597
369.03131438272567,5.963286232684295e-13,full,0.47685924946041647,180.99849566367786,26.01110390310359,180.70979124136306,395.6128490373226,46.12025729411164,26.426598982067297,6.697941504846716,2.570438792652837,0.002846293685960842,0.13617915372433867,0.7000000000000001,0.28870442231482707,-836.2182554551724,493.61354005451426
533.6927370523855,1.227566129970136e-10,full,0.47074956594170325,118.76803269317978,24.46699265935366,118.6098199034766,583.7922527082785,70.30483052153039,24.959603630827644,3.85556308513281,2.8301427726711337,0.0017358686837204871,0.1339990514193083,0.75,0.1582127897031613,-1154.4684459827258,645.735312561168
720.7407247748821,1.804147311535262e-10,full,0.4846096811285475,52.838369279899815,20.987213264868004,52.77838926940518,857.0345326326891,105.89223234258415,21.320977304333653,1.743955004465726,3.098350882623414,0.00099709378736396,0.11386227452713421,0.8,0.05998001049462287,-1492.3080574385997,792.8883099680511
898.3230739269122,8.52782095328627e-11,full,0.5295268847707956,69.95553418160196,15.8612498075002,69.93000433801335,1242.8083531498025,157.87034507354426,16.193724422526454,7.047456161946483,3.3050017107338827,0.0005301426001378237,0.10774896208860937,0.8500000000000001,0.025529843588610705,-1770.2649572332266,888.1356077288413
966.8596295330383,1.5577008968164115e-10,full,0.625530525666536,472.0137350689173,15.858432816217633,471.84918593496593,1708.2400210010812,231.61420581792962,16.008987768430245,32.81658686640229,3.38717300347727,0.0002510862751316336,0.07864107577574667,0.9,0.164549133951414,-1762.473079684881,811.622437920273
691.5921351365739,8.054985641163819e-12,full,0.8069385282393269,2378.6719120458015,59.66012575884882,2377.527769902591,1778.0838456605643,323.26306502245234,59.76411164234784,39.719853892383114,3.8208122313860717,9.157731918605154e-05,0.04200660945266502,0.9500000000000001,1.1441421432101102,-988.3190789700252,356.49105547579944
3.1667256977545444,3.410925660596515e-10,full,1.014841501891845,28850.00096343218,7153.001358385853,28688.907843359626,53653.84299936898,216.6023395802958,7212.876551661007,3.047224584969589,68.59989887560701,1.5316968662646384e-06,0.0013477491019778806,1.0,161.09312007255062,234.90707458710352,6974.802751376151
