objective,R,coefficients_path,endpoint_expectation_gap,endpoint_classifier_auroc,endpoint_phi_mmd,hidden_endpoint_angular_gap,min_ess,mean_ess,max_covariance_condition,mean_projection_distortion,reduced_flow_closure_R2,local_tangent_law_closure_mmd,tangent_mfsi_velocity_gap,tangent_interior_rollout_mmd,mfsi_safe_interior_rollout_mmd,max_moment_error,hidden_angular_reconstruction_error,robustness_degradation
info,3,/home/zanot/projects/tesseract2026/results/observable_design_toy/smoke/R3/checkpoints/observable_info_modelseed_20260810.npz,0.0769539878340289,0.557891845703125,0.08492153976674688,0.5174435631420531,0.32341931968165494,0.6689739959563524,1.701520694654615,0.22139599931949433,0.2622605040789784,0.11504614899545199,0.5837814917320409,0.14111772400309483,0.14365153761416802,0.004193040225286812,0.246406238220972,0.6754587573572566
cv,3,/home/zanot/projects/tesseract2026/results/observable_design_toy/smoke/R3/checkpoints/observable_cv_modelseed_20260810.npz,0.07780387097512859,0.56549072265625,0.08623608889667066,0.5174435631420531,0.3183254500374126,0.6630577685835196,1.629294864785168,0.23037030059852276,0.2644378406853275,0.11463406330471079,0.5958272229140188,0.14390621419731459,0.14894925546362284,0.0041356469601851326,0.2500119549926916,0.6804410500816049
fiber,3,/home/zanot/projects/tesseract2026/results/observable_design_toy/smoke/R3/checkpoints/observable_fiber_modelseed_20260810.npz,0.07675341446195906,0.5558090209960938,0.08494805458156231,0.5174435631420531,0.32303731328848456,0.668517886704975,1.7557642883182034,0.2221499275470737,0.261942801799787,0.11493218722507487,0.5649481166754672,0.14059170622705602,0.14318935395331292,0.004073633986246314,0.2463669801040604,0.6758308756954181
