objective,model_seed,evaluation_seed,tangent_local_mmd,tangent_rollout_mmd,mfsi_rollout_mmd,velocity_gap,min_ess,max_moment_error,angular_error
info,20260810,20300810,0.11504614899545199,0.14111772400309483,0.14365153761416802,0.5837814917320409,0.32341931968165494,0.004193040225286812,0.246406238220972
cv,20260810,20300810,0.11463406330471079,0.14390621419731459,0.14894925546362284,0.5958272229140188,0.3183254500374126,0.0041356469601851326,0.2500119549926916
fiber,20260810,20300810,0.11493218722507487,0.14059170622705602,0.14318935395331292,0.5649481166754672,0.32303731328848456,0.004073633986246314,0.2463669801040604
