drifter_id,gate,crossing_time,crossing_lon,crossing_lat,horizon_days,completeness_class,coverage_fraction,max_gap_hours,drogue_class,drogue_lost_date_metadata,eligible,exclusion_reasons,year,month,season,decade
9526392,yucatan_A,1996-11-13T18:00:00,-86.73500000000001,20.066,60,exact_6_hour,1.0,6.0,known_drogued_throughout,dated,True,,1996,11,SON,1990s
9526398,yucatan_A,1996-08-21T12:00:00,-85.51799999999997,20.014,60,exact_6_hour,1.0,6.0,known_drogued_throughout,dated,True,,1996,8,JJA,1990s
9730622,yucatan_A,1998-09-24T12:00:00,-86.10000000000002,20.002,60,materially_incomplete,1.0,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,1998,9,SON,1990s
9729810,yucatan_A,1998-07-23T12:00:00,-86.36700000000002,20.034,60,materially_incomplete,0.5560165975103735,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,1998,7,JJA,1990s
9730659,yucatan_A,1998-07-10T18:00:00,-85.94900000000001,20.09,60,exact_6_hour,1.0,6.0,known_drogued_throughout,dated,True,,1998,7,JJA,1990s
9619804,yucatan_A,1998-11-20T00:00:00,-87.07400000000001,20.072,60,materially_incomplete,0.04979253112033195,nan,not_assessed_incomplete,missing_or_zero,False,not_exact_6_hour;not_assessed_incomplete,1998,11,SON,1990s
9730661,yucatan_A,1998-07-15T06:00:00,-86.82299999999998,20.146,60,exact_6_hour,1.0,6.0,known_drogued_throughout,dated,True,,1998,7,JJA,1990s
9525752,yucatan_A,1998-11-17T12:00:00,-86.024,20.033,60,materially_incomplete,0.8630705394190872,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,1998,11,SON,1990s
9821142,yucatan_A,1999-01-28T12:00:00,-86.493,20.136,60,materially_incomplete,0.27385892116182575,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,1999,1,DJF,1990s
9730688,yucatan_A,1999-01-29T18:00:00,-86.93900000000002,20.117,60,exact_6_hour,1.0,6.0,undrogued_at_entry,missing_or_zero,False,undrogued_at_entry,1999,1,DJF,1990s
9821159,yucatan_A,1999-05-13T06:00:00,-86.94400000000002,20.014,60,exact_6_hour,1.0,6.0,known_drogued_throughout,dated,True,,1999,5,MAM,1990s
9823472,yucatan_A,1999-11-12T00:00:00,-85.09699999999998,20.756,60,materially_incomplete,0.3900414937759336,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,1999,11,SON,1990s
9825579,yucatan_A,1999-07-16T06:00:00,-85.02800000000002,21.642,60,materially_incomplete,0.6970954356846473,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,1999,7,JJA,1990s
9812231,yucatan_A,1999-06-16T06:00:00,-87.17099999999999,20.171,60,materially_incomplete,0.008298755186721992,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,1999,6,JJA,1990s
9816007,yucatan_A,1999-03-20T18:00:00,-87.31599999999997,20.071,60,materially_incomplete,0.5394190871369294,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,1999,3,MAM,1990s
9817802,yucatan_A,1999-01-29T12:00:00,-85.06599999999997,20.486,60,materially_incomplete,0.5518672199170125,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,1999,1,DJF,1990s
9817803,yucatan_A,1999-01-22T12:00:00,-86.94200000000001,20.026,60,materially_incomplete,0.36929460580912865,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,1999,1,DJF,1990s
9815989,yucatan_A,2000-02-18T00:00:00,-87.132,20.063,60,exact_6_hour,1.0,6.0,undrogued_at_entry,dated,False,undrogued_at_entry,2000,2,DJF,2000s
9809635,yucatan_A,1999-12-27T18:00:00,-86.68400000000003,20.075,60,exact_6_hour,1.0,6.0,known_drogued_throughout,dated,True,,1999,12,DJF,1990s
9802862,yucatan_A,2000-02-23T00:00:00,-86.488,20.032,60,materially_incomplete,0.12448132780082988,nan,not_assessed_incomplete,dated,False,not_exact_6_hour;not_assessed_incomplete,2000,2,DJF,2000s
