theta1_deg,theta2_deg,proxy_action,prescreen_action,full_action,action_valid,screened_candidate_count,exact_law_audited_count,exact_law_valid_count,exact_finalist_count
21.145218572199134,70.61365857556511,532.6827454247987,253.7555176207536,228.17667357739103,True,49,30,30,12
19.95786890461027,65.96574304984362,529.1323785194935,256.5782332700628,252.66363975232002,True,49,30,30,12
21.218481533544225,68.84605997349458,563.1540341565299,267.3922180372981,245.94338966638327,True,49,30,30,12
20.696169375421523,65.99959216559535,566.6824708864476,271.9620438095494,263.3725703154099,True,49,30,30,12
21.491560990000774,67.7494151246596,594.1192475472089,281.0221311209871,261.0562248297041,True,49,30,30,12
22.132749185957454,68.46044632899353,630.6668124126234,294.9240143987624,267.81702053411277,True,49,30,30,12
22.18390947835896,68.42792215669837,634.579025985717,296.53874489518284,269.1481252697514,True,49,30,30,12
22.26475233598894,68.32747305790565,641.1568883715306,299.3119883085571,271.6424995310865,True,49,30,30,12
22.319281207005904,67.7529621553164,649.282460430548,303.3456191730003,277.2907695050811,True,49,30,30,12
22.80793587294019,67.84972740458106,682.9806621644076,316.85090336031914,286.7011346892454,True,49,30,30,12
25.165658284936548,64.14644523213042,829.5916468273788,384.02232721526667,353.06660996447505,True,49,30,30,12
23.3849164307422,67.95178714113145,724.7756352851399,333.60578213754883,298.49824166942915,True,49,30,30,12
