candidate_key,geometry,geometry_deg,provenance,population_valid,finite_valid,population_loss,finite_risk,projective_separation_deg,allowance_percent,L_max,R_max,feasible,is_previous_incumbent,is_historical_full,is_stage_winner,proxy_evaluated,prescreen_evaluated,prescreen_A_full_h,prescreen_passes,prescreen_source,selection_evaluated,selection_A_full_h,selection_passes,selection_source,validation_evaluated,proxy_A_full_h,proxy_passes,proxy_source,validation_A_full_h,validation_passes,validation_source
"[0.39059893278064944,1.2176805677653155]","[0.39059893278064944,1.2176805677653155]","[22.379670330645354,69.76795732804642]","[""initial_ring_center_0_r1_3"",""initial_ring_center_4_r1_3""]",True,True,0.06882033034173651,0.0663010405256809,47.38828699740107,1.0,0.0692360118546043,0.06684759408820659,True,False,False,False,True,False,,,,False,,,,False,19.653439094880795,True,new_corrected_nested_sweep_evaluation,,,
"[0.3854869817555905,1.2053392262704312]","[0.3854869817555905,1.2053392262704312]","[22.0867771118319,69.06085054685987]","[""initial_ring_center_0_r1_4"",""initial_ring_center_4_r1_4""]",True,True,0.06879152001667846,0.06630192369471821,46.97407343502797,1.0,0.0692360118546043,0.06684759408820659,True,False,False,False,True,False,,,,False,,,,False,18.755140254083766,True,new_corrected_nested_sweep_evaluation,,,
"[0.39059893278064944,1.1929978847755467]","[0.39059893278064944,1.1929978847755467]","[22.379670330645354,68.35374376567331]","[""initial_ring_center_0_r1_5"",""initial_ring_center_4_r1_5""]",True,True,0.06875512419639518,0.06625807878800843,45.97407343502796,1.0,0.0692360118546043,0.06684759408820659,True,False,False,False,True,False,,,,False,,,,False,19.076799107024414,True,new_corrected_nested_sweep_evaluation,,,
"[0.40294027427553375,1.187885933750488]","[0.40294027427553375,1.187885933750488]","[23.0867771118319,68.06085054685987]","[""initial_ring_center_0_r1_6"",""initial_ring_center_4_r1_6""]",True,True,0.06873756512021588,0.06620299994141096,44.97407343502797,1.0,0.0692360118546043,0.06684759408820659,True,False,False,False,True,False,,,,False,,,,False,20.414982326662837,True,new_corrected_nested_sweep_evaluation,,,
"[0.4152816157704181,1.1929978847755467]","[0.4152816157704181,1.1929978847755467]","[23.793883893018446,68.35374376567331]","[""initial_ring_center_0_r1_7"",""initial_ring_center_4_r1_7""]",True,True,0.06873879533108632,0.06616135635905722,44.55985987265487,1.0,0.0692360118546043,0.06684759408820659,True,False,False,False,True,False,,,,False,,,,False,22.11400195551765,True,new_corrected_nested_sweep_evaluation,,,
"[0.4388668552185024,1.2324408390227404]","[0.4388668552185024,1.2324408390227404]","[25.145218572199134,70.61365857556511]","[""initial_ring_center_1_r4_0""]",True,True,0.06883761627651974,0.06615014915258259,45.46844000336598,1.0,0.0692360118546043,0.06684759408820659,True,False,False,False,True,False,,,,False,,,,False,26.824314493741028,True,new_corrected_nested_sweep_evaluation,,,
"[0.4184190511182666,1.2818062050022776]","[0.4184190511182666,1.2818062050022776]","[23.973645696945326,73.4420857003113]","[""initial_ring_center_1_r4_1""]",True,True,0.06923285989091643,0.06651737687880574,49.46844000336597,1.0,0.0692360118546043,0.06684759408820659,True,False,False,False,True,False,,,,False,,,,False,25.037090655748777,True,new_corrected_nested_sweep_evaluation,,,
"[0.3690536851387292,1.3022540091025134]","[0.3690536851387292,1.3022540091025134]","[21.145218572199134,74.61365857556511]","[""initial_ring_center_1_r4_2""]",True,True,0.06978532030137087,0.06715744967179264,53.46844000336598,1.0,0.0692360118546043,0.06684759408820659,False,False,False,False,False,False,,,,False,,,,False,,,,,,
"[0.31968831915919177,1.2818062050022776]","[0.31968831915919177,1.2818062050022776]","[18.316791447452943,73.4420857003113]","[""initial_ring_center_1_r4_3""]",True,True,0.07001204478680768,0.06761200817565492,55.12529425285835,1.0,0.0692360118546043,0.06684759408820659,False,False,False,False,False,False,,,,False,,,,False,,,,,,
"[0.299240515058956,1.2324408390227404]","[0.299240515058956,1.2324408390227404]","[17.145218572199134,70.61365857556511]","[""initial_ring_center_1_r4_4""]",True,True,0.06969614949004908,0.06749763173773309,53.46844000336598,1.0,0.0692360118546043,0.06684759408820659,False,False,False,False,False,False,,,,False,,,,False,,,,,,
