design,theta1_deg,theta2_deg,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,23.3849164307422,67.95178714113145,0.0687360118546043,0.06618573672099663,2.6834018374035637,298.49824166942915,0.06581583881174527,314.0578533878162,1.0
law,23.3849164307422,67.95178714113145,0.0687360118546043,0.06618573672099663,2.6834018374035637,298.49824166942915,0.06581583881174527,314.0578533878162,1.0
tangent,25.165658284936548,64.14644523213042,0.06900219255134,0.06637372448652676,2.2599436973356557,353.06660996447505,0.0660450680215592,368.0085064330598,1.0
full,21.145218572199134,70.61365857556511,0.06898644182783659,0.0665210537883375,3.183612057881039,228.17667357739103,0.06611459538935545,239.62495280279205,1.0
