rank_among_eligible,design_index,design_id,style,sigma_km,fully_grid_usable,validation_mmd_risk,bootstrap_risk_se,minimum_log10_intrinsic_ess,median_log10_intrinsic_ess,worst_covariance_condition_regularized,mean_projection_kl,maximum_projection_kl,maximum_moment_residual,maximum_native_iterations,projection_failure_count,s1_x_km,s1_y_km,s2_x_km,s2_y_km,s3_x_km,s3_y_km,s4_x_km,s4_y_km
253,341,design_000341,longitudinal_stratified,200.0,True,0.01885024270209782,0.011219959637119333,-3738.579203793672,-0.13246756559832104,19113611205532.93,0.5526351481893454,3.2607985593622746,5.193200415494824e-09,23,0,-84.74183745915272,0.7446891200370231,204.6156644152339,-400.6252593926908,200.65991645921713,338.2007691158616,1509.2571169483322,447.3833956944804
254,309,design_000309,longitudinal_stratified,200.0,True,0.018887669334860323,0.014001770574037713,-3305.9606750204057,-0.10718515029066636,14235407139841.17,1.879574519255754,25.148214899054604,6.8514378220912605e-09,38,0,16.47761945101037,-1.0357730708534056,298.5408255359648,-460.123776553693,513.1154810278331,44.67424966250543,1462.3609285449222,559.7199085479718
255,463,design_000463,upstream_focused,200.0,True,0.01889055806626571,0.017109183261402334,-381.51898148125224,-0.07434254467983056,2027740.6202936892,2.2053401618895876,24.501184790626912,2.3925738099935144e-09,36,0,-231.20371881581352,-527.285540366971,185.75966433949054,-193.55893003937246,275.562139730579,-530.6786726523328,697.4871374518336,107.97210446387282
256,314,design_000314,longitudinal_stratified,200.0,True,0.018895950356054125,0.016534261683301594,-887.0499804955829,-0.07591981016618635,30838589770377.223,1.545950321630738,15.826032752478435,7.428516500284581e-09,40,0,-176.34761696119264,180.43180626703668,253.601995365119,-70.44137770600321,669.3282614056408,295.82252147664894,1804.273453962669,569.2553843907691
257,291,design_000291,longitudinal_stratified,200.0,True,0.01892168834208311,0.017519428743496154,-504.574019262365,-0.05581301858951798,155087313.899935,2.273522932514824,23.771435574399522,3.769967001876572e-09,21,0,23.632192875621868,-447.3020392400804,196.98895828816083,-653.6335570317044,531.9064091317606,-102.56805209360948,773.4332907941789,154.8427422088841
258,145,design_000145,support_random,200.0,True,0.018933584745521388,0.010933453626650767,-1057.259986454306,-0.13231023929003333,210034046028047.7,0.6339538941689401,3.656800065905521,9.470445680847691e-09,39,0,1797.6116461970355,259.93171828889353,-131.5957479454368,-49.80132489298265,232.23682884540796,-295.62399932789873,41.993400794069714,230.47697717211423
259,107,design_000107,support_random,200.0,True,0.018994693527490964,0.01569342427664024,-4056.5187288063544,-0.20006589665122004,5282369726315.392,2.281372677300988,30.658681436703226,8.363025384328635e-09,58,0,289.070011274626,247.35033053223754,-92.69786444594574,-535.7420536308284,1499.1693128198328,73.18287871974717,629.6899083442147,58.61285509415745
260,207,design_000207,support_random,200.0,True,0.019015311668885402,0.014219200559136903,-3760.5762626749024,-0.15054128986803755,106006473170657.34,1.0079559306288217,12.89977480640115,9.458960811391254e-09,50,0,116.82942623940622,-218.99304639101683,1690.1157913013096,240.07909469530466,1526.8795042878126,586.8802138281565,378.47502013107083,-195.33429914981073
261,385,design_000385,lateral_discriminating,200.0,True,0.019048202711692507,0.018170096148831277,-12386.065395573154,-0.0663701575719186,11828048.65785875,2.5665881060000912,31.80501648410357,8.469114491003502e-09,83,0,704.4508191005116,-541.7737963734868,618.1890889149986,-118.50495934490655,686.4019050476386,248.66643707596282,956.4410963533455,554.1614173720379
262,133,design_000133,support_random,200.0,True,0.019088565294711753,0.013771749450995924,-13490.172541588348,-0.16319524321472803,10639053231338.752,1.8976399580923418,17.762638218219603,8.446632044338849e-09,423,0,-99.3496236743038,-484.5985937364582,1846.5495197067146,75.38059524889374,1349.4095630924653,-53.026985434544955,908.431324188658,116.21586643808519
263,315,design_000315,longitudinal_stratified,200.0,True,0.019130382408741146,0.010428071633865619,-11351.154861621793,-0.1412495854102273,3415070.3493440235,0.691786553606053,3.318791239886472,9.089313200963439e-09,48,0,-36.796811035914025,-426.12066689629114,-49.03621494508377,-140.8771500097074,322.9170053872839,-520.3689137516246,921.3007830790433,531.3546028696123
264,485,design_000485,downstream_focused,200.0,True,0.01938213214084122,0.017371326298331095,-8201.86345457078,-0.04898073413912307,16502600616367.242,2.478707516872844,30.208555592802853,9.550083931064678e-09,274,0,1276.9841185823325,603.8911837570083,1732.8924691601082,-282.03592646069075,1155.5203976143,-388.4938097108625,723.9824995507029,92.33589792116652
265,306,design_000306,longitudinal_stratified,200.0,True,0.01945106767203341,0.01586215622094464,-747.8587632936456,-0.03678206987316537,79630202311.20494,1.0082995332813913,6.98221763019571,5.0914203677716734e-09,41,0,-546.3954438481619,-326.66445492886,176.96294422659582,-253.52391062839774,487.7377881911394,485.95194351383844,882.2992055384789,318.655617671832
266,219,design_000219,support_random,200.0,True,0.019687774665822524,0.01597085568429085,-16423.696251669673,-0.09584674643862338,13065320.801560141,1.3586818142770052,17.96808299697169,9.734643097009336e-09,54,0,144.59212128094674,199.04191591980157,-147.28159365616432,-405.6254388005881,614.1196446902383,-245.40743497069667,1092.6843139530297,512.4210990284114
267,445,design_000445,upstream_focused,200.0,True,0.019718220545928873,0.012146455112014197,-9.057457791364813,-0.08138588733407953,362.2224370163807,0.9870279435033634,11.402828974533286,9.172301767880482e-09,12,0,222.51180169427766,-346.36475333464307,-92.24799355130739,-591.930148598793,-149.70815561320313,-27.783225732720098,-93.78759239689498,545.9039087068859
268,119,design_000119,support_random,200.0,True,0.019937124010228856,0.01572362890877131,-4076.9515355006233,-0.1351504330025272,36758312626921.74,1.524971337340366,19.921102286862663,4.75996128216087e-09,36,0,441.55315478717534,245.77398419901704,1550.8738100891658,430.7168728417353,-52.384817871901646,114.29257367842723,422.54581391330214,-121.18654635619146
269,78,design_000078,support_random,200.0,True,0.019986051543020866,0.01780765831813504,-7340.906561477727,-0.02647651442199049,80758757852247.75,1.5055843110074474,11.306936814844201,6.268704472055587e-09,48,0,874.5198755465424,76.59402063665536,-40.39056402065172,-506.05693100765,1899.1150705820676,669.1968497910283,251.86885612354374,171.8240989532071
270,166,design_000166,support_random,200.0,True,0.02014209351589428,0.015377345974543431,-648.8456430811336,-0.18155622912323016,4194419155501.0864,2.3613390929058817,30.598611100891034,9.97129390244163e-09,1449,0,660.3728722078413,43.54721310364484,1528.1065963794192,348.5533910846642,1546.2387663308664,72.5822123893056,124.54754551381535,-742.8577191858737
