design_index,design_id,source_time_index,day,formulation,solver,preconditioner,convergence,coarse_convergence,fine_convergence,physical_relative_residual,coarse_physical_relative_residual,fine_physical_relative_residual,gauge_residual,compatibility_residual,a_tan,a_full,lower_bound_pass,coarse_action,fine_action,grid_relative_change,grid_refinement_pass,iteration_count,condition_proxy,log10_condition_proxy,minimum_log_q_mass,maximum_log_q_mass,log_q_range,unrepresentable_equilibrated_coefficient_count,accepted,density_floored_clipped_thresholded_or_truncated,final_test_accessed
88,design_000088,40,10.0,native_unfloored_ic0_pcg_baseline,native PCG,native IC(0),False,True,False,1.2148787166020661e-08,9.627532364493845e-09,1.2148787166020661e-08,1.6240976817373727e-10,7.673746130484368e-12,2365430.9811505596,2995373.118887269,True,2991725.4782157387,2995373.118887269,0.0012177583649029041,True,1200,4.49423283715579e+307,307.6526555685888,-50561.95886324834,-7.659942168748345,50554.29892107959,,False,False,False
88,design_000088,40,10.0,equilibrated_log_conductance_finite_volume,row-equilibrated sparse solve,not attempted,False,False,False,inf,inf,inf,nan,7.673746130484368e-12,2365430.9811505596,nan,False,nan,nan,inf,False,0,inf,7462.41199941588,-50561.95886324834,-7.659942168748345,50554.29892107959,8579,False,False,False
88,design_000088,40,10.0,divided_log_density_central_difference,row-equilibrated sparse solve,none,False,True,False,inf,0.2617560607400496,inf,nan,7.673746130484368e-12,2365430.9811505596,nan,False,3027691.9962080745,nan,inf,False,0,inf,21955.453057912382,-50561.95886324834,-7.659942168748345,50554.29892107959,0,False,False,False
88,design_000088,40,10.0,cosine_ritz_variational_mode_5,dense eigensolved Ritz normal equations,none,True,True,True,0.6415742103188408,0.6130217944313309,0.6415742103188408,-5.809783594393781e-08,7.673746130484368e-12,2365430.9811505596,2913119.6836330704,True,2912167.103023122,2913119.6836330704,0.0003269967297603002,True,1,378907723857.3013,11.578533458255768,-50561.95886324834,-7.659942168748345,50554.29892107959,,False,False,False
88,design_000088,90,22.5,native_unfloored_ic0_pcg_baseline,native PCG,native IC(0),False,False,False,2.0270278669427368e-08,1.590363204660173e-08,2.0270278669427368e-08,1.6821011703708495e-10,7.824557411342646e-16,327208.05906130193,965725.6530923893,True,965671.1518467002,965725.6530923893,5.643553685727623e-05,True,1200,4.49423283715579e+307,307.6526555685888,-6593.796752349313,-8.992514917506877,6584.804237431806,,False,False,False
88,design_000088,90,22.5,equilibrated_log_conductance_finite_volume,row-equilibrated sparse solve,not attempted,False,False,False,inf,inf,inf,nan,7.824557411342646e-16,327208.05906130193,nan,False,nan,nan,inf,False,0,inf,675.1740156490896,-6593.796752349313,-8.992514917506877,6584.804237431806,88,False,False,False
88,design_000088,90,22.5,divided_log_density_central_difference,row-equilibrated sparse solve,none,False,True,False,inf,0.15634929626851327,inf,nan,7.824557411342646e-16,327208.05906130193,nan,False,967456.2394038276,nan,inf,False,0,inf,2859.744144729783,-6593.796752349313,-8.992514917506877,6584.804237431806,0,False,False,False
88,design_000088,90,22.5,cosine_ritz_variational_mode_5,dense eigensolved Ritz normal equations,none,True,True,True,0.4781381832576993,0.4648183400312671,0.4781381832576993,-2.48531136691861e-09,7.824557411342646e-16,327208.05906130193,942366.3645247894,True,942342.1827998997,942366.3645247894,2.5660640914177553e-05,True,1,68304422.27422792,7.83444882238023,-6593.796752349313,-8.992514917506877,6584.804237431806,,False,False,False
88,design_000088,180,45.0,native_unfloored_ic0_pcg_baseline,native PCG,native IC(0),True,True,True,9.872575125102538e-09,8.841239890837661e-09,9.872575125102538e-09,2.0881255908051912e-10,3.8854370363714924e-11,56213.23682203578,342253.126633435,True,342258.3669990705,342253.126633435,1.5311374031945264e-05,True,974,4.49423283715579e+307,307.6526555685888,-2947.865413531367,-9.92409944980447,2937.9413140815623,,True,False,False
88,design_000088,180,45.0,equilibrated_log_conductance_finite_volume,row-equilibrated sparse solve,not attempted,False,False,False,inf,inf,inf,nan,3.8854370363714924e-11,56213.23682203578,nan,False,nan,nan,inf,False,0,inf,403.50942077788017,-2947.865413531367,-9.92409944980447,2937.9413140815623,5,False,False,False
