epsilon,epsilon_over_best_risk,near_optimal_count,near_optimal_fraction_of_eligible,maximum_geometry_distance_from_best_km
0.005066745357925032,0.9171063150482883,68,0.1328125,540.0075649519015
0.01630549997324354,2.951377252873304,312,0.609375,1002.7117693872958
0.03261099994648708,5.902754505746608,458,0.89453125,1032.6875381237714
