model,endpoint,sample_n,distribution_n,biased_rbf_mmd2,energy_distance_km,mean_error_km,mean_error_over_empirical_rms_spread,relative_covariance_frobenius_error,outside_domain_fraction,generated_mean_x_km,generated_mean_y_km,generated_cov_xx,generated_cov_xy,generated_cov_yy,conditional_vs_unconditional_mmd2,conditional_vs_unconditional_energy_distance_km,rejection_effective_acceptance_rate,accepted
unbounded_kde,day0,2500,100000,1.0861117142546561e-05,0.322432646932171,0.025546224494430846,0.00031468200592140854,0.1642480350226412,0.0,-76.4527049845136,-78.2951369600886,104.39821903354128,13.730703101254775,7567.706953345677,0.0,0.0,1.0,True
conditioned_kde,day0,2500,100000,1.4766625417994561e-06,0.22132673574338924,0.19957691330281163,0.002458416641074422,0.16243812702341343,0.0,-76.37995429516961,-78.09556820800839,105.16660027332775,14.845996727985495,7555.926455392218,2.748644032068981e-05,0.08038798652427204,1.0,True
unbounded_kde,day45,2500,100000,0.0020835458830640308,2.6284260580206364,3.1395568337838298,0.004229335037325957,0.16694173167142662,0.01917,644.9456997029963,57.15955259170831,518524.66869378084,122939.24132573156,124294.37349008571,0.0,0.0,1.0,False
conditioned_kde,day45,2500,100000,0.0021249817578539165,3.0805680597426317,21.7590067983286,0.02931182160466702,0.0929479005372873,0.0,663.6983556849877,58.520747809029764,485133.3339642728,113180.93679932004,121075.06096710019,0.0003257664805257354,0.7458480785870734,0.9810480769230769,True
