design_index,design_id,source_time_index,day,minor_std,cov_area_scale,cov_anisotropy,log10_kappa_C,log10_normal_roundoff_amplification,old_rank_sensitive,old_relative_rank_action_change,zero_weight_count,log_weight_range,Eq_h2,old_tangent_action,old_full_action_diagnostic,direct_svd_action,normal_unresolved_direction_action_fraction,final_test_accessed
312,design_000312,8,2.0,25.9893209282089,1043.200709123071,2.3853714617919324,12.194121524857136,8.433653279523268,True,0.20251534362392815,110315,293405.92566310905,5110.704556848168,19675653.924745798,529101818.2062314,837597805.8615916,0.20508507863011025,False
329,design_000329,8,2.0,30.95635055009792,4137.565890115989,18.64192781358469,11.960770192283114,7.966950614375223,False,0.0019239709716521905,110585,293457.90692971845,4383.7119387180755,10325951.87978023,33842858.71094703,33930751.2615276,0.0005911246888245975,False
121,design_000121,9,2.25,48.11024937357717,6117.96515136577,6.986562775918332,10.567683732439292,5.180777694687579,False,0.030038740815454417,108310,291614.9384429946,2562.4263212552805,7767521.489759226,28287276.833507627,37873481.5374713,0.022845175657058556,False
312,design_000312,9,2.25,15.00071942760815,431.52285085700635,3.677555571742163,13.091402000594536,10.228214230998072,False,0.0075122904784230985,108367,291601.52733564074,5496.793593662723,2421807.014774165,3123454.1648702226,3387292.5382588883,0.06888250812001434,False
329,design_000329,9,2.25,35.0753781868365,5431.111614484022,19.488033016642177,11.378774449665512,6.802959129140019,False,0.0031012001372102815,108042,291622.0485524204,5935.335378213867,11343137.055610007,36346931.36977848,36497633.04365059,0.0024861482024415796,False
121,design_000121,10,2.5,47.81653904448837,6608.9763424902285,8.355180558813437,10.358720164728572,4.762850559266141,False,0.03477151433746318,106016,289342.61163246416,2302.051898125564,2072198.07455761,15227548.720300771,18649143.166326247,0.016698354540001473,False
312,design_000312,10,2.5,16.17615965496675,672.4733315987531,6.604629098643537,12.537274650564049,9.119959530937095,False,0.02130868158876839,106505,289366.1716126669,5614.92306532087,7556559.583514229,16659885.555085102,17164243.187177483,0.011424426559873344,False
329,design_000329,10,2.5,49.83789710498794,8216.501682484886,10.942966269989407,10.250545567804002,4.546501365417001,True,0.23881166958472477,105673,289348.7061183663,4914.364694123058,21667540.633733436,81022256.66086249,110386494.56729026,0.025545605623522986,False
121,design_000121,11,2.75,47.48555141314168,7087.078188376253,9.87844318351955,10.170656449126824,4.386723128062643,False,0.008036320079335182,103586,286555.5521325259,2302.8892748758076,389588.5202072299,8502008.504063902,9650323.513456205,0.01006609439991268,False
312,design_000312,11,2.75,19.576639311018393,1221.3428763579348,10.155999020455054,12.02615543463559,8.097721099080177,False,0.019767212462669916,104241,286587.8922451648,2239.2349731016616,7092780.435776784,19106932.970698908,19661635.88394841,0.011622203773593267,False
329,design_000329,11,2.75,65.0658917509397,10781.347485589813,6.4853369055565295,10.067265785517387,4.179941800843772,True,0.3318024939304016,103369,286559.3751762541,3526.8394835315476,4703176.081124442,35117627.910844,54203180.721405305,0.027475710647561786,False
121,design_000121,12,3.0,47.93090035383584,7599.926790175,10.943505723080714,10.002908266701077,4.051226763211149,True,0.06342776887293113,101049,283169.6522599223,2349.395809984407,176435.1922868317,4948405.214463727,5368133.756483422,0.007641165962746089,False
312,design_000312,12,3.0,21.88558387407032,1758.2117739553796,13.474411873272206,11.705184201475747,7.455778632760491,False,0.027995918470420114,101785,283202.18393278663,1277.3448077261812,3701527.9413487082,11687346.72357636,12344965.74429691,0.020120465265973046,False
329,design_000329,12,3.0,73.3694190804569,12440.200507733074,5.340653950974487,9.913382460987926,3.8721751517848473,True,0.34316747010407767,101006,283171.5279043398,3545.765427620532,1480701.4833166783,20512517.470236123,31925238.942144666,0.009899902497431915,False
121,design_000121,13,3.2499999999999996,49.02928504082125,8125.3249268047175,11.425079564835833,9.853007572188101,3.7514253741852004,False,0.02822227660723365,98345,279097.79494601785,2377.065217155951,686421.5670089348,3559708.02487503,3722032.799872461,0.001785166241310652,False
312,design_000312,13,3.2499999999999996,23.69593815476078,2216.9709448046965,15.589219496956153,11.463106135015302,6.9716224998396,False,0.04377588093542924,99219,279128.57511089527,1350.4258277328397,2008463.6642692685,6723136.078246544,7284725.654101764,0.02803994344923332,False
329,design_000329,13,3.2499999999999996,78.46839219409298,13752.181426297975,4.988433304404951,9.767865940905068,3.581142111619133,True,0.31238346945660334,98575,279098.0963361597,3633.15889978424,3686228.8993894244,13666401.7632074,20285304.56139396,0.0017726447712869532,False
121,design_000121,14,3.5,50.62605681190517,8639.649297171656,11.363073584521688,9.720260659518361,3.485931548845718,False,0.01166422190766051,95537,274253.5323912607,2363.520194017759,1587684.2997708935,3766936.2193862507,3836377.559462123,0.0028335922143820228,False
312,design_000312,14,3.5,25.839200026923216,2656.127301160398,15.826377329840588,11.255067268353674,6.555544766516346,False,0.020117904313991478,96534,274281.8945801255,1731.968526260206,1672997.5914287681,4663121.52703426,4978070.928474854,0.032081360198914874,False
329,design_000329,14,3.5,82.11896312009789,14906.320756047373,4.88615338406152,9.630708090251716,3.3068264103124263,True,0.24942501049406315,96039,274252.6937319343,3639.7493448428004,2291390.0439324374,10246545.449447205,13973891.173861861,4.997725813158207e-05,False
121,design_000121,15,3.75,52.69066654744265,9143.504160479137,10.846523551749605,9.602327216119132,3.250064662047261,False,0.0028084625558542817,92696,268555.8256482255,2314.133565082907,2625025.1508006123,4915100.785022168,4954617.026726476,0.0021026752729841015,False
312,design_000312,15,3.75,28.962821659466513,3156.0974383029184,14.155894756387031,11.061128214458547,6.16766665872609,False,0.014321944694905006,93801,268581.3100201129,2065.4081443935893,2095459.2041803258,4734744.266122689,4915536.677216329,0.018102707739773804,False
329,design_000329,15,3.75,85.10963865565036,15961.45270769682,4.855454003023146,9.503129322354697,3.05166887451839,True,0.1757945168392666,93420,268553.9617754948,3541.079312952727,1683371.0883523456,8785212.145390473,10915729.598196814,0.0008376440793169562,False
121,design_000121,16,4.0,55.42554748518282,9683.530891997285,9.936364577120578,9.492039783670357,3.0294897971497123,False,0.0017183451819945763,89918,261934.3998492143,2302.9921246355702,3659334.770302829,6440056.408860892,6474296.814807372,0.0011183778831962453,False
312,design_000312,16,4.0,33.42839127111423,3776.916849232719,11.423861786825757,10.874650771824474,5.794711773457945,False,0.011781527584877868,90973,261956.45493788322,2237.8499709336456,2864979.7560409266,6129016.216006984,6250508.377658921,0.009905071624605548,False
329,design_000329,16,4.0,87.67551648913569,16912.535687283616,4.840654879897415,9.384575835241003,2.8145619002910034,True,0.1200848207327304,90720,261931.63100197335,3336.4283807944435,1583710.022102651,8728001.4773926,10078754.149271695,0.0014910820731991725,False
121,design_000121,17,4.25,59.29992837082588,10362.976150846169,8.684650032425198,9.378563734549672,2.802537698908341,False,0.002425978442626295,87240,254338.4768918933,2679.353415144711,4891324.109266067,8650992.330545496,8681888.656464392,0.0006899851822030138,False
312,design_000312,17,4.25,38.67129004386278,4468.787866184913,8.929452638738697,10.694230810018674,5.433871849846343,False,0.008072126688216866,88152,254356.73006622415,2315.2525549819466,3690922.053197501,7714947.344944699,7865524.4095982425,0.005270725040004651,False
329,design_000329,17,4.25,89.77904624878852,17719.502557926095,4.83284761592187,9.277573540205145,2.6005573102192874,True,0.08352157460038319,87966,254335.01253989217,3070.474353630479,1803910.632520099,10735450.923358282,10900735.085204305,0.0001671988628152845,False
121,design_000121,18,4.5,65.19236148837383,11434.734720527256,7.238779295832468,9.23329990125641,2.5120100323218195,False,0.004716545619790437,84602,245741.43095760513,4028.0806817465423,9039997.037333528,13100743.599101046,13179865.795771455,0.0012476579243962077,False
312,design_000312,18,4.5,43.99839684936558,5177.824047815538,7.153970848467791,10.517075636835445,5.079561503479886,False,0.011774923099294371,85348,245755.52281817177,2338.0286597548507,4423138.0695419125,8979035.295832813,9155449.061417433,0.0029947294986300233,False
329,design_000329,18,4.5,91.16453829980966,18316.943504264447,4.857382059602225,9.180645981462296,2.406702192733591,True,0.06957019478517353,85156,245737.38116583062,2751.7493912733325,2174390.9243377387,12442921.104895113,12538229.527296059,0.00021529744829147855,False
121,design_000121,19,4.75,70.57089987647474,12766.3551947226,6.5709963467042325,9.078084294142343,2.201578818093682,False,0.014481607823178477,82028,236148.5986469532,2438.312060605245,4564056.438498136,6296396.708872845,6310023.774948714,0.0008704883010370188,False
312,design_000312,19,4.75,48.86824020518297,5881.003679526157,6.064515390558023,10.343021314217932,4.731452858244861,False,0.008322643979786977,82513,236158.50237103863,2276.701738829669,4976009.46448721,9817852.755656594,9963925.139389768,0.0016576330956073122,False
329,design_000329,19,4.75,91.53881092628927,18643.654656984814,4.950408441971207,9.092633152275209,2.2306765343594135,True,0.05786377319204829,82323,236144.19411666942,2395.5712030880663,2579043.9889795585,13642162.562486565,13680819.342829501,0.00036465485028629353,False
121,design_000121,20,5.0,75.0293554880259,14081.416008560735,6.257023626595348,8.953058536709493,1.9515273032279832,False,0.00041491946627107804,79407,225602.42138824728,2475.802378758252,2616533.1576877316,4421956.295684574,4425376.170916687,0.00030624049863235946,False
312,design_000312,20,5.0,53.72012826686728,6790.963696450892,5.537511660779436,8.681060888407456,1.4075320066239083,True,0.8185614586092265,79706,225608.6789704268,2265.701142027177,22830412.61567578,4544279722.405538,5459243772.985555,0.006280998568136483,False
329,design_000329,20,5.0,90.81367851595601,18695.194049736663,5.138719168499373,9.011634339622411,2.068678909053819,False,0.04160458982358951,79464,225597.9464100634,2022.073010354641,2947430.4237250136,12937176.859808192,12945181.86738071,0.00038460141485110875,False
121,design_000121,21,5.25,79.05682171217545,15391.465727936518,6.064605519507062,8.841994806559132,1.7293998429272606,False,0.0038128763617212525,76705,214183.99766502873,2523.662152303141,1848079.1414139278,3742158.5417397055,3752568.5684564365,0.0007391164259357473,False
312,design_000312,21,5.25,59.42470050528366,8086.373746453164,5.243721455513864,8.477510085867198,1.0004304015433945,True,0.702404114991708,76878,214187.3184510798,2652.2959667917494,8911077.91864896,1473741047.6496525,1932450258.9255824,0.003579834307695969,False
329,design_000329,21,5.25,89.25906309650854,18552.2209075014,5.422287213057325,8.93448036600759,1.9143709618241753,False,0.020862147532009306,76596,214179.74166161005,1656.5140435839603,3249553.223693286,10228024.737615949,10248200.22666185,0.00031198772087136966,False
121,design_000121,22,5.5,82.47408724301721,16621.99940184821,5.971678981755332,8.740542364877019,1.5264949595630348,False,0.010486524101678664,73985,202017.9726283322,2466.8930348388662,1540214.9920060304,3369565.96793199,3389496.265265828,0.0008646010435131707,False
312,design_000312,22,5.5,65.1242091129417,9471.392417723842,4.987211802135581,8.342647534086002,0.7307052979810006,True,0.22793454716684938,74046,202018.67346161423,2801.7887231392156,6627610.991193367,648030862.0215105,999545842.7318978,0.021280431466676363,False
329,design_000329,22,5.5,87.64388294725924,18395.13581702089,5.73481690494315,8.85975761984675,1.7649254695024967,False,0.005460370499871134,73768,202013.97520824603,1347.6852263659525,3465500.552070383,7304529.26735595,7337915.728263967,0.00021073712698114897,False
121,design_000121,23,5.75,85.28386142562739,17747.009627239917,5.953645154100545,8.644375988192392,1.3341622061937812,False,0.01592588553783458,71224,189261.67744381062,2320.7015216331656,1483856.8559429266,3136419.139946783,3161910.9473224455,0.0005486052360407116,False
312,design_000312,23,5.75,70.88772542690216,10954.150973693593,4.751965499980814,8.226636022920838,0.4986822756506715,True,0.20559549540207686,71218,189260.18655372897,2733.6661398344895,5621868.157940417,322686226.43624485,525929834.62763524,0.03858920147708453,False
329,design_000329,23,5.75,86.45071103656704,18340.349014821873,6.022002252232727,8.78461816590172,1.6146465616124397,False,0.005591586944024961,70958,189257.95246842387,1103.9842796814435,3595183.8057418037,5332984.988600251,5364292.904291163,0.00011174959873629583,False
121,design_000121,24,6.0,87.51483982782707,18746.474112228225,5.991180221398926,8.551817835919284,1.149045901647566,False,0.017521003445991636,68458,176102.04014467783,2119.464714540804,1581284.6899302008,3029050.098864205,3055282.678317103,2.8925810698107707e-05,False
312,design_000312,24,6.0,76.71024609501698,12517.928557271396,4.525342279573007,8.118179902560122,0.28177003492924246,True,0.35326649303108054,68414,176098.8214557657,2543.4171074042624,4964873.028005388,162570426.2695063,267278469.027438,0.04808705950969078,False
329,design_000329,24,6.0,85.89700883613631,18441.60222818361,6.247196083576041,8.707519688573196,1.4604496069553896,False,0.004905574640640269,68206,176098.5639574664,918.6298913970082,3639635.5325535485,4365362.189220985,4387918.8752376195,4.827440825966404e-05,False
121,design_000121,25,6.25,89.246180432495,19619.299280015934,6.067481089541068,8.462095899687895,0.9696020291847868,False,0.015413975691297665,65724,164724.61329425793,1895.176351701257,1759353.8429230105,3032072.1398886316,3055715.8108744025,3.1665989123353144e-07,False
312,design_000312,25,6.25,82.57772977870451,14143.444134546204,4.301883076942953,8.013440068255841,0.07229036632068053,True,0.32677336404095936,65666,164720.09160814327,2302.089430673675,4465342.164244767,84958831.97559558,134321209.5861992,0.04978411300347964,False
329,design_000329,25,6.25,85.95509006764806,18696.91495098451,6.404032187908969,8.62759434533568,1.300598920480356,False,0.006899771313177104,65538,164721.34173756978,775.5478750360294,3603889.425908466,3977709.2189428248,3992651.202199223,2.159109037670553e-05,False
121,design_000121,26,6.499999999999999,90.59548420183738,20386.480529731292,6.169618519801037,8.373862814820182,0.7931358594493619,False,0.012928037293340104,63021,154335.16637287798,1667.8365610328553,1965104.2468203371,3113471.9336490934,3128233.5275277058,2.0167979077557237e-05,False
312,design_000312,26,6.499999999999999,88.50554396121493,15835.1718626927,4.086614390152293,7.909718914908627,-0.13515194037374909,True,0.28906891162134,62959,154329.70191813237,2048.1387707674244,4074648.8391576465,45948454.53196399,68429583.65089805,0.0,False
329,design_000329,26,6.499999999999999,86.50810058650241,19088.41137237151,6.505976130005692,8.543308567048097,1.1320273639051917,False,0.009112732305871264,62889,154332.05483728825,658.880001890944,3497106.37447586,3817377.2107762853,3827361.0893811844,1.14135614507702e-05,False
121,design_000121,27,6.75,91.59017937598041,21042.121815688388,6.291923340783853,8.289536861684244,0.6244839531774832,False,0.008495863425956469,60376,144175.81213759034,1460.3791042373587,2161020.8536034473,3219869.039552249,3231603.6472739,4.097128575263196e-05,False
312,design_000312,27,6.75,94.3256219931858,17536.761715633154,3.8849022094758405,7.808915281897474,-0.3367592063960544,True,0.2811264700213112,60300,144169.6995077077,1812.6336417668822,3774578.073291355,29790825.740697816,36887524.7746104,0.0,False
329,design_000329,27,6.75,87.40472916594011,19574.310569021054,6.564977220704317,8.456347850794213,0.9581059313974232,False,0.01031013318998637,60300,144172.8210171321,562.4997551493823,3334755.2746115853,3705695.6419645236,3710304.2369653187,6.6509308282631636e-06,False
121,design_000121,28,7.0,92.32029964248225,21610.496772506256,6.428959341128477,8.208166243482264,0.4617427167735251,False,0.007181701547822435,57810,134318.06605345025,1276.4762788756825,2337360.355499272,3333314.422286996,3334724.452281017,4.8107502877426473e-05,False
312,design_000312,28,7.0,99.98930324149148,19250.205152479164,3.7072899690500005,7.7094892839284,-0.535611202334202,True,0.2349292286475002,57714,134311.51454845816,1599.3466560392894,3538252.8934012447,18192232.52239298,21322267.21317754,0.0,False
329,design_000329,28,7.0,88.53287861764105,20133.10154149606,6.597858940168818,8.36574203104122,0.7768942918914368,False,0.009840556299574501,57761,134315.16065918963,480.6761851834625,3136636.140272888,3568661.2143663047,3571805.3519801726,2.1160683481138195e-06,False
121,design_000121,29,7.250000000000001,92.83620370138766,22104.11937353549,6.577743642372482,8.129584473483956,0.3045791767769077,False,0.004074835944497316,55302,124822.99757275525,1117.3493808825053,2494522.4574101055,3416439.0146138957,3417258.5974102668,4.531209451857711e-05,False
312,design_000312,29,7.250000000000001,105.40230801595347,20961.88622661731,3.5600839214228146,7.611319810652695,-0.7319501488856133,True,0.12018352288856905,55194,124816.11070517794,1409.2299089191586,3335625.2442529537,12277747.936836895,13653002.623687962,0.0,False
329,design_000329,29,7.250000000000001,89.77595258668205,20798.48324270937,6.6592181348856565,7.63050558164218,-0.6935786069066426,True,0.5042622329940804,55272,124820.11967094301,760.2559452549655,27310221.359007705,607814218.0374132,651513276.3407848,0.0,False
121,design_000121,30,7.5,93.1825591103127,22534.488798737595,6.735299105661899,8.0533205163356,0.15205126248019696,False,0.0019240696425587781,52869,115738.76320905224,979.6165341028178,2633931.102752918,3466620.897407119,3467158.8257218865,3.9317695910104705e-05,False
312,design_000312,30,7.5,110.48078558092405,22660.3012501087,3.4465480982639383,7.514907529419298,-0.9247747113524073,True,0.07279251864496325,52740,115731.65658295453,1240.2781345112614,3140810.432349703,9272979.727439448,9904086.967407469,0.0,False
329,design_000329,30,7.5,90.98263848621225,21724.66305903161,6.8876645926911495,7.503365947295135,-0.9478578756007328,True,0.5534246322263385,52836,115735.91916663595,1003.5841414043803,5907633.387331097,242364424.83678594,245540306.8490302,0.0,False
121,design_000121,31,7.75,93.41423157310251,22919.75031403191,6.89870511991011,7.977625678312988,0.000661586434971851,False,0.0005801187772873282,50486,107098.96511608212,855.6223536636195,2753710.3656434435,3483100.2714444096,3483513.064400279,3.373944806327319e-05,False
312,design_000312,31,7.75,115.16476999825493,24354.26758282996,3.371875792330721,7.42003471459796,-1.114520340995084,False,0.04067900606650745,50327,107091.8843316715,1086.627457638616,2937619.4295678665,7657414.027942454,7974503.849853858,0.0,False
329,design_000329,31,7.75,92.3402620787734,22689.84398402357,7.0810654414817,7.4042615294030325,-1.1460667113849385,True,0.5501010506109199,50430,107096.13619772691,1250.7661678551126,3558504.349375503,138802398.82498246,139152648.00906208,0.0,False
121,design_000121,32,8.0,93.56197410728159,23263.466391950496,7.062384344899539,7.903410282458177,-0.14776920527464948,False,2.9311843303222918e-05,48188,98931.69343271852,741.6757490390215,2843898.5840257513,3477084.8374021025,3477419.8094733553,0.0,False
312,design_000312,32,8.0,119.35769819228082,25990.76257304926,3.3284060631913217,7.329922640499226,-1.2947444891925515,False,0.022429594677498672,48026,98924.73775955681,949.9040233361098,2730785.5977969267,6705742.928572225,6885308.877871313,0.0,False
329,design_000329,32,8.0,93.79791466575963,23657.467076185378,7.230423842202147,7.310347676278541,-1.3338944176339218,True,0.4643553045069955,48131,98928.85969079967,1381.1953726489287,2727237.7682706257,86855468.3257282,86948966.67435543,0.0,False
121,design_000121,33,8.25,93.68852910241188,23588.24142895274,7.221799815426537,7.828702918016977,-0.29718393415705,False,0.0002345473194619573,45930,91248.5927320846,631.6703761448832,2901229.9165601684,3472480.6548292045,3472741.8332172553,0.0,False
312,design_000312,33,8.25,123.05739705867609,27573.767274558653,3.315593758271862,7.244076877440646,-1.466436015309711,False,0.01406787183366545,45750,91241.80564815376,824.4956421155156,2528174.2529014046,6015521.131136083,6123942.541894309,0.0,False
329,design_000329,33,8.25,95.37256279344263,24638.96540846116,7.337550852129401,7.21897270740373,-1.5166443553835436,True,0.41378399374240316,45859,91245.73889253884,1430.205220156116,2330090.137411798,57887095.37966525,57982338.33416093,0.0,False
121,design_000121,34,8.5,93.86201582423834,23925.152259797265,7.374794315759955,7.731410076925129,-0.49176961634074495,False,0.002815925251732303,43760,84053.90841623051,879.9576906416544,29489416.925481346,12265284.53256294,12269584.103472197,0.0,False
312,design_000312,34,8.5,126.2907534030539,29091.96028326117,3.3270532786412583,7.162653779353617,-1.6292822114837697,False,0.011677073164597282,43569,84047.3217658427,708.7390413298457,2341271.0377888056,5485134.635385473,5498946.831178808,0.0,False
329,design_000329,34,8.5,97.05710882117653,25634.61043361682,7.405323629258919,7.1296131126473075,-1.6953635448963884,True,0.3610297025269583,43684,84051.02285924893,1426.2566939231199,2111158.7847404457,40838507.93034047,40925531.04896078,0.0,False
121,design_000121,35,8.75,94.52529172385171,24594.091006683313,7.5765142791153846,7.605507215186976,-0.7435753398170509,False,0.0013707198985343583,41679,77344.0447329973,734.2473148355085,5989654.467429963,9249225.572380628,9249661.529832724,0.0,False
312,design_000312,35,8.75,129.1342148046858,30540.655152764135,3.354218838544206,7.085408100558118,-1.7837735690747656,False,0.007325169123202096,41465,77337.66124149234,602.7067355803757,2176337.3849018803,4933334.1711674025,4941388.111245279,0.0,False
329,design_000329,35,8.75,98.83731488183227,26643.831705742523,7.438915234921191,7.042001536404741,-1.8705866973815222,True,0.30825899536681395,41578,77341.09699067655,1388.4352911531132,1972581.018663113,30141747.977512527,30218147.921275668,0.0,False
121,design_000121,36,9.0,95.29879495407222,25308.580864557654,7.765795516619111,7.507474338736521,-0.9396410927179615,False,0.000669085727296658,39610,71107.39515305926,812.700148230513,3741942.156107747,7882324.186086967,7882341.948013465,0.0,False
312,design_000312,36,9.0,131.64897241694388,31931.87669743653,3.394524854462063,7.011014071496414,-1.9325616271981745,False,0.0046835817901624026,39417,71101.23290064509,505.65296670921765,2029339.807753399,4406773.179626574,4411037.478743343,0.0,False
329,design_000329,36,9.0,100.7052878173052,27676.85836286847,7.447739577219195,6.954983534531521,-2.044622701127962,True,0.25621379230509483,39512,71104.41876911143,1326.5835291266344,1865177.7959568053,22789931.390526757,22855345.92235538,0.0,False
121,design_000121,37,9.25,96.14395061783024,26031.501651534316,7.930682958413283,7.4135009123942694,-1.1275879454024649,False,0.00028582652255395094,37636,65331.732750339535,852.057832723447,3019360.766843595,6802949.348965232,6802972.064027894,0.0,False
