design_id,day,mmd2
design_000016,40.0,0.011069985
design_000016,42.5,0.007991923
design_000016,45.0,0.007194125
design_000017,0.0,0.002062053
design_000017,2.5,0.18126301
design_000017,5.0,0.14547285
design_000017,7.5,0.17347415
design_000017,10.0,0.19102609
design_000017,12.5,0.022585059
design_000017,15.0,0.029931948
design_000017,17.5,0.026970068
design_000017,20.0,0.020038463
design_000017,22.5,0.023557909
design_000017,25.0,0.023085764
design_000017,27.5,0.019808227
design_000017,30.0,0.014947239
design_000017,32.5,0.0075386013
design_000017,35.0,0.003635806
design_000017,37.5,0.0021443116
design_000017,40.0,0.00257327
design_000017,42.5,0.0031134337
design_000017,45.0,0.0046587815
design_000018,0.0,0.002062053
design_000018,2.5,0.02908284
design_000018,5.0,0.14332765
design_000018,7.5,0.16351783
design_000018,10.0,0.13196535
design_000018,12.5,0.03308181
design_000018,15.0,0.023435354
design_000018,17.5,0.016873194
design_000018,20.0,0.012911443
design_000018,22.5,0.015019375
design_000018,25.0,0.013923546
design_000018,27.5,0.0127323745
design_000018,30.0,0.010546269
design_000018,32.5,0.0055586663
design_000018,35.0,0.0041428125
design_000018,37.5,0.003166241
design_000018,40.0,0.0036592854
design_000018,42.5,0.0034303125
design_000018,45.0,0.0038176172
design_000019,0.0,0.002062053
design_000019,2.5,0.065226704
design_000019,5.0,0.12758195
design_000019,7.5,0.014073435
design_000019,10.0,0.23169969
design_000019,12.5,0.26502755
design_000019,15.0,0.09979935
design_000019,17.5,0.020536419
design_000019,20.0,0.011107083
design_000019,22.5,0.021389695
design_000019,25.0,0.0261354
design_000019,27.5,0.021790653
design_000019,30.0,0.01743251
design_000019,32.5,0.014902231
design_000019,35.0,0.012156699
design_000019,37.5,0.0076717944
design_000019,40.0,0.008172232
design_000019,42.5,0.005579588
design_000019,45.0,0.005673073
design_000020,0.0,0.002062053
design_000020,2.5,0.05051104
design_000020,5.0,0.020783897
design_000020,7.5,0.04941243
design_000020,10.0,0.25597638
design_000020,12.5,0.4737358
design_000020,15.0,0.04703468
design_000020,17.5,0.019801434
design_000020,20.0,0.004337894
design_000020,22.5,0.0016557039
design_000020,25.0,0.004444052
design_000020,27.5,0.007242443
design_000020,30.0,0.008145092
design_000020,32.5,0.011950294
design_000020,35.0,0.012403671
design_000020,37.5,0.010642458
design_000020,40.0,0.01087396
design_000020,42.5,0.009573344
design_000020,45.0,0.009397563
design_000021,0.0,0.002062053
design_000021,2.5,0.06588931
design_000021,5.0,0.01591612
design_000021,7.5,0.044723317
design_000021,10.0,0.08667061
design_000021,12.5,0.10214719
design_000021,15.0,0.09861659
design_000021,17.5,0.07235426
design_000021,20.0,0.050354064
design_000021,22.5,0.0336454
design_000021,25.0,0.023473736
design_000021,27.5,0.017495787
design_000021,30.0,0.010982293
design_000021,32.5,0.0097966585
design_000021,35.0,0.007225869
design_000021,37.5,0.005534227
design_000021,40.0,0.004494723
design_000021,42.5,0.0038213502
design_000021,45.0,0.0037257022
design_000022,0.0,0.002062053
design_000022,2.5,0.06543635
design_000022,5.0,0.057744518
design_000022,7.5,0.13521785
design_000022,10.0,0.26703906
design_000022,12.5,0.037858393
design_000022,15.0,0.12064594
design_000022,17.5,0.047799375
design_000022,20.0,0.04482694
design_000022,22.5,0.048673883
design_000022,25.0,0.037513547
design_000022,27.5,0.020350572
design_000022,30.0,0.009151844
design_000022,32.5,0.005113907
design_000022,35.0,0.0036042475
design_000022,37.5,0.0022745489
design_000022,40.0,0.0032264788
design_000022,42.5,0.0038690197
design_000022,45.0,0.003837339
design_000023,0.0,0.002062053
design_000023,2.5,0.06437569
design_000023,5.0,0.0603977
design_000023,7.5,0.33810884
design_000023,10.0,0.03170293
design_000023,12.5,0.050646704
design_000023,15.0,0.055817984
design_000023,17.5,0.04275635
design_000023,20.0,0.028721178
design_000023,22.5,0.02536817
design_000023,25.0,0.021819605
design_000023,27.5,0.016031373
design_000023,30.0,0.014380383
design_000023,32.5,0.008739702
design_000023,35.0,0.006671921
design_000023,37.5,0.004830069
design_000023,40.0,0.005118167
design_000023,42.5,0.0054407837
design_000023,45.0,0.004698866
design_000024,0.0,0.002062053
design_000024,2.5,0.01916391
design_000024,5.0,0.18736443
design_000024,7.5,0.022230616
design_000024,10.0,0.027430745
design_000024,12.5,0.03379535
design_000024,15.0,0.028791873
design_000024,17.5,0.027567256
design_000024,20.0,0.025505977
design_000024,22.5,0.02748483
design_000024,25.0,0.024631705
design_000024,27.5,0.021378066
design_000024,30.0,0.017783374
design_000024,32.5,0.009817343
design_000024,35.0,0.0060732244
design_000024,37.5,0.003262744
design_000024,40.0,0.001452666
design_000024,42.5,0.0013935596
design_000024,45.0,0.0012522136
design_000025,0.0,0.002062053
design_000025,2.5,0.06158609
design_000025,5.0,0.1793139
design_000025,7.5,0.38916567
design_000025,10.0,0.03702025
design_000025,12.5,0.036230884
design_000025,15.0,0.08293028
design_000025,17.5,0.12277825
design_000025,20.0,0.008409444
design_000025,22.5,0.008517114
design_000025,25.0,0.010608923
design_000025,27.5,0.010274917
design_000025,30.0,0.010319402
design_000025,32.5,0.0049201483
design_000025,35.0,0.0050096978
design_000025,37.5,0.004374403
design_000025,40.0,0.0047039026
design_000025,42.5,0.0056031775
design_000025,45.0,0.0050107576
design_000026,0.0,0.002062053
design_000026,2.5,0.06526421
design_000026,5.0,0.05856018
design_000026,7.5,0.31205654
design_000026,10.0,0.04192844
design_000026,12.5,0.28427663
design_000026,15.0,0.26801598
design_000026,17.5,0.31693947
design_000026,20.0,0.3421138
design_000026,22.5,0.0027121943
design_000026,25.0,0.02301734
design_000026,27.5,0.024759926
design_000026,30.0,0.010859543
design_000026,32.5,0.007685895
design_000026,35.0,0.008507822
design_000026,37.5,0.0076038297
design_000026,40.0,0.0066319564
design_000026,42.5,0.008022031
design_000026,45.0,0.009425912
design_000027,0.0,0.002062053
design_000027,2.5,0.06888214
design_000027,5.0,0.053575892
design_000027,7.5,0.22844948
design_000027,10.0,0.014623897
design_000027,12.5,0.057336375
design_000027,15.0,0.06272627
design_000027,17.5,0.048956256
design_000027,20.0,0.03525049
design_000027,22.5,0.025839379
design_000027,25.0,0.018043526
design_000027,27.5,0.012792664
design_000027,30.0,0.008880198
design_000027,32.5,0.008535803
design_000027,35.0,0.006990707
design_000027,37.5,0.0049041715
design_000027,40.0,0.004855884
design_000027,42.5,0.004535949
design_000027,45.0,0.0043813908
design_000028,0.0,0.002062053
design_000028,2.5,0.078777775
design_000028,5.0,0.03739718
design_000028,7.5,0.030182142
design_000028,10.0,0.15580872
design_000028,12.5,0.03513985
design_000028,15.0,0.036820926
design_000028,17.5,0.035427727
design_000028,20.0,0.028986549
design_000028,22.5,0.019509282
design_000028,25.0,0.011863416
design_000028,27.5,0.005258638
design_000028,30.0,0.004779713
design_000028,32.5,0.0021278614
design_000028,35.0,0.0024000108
design_000028,37.5,0.0032866255
design_000028,40.0,0.004315104
design_000028,42.5,0.004276989
design_000028,45.0,0.004732172
design_000029,0.0,0.002062053
design_000029,2.5,0.06520702
design_000029,5.0,0.11045319
design_000029,7.5,0.28021428
design_000029,10.0,0.27287534
design_000029,12.5,0.47511393
design_000029,15.0,0.44587594
design_000029,17.5,0.2697632
design_000029,20.0,0.009353727
design_000029,22.5,0.013286609
design_000029,25.0,0.021400174
design_000029,27.5,0.010777678
design_000029,30.0,0.00097420556
design_000029,32.5,0.0010153148
design_000029,35.0,0.00138639
design_000029,37.5,0.002626539
design_000029,40.0,0.0046533505
design_000029,42.5,0.0042028697
design_000029,45.0,0.0058949143
design_000030,0.0,0.002062053
design_000030,2.5,0.039428495
design_000030,5.0,0.327466
design_000030,7.5,0.012965307
design_000030,10.0,0.024019193
design_000030,12.5,0.032299664
design_000030,15.0,0.061040334
design_000030,17.5,0.08498982
design_000030,20.0,0.093682885
design_000030,22.5,0.025746219
design_000030,25.0,0.008104578
design_000030,27.5,0.010395819
design_000030,30.0,0.008323432
design_000030,32.5,0.004861813
design_000030,35.0,0.003042221
design_000030,37.5,0.002010828
design_000030,40.0,0.0025772506
design_000030,42.5,0.0032958477
design_000030,45.0,0.004722951
design_000031,0.0,0.002062053
design_000031,2.5,0.012045845
design_000031,5.0,0.023695273
design_000031,7.5,0.13173203
design_000031,10.0,0.1369927
design_000031,12.5,0.4679188
design_000031,15.0,0.028747799
design_000031,17.5,0.21704549
design_000031,20.0,0.018989775
design_000031,22.5,0.0140648335
design_000031,25.0,0.011513349
design_000031,27.5,0.0083426945
design_000031,30.0,0.009192531
design_000031,32.5,0.006506241
design_000031,35.0,0.0040723383
design_000031,37.5,0.0022512786
design_000031,40.0,0.0025684165
design_000031,42.5,0.0032466874
design_000031,45.0,0.0034809015
design_000032,0.0,0.002062053
design_000032,2.5,0.06530741
design_000032,5.0,0.1105741
design_000032,7.5,0.097820684
design_000032,10.0,0.20529583
design_000032,12.5,0.27852285
design_000032,15.0,0.033335634
design_000032,17.5,0.011130701
design_000032,20.0,0.0036516318
design_000032,22.5,0.002421607
design_000032,25.0,0.002922064
design_000032,27.5,0.003289315
design_000032,30.0,0.0034121363
design_000032,32.5,0.0043744207
design_000032,35.0,0.0056929076
design_000032,37.5,0.0064107766
design_000032,40.0,0.006557456
design_000032,42.5,0.0067011053
design_000032,45.0,0.008125731
design_000033,0.0,0.002062053
design_000033,2.5,0.060827002
design_000033,5.0,0.060837872
design_000033,7.5,0.1331105
design_000033,10.0,0.16954973
design_000033,12.5,0.051777557
design_000033,15.0,0.04870934
design_000033,17.5,0.046789747
design_000033,20.0,0.04324808
design_000033,22.5,0.032227352
design_000033,25.0,0.022174973
design_000033,27.5,0.016938824
design_000033,30.0,0.008490111
design_000033,32.5,0.005701339
design_000033,35.0,0.005320426
design_000033,37.5,0.0045513557
design_000033,40.0,0.006399037
design_000033,42.5,0.0066584763
design_000033,45.0,0.0070888177
design_000034,0.0,0.002062053
design_000034,2.5,0.15029141
design_000034,5.0,0.026174705
design_000034,7.5,0.13310616
design_000034,10.0,0.2681879
design_000034,12.5,0.20302501
design_000034,15.0,0.1074271
design_000034,17.5,0.08922832
design_000034,20.0,0.0683777
design_000034,22.5,0.03439013
design_000034,25.0,0.022214882
design_000034,27.5,0.017113253
design_000034,30.0,0.014664251
design_000034,32.5,0.01120786
design_000034,35.0,0.007731236
design_000034,37.5,0.0066416627
design_000034,40.0,0.0047363816
design_000034,42.5,0.0032721548
design_000034,45.0,0.0032555896
design_000035,0.0,0.002062053
design_000035,2.5,0.07735645
design_000035,5.0,0.039458975
design_000035,7.5,0.01826127
design_000035,10.0,0.016949523
design_000035,12.5,0.027931305
design_000035,15.0,0.034324788
design_000035,17.5,0.032045487
design_000035,20.0,0.025667716
design_000035,22.5,0.02661454
design_000035,25.0,0.021554535
design_000035,27.5,0.014736457
design_000035,30.0,0.011214398
design_000035,32.5,0.0054735728
design_000035,35.0,0.0028323764
design_000035,37.5,0.0019681703
design_000035,40.0,0.0029301543
design_000035,42.5,0.002878404
design_000035,45.0,0.0042731147
design_000036,0.0,0.002062053
design_000036,2.5,0.017504476
design_000036,5.0,0.013734488
design_000036,7.5,0.11381926
design_000036,10.0,0.15380815
design_000036,12.5,0.14857712
design_000036,15.0,0.041590314
design_000036,17.5,0.023339693
design_000036,20.0,0.012066701
design_000036,22.5,0.011569031
design_000036,25.0,0.008974907
design_000036,27.5,0.010307686
design_000036,30.0,0.010075904
design_000036,32.5,0.0055154087
design_000036,35.0,0.004602169
design_000036,37.5,0.0029720156
design_000036,40.0,0.0037339528
design_000036,42.5,0.0038482929
design_000036,45.0,0.004658454
design_000037,0.0,0.002062053
design_000037,2.5,0.06542049
design_000037,5.0,0.08548646
design_000037,7.5,0.1318165
design_000037,10.0,0.035478335
design_000037,12.5,0.02460374
design_000037,15.0,0.028706968
design_000037,17.5,0.032583833
design_000037,20.0,0.035783295
design_000037,22.5,0.038312834
design_000037,25.0,0.03328391
design_000037,27.5,0.022943093
design_000037,30.0,0.0115389405
design_000037,32.5,0.009726781
design_000037,35.0,0.009185662
design_000037,37.5,0.0077033862
design_000037,40.0,0.007062592
design_000037,42.5,0.007522472
design_000037,45.0,0.008052178
design_000038,0.0,0.002062053
design_000038,2.5,0.05828315
design_000038,5.0,0.2737326
design_000038,7.5,0.021592055
design_000038,10.0,0.030754948
design_000038,12.5,0.044451438
design_000038,15.0,0.035908565
design_000038,17.5,0.0118334815
design_000038,20.0,0.010848879
design_000038,22.5,0.013352904
design_000038,25.0,0.01577348
design_000038,27.5,0.018868292
design_000038,30.0,0.015795773
design_000038,32.5,0.008900395
design_000038,35.0,0.0077122264
design_000038,37.5,0.006030258
design_000038,40.0,0.0049001733
design_000038,42.5,0.0036452364
design_000038,45.0,0.0034020864
design_000039,0.0,0.002062053
design_000039,2.5,0.021267377
design_000039,5.0,0.054785233
design_000039,7.5,0.10306871
design_000039,10.0,0.13583457
design_000039,12.5,0.11351432
design_000039,15.0,0.0866635
design_000039,17.5,0.0525955
design_000039,20.0,0.034735717
design_000039,22.5,0.027157217
design_000039,25.0,0.023344986
design_000039,27.5,0.020860419
design_000039,30.0,0.016293447
design_000039,32.5,0.014409153
design_000039,35.0,0.01202869
design_000039,37.5,0.010211565
design_000039,40.0,0.009430202
design_000039,42.5,0.0073215133
design_000039,45.0,0.0071805585
design_000040,0.0,0.002062053
design_000040,2.5,0.06531739
design_000040,5.0,0.060635976
design_000040,7.5,0.19786033
design_000040,10.0,0.2774161
design_000040,12.5,0.023571819
design_000040,15.0,0.042694774
design_000040,17.5,0.056242682
design_000040,20.0,0.0539707
design_000040,22.5,0.04972543
design_000040,25.0,0.03725247
design_000040,27.5,0.02088795
design_000040,30.0,0.010319191
design_000040,32.5,0.007460784
design_000040,35.0,0.0074770264
design_000040,37.5,0.0039030635
design_000040,40.0,0.00356411
design_000040,42.5,0.003915515
design_000040,45.0,0.0032497747
design_000041,0.0,0.002062053
design_000041,2.5,0.092454
design_000041,5.0,0.041661315
design_000041,7.5,0.037741665
design_000041,10.0,0.06365161
design_000041,12.5,0.10694693
design_000041,15.0,0.1375878
design_000041,17.5,0.0100697065
design_000041,20.0,0.021275941
design_000041,22.5,0.026926197
design_000041,25.0,0.02483411
design_000041,27.5,0.016731422
design_000041,30.0,0.007868003
design_000041,32.5,0.0050009033
design_000041,35.0,0.007430264
design_000041,37.5,0.0063419826
design_000041,40.0,0.006680439
design_000041,42.5,0.0051686885
design_000041,45.0,0.005532565
design_000042,0.0,0.002062053
design_000042,2.5,0.060174767
design_000042,5.0,0.012454544
design_000042,7.5,0.024310391
design_000042,10.0,0.035635516
design_000042,12.5,0.03476935
design_000042,15.0,0.025412507
design_000042,17.5,0.019628594
design_000042,20.0,0.014806811
design_000042,22.5,0.016818814
design_000042,25.0,0.014053748
design_000042,27.5,0.011120841
design_000042,30.0,0.010913666
design_000042,32.5,0.0066385954
design_000042,35.0,0.0043318914
design_000042,37.5,0.0025256397
design_000042,40.0,0.0019511636
design_000042,42.5,0.002274305
design_000042,45.0,0.0017497801
design_000043,0.0,0.002062053
design_000043,2.5,0.063072726
design_000043,5.0,0.047049046
design_000043,7.5,0.022035021
design_000043,10.0,0.15550202
design_000043,12.5,0.013993125
design_000043,15.0,0.016646849
design_000043,17.5,0.008665662
design_000043,20.0,0.015941087
design_000043,22.5,0.025034653
design_000043,25.0,0.029554795
design_000043,27.5,0.0271356
design_000043,30.0,0.019394835
design_000043,32.5,0.015048556
design_000043,35.0,0.012711916
design_000043,37.5,0.010251195
design_000043,40.0,0.009759187
design_000043,42.5,0.0060796333
design_000043,45.0,0.0054500178
design_000044,0.0,0.002062053
design_000044,2.5,0.020240152
design_000044,5.0,0.020806871
design_000044,7.5,0.040499583
design_000044,10.0,0.06668213
design_000044,12.5,0.0941459
design_000044,15.0,0.15807226
design_000044,17.5,0.17837183
design_000044,20.0,0.035297982
design_000044,22.5,0.023506287
design_000044,25.0,0.014559717
design_000044,27.5,0.0061897635
design_000044,30.0,0.009466407
design_000044,32.5,0.0054416684
design_000044,35.0,0.005602172
design_000044,37.5,0.007200085
design_000044,40.0,0.009266705
design_000044,42.5,0.007135723
design_000044,45.0,0.009499868
design_000045,0.0,0.002062053
design_000045,2.5,0.06893952
design_000045,5.0,0.33821696
design_000045,7.5,0.03881198
design_000045,10.0,0.05018612
design_000045,12.5,0.046873987
design_000045,15.0,0.033630878
design_000045,17.5,0.015709627
design_000045,20.0,0.0057884855
design_000045,22.5,0.0026569683
design_000045,25.0,0.0030866126
design_000045,27.5,0.005097042
design_000045,30.0,0.0059193987
design_000045,32.5,0.003022512
design_000045,35.0,0.003074589
design_000045,37.5,0.0028521942
design_000045,40.0,0.0034056804
design_000045,42.5,0.003402818
design_000045,45.0,0.0038657822
design_000046,0.0,0.002062053
design_000046,2.5,0.014258924
design_000046,5.0,0.015179156
design_000046,7.5,0.0425646
design_000046,10.0,0.070044
design_000046,12.5,0.117620714
design_000046,15.0,0.685793
design_000046,17.5,0.8683004
design_000046,20.0,0.108520985
design_000046,22.5,0.15368003
design_000046,25.0,0.030458817
design_000046,27.5,0.008795115
design_000046,30.0,0.01596941
design_000046,32.5,0.010285147
design_000046,35.0,0.0066514523
design_000046,37.5,0.0034230123
design_000046,40.0,0.0032518795
design_000046,42.5,0.0038215988
design_000046,45.0,0.003589955
design_000047,0.0,0.002062053
design_000047,2.5,0.064916134
design_000047,5.0,0.10116381
design_000047,7.5,0.13172832
design_000047,10.0,0.02217478
design_000047,12.5,0.0182687
design_000047,15.0,0.012767555
design_000047,17.5,0.007617465
design_000047,20.0,0.0076652328
design_000047,22.5,0.0111839585
design_000047,25.0,0.012435902
design_000047,27.5,0.011964088
design_000047,30.0,0.010048255
design_000047,32.5,0.008987408
design_000047,35.0,0.007462019
design_000047,37.5,0.006231268
design_000047,40.0,0.0056450586
design_000047,42.5,0.004802493
design_000047,45.0,0.0049030585
design_000048,0.0,0.002062053
design_000048,2.5,0.015216409
design_000048,5.0,0.05442234
design_000048,7.5,0.095572144
design_000048,10.0,0.10283646
design_000048,12.5,0.12503612
design_000048,15.0,0.13942048
design_000048,17.5,0.11989115
design_000048,20.0,0.08980476
