design_id,day,mmd2
design_000129,27.5,0.006333207
design_000129,30.0,0.006474865
design_000129,32.5,0.0047038817
design_000129,35.0,0.0041405875
design_000129,37.5,0.0046281945
design_000129,40.0,0.007096516
design_000129,42.5,0.005076519
design_000129,45.0,0.004650959
design_000130,0.0,0.002062053
design_000130,2.5,0.06365085
design_000130,5.0,0.03525082
design_000130,7.5,0.1688555
design_000130,10.0,0.025818486
design_000130,12.5,0.031816494
design_000130,15.0,0.040814366
design_000130,17.5,0.0412925
design_000130,20.0,0.0386392
design_000130,22.5,0.035542086
design_000130,25.0,0.027424105
design_000130,27.5,0.020011563
design_000130,30.0,0.0141975
design_000130,32.5,0.011886803
design_000130,35.0,0.009069404
design_000130,37.5,0.0074650096
design_000130,40.0,0.0055154767
design_000130,42.5,0.00506473
design_000130,45.0,0.004749056
design_000131,0.0,0.002062053
design_000131,2.5,0.06454939
design_000131,5.0,0.06122634
design_000131,7.5,0.1875355
design_000131,10.0,0.18791986
design_000131,12.5,0.47774148
design_000131,15.0,0.41370058
design_000131,17.5,0.030487556
design_000131,20.0,0.003906617
design_000131,22.5,0.002533434
design_000131,25.0,0.005237103
design_000131,27.5,0.006853812
design_000131,30.0,0.005134534
design_000131,32.5,0.007754886
design_000131,35.0,0.010379048
design_000131,37.5,0.009299605
design_000131,40.0,0.009935648
design_000131,42.5,0.009034935
design_000131,45.0,0.0087557845
design_000132,0.0,0.002062053
design_000132,2.5,0.06818679
design_000132,5.0,0.05424423
design_000132,7.5,0.3240792
design_000132,10.0,0.04912352
design_000132,12.5,0.12942004
design_000132,15.0,0.034853987
design_000132,17.5,0.016002886
design_000132,20.0,0.013327129
design_000132,22.5,0.021848023
design_000132,25.0,0.022564027
design_000132,27.5,0.025914937
design_000132,30.0,0.019616578
design_000132,32.5,0.017734088
design_000132,35.0,0.016992139
design_000132,37.5,0.015085317
design_000132,40.0,0.0111458255
design_000132,42.5,0.008748312
design_000132,45.0,0.007208567
design_000133,0.0,0.002062053
design_000133,2.5,0.06507875
design_000133,5.0,0.11002226
design_000133,7.5,0.06647253
design_000133,10.0,0.2629962
design_000133,12.5,0.18644005
design_000133,15.0,0.6277957
design_000133,17.5,0.026392926
design_000133,20.0,0.03505183
design_000133,22.5,0.010504395
design_000133,25.0,0.015112532
design_000133,27.5,0.007055237
design_000133,30.0,0.0036475244
design_000133,32.5,0.0029215429
design_000133,35.0,0.008288514
design_000133,37.5,0.00698305
design_000133,40.0,0.004476075
design_000133,42.5,0.0039437544
design_000133,45.0,0.004795693
design_000134,0.0,0.002062053
design_000134,2.5,0.0650511
design_000134,5.0,0.06786674
design_000134,7.5,0.1323379
design_000134,10.0,0.27750632
design_000134,12.5,0.444965
design_000134,15.0,0.33901763
design_000134,17.5,0.09868847
design_000134,20.0,0.10107416
design_000134,22.5,0.08608223
design_000134,25.0,0.07089695
design_000134,27.5,0.063108936
design_000134,30.0,0.03287959
design_000134,32.5,0.033825483
design_000134,35.0,0.022146983
design_000134,37.5,0.016363645
design_000134,40.0,0.013567008
design_000134,42.5,0.009343163
design_000134,45.0,0.011290519
design_000135,0.0,0.002062053
design_000135,2.5,0.064479485
design_000135,5.0,0.12323661
design_000135,7.5,0.027971838
design_000135,10.0,0.25560942
design_000135,12.5,0.46422043
design_000135,15.0,0.69770944
design_000135,17.5,0.54422396
design_000135,20.0,0.51833916
design_000135,22.5,0.07821109
design_000135,25.0,0.049766816
design_000135,27.5,0.007814834
design_000135,30.0,0.002677954
design_000135,32.5,0.0016911149
design_000135,35.0,0.0025659036
design_000135,37.5,0.0023321463
design_000135,40.0,0.0045911614
design_000135,42.5,0.0047107222
design_000135,45.0,0.0053591137
design_000136,0.0,0.002062053
design_000136,2.5,0.06510736
design_000136,5.0,0.11683077
design_000136,7.5,0.1333191
design_000136,10.0,0.10549608
design_000136,12.5,0.054659884
design_000136,15.0,0.015222836
design_000136,17.5,0.005368163
design_000136,20.0,0.011620637
design_000136,22.5,0.019223817
design_000136,25.0,0.021307042
design_000136,27.5,0.019047063
design_000136,30.0,0.014090894
design_000136,32.5,0.010313345
design_000136,35.0,0.0071775117
design_000136,37.5,0.0039754882
design_000136,40.0,0.004810496
design_000136,42.5,0.004521028
design_000136,45.0,0.0049980315
design_000137,0.0,0.002062053
design_000137,2.5,0.0937879
design_000137,5.0,0.2721998
design_000137,7.5,0.059496343
design_000137,10.0,0.06923111
design_000137,12.5,0.059917077
design_000137,15.0,0.03202196
design_000137,17.5,0.015712934
design_000137,20.0,0.0135845
design_000137,22.5,0.0028281452
design_000137,25.0,0.0057613617
design_000137,27.5,0.0079051275
design_000137,30.0,0.0070918817
design_000137,32.5,0.0062181847
design_000137,35.0,0.00512104
design_000137,37.5,0.0037873995
design_000137,40.0,0.004098773
design_000137,42.5,0.0027655894
design_000137,45.0,0.0027765208
design_000138,0.0,0.002062053
design_000138,2.5,0.06544411
design_000138,5.0,0.077963576
design_000138,7.5,0.4020405
design_000138,10.0,0.015667371
design_000138,12.5,0.021474518
design_000138,15.0,0.02013567
design_000138,17.5,0.012478684
design_000138,20.0,0.007821815
design_000138,22.5,0.0055354233
design_000138,25.0,0.004959246
design_000138,27.5,0.0066777286
design_000138,30.0,0.009071082
design_000138,32.5,0.0047279997
design_000138,35.0,0.002203751
design_000138,37.5,0.0013646088
design_000138,40.0,0.001367488
design_000138,42.5,0.0022061705
design_000138,45.0,0.0023705228
design_000139,0.0,0.002062053
design_000139,2.5,0.05995256
design_000139,5.0,0.03673053
design_000139,7.5,0.06276968
design_000139,10.0,0.16225848
design_000139,12.5,0.018134521
design_000139,15.0,0.020409074
design_000139,17.5,0.0122030545
design_000139,20.0,0.016635083
design_000139,22.5,0.023215959
design_000139,25.0,0.024408584
design_000139,27.5,0.02255764
design_000139,30.0,0.015733983
design_000139,32.5,0.013122516
design_000139,35.0,0.010454064
design_000139,37.5,0.008776874
design_000139,40.0,0.006890582
design_000139,42.5,0.00605861
design_000139,45.0,0.005648856
design_000140,0.0,0.002062053
design_000140,2.5,0.06254044
design_000140,5.0,0.11174963
design_000140,7.5,0.059646342
design_000140,10.0,0.07425868
design_000140,12.5,0.040759675
design_000140,15.0,0.09259078
design_000140,17.5,0.051271535
design_000140,20.0,0.022680162
design_000140,22.5,0.014408494
design_000140,25.0,0.012517139
design_000140,27.5,0.011496436
design_000140,30.0,0.007502385
design_000140,32.5,0.0059847645
design_000140,35.0,0.005437188
design_000140,37.5,0.005479886
design_000140,40.0,0.0070185577
design_000140,42.5,0.007200621
design_000140,45.0,0.008211667
design_000141,0.0,0.002062053
design_000141,2.5,0.02289615
design_000141,5.0,0.035006568
design_000141,7.5,0.05090352
design_000141,10.0,0.07321324
design_000141,12.5,0.08981946
design_000141,15.0,0.10274401
design_000141,17.5,0.08930947
design_000141,20.0,0.064442776
design_000141,22.5,0.042499892
design_000141,25.0,0.026895436
design_000141,27.5,0.015757766
design_000141,30.0,0.010178596
design_000141,32.5,0.005881465
design_000141,35.0,0.0028644525
design_000141,37.5,0.0017523061
design_000141,40.0,0.0026837818
design_000141,42.5,0.0036470718
design_000141,45.0,0.004750777
design_000142,0.0,0.002062053
design_000142,2.5,0.0645607
design_000142,5.0,0.057241186
design_000142,7.5,0.088346496
design_000142,10.0,0.15460902
design_000142,12.5,0.016210442
design_000142,15.0,0.022789393
design_000142,17.5,0.017600978
design_000142,20.0,0.01369588
design_000142,22.5,0.01782634
design_000142,25.0,0.015173186
design_000142,27.5,0.010444123
design_000142,30.0,0.00619251
design_000142,32.5,0.0049110353
design_000142,35.0,0.0038124502
design_000142,37.5,0.0036448396
design_000142,40.0,0.0031775208
design_000142,42.5,0.0032325066
design_000142,45.0,0.0038624387
design_000143,0.0,0.002062053
design_000143,2.5,0.06499675
design_000143,5.0,0.054304708
design_000143,7.5,0.060221747
design_000143,10.0,0.023176583
design_000143,12.5,0.1603629
design_000143,15.0,0.022942537
design_000143,17.5,0.024215609
design_000143,20.0,0.020736087
design_000143,22.5,0.016858734
design_000143,25.0,0.004129608
design_000143,27.5,0.00429321
design_000143,30.0,0.005629786
design_000143,32.5,0.0043531097
design_000143,35.0,0.0041652666
design_000143,37.5,0.0040093716
design_000143,40.0,0.0034136907
design_000143,42.5,0.0037936338
design_000143,45.0,0.0049722423
design_000144,0.0,0.002062053
design_000144,2.5,0.06591637
design_000144,5.0,0.23300289
design_000144,7.5,0.4606548
design_000144,10.0,0.029960625
design_000144,12.5,0.05028061
design_000144,15.0,0.05951355
design_000144,17.5,0.048812233
design_000144,20.0,0.03343489
design_000144,22.5,0.026157819
design_000144,25.0,0.019760322
design_000144,27.5,0.013751283
design_000144,30.0,0.009177465
design_000144,32.5,0.0072752805
design_000144,35.0,0.006979684
design_000144,37.5,0.0043541333
design_000144,40.0,0.00356833
design_000144,42.5,0.0053161904
design_000144,45.0,0.0056753205
design_000145,0.0,0.002062053
design_000145,2.5,0.20887682
design_000145,5.0,0.054408565
design_000145,7.5,0.032284122
design_000145,10.0,0.13625842
design_000145,12.5,0.1867697
design_000145,15.0,0.2187715
design_000145,17.5,0.037803296
design_000145,20.0,0.029503573
design_000145,22.5,0.013270491
design_000145,25.0,0.015865985
design_000145,27.5,0.01126648
design_000145,30.0,0.005159204
design_000145,32.5,0.0023489278
design_000145,35.0,0.0023708642
design_000145,37.5,0.0020307393
design_000145,40.0,0.0027944483
design_000145,42.5,0.0037791163
design_000145,45.0,0.004099829
design_000146,0.0,0.002062053
design_000146,2.5,0.011479817
design_000146,5.0,0.031468388
design_000146,7.5,0.052555054
design_000146,10.0,0.047077693
design_000146,12.5,0.04192163
design_000146,15.0,0.03604375
design_000146,17.5,0.029478047
design_000146,20.0,0.021517757
design_000146,22.5,0.01965994
design_000146,25.0,0.015521446
design_000146,27.5,0.011118058
design_000146,30.0,0.006898181
design_000146,32.5,0.0057180054
design_000146,35.0,0.0059625376
design_000146,37.5,0.003754955
design_000146,40.0,0.004171815
design_000146,42.5,0.0042961594
design_000146,45.0,0.0036836038
design_000147,0.0,0.002062053
design_000147,2.5,0.06389165
design_000147,5.0,0.08115178
design_000147,7.5,0.112547696
design_000147,10.0,0.17615204
design_000147,12.5,0.4147637
design_000147,15.0,0.37498206
design_000147,17.5,0.13302132
design_000147,20.0,0.010244591
design_000147,22.5,0.004605108
design_000147,25.0,0.0041265185
design_000147,27.5,0.006225156
design_000147,30.0,0.0073521296
design_000147,32.5,0.0038250485
design_000147,35.0,0.0036258437
design_000147,37.5,0.0029959022
design_000147,40.0,0.0028441113
design_000147,42.5,0.0031475662
design_000147,45.0,0.0044630757
design_000148,0.0,0.002062053
design_000148,2.5,0.06469253
design_000148,5.0,0.058607064
design_000148,7.5,0.03451845
design_000148,10.0,0.043606773
design_000148,12.5,0.057358187
design_000148,15.0,0.064000875
design_000148,17.5,0.057906266
design_000148,20.0,0.042734515
design_000148,22.5,0.038988404
design_000148,25.0,0.028855938
design_000148,27.5,0.019085962
design_000148,30.0,0.013573669
design_000148,32.5,0.007679815
design_000148,35.0,0.0041562784
design_000148,37.5,0.0026391312
design_000148,40.0,0.0010452487
design_000148,42.5,0.0012123457
design_000148,45.0,0.0011990762
design_000149,0.0,0.002062053
design_000149,2.5,0.064541854
design_000149,5.0,0.04532564
design_000149,7.5,0.13519174
design_000149,10.0,0.05447302
design_000149,12.5,0.080037236
design_000149,15.0,0.14141056
design_000149,17.5,0.028519679
design_000149,20.0,0.0022369719
design_000149,22.5,0.00513217
design_000149,25.0,0.008648937
design_000149,27.5,0.012667689
design_000149,30.0,0.009414462
design_000149,32.5,0.011284841
design_000149,35.0,0.013739251
design_000149,37.5,0.012461238
design_000149,40.0,0.010148764
design_000149,42.5,0.007348674
design_000149,45.0,0.008659667
design_000150,0.0,0.002062053
design_000150,2.5,0.06289997
design_000150,5.0,0.0765361
design_000150,7.5,0.025753006
design_000150,10.0,0.049926206
design_000150,12.5,0.0751892
design_000150,15.0,0.11812788
design_000150,17.5,0.0075042136
design_000150,20.0,0.0064791637
design_000150,22.5,0.0029363804
design_000150,25.0,0.0029816213
design_000150,27.5,0.0031335738
design_000150,30.0,0.0029605594
design_000150,32.5,0.004470851
design_000150,35.0,0.005545581
design_000150,37.5,0.0057061356
design_000150,40.0,0.0049762526
design_000150,42.5,0.0050291726
design_000150,45.0,0.005889116
design_000151,0.0,0.002062053
design_000151,2.5,0.05877811
design_000151,5.0,0.07539915
design_000151,7.5,0.14418127
design_000151,10.0,0.13045591
design_000151,12.5,0.045041434
design_000151,15.0,0.034587495
design_000151,17.5,0.025175475
design_000151,20.0,0.025318377
design_000151,22.5,0.030908294
design_000151,25.0,0.031813826
design_000151,27.5,0.02734039
design_000151,30.0,0.022461997
design_000151,32.5,0.012939225
design_000151,35.0,0.00800769
design_000151,37.5,0.0064731278
design_000151,40.0,0.004170181
design_000151,42.5,0.004379331
design_000151,45.0,0.0048282337
design_000152,0.0,0.002062053
design_000152,2.5,0.015079489
design_000152,5.0,0.087122485
design_000152,7.5,0.028616438
design_000152,10.0,0.038529962
design_000152,12.5,0.044343237
design_000152,15.0,0.044330955
design_000152,17.5,0.036336128
design_000152,20.0,0.032496937
design_000152,22.5,0.028955862
design_000152,25.0,0.022670072
design_000152,27.5,0.016724609
design_000152,30.0,0.013001926
design_000152,32.5,0.009017341
design_000152,35.0,0.005707941
design_000152,37.5,0.004018674
design_000152,40.0,0.0031217295
design_000152,42.5,0.0025338125
design_000152,45.0,0.0028375434
design_000153,0.0,0.002062053
design_000153,2.5,0.06442204
design_000153,5.0,0.057200003
design_000153,7.5,0.054074682
design_000153,10.0,0.27705732
design_000153,12.5,0.18472305
design_000153,15.0,0.05804639
design_000153,17.5,0.024994673
design_000153,20.0,0.026461385
design_000153,22.5,0.029567942
design_000153,25.0,0.024561942
design_000153,27.5,0.010781262
design_000153,30.0,0.00921814
design_000153,32.5,0.018643139
design_000153,35.0,0.0071821306
design_000153,37.5,0.0043061343
design_000153,40.0,0.0031588618
design_000153,42.5,0.0043142354
design_000153,45.0,0.0023640138
design_000154,0.0,0.002062053
design_000154,2.5,0.0585555
design_000154,5.0,0.2254885
design_000154,7.5,0.015357073
design_000154,10.0,0.020905145
design_000154,12.5,0.0278105
design_000154,15.0,0.030976009
design_000154,17.5,0.022507444
design_000154,20.0,0.017923014
design_000154,22.5,0.017983494
design_000154,25.0,0.017741006
design_000154,27.5,0.014726697
design_000154,30.0,0.012693277
design_000154,32.5,0.00835481
design_000154,35.0,0.005812348
design_000154,37.5,0.0045115394
design_000154,40.0,0.0038995827
design_000154,42.5,0.0034552496
design_000154,45.0,0.0040220553
design_000155,0.0,0.002062053
design_000155,2.5,0.061679464
design_000155,5.0,0.048894696
design_000155,7.5,0.0681439
design_000155,10.0,0.28392294
design_000155,12.5,0.07239996
design_000155,15.0,0.046788633
design_000155,17.5,0.033739604
design_000155,20.0,0.042861596
design_000155,22.5,0.04362645
design_000155,25.0,0.04084239
design_000155,27.5,0.03601735
design_000155,30.0,0.023241201
design_000155,32.5,0.017806992
design_000155,35.0,0.014087079
design_000155,37.5,0.012335643
design_000155,40.0,0.008271183
design_000155,42.5,0.0058232443
design_000155,45.0,0.0048120213
design_000156,0.0,0.002062053
design_000156,2.5,0.024894428
design_000156,5.0,0.08585967
design_000156,7.5,0.15857957
design_000156,10.0,0.22192894
design_000156,12.5,0.302953
design_000156,15.0,0.35707158
design_000156,17.5,0.30245584
design_000156,20.0,0.723685
design_000156,22.5,0.046921015
design_000156,25.0,0.06884132
design_000156,27.5,0.06365815
design_000156,30.0,0.03948023
design_000156,32.5,0.030482039
design_000156,35.0,0.02657593
design_000156,37.5,0.015798083
design_000156,40.0,0.013701706
design_000156,42.5,0.0131280115
design_000156,45.0,0.013954927
design_000157,0.0,0.002062053
design_000157,2.5,0.065820426
design_000157,5.0,0.058186363
design_000157,7.5,0.038702153
design_000157,10.0,0.25277817
design_000157,12.5,0.038544115
design_000157,15.0,0.05107697
design_000157,17.5,0.047222972
design_000157,20.0,0.03612368
design_000157,22.5,0.031418942
design_000157,25.0,0.02359061
design_000157,27.5,0.017378887
design_000157,30.0,0.013389301
design_000157,32.5,0.006987078
design_000157,35.0,0.004128765
design_000157,37.5,0.0025996366
design_000157,40.0,0.003131857
design_000157,42.5,0.003248509
design_000157,45.0,0.003914858
design_000158,0.0,0.002062053
design_000158,2.5,0.04104116
design_000158,5.0,0.07344052
design_000158,7.5,0.14241633
design_000158,10.0,0.23754139
design_000158,12.5,0.037112474
design_000158,15.0,0.12467624
design_000158,17.5,0.15268153
design_000158,20.0,0.0059534037
design_000158,22.5,0.0077213324
design_000158,25.0,0.009823837
design_000158,27.5,0.008823515
design_000158,30.0,0.008985514
design_000158,32.5,0.009580888
design_000158,35.0,0.008462375
design_000158,37.5,0.008217617
design_000158,40.0,0.0088279545
design_000158,42.5,0.0063827923
design_000158,45.0,0.004776856
design_000159,0.0,0.002062053
design_000159,2.5,0.040798232
design_000159,5.0,0.03529223
design_000159,7.5,0.17127581
design_000159,10.0,0.19127613
design_000159,12.5,0.2641999
design_000159,15.0,0.35820886
design_000159,17.5,0.00418455
design_000159,20.0,0.006333405
design_000159,22.5,0.009389906
design_000159,25.0,0.007454853
design_000159,27.5,0.001501678
design_000159,30.0,0.0028694058
design_000159,32.5,0.0037122313
design_000159,35.0,0.0018492464
design_000159,37.5,0.0023727869
design_000159,40.0,0.004965869
design_000159,42.5,0.0030913688
design_000159,45.0,0.0050286935
design_000160,0.0,0.002062053
design_000160,2.5,0.06344841
design_000160,5.0,0.14429006
design_000160,7.5,0.15080056
design_000160,10.0,0.19142148
design_000160,12.5,0.037550233
design_000160,15.0,0.026743378
design_000160,17.5,0.023361273
design_000160,20.0,0.022987682
design_000160,22.5,0.02831872
design_000160,25.0,0.027903868
design_000160,27.5,0.022431236
design_000160,30.0,0.017058536
design_000160,32.5,0.009656992
design_000160,35.0,0.004956149
design_000160,37.5,0.0029735765
design_000160,40.0,0.0037401197
design_000160,42.5,0.002790375
design_000160,45.0,0.003954699
design_000161,0.0,0.002062053
design_000161,2.5,0.060263425
design_000161,5.0,0.03193119
design_000161,7.5,0.058145404
design_000161,10.0,0.1514643
design_000161,12.5,0.12841026
design_000161,15.0,0.029019887
design_000161,17.5,0.01858007
design_000161,20.0,0.013850369
design_000161,22.5,0.014276907
design_000161,25.0,0.014316032
design_000161,27.5,0.010234699
design_000161,30.0,0.009428427
design_000161,32.5,0.004307459
design_000161,35.0,0.002672994
design_000161,37.5,0.0019719652
design_000161,40.0,0.0018535985
design_000161,42.5,0.0017639324
design_000161,45.0,0.0026074809
design_000162,0.0,0.002062053
design_000162,2.5,0.065267414
design_000162,5.0,0.100655995
design_000162,7.5,0.24614492
design_000162,10.0,0.019202717
design_000162,12.5,0.02265773
design_000162,15.0,0.028532017
design_000162,17.5,0.024322294
design_000162,20.0,0.018555727
design_000162,22.5,0.0171897
design_000162,25.0,0.012939603
design_000162,27.5,0.008131374
design_000162,30.0,0.007121261
design_000162,32.5,0.004597708
design_000162,35.0,0.0029252712
design_000162,37.5,0.0013119129
design_000162,40.0,0.0018077008
design_000162,42.5,0.003069817
design_000162,45.0,0.0023299302
design_000163,0.0,0.002062053
design_000163,2.5,0.06366494
design_000163,5.0,0.0331697
design_000163,7.5,0.114840284
design_000163,10.0,0.27789843
design_000163,12.5,0.034128793
design_000163,15.0,0.028252298
design_000163,17.5,0.023649298
design_000163,20.0,0.024420453
design_000163,22.5,0.03159837
design_000163,25.0,0.032865696
design_000163,27.5,0.029308537
design_000163,30.0,0.024295997
design_000163,32.5,0.020798465
design_000163,35.0,0.017724289
design_000163,37.5,0.015761696
design_000163,40.0,0.011556048
design_000163,42.5,0.010410434
design_000163,45.0,0.008669503
design_000164,0.0,0.002062053
design_000164,2.5,0.062013604
design_000164,5.0,0.12917823
design_000164,7.5,0.15685229
design_000164,10.0,0.19144943
design_000164,12.5,0.26507652
design_000164,15.0,0.09564976
design_000164,17.5,0.026436755
design_000164,20.0,0.019493109
design_000164,22.5,0.01637649
design_000164,25.0,0.01562929
design_000164,27.5,0.012155777
design_000164,30.0,0.008561098
design_000164,32.5,0.0047631133
design_000164,35.0,0.0028451579
design_000164,37.5,0.0021116962
design_000164,40.0,0.0033004843
design_000164,42.5,0.0026873804
design_000164,45.0,0.0030629393
design_000165,0.0,0.002062053
design_000165,2.5,0.06287147
design_000165,5.0,0.11003717
design_000165,7.5,0.052553825
design_000165,10.0,0.022563323
design_000165,12.5,0.47866106
design_000165,15.0,0.019844346
design_000165,17.5,0.033233874
design_000165,20.0,0.016347662
design_000165,22.5,0.018188352
design_000165,25.0,0.016775329
design_000165,27.5,0.008328635
design_000165,30.0,0.007280563
design_000165,32.5,0.0038370667
design_000165,35.0,0.0026011472
design_000165,37.5,0.0015036811
design_000165,40.0,0.0016372888
design_000165,42.5,0.0021109448
design_000165,45.0,0.0029913415
design_000166,0.0,0.002062053
design_000166,2.5,0.041935943
design_000166,5.0,0.05440858
design_000166,7.5,0.13317093
design_000166,10.0,0.27727985
design_000166,12.5,0.10394962
design_000166,15.0,0.5811529
design_000166,17.5,0.2195561
design_000166,20.0,0.24094851
design_000166,22.5,0.008283667
design_000166,25.0,0.01491716
design_000166,27.5,0.007732581
design_000166,30.0,0.008216767
design_000166,32.5,0.005608825
design_000166,35.0,0.0061320746
design_000166,37.5,0.0068703466
design_000166,40.0,0.0074389474
design_000166,42.5,0.0060838256
design_000166,45.0,0.00769565
design_000167,0.0,0.002062053
design_000167,2.5,0.065107994
design_000167,5.0,0.07039641
design_000167,7.5,0.10564387
design_000167,10.0,0.14412223
design_000167,12.5,0.44953486
design_000167,15.0,0.025845997
design_000167,17.5,0.015101195
design_000167,20.0,0.010657873
design_000167,22.5,0.007345001
design_000167,25.0,0.008744684
design_000167,27.5,0.008719181
design_000167,30.0,0.0072065517
design_000167,32.5,0.0075839004
design_000167,35.0,0.008726453
design_000167,37.5,0.008592922
design_000167,40.0,0.0072852704
design_000167,42.5,0.0062458403
design_000167,45.0,0.0064754416
design_000168,0.0,0.002062053
design_000168,2.5,0.06529776
design_000168,5.0,0.031593576
design_000168,7.5,0.037933428
design_000168,10.0,0.26384953
design_000168,12.5,0.08986749
design_000168,15.0,0.022724546
design_000168,17.5,0.02293335
design_000168,20.0,0.022978902
design_000168,22.5,0.02467071
design_000168,25.0,0.01324722
design_000168,27.5,0.004513865
design_000168,30.0,0.006316996
design_000168,32.5,0.0048591904
design_000168,35.0,0.004515739
design_000168,37.5,0.0046031643
design_000168,40.0,0.0034054897
design_000168,42.5,0.004118776
design_000168,45.0,0.0049715345
design_000169,0.0,0.002062053
design_000169,2.5,0.06354634
design_000169,5.0,0.06637175
design_000169,7.5,0.10083332
design_000169,10.0,0.09195043
design_000169,12.5,0.22685885
design_000169,15.0,0.26681054
design_000169,17.5,0.018119898
design_000169,20.0,0.01886281
design_000169,22.5,0.019534212
design_000169,25.0,0.016118184
design_000169,27.5,0.006600136
design_000169,30.0,0.0061481013
design_000169,32.5,0.004198311
design_000169,35.0,0.0050870785
design_000169,37.5,0.0058444925
design_000169,40.0,0.004627805
design_000169,42.5,0.0025704317
design_000169,45.0,0.0046017095
design_000170,0.0,0.002062053
design_000170,2.5,0.03829416
design_000170,5.0,0.082102954
design_000170,7.5,0.031728834
design_000170,10.0,0.038894348
design_000170,12.5,0.044634916
design_000170,15.0,0.044210352
design_000170,17.5,0.03320173
design_000170,20.0,0.02501104
design_000170,22.5,0.021034913
design_000170,25.0,0.015837396
design_000170,27.5,0.011042675
design_000170,30.0,0.00837688
design_000170,32.5,0.005987615
design_000170,35.0,0.004027497
design_000170,37.5,0.0025867652
design_000170,40.0,0.0026924675
design_000170,42.5,0.0024155546
design_000170,45.0,0.00296542
design_000171,0.0,0.002062053
design_000171,2.5,0.062326074
design_000171,5.0,0.107330024
design_000171,7.5,0.06816088
design_000171,10.0,0.039609
design_000171,12.5,0.034165733
design_000171,15.0,0.026328053
design_000171,17.5,0.023795947
design_000171,20.0,0.025524084
design_000171,22.5,0.030791702
design_000171,25.0,0.02671172
design_000171,27.5,0.01906503
design_000171,30.0,0.015352026
design_000171,32.5,0.0077842497
design_000171,35.0,0.0042377175
design_000171,37.5,0.0027927675
design_000171,40.0,0.0027462193
design_000171,42.5,0.0035364504
design_000171,45.0,0.0035917098
design_000172,0.0,0.002062053
design_000172,2.5,0.13163874
design_000172,5.0,0.102558084
design_000172,7.5,0.07174806
design_000172,10.0,0.19453469
design_000172,12.5,0.21840315
design_000172,15.0,0.08741926
design_000172,17.5,0.034793448
design_000172,20.0,0.0050336937
design_000172,22.5,0.0089393435
design_000172,25.0,0.009363446
design_000172,27.5,0.0060732355
design_000172,30.0,0.0041715866
design_000172,32.5,0.003816175
design_000172,35.0,0.014223369
design_000172,37.5,0.0074223345
design_000172,40.0,0.0071331044
design_000172,42.5,0.007056788
design_000172,45.0,0.00734024
design_000173,0.0,0.002062053
design_000173,2.5,0.016196027
design_000173,5.0,0.14473999
design_000173,7.5,0.16819537
design_000173,10.0,0.18736818
design_000173,12.5,0.14103584
design_000173,15.0,0.6938468
design_000173,17.5,0.0065248287
design_000173,20.0,0.04218597
design_000173,22.5,0.18513921
design_000173,25.0,0.016227927
design_000173,27.5,0.009409513
design_000173,30.0,0.0041516605
design_000173,32.5,0.0065886155
design_000173,35.0,0.010490661
design_000173,37.5,0.009300819
design_000173,40.0,0.011326889
design_000173,42.5,0.009475549
design_000173,45.0,0.009784858
design_000174,0.0,0.002062053
design_000174,2.5,0.06503831
design_000174,5.0,0.12180283
design_000174,7.5,0.08896814
design_000174,10.0,0.030131517
design_000174,12.5,0.4769997
design_000174,15.0,0.019850742
design_000174,17.5,0.27002198
design_000174,20.0,0.0030516724
design_000174,22.5,0.0020012092
design_000174,25.0,0.0029242446
design_000174,27.5,0.0052123964
design_000174,30.0,0.004815693
design_000174,32.5,0.0056711547
design_000174,35.0,0.007325827
design_000174,37.5,0.008493257
design_000174,40.0,0.011175364
design_000174,42.5,0.007993165
design_000174,45.0,0.0077543696
design_000175,0.0,0.002062053
design_000175,2.5,0.013111308
design_000175,5.0,0.03291793
design_000175,7.5,0.065304115
design_000175,10.0,0.1399807
design_000175,12.5,0.4647565
design_000175,15.0,0.66283303
design_000175,17.5,0.116736
design_000175,20.0,0.15172231
design_000175,22.5,0.006874417
design_000175,25.0,0.0042897407
design_000175,27.5,0.005711182
design_000175,30.0,0.0048435177
design_000175,32.5,0.004351372
design_000175,35.0,0.012151665
design_000175,37.5,0.007728202
design_000175,40.0,0.0074100257
design_000175,42.5,0.006694643
design_000175,45.0,0.007681364
design_000176,0.0,0.002062053
design_000176,2.5,0.0074396147
design_000176,5.0,0.010621596
design_000176,7.5,0.06351881
design_000176,10.0,0.089296855
design_000176,12.5,0.13582376
design_000176,15.0,0.17300196
design_000176,17.5,0.050735325
design_000176,20.0,0.011445938
design_000176,22.5,0.009403659
design_000176,25.0,0.009159177
design_000176,27.5,0.0077796057
design_000176,30.0,0.011122949
design_000176,32.5,0.009637586
design_000176,35.0,0.009329012
design_000176,37.5,0.003884668
design_000176,40.0,0.0033671313
design_000176,42.5,0.00392864
design_000176,45.0,0.003968859
design_000177,0.0,0.002062053
design_000177,2.5,0.016018722
design_000177,5.0,0.022451641
design_000177,7.5,0.04596878
design_000177,10.0,0.08780263
design_000177,12.5,0.58916783
design_000177,15.0,0.009568892
design_000177,17.5,0.0062041897
design_000177,20.0,0.0030763808
design_000177,22.5,0.004950646
design_000177,25.0,0.006353923
design_000177,27.5,0.006645828
design_000177,30.0,0.0061297505
design_000177,32.5,0.0075447047
design_000177,35.0,0.008840588
design_000177,37.5,0.00819779
design_000177,40.0,0.0083773695
design_000177,42.5,0.0087991245
design_000177,45.0,0.009626194
