repeat,design_id,style,validation_mmd_risk,feasible,projection_failure_count,minimum_ess_fraction,max_moment_residual,failure_reason_counts
1,design_000139,support_random,0.030638117,False,4,0.0050172442894263454,0.6086949474860616,"{""coordinate_support_infeasible"": 3, ""low_ess"": 2, ""moment_residual"": 4, ""native_nonconvergence"": 4}"
1,design_000140,support_random,0.04298294,False,4,0.08417696627995443,0.3914322630560578,"{""coordinate_support_infeasible"": 3, ""moment_residual"": 4, ""native_nonconvergence"": 4}"
1,design_000141,support_random,0.04753811,False,2,0.0330088632041901,0.2486918747887673,"{""moment_residual"": 2, ""native_nonconvergence"": 2}"
1,design_000142,support_random,0.041227464,False,4,0.06736157518109012,0.5726882143277764,"{""coordinate_support_infeasible"": 3, ""moment_residual"": 4, ""native_nonconvergence"": 4}"
1,design_000143,support_random,0.03030974,False,5,0.005090596989779962,0.5745368898978976,"{""coordinate_support_infeasible"": 4, ""low_ess"": 2, ""moment_residual"": 5, ""native_nonconvergence"": 5}"
1,design_000144,support_random,0.040882807,False,2,0.05507690267073606,0.44261388470390506,"{""coordinate_support_infeasible"": 1, ""moment_residual"": 2, ""native_nonconvergence"": 2}"
1,design_000145,support_random,0.049697455,False,7,0.005127609527188444,0.3714680243096801,"{""coordinate_support_infeasible"": 6, ""low_ess"": 1, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000146,support_random,0.024485653,False,1,0.006009291773717016,0.03585910279649306,"{""low_ess"": 1, ""moment_residual"": 1, ""native_nonconvergence"": 1}"
1,design_000147,support_random,0.048554484,False,6,0.005805562448961297,0.4647722180867647,"{""coordinate_support_infeasible"": 6, ""low_ess"": 3, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000148,support_random,0.04140422,False,2,0.15436732574688689,0.3431566974692072,"{""moment_residual"": 2, ""native_nonconvergence"": 2}"
1,design_000149,support_random,0.043477595,False,6,0.005012999557574961,0.656439662886604,"{""coordinate_support_infeasible"": 5, ""low_ess"": 3, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000150,support_random,0.04578991,False,6,0.02354394655961906,0.747391268555865,"{""coordinate_support_infeasible"": 4, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000151,support_random,0.034630667,False,4,0.015160115931841923,0.18524911078678083,"{""coordinate_support_infeasible"": 3, ""low_ess"": 1, ""moment_residual"": 4, ""native_nonconvergence"": 4}"
1,design_000152,support_random,0.034927912,False,2,0.007467782748668854,0.2268417280016563,"{""low_ess"": 1, ""moment_residual"": 2, ""native_nonconvergence"": 2}"
1,design_000153,support_random,0.066453986,False,6,0.005095042231115951,0.7165872962830492,"{""coordinate_support_infeasible"": 5, ""low_ess"": 4, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000154,support_random,0.036429215,False,2,0.051378814958095306,0.5768129040543407,"{""coordinate_support_infeasible"": 1, ""moment_residual"": 2, ""native_nonconvergence"": 2}"
1,design_000155,support_random,0.03894909,False,4,0.005045546948622224,0.6627321475578807,"{""coordinate_support_infeasible"": 3, ""low_ess"": 1, ""moment_residual"": 4, ""native_nonconvergence"": 4}"
1,design_000156,support_random,0.15955794,False,9,0.005073999418663824,0.8449805077904116,"{""coordinate_support_infeasible"": 7, ""low_ess"": 8, ""moment_residual"": 9, ""native_nonconvergence"": 9}"
1,design_000157,support_random,0.04537405,False,3,0.015622535993155296,0.5661150830824317,"{""coordinate_support_infeasible"": 2, ""low_ess"": 1, ""moment_residual"": 3, ""native_nonconvergence"": 3}"
1,design_000158,support_random,0.050208762,False,6,0.0065723765835754636,0.6171009958820636,"{""coordinate_support_infeasible"": 5, ""low_ess"": 3, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000159,support_random,0.05829711,False,6,0.005009502013307625,0.46058519162724,"{""coordinate_support_infeasible"": 5, ""low_ess"": 5, ""moment_residual"": 6, ""native_nonconvergence"": 6}"
1,design_000160,support_random,0.03457301,False,4,0.009047427333825367,0.4883876988707543,"{""coordinate_support_infeasible"": 3, ""low_ess"": 2, ""moment_residual"": 4, ""native_nonconvergence"": 4}"
1,design_000161,support_random,0.043350887,False,4,0.008031796224016025,0.6737747957315867,"{""coordinate_support_infeasible"": 3, ""low_ess"": 1, ""moment_residual"": 4, ""native_nonconvergence"": 4}"
1,design_000162,support_random,0.039458152,False,3,0.06054579424962935,0.5503671164907932,"{""coordinate_support_infeasible"": 2, ""moment_residual"": 3, ""native_nonconvergence"": 3}"
1,design_000163,support_random,0.035644606,False,3,0.00530108863312177,0.22451309491038604,"{""coordinate_support_infeasible"": 3, ""low_ess"": 2, ""moment_residual"": 3, ""native_nonconvergence"": 3}"
