design_index,design_id,source_time_index,day,production_case_valid,diagnostic_reasons,full_action_density,tangent_action_density,log_action_robust_z_score,maximum_relative_rank_action_change,scaled_weak_relative_residual,compatibility_relative_residual,adaptive_quadrature_required,adaptive_quadrature_valid,density_modified,operator_floor,final_test_accessed
12,design_000012,25,6.25,False,rank_sensitivity,29114136.644173287,6728356.982317778,2.5784838274749204,0.1363534801861704,1.207023126433698e-22,2.5935381985714544e-16,False,False,False,0.0,False
13,design_000013,29,7.250000000000001,False,rank_sensitivity,179519129.9376421,66101463.69267475,3.071132650481818,0.15676045600898048,8.233381664297471e-22,1.1542022839957815e-15,False,False,False,0.0,False
13,design_000013,30,7.5,False,rank_sensitivity,81681766.52471353,18298751.263585903,2.1285240760007147,0.11028220689511141,1.978506522298205e-20,1.2431544226660013e-15,False,False,False,0.0,False
13,design_000013,31,7.75,False,rank_sensitivity,47642717.86481753,9994924.527057432,2.1991900760139127,0.07867019083646297,9.461349024191124e-22,2.402398502537943e-16,False,False,False,0.0,False
14,design_000014,12,3.0,False,rank_sensitivity,1109146224.7788718,121332338.5396165,5.33815265550051,0.5923988387950814,3.370506223815098e-20,1.031583359399359e-15,False,False,False,0.0,False
14,design_000014,13,3.2499999999999996,False,rank_sensitivity,462137825.9920077,21089943.81142296,5.046751322351051,0.445662740406596,5.051729793782016e-20,3.691719884595852e-17,False,False,False,0.0,False
14,design_000014,14,3.5,False,rank_sensitivity,216165190.76635057,9337047.106253289,3.8401909197032555,0.40184269138164896,7.35975729693103e-23,3.882780913193173e-18,False,False,False,0.0,False
14,design_000014,15,3.75,False,rank_sensitivity,112576135.70058239,5544821.034159666,3.110448811462585,0.5103325020608374,6.998872526184256e-21,3.108706600070514e-17,False,False,False,0.0,False
14,design_000014,16,4.0,False,rank_sensitivity,57267469.761843644,3998458.899189408,2.548207206911271,0.47258977850578876,1.0508463102007373e-20,8.915312368441194e-16,False,False,False,0.0,False
14,design_000014,17,4.25,False,rank_sensitivity,46685029.34225917,3348205.7968715318,2.2428714034454833,0.35574856291230683,3.449143133460768e-22,3.0966117679109174e-15,False,False,False,0.0,False
14,design_000014,18,4.5,False,rank_sensitivity,25634599.2437193,3065950.1800380265,1.3404707939772946,0.2849577216492687,3.68190350182153e-22,1.3823626999315543e-16,False,False,False,0.0,False
14,design_000014,19,4.75,False,rank_sensitivity,15409228.165466039,2940847.465030401,0.8014062588486218,0.20634746702431245,2.542566874259937e-20,3.9766188469914323e-16,False,False,False,0.0,False
14,design_000014,20,5.0,False,rank_sensitivity,10434424.267973723,2891084.323546919,0.27337820591213063,0.13598872817207808,2.820464195266675e-20,7.63072532656716e-16,False,False,False,0.0,False
14,design_000014,21,5.25,False,rank_sensitivity,7875146.653626564,2893662.0005923905,0.012094741236416608,0.08295852938404637,0.0,2.2779163648060657e-15,False,False,False,0.0,False
14,design_000014,27,6.75,False,rank_sensitivity,78900410.18296407,42595561.01536949,2.1150881004393165,0.12143374688696223,2.5221504569616854e-20,1.473417260584091e-15,False,False,False,0.0,False
14,design_000014,28,7.0,False,rank_sensitivity,41961330.637822546,6786972.087894429,1.5345190230864123,0.21660856813915,2.539875144817119e-20,5.867811283864505e-16,False,False,False,0.0,False
14,design_000014,29,7.250000000000001,False,rank_sensitivity,24401186.474483594,3694887.0028238487,1.1778845730109855,0.1809235799608225,3.392400455588369e-20,1.209511539811833e-15,False,False,False,0.0,False
14,design_000014,30,7.5,False,rank_sensitivity,15652759.172196425,2572469.962456466,0.6624810338936219,0.13997939496599887,5.845424067669499e-21,5.980590570599635e-16,False,False,False,0.0,False
