design_index,design_id,day,source_time_index,fully_grid_usable,validation_mmd2
99,design_000099,12.5,50,True,0.019060875173353833
99,design_000099,15.0,60,True,0.025662229871673006
99,design_000099,17.5,70,True,0.02744075894682356
99,design_000099,20.0,80,True,0.02095446330068993
99,design_000099,22.5,90,True,0.019255789469450273
99,design_000099,25.0,100,True,0.011438439928184684
99,design_000099,27.5,110,True,0.005189892526245474
99,design_000099,30.0,120,True,0.002151685747287829
99,design_000099,32.5,130,True,0.002156899247904482
99,design_000099,35.0,140,True,0.0028360147756590413
99,design_000099,37.5,150,True,0.0027696191288735647
99,design_000099,40.0,160,True,0.0032811838498883437
99,design_000099,42.5,170,True,0.0035379474256274717
99,design_000099,45.0,180,True,0.004997817355682346
100,design_000100,0.0,0,True,0.0020296023044355134
100,design_000100,2.5,10,True,0.0024448440921152523
100,design_000100,5.0,20,True,0.016542549551607166
100,design_000100,7.5,30,True,0.043002887575282735
100,design_000100,10.0,40,True,0.06506515634618465
100,design_000100,12.5,50,True,0.061109676267825236
100,design_000100,15.0,60,True,0.050365353110702914
100,design_000100,17.5,70,True,0.033759854999407604
100,design_000100,20.0,80,True,0.028058254444093846
100,design_000100,22.5,90,True,0.027448074920429548
100,design_000100,25.0,100,True,0.023243930969101073
100,design_000100,27.5,110,True,0.017592862568125117
100,design_000100,30.0,120,True,0.010207450061171953
100,design_000100,32.5,130,True,0.010524464704349614
100,design_000100,35.0,140,True,0.011829908771281665
100,design_000100,37.5,150,True,0.010322065740137921
100,design_000100,40.0,160,True,0.012814707466188038
100,design_000100,42.5,170,True,0.012157611424875687
100,design_000100,45.0,180,True,0.012336193923045663
101,design_000101,0.0,0,True,0.0021103411476452423
101,design_000101,2.5,10,True,0.07771898369855088
101,design_000101,5.0,20,True,0.1637179349473882
101,design_000101,7.5,30,True,0.10698503252127578
101,design_000101,10.0,40,True,0.055897011970004386
101,design_000101,12.5,50,True,0.02338609142769288
101,design_000101,15.0,60,True,0.012694636762263433
101,design_000101,17.5,70,True,0.006584152457648181
101,design_000101,20.0,80,True,0.002461327608009291
101,design_000101,22.5,90,True,0.0013257791484546301
101,design_000101,25.0,100,True,0.0015682857144036948
101,design_000101,27.5,110,True,0.003652946529707979
101,design_000101,30.0,120,True,0.003623876410665617
101,design_000101,32.5,130,True,0.003541315252144834
101,design_000101,35.0,140,True,0.005850071494560173
101,design_000101,37.5,150,True,0.00682305023733283
101,design_000101,40.0,160,True,0.009753229293479809
101,design_000101,42.5,170,True,0.009166777667833359
101,design_000101,45.0,180,True,0.011963651756628798
102,design_000102,0.0,0,True,0.0020673773521351422
102,design_000102,2.5,10,True,0.02249913153873243
102,design_000102,5.0,20,True,0.08848240845770519
102,design_000102,7.5,30,True,0.03495527033272015
102,design_000102,10.0,40,True,0.021255570049349463
102,design_000102,12.5,50,True,0.02520520296222546
102,design_000102,15.0,60,True,0.028227270409289185
102,design_000102,17.5,70,True,0.019488100067384266
102,design_000102,20.0,80,True,0.011810561323956519
102,design_000102,22.5,90,True,0.008921636525887967
102,design_000102,25.0,100,True,0.004251653403885978
102,design_000102,27.5,110,True,0.003513652713471052
102,design_000102,30.0,120,True,0.0028607486620702677
102,design_000102,32.5,130,True,0.0013780777265470889
102,design_000102,35.0,140,True,0.002687600522759441
102,design_000102,37.5,150,True,0.0034212986127677616
102,design_000102,40.0,160,True,0.005921084431306475
102,design_000102,42.5,170,True,0.007734004927702075
102,design_000102,45.0,180,True,0.0108364915502778
103,design_000103,0.0,0,True,0.0021318567614380356
103,design_000103,2.5,10,True,0.0028329777291232145
103,design_000103,5.0,20,True,0.01004820585827478
103,design_000103,7.5,30,True,0.02898461386312544
103,design_000103,10.0,40,True,0.054712366136281027
103,design_000103,12.5,50,True,0.0639175489516654
103,design_000103,15.0,60,True,0.05332491747284447
103,design_000103,17.5,70,True,0.026397101567324388
103,design_000103,20.0,80,True,0.01221801140858623
103,design_000103,22.5,90,True,0.006913628919479109
103,design_000103,25.0,100,True,0.003822647761913103
103,design_000103,27.5,110,True,0.0022427300944217834
103,design_000103,30.0,120,True,0.0017510230532135928
103,design_000103,32.5,130,True,0.0008253693081124102
103,design_000103,35.0,140,True,0.001891339761818807
103,design_000103,37.5,150,True,0.0029493923928796805
103,design_000103,40.0,160,True,0.006492738068554597
103,design_000103,42.5,170,True,0.00674978227966856
103,design_000103,45.0,180,True,0.008676950160815744
104,design_000104,0.0,0,True,0.001965820733321744
104,design_000104,2.5,10,True,0.006114271753961746
104,design_000104,5.0,20,True,0.014658301728370926
104,design_000104,7.5,30,True,0.026908768187996958
104,design_000104,10.0,40,True,0.05013594290536595
104,design_000104,12.5,50,True,0.06313958955339699
104,design_000104,15.0,60,True,0.07298415784546947
104,design_000104,17.5,70,True,0.061927354269939866
104,design_000104,20.0,80,True,0.04388823113271332
104,design_000104,22.5,90,True,0.026155345170766186
104,design_000104,25.0,100,True,0.015201061075633033
104,design_000104,27.5,110,True,0.01112231461514589
104,design_000104,30.0,120,True,0.005619162042580758
104,design_000104,32.5,130,True,0.0060936425668425605
104,design_000104,35.0,140,True,0.008113301759858095
104,design_000104,37.5,150,True,0.007253658237674734
104,design_000104,40.0,160,True,0.008288171042192755
104,design_000104,42.5,170,True,0.008526584878039586
104,design_000104,45.0,180,True,0.01061050307948571
105,design_000105,0.0,0,True,0.002150307721321118
105,design_000105,2.5,10,True,0.010796812665471292
105,design_000105,5.0,20,True,0.02460031477935347
105,design_000105,7.5,30,True,0.025585702767053114
105,design_000105,10.0,40,True,0.014628394121974675
105,design_000105,12.5,50,True,0.01172879291433197
105,design_000105,15.0,60,True,0.014424895117381145
105,design_000105,17.5,70,True,0.011003830248872566
105,design_000105,20.0,80,True,0.007131518940106285
105,design_000105,22.5,90,True,0.007428256037709871
105,design_000105,25.0,100,True,0.006274097790691222
105,design_000105,27.5,110,True,0.0054604215486884575
105,design_000105,30.0,120,True,0.004332527445806061
105,design_000105,32.5,130,True,0.001994238843258578
105,design_000105,35.0,140,True,0.002775836678785205
105,design_000105,37.5,150,True,0.0030937010397837357
105,design_000105,40.0,160,True,0.0059710370050691025
105,design_000105,42.5,170,True,0.006023678250867219
105,design_000105,45.0,180,True,0.007833047255705595
106,design_000106,0.0,0,True,0.0022553161719462
106,design_000106,2.5,10,True,0.0025893773289560156
106,design_000106,5.0,20,True,0.009245815772335405
106,design_000106,7.5,30,True,0.03408095226558362
106,design_000106,10.0,40,True,0.053461029778679815
106,design_000106,12.5,50,True,0.05380160257692439
106,design_000106,15.0,60,True,0.03918510988352686
106,design_000106,17.5,70,True,0.02726532777539561
106,design_000106,20.0,80,True,0.016975616744573034
106,design_000106,22.5,90,True,0.009942012742537129
106,design_000106,25.0,100,True,0.004640270568441829
106,design_000106,27.5,110,True,0.003829982277250756
106,design_000106,30.0,120,True,0.0025561768919143066
106,design_000106,32.5,130,True,0.0031417589030902065
106,design_000106,35.0,140,True,0.004415428292789752
106,design_000106,37.5,150,True,0.004784057168817234
106,design_000106,40.0,160,True,0.005433922679836015
106,design_000106,42.5,170,True,0.005665521562744517
106,design_000106,45.0,180,True,0.007071536668822103
107,design_000107,0.0,0,True,0.001998852185895958
107,design_000107,2.5,10,True,0.004229541615229988
107,design_000107,5.0,20,True,0.015426026842820312
107,design_000107,7.5,30,True,0.023452172641990232
107,design_000107,10.0,40,True,0.042776317219304
107,design_000107,12.5,50,True,0.05410998572134196
107,design_000107,15.0,60,True,0.05921420513482728
107,design_000107,17.5,70,True,0.04692015418611126
107,design_000107,20.0,80,True,0.03290247918911383
107,design_000107,22.5,90,True,0.023403843049930866
107,design_000107,25.0,100,True,0.013610899786329086
107,design_000107,27.5,110,True,0.0062146211177937245
107,design_000107,30.0,120,True,0.002097230978013316
107,design_000107,32.5,130,True,0.0028133117897518253
107,design_000107,35.0,140,True,0.005381367384565367
107,design_000107,37.5,150,True,0.005614266537699622
107,design_000107,40.0,160,True,0.005992396822504541
107,design_000107,42.5,170,True,0.0059589023716405155
107,design_000107,45.0,180,True,0.008782602447464673
108,design_000108,0.0,0,True,0.002087773199054302
108,design_000108,2.5,10,True,0.007293621548549591
108,design_000108,5.0,20,True,0.010387144603216294
108,design_000108,7.5,30,True,0.020208190115904627
108,design_000108,10.0,40,True,0.03763306844745544
108,design_000108,12.5,50,True,0.038899156889296446
108,design_000108,15.0,60,True,0.03351335473618869
108,design_000108,17.5,70,True,0.02833358685963579
108,design_000108,20.0,80,True,0.020368668693047536
108,design_000108,22.5,90,True,0.016866320862080626
108,design_000108,25.0,100,True,0.010320897473804175
108,design_000108,27.5,110,True,0.005368553597241574
108,design_000108,30.0,120,True,0.0026536747859118737
108,design_000108,32.5,130,True,0.0033472837578779457
108,design_000108,35.0,140,True,0.006273327093801851
108,design_000108,37.5,150,True,0.006039980151859487
108,design_000108,40.0,160,True,0.005696731843539941
108,design_000108,42.5,170,True,0.0059947482176760224
108,design_000108,45.0,180,True,0.009212201037351927
109,design_000109,0.0,0,True,0.001995116083813382
109,design_000109,2.5,10,True,0.040831226693737406
109,design_000109,5.0,20,True,0.08597564999117353
109,design_000109,7.5,30,True,0.12640067777545283
109,design_000109,10.0,40,True,0.15529703802518582
109,design_000109,12.5,50,True,0.1440445609207389
109,design_000109,15.0,60,True,0.12027251282044116
109,design_000109,17.5,70,True,0.08701651320758433
109,design_000109,20.0,80,True,0.05279530378078644
109,design_000109,22.5,90,True,0.029064694499098
109,design_000109,25.0,100,True,0.016695965617886284
109,design_000109,27.5,110,True,0.012945834946731778
109,design_000109,30.0,120,True,0.007690311369245041
109,design_000109,32.5,130,True,0.00906792579047095
109,design_000109,35.0,140,True,0.012596310292622075
109,design_000109,37.5,150,True,0.013687215442286987
109,design_000109,40.0,160,True,0.015365190454859732
109,design_000109,42.5,170,True,0.014755138988494641
109,design_000109,45.0,180,True,0.01726483819272856
110,design_000110,0.0,0,True,0.0022324506996255497
110,design_000110,2.5,10,True,0.023639697247817677
110,design_000110,5.0,20,True,0.09344616683571538
110,design_000110,7.5,30,True,0.05800718187312127
110,design_000110,10.0,40,True,0.02809732666432917
110,design_000110,12.5,50,True,0.026703168634041763
110,design_000110,15.0,60,True,0.020562333094628172
110,design_000110,17.5,70,True,0.009837180307213748
110,design_000110,20.0,80,True,0.0077262403560577515
110,design_000110,22.5,90,True,0.00957923277026997
110,design_000110,25.0,100,True,0.009395766235852827
110,design_000110,27.5,110,True,0.0083967818649712
110,design_000110,30.0,120,True,0.005086121573130241
110,design_000110,32.5,130,True,0.0036791130431157084
110,design_000110,35.0,140,True,0.003673303655564908
110,design_000110,37.5,150,True,0.004225827213356192
110,design_000110,40.0,160,True,0.0055423547250123585
110,design_000110,42.5,170,True,0.004186123367718576
110,design_000110,45.0,180,True,0.0051446461023155815
111,design_000111,0.0,0,True,0.0022002834268915784
111,design_000111,2.5,10,True,0.0013641213881801495
111,design_000111,5.0,20,True,0.0051498672677529715
111,design_000111,7.5,30,True,0.014807637937907424
111,design_000111,10.0,40,True,0.023901878089481046
111,design_000111,12.5,50,True,0.03153759259411555
111,design_000111,15.0,60,True,0.03643974130494207
111,design_000111,17.5,70,True,0.031790935681747595
111,design_000111,20.0,80,True,0.024112987915220867
111,design_000111,22.5,90,True,0.019182927035294083
111,design_000111,25.0,100,True,0.015367106319474366
111,design_000111,27.5,110,True,0.011077284309554184
111,design_000111,30.0,120,True,0.006915777220320056
111,design_000111,32.5,130,True,0.006547622464605281
111,design_000111,35.0,140,True,0.007154141615665818
111,design_000111,37.5,150,True,0.0073185441785176275
111,design_000111,40.0,160,True,0.008112823579837673
111,design_000111,42.5,170,True,0.008797171849340021
111,design_000111,45.0,180,True,0.010998077769222512
112,design_000112,0.0,0,True,0.002184770433708207
112,design_000112,2.5,10,True,0.0035815891286653523
112,design_000112,5.0,20,True,0.047511360498211516
112,design_000112,7.5,30,True,0.10290923145907169
112,design_000112,10.0,40,True,0.12267147837463327
112,design_000112,12.5,50,True,0.09302324725941072
112,design_000112,15.0,60,True,0.05966550873814096
112,design_000112,17.5,70,True,0.03544264557754408
112,design_000112,20.0,80,True,0.01684094977715384
112,design_000112,22.5,90,True,0.011025360736477042
112,design_000112,25.0,100,True,0.009394600664761044
112,design_000112,27.5,110,True,0.009527430850474722
112,design_000112,30.0,120,True,0.007138219642274916
112,design_000112,32.5,130,True,0.009356794936365927
112,design_000112,35.0,140,True,0.011112044023274523
112,design_000112,37.5,150,True,0.011519875152956622
112,design_000112,40.0,160,True,0.01324345700805081
112,design_000112,42.5,170,True,0.011256252416295551
112,design_000112,45.0,180,True,0.01090616210849709
113,design_000113,0.0,0,True,0.0020966949141124503
113,design_000113,2.5,10,True,0.0033506761479729333
113,design_000113,5.0,20,True,0.020438704089080797
113,design_000113,7.5,30,True,0.03901623380324387
113,design_000113,10.0,40,True,0.025501600465660346
113,design_000113,12.5,50,True,0.024081244145358182
113,design_000113,15.0,60,True,0.020318140767510463
113,design_000113,17.5,70,True,0.007817017580927635
113,design_000113,20.0,80,True,0.006274812827386089
113,design_000113,22.5,90,True,0.008947978094250363
113,design_000113,25.0,100,True,0.008815352887368724
113,design_000113,27.5,110,True,0.007835827426576951
113,design_000113,30.0,120,True,0.005154880370327113
113,design_000113,32.5,130,True,0.0038901963233533027
113,design_000113,35.0,140,True,0.0030147678516120775
113,design_000113,37.5,150,True,0.003620173789058184
113,design_000113,40.0,160,True,0.005683793060567527
113,design_000113,42.5,170,True,0.004606453992933384
113,design_000113,45.0,180,True,0.005068142626709427
114,design_000114,0.0,0,True,0.002069709488478589
114,design_000114,2.5,10,True,0.003609168029677078
114,design_000114,5.0,20,True,0.0033166054408101065
114,design_000114,7.5,30,True,0.012695402033474891
114,design_000114,10.0,40,True,0.02757792591442969
114,design_000114,12.5,50,True,0.024582197245678256
114,design_000114,15.0,60,True,0.02644093667264057
114,design_000114,17.5,70,True,0.02239360421518394
114,design_000114,20.0,80,True,0.021588848877491636
114,design_000114,22.5,90,True,0.02533030219648783
114,design_000114,25.0,100,True,0.022284468752048613
114,design_000114,27.5,110,True,0.01943728886857511
114,design_000114,30.0,120,True,0.011875415122326406
114,design_000114,32.5,130,True,0.01345944941555265
114,design_000114,35.0,140,True,0.014223056055172954
114,design_000114,37.5,150,True,0.011615112928117592
114,design_000114,40.0,160,True,0.012265690037516347
114,design_000114,42.5,170,True,0.010066513951939325
114,design_000114,45.0,180,True,0.009329891454700806
115,design_000115,0.0,0,True,0.002082912726678163
115,design_000115,2.5,10,True,0.04745974764367132
115,design_000115,5.0,20,True,0.09511072157150818
115,design_000115,7.5,30,True,0.01025884505372935
115,design_000115,10.0,40,True,0.01129846242920504
115,design_000115,12.5,50,True,0.014333227980984688
115,design_000115,15.0,60,True,0.018833105376360668
115,design_000115,17.5,70,True,0.020620716786697184
115,design_000115,20.0,80,True,0.01915579197854744
115,design_000115,22.5,90,True,0.019575286569603022
115,design_000115,25.0,100,True,0.013754623780729973
115,design_000115,27.5,110,True,0.007910889567246258
115,design_000115,30.0,120,True,0.003989399569902002
115,design_000115,32.5,130,True,0.004239385983774911
115,design_000115,35.0,140,True,0.005376592619921112
115,design_000115,37.5,150,True,0.00569226557468311
115,design_000115,40.0,160,True,0.0064307485909456796
115,design_000115,42.5,170,True,0.006363926571815049
115,design_000115,45.0,180,True,0.008747692799302022
116,design_000116,0.0,0,True,0.0022466555057311446
116,design_000116,2.5,10,True,0.029349733251445066
116,design_000116,5.0,20,True,0.026663438239906634
116,design_000116,7.5,30,True,0.0084684053658035
116,design_000116,10.0,40,True,0.01346687394583314
116,design_000116,12.5,50,True,0.017575874711589397
116,design_000116,15.0,60,True,0.020283777691246327
116,design_000116,17.5,70,True,0.016896153614086227
116,design_000116,20.0,80,True,0.014968163137053882
116,design_000116,22.5,90,True,0.01719383259945665
116,design_000116,25.0,100,True,0.014257214406939337
116,design_000116,27.5,110,True,0.010192322856457879
116,design_000116,30.0,120,True,0.006037613937118124
116,design_000116,32.5,130,True,0.005629711767556357
116,design_000116,35.0,140,True,0.0054550092874585615
116,design_000116,37.5,150,True,0.005515170848225209
116,design_000116,40.0,160,True,0.008360884866698382
116,design_000116,42.5,170,True,0.00967665148381543
116,design_000116,45.0,180,True,0.010033483548673044
117,design_000117,0.0,0,True,0.002088291948216683
117,design_000117,2.5,10,True,0.0026736969970663615
117,design_000117,5.0,20,True,0.0069375815121495415
117,design_000117,7.5,30,True,0.025087095316204948
117,design_000117,10.0,40,True,0.04916281800776491
117,design_000117,12.5,50,True,0.06260337422623785
117,design_000117,15.0,60,True,0.0731077000175969
117,design_000117,17.5,70,True,0.0665712039823903
117,design_000117,20.0,80,True,0.05559670139590946
117,design_000117,22.5,90,True,0.046343220451563104
117,design_000117,25.0,100,True,0.03432187034946746
117,design_000117,27.5,110,True,0.02714883201220045
117,design_000117,30.0,120,True,0.017408912743831342
117,design_000117,32.5,130,True,0.021578752747791138
117,design_000117,35.0,140,True,0.025120892031461887
117,design_000117,37.5,150,True,0.021977664508387833
117,design_000117,40.0,160,True,0.01960903591059846
117,design_000117,42.5,170,True,0.018389603050589842
117,design_000117,45.0,180,True,0.019081688845249137
118,design_000118,0.0,0,True,0.0021510366390315554
118,design_000118,2.5,10,True,0.005274908534171424
118,design_000118,5.0,20,True,0.024090573212127694
118,design_000118,7.5,30,True,0.059611442718552385
118,design_000118,10.0,40,True,0.08147772071190269
118,design_000118,12.5,50,True,0.08446210000652193
118,design_000118,15.0,60,True,0.08645777287631314
118,design_000118,17.5,70,True,0.07150202833200783
118,design_000118,20.0,80,True,0.05943220525547574
118,design_000118,22.5,90,True,0.044874592758089374
118,design_000118,25.0,100,True,0.03173514450172096
118,design_000118,27.5,110,True,0.02604363393950598
118,design_000118,30.0,120,True,0.015710912507946134
118,design_000118,32.5,130,True,0.016102665020472907
118,design_000118,35.0,140,True,0.016196938385530064
118,design_000118,37.5,150,True,0.014437461237628308
118,design_000118,40.0,160,True,0.013015951462570544
118,design_000118,42.5,170,True,0.010944823337572209
118,design_000118,45.0,180,True,0.011071765138385443
119,design_000119,0.0,0,True,0.0022669015329391863
119,design_000119,2.5,10,True,0.0027704065566633218
119,design_000119,5.0,20,True,0.008737958961989407
119,design_000119,7.5,30,True,0.0367857075376202
119,design_000119,10.0,40,True,0.07019973359301968
119,design_000119,12.5,50,True,0.07254395116043043
119,design_000119,15.0,60,True,0.06294766585472072
119,design_000119,17.5,70,True,0.03612934677303884
119,design_000119,20.0,80,True,0.02019322707578189
119,design_000119,22.5,90,True,0.010556304157795404
119,design_000119,25.0,100,True,0.006435056905648558
119,design_000119,27.5,110,True,0.005622214242202137
119,design_000119,30.0,120,True,0.0038042493725310603
119,design_000119,32.5,130,True,0.005605033075609335
119,design_000119,35.0,140,True,0.00595182896112925
119,design_000119,37.5,150,True,0.00507961518699045
119,design_000119,40.0,160,True,0.00770319489763638
119,design_000119,42.5,170,True,0.006985611338919983
119,design_000119,45.0,180,True,0.008487349009681957
120,design_000120,0.0,0,False,nan
120,design_000120,2.5,10,False,nan
120,design_000120,5.0,20,False,nan
120,design_000120,7.5,30,False,nan
120,design_000120,10.0,40,False,nan
120,design_000120,12.5,50,False,nan
120,design_000120,15.0,60,False,nan
120,design_000120,17.5,70,False,nan
120,design_000120,20.0,80,False,nan
120,design_000120,22.5,90,False,nan
120,design_000120,25.0,100,False,nan
120,design_000120,27.5,110,False,nan
120,design_000120,30.0,120,False,nan
120,design_000120,32.5,130,False,nan
120,design_000120,35.0,140,False,nan
120,design_000120,37.5,150,False,nan
120,design_000120,40.0,160,False,nan
120,design_000120,42.5,170,False,nan
120,design_000120,45.0,180,False,nan
121,design_000121,0.0,0,True,0.002249346911193742
121,design_000121,2.5,10,True,0.016678496016586754
121,design_000121,5.0,20,True,0.007893486938818323
121,design_000121,7.5,30,True,0.011260623228881658
121,design_000121,10.0,40,True,0.012876068080263349
121,design_000121,12.5,50,True,0.01631398305462107
121,design_000121,15.0,60,True,0.013428092909080796
121,design_000121,17.5,70,True,0.010115425436479506
121,design_000121,20.0,80,True,0.006539306459207112
121,design_000121,22.5,90,True,0.006461826830447222
121,design_000121,25.0,100,True,0.004740342732342631
121,design_000121,27.5,110,True,0.0037299375296171557
121,design_000121,30.0,120,True,0.0020789879835380444
121,design_000121,32.5,130,True,0.0025168041396866295
121,design_000121,35.0,140,True,0.004302098164265718
121,design_000121,37.5,150,True,0.004988341842209288
121,design_000121,40.0,160,True,0.00503157855417801
121,design_000121,42.5,170,True,0.006684017906168175
121,design_000121,45.0,180,True,0.008143713233561797
122,design_000122,0.0,0,True,0.0021980244532686173
122,design_000122,2.5,10,True,0.02195941725891748
122,design_000122,5.0,20,True,0.024761789752589324
122,design_000122,7.5,30,True,0.015074416645371652
122,design_000122,10.0,40,True,0.009341848341278625
122,design_000122,12.5,50,True,0.01799092460974154
122,design_000122,15.0,60,True,0.020885311497023832
122,design_000122,17.5,70,True,0.022195348516780365
122,design_000122,20.0,80,True,0.020820772702856805
122,design_000122,22.5,90,True,0.02381864416910595
122,design_000122,25.0,100,True,0.017351482861480364
122,design_000122,27.5,110,True,0.008210063037268067
122,design_000122,30.0,120,True,0.002849889008139323
122,design_000122,32.5,130,True,0.0017094008227248752
122,design_000122,35.0,140,True,0.0013268739261017254
122,design_000122,37.5,150,True,0.0017722081507408523
122,design_000122,40.0,160,True,0.002754077277816199
122,design_000122,42.5,170,True,0.0024225338672282633
122,design_000122,45.0,180,True,0.0038557312725850806
123,design_000123,0.0,0,True,0.0016078658192689647
123,design_000123,2.5,10,True,0.028368362606646335
123,design_000123,5.0,20,True,0.028463779162499377
123,design_000123,7.5,30,True,0.027623727091800016
123,design_000123,10.0,40,True,0.035767427355821224
123,design_000123,12.5,50,True,0.02216288236419038
123,design_000123,15.0,60,True,0.013958891634949847
123,design_000123,17.5,70,True,0.007774150129886507
123,design_000123,20.0,80,True,0.007417530777608634
123,design_000123,22.5,90,True,0.008224935497632677
123,design_000123,25.0,100,True,0.0075142917254291805
123,design_000123,27.5,110,True,0.007956787144741512
123,design_000123,30.0,120,True,0.005517232307057361
123,design_000123,32.5,130,True,0.005548160341076419
123,design_000123,35.0,140,True,0.004732984455204913
123,design_000123,37.5,150,True,0.004788912285482408
123,design_000123,40.0,160,True,0.008363959921731107
123,design_000123,42.5,170,True,0.006605967340364775
123,design_000123,45.0,180,True,0.00626439630282697
124,design_000124,0.0,0,True,0.0013670632237517098
124,design_000124,2.5,10,True,0.03328088324900291
124,design_000124,5.0,20,True,0.16570276361485106
124,design_000124,7.5,30,True,0.2424945970874069
124,design_000124,10.0,40,True,0.20820276094178555
124,design_000124,12.5,50,True,0.11346292979737962
124,design_000124,15.0,60,True,0.06049909979839449
124,design_000124,17.5,70,True,0.03150814403926863
124,design_000124,20.0,80,True,0.017573330712147797
124,design_000124,22.5,90,True,0.010958274599181417
124,design_000124,25.0,100,True,0.008268893015678049
124,design_000124,27.5,110,True,0.009573910198317052
124,design_000124,30.0,120,True,0.007654839307485009
124,design_000124,32.5,130,True,0.009484085934501098
124,design_000124,35.0,140,True,0.011336084197339533
124,design_000124,37.5,150,True,0.013191753142602387
124,design_000124,40.0,160,True,0.015345654348623165
124,design_000124,42.5,170,True,0.014379339388457937
124,design_000124,45.0,180,True,0.01537951114335452
125,design_000125,0.0,0,True,0.0020988733857641344
125,design_000125,2.5,10,True,0.0010191052817086071
125,design_000125,5.0,20,True,0.005317398214164925
125,design_000125,7.5,30,True,0.025581139948326993
125,design_000125,10.0,40,True,0.03291306031775369
125,design_000125,12.5,50,True,0.04138443293360121
125,design_000125,15.0,60,True,0.04335175141600861
125,design_000125,17.5,70,True,0.03856177245733357
125,design_000125,20.0,80,True,0.024793347049302868
125,design_000125,22.5,90,True,0.019186374333751182
125,design_000125,25.0,100,True,0.013092153251294675
125,design_000125,27.5,110,True,0.008177766822102337
125,design_000125,30.0,120,True,0.003708620185098642
125,design_000125,32.5,130,True,0.004564291957979302
125,design_000125,35.0,140,True,0.005783947032181415
125,design_000125,37.5,150,True,0.005751158125321738
125,design_000125,40.0,160,True,0.007465388303493416
125,design_000125,42.5,170,True,0.008168929764646081
125,design_000125,45.0,180,True,0.00994417548559123
126,design_000126,0.0,0,True,0.00214890485783113
126,design_000126,2.5,10,True,0.010971896466575703
126,design_000126,5.0,20,True,0.003743332191047157
126,design_000126,7.5,30,True,0.01787694120508586
126,design_000126,10.0,40,True,0.02356933209096225
126,design_000126,12.5,50,True,0.029218437746580353
126,design_000126,15.0,60,True,0.031151216211191192
126,design_000126,17.5,70,True,0.028643116481620816
126,design_000126,20.0,80,True,0.017669355676645588
126,design_000126,22.5,90,True,0.014293350738468585
126,design_000126,25.0,100,True,0.008473242266191684
126,design_000126,27.5,110,True,0.00409201298378668
126,design_000126,30.0,120,True,0.0022980541038639976
126,design_000126,32.5,130,True,0.001540775985732119
126,design_000126,35.0,140,True,0.0019798305849575383
126,design_000126,37.5,150,True,0.0018282355357371102
126,design_000126,40.0,160,True,0.0025641513221019083
126,design_000126,42.5,170,True,0.0028852640118742744
126,design_000126,45.0,180,True,0.004690683166375756
127,design_000127,0.0,0,True,0.0020690280076265106
127,design_000127,2.5,10,True,0.05802323138574044
127,design_000127,5.0,20,True,0.022317958933704835
127,design_000127,7.5,30,True,0.004779981035090707
127,design_000127,10.0,40,True,0.010845499430404602
127,design_000127,12.5,50,True,0.02245626847760034
127,design_000127,15.0,60,True,0.028971581584431617
127,design_000127,17.5,70,True,0.030407902317238014
127,design_000127,20.0,80,True,0.029304658304005065
127,design_000127,22.5,90,True,0.030620792699432117
127,design_000127,25.0,100,True,0.02327592472156095
127,design_000127,27.5,110,True,0.013608163310102015
127,design_000127,30.0,120,True,0.005548123452696316
127,design_000127,32.5,130,True,0.003745513132866904
127,design_000127,35.0,140,True,0.004556529757755705
127,design_000127,37.5,150,True,0.0048580926356769655
127,design_000127,40.0,160,True,0.0074301226793663175
127,design_000127,42.5,170,True,0.007060779825825009
127,design_000127,45.0,180,True,0.008621033299044473
128,design_000128,0.0,0,True,0.0018096228686710603
128,design_000128,2.5,10,True,0.0017293276380515982
128,design_000128,5.0,20,True,0.01036816385029725
128,design_000128,7.5,30,True,0.04502852910290518
128,design_000128,10.0,40,True,0.058063550642334705
128,design_000128,12.5,50,True,0.04370151446452024
128,design_000128,15.0,60,True,0.03282323573437841
128,design_000128,17.5,70,True,0.023145677112118568
128,design_000128,20.0,80,True,0.01739882542386971
128,design_000128,22.5,90,True,0.013803149297860563
128,design_000128,25.0,100,True,0.010176696853392252
128,design_000128,27.5,110,True,0.008058268485110789
128,design_000128,30.0,120,True,0.005483174258888184
128,design_000128,32.5,130,True,0.00876398111359288
128,design_000128,35.0,140,True,0.00870088095437755
128,design_000128,37.5,150,True,0.00866175067515361
128,design_000128,40.0,160,True,0.009129190999249508
128,design_000128,42.5,170,True,0.00946166413589129
128,design_000128,45.0,180,True,0.01210925363137455
129,design_000129,0.0,0,True,0.002325473675412029
129,design_000129,2.5,10,True,0.003454069620035448
129,design_000129,5.0,20,True,0.02598085042288362
129,design_000129,7.5,30,True,0.05840359362919067
129,design_000129,10.0,40,True,0.07309424998270163
129,design_000129,12.5,50,True,0.05379232582712426
129,design_000129,15.0,60,True,0.038299928609427505
129,design_000129,17.5,70,True,0.01840855762542616
129,design_000129,20.0,80,True,0.006156453657796869
129,design_000129,22.5,90,True,0.005439996595323236
129,design_000129,25.0,100,True,0.005572295438261726
129,design_000129,27.5,110,True,0.006479095450091185
129,design_000129,30.0,120,True,0.0040019683514603156
129,design_000129,32.5,130,True,0.004659723240464753
129,design_000129,35.0,140,True,0.0055436816692680515
129,design_000129,37.5,150,True,0.005977140374929677
129,design_000129,40.0,160,True,0.009373774831531189
129,design_000129,42.5,170,True,0.008029739585407338
