design_index,design_id,day,source_time_index,fully_grid_usable,validation_mmd2
243,design_000243,32.5,130,True,0.0025519256809978788
243,design_000243,35.0,140,True,0.0033545006692516457
243,design_000243,37.5,150,True,0.004037615016059705
243,design_000243,40.0,160,True,0.006333399977989956
243,design_000243,42.5,170,True,0.004620639633468027
243,design_000243,45.0,180,True,0.0069149636173296974
244,design_000244,0.0,0,True,0.0020372659034345974
244,design_000244,2.5,10,True,0.0779994062503476
244,design_000244,5.0,20,True,0.020348532932667383
244,design_000244,7.5,30,True,0.009897706144278241
244,design_000244,10.0,40,True,0.015292362970236013
244,design_000244,12.5,50,True,0.02047964218839919
244,design_000244,15.0,60,True,0.02309960513966708
244,design_000244,17.5,70,True,0.024108760332406144
244,design_000244,20.0,80,True,0.02320268169140237
244,design_000244,22.5,90,True,0.02422601103515193
244,design_000244,25.0,100,True,0.016962143927645914
244,design_000244,27.5,110,True,0.009847339471428521
244,design_000244,30.0,120,True,0.004002615050961906
244,design_000244,32.5,130,True,0.0036744520489401574
244,design_000244,35.0,140,True,0.004866659577119998
244,design_000244,37.5,150,True,0.005251070574201086
244,design_000244,40.0,160,True,0.006829296130211344
244,design_000244,42.5,170,True,0.009017395642008048
244,design_000244,45.0,180,True,0.010459994956659417
245,design_000245,0.0,0,True,0.002222728350496566
245,design_000245,2.5,10,True,0.0030565630701348814
245,design_000245,5.0,20,True,0.002273905145243671
245,design_000245,7.5,30,True,0.01388305438807838
245,design_000245,10.0,40,True,0.020500938912058772
245,design_000245,12.5,50,True,0.022992941974736957
245,design_000245,15.0,60,True,0.022341164793508873
245,design_000245,17.5,70,True,0.016557854243238142
245,design_000245,20.0,80,True,0.008926613318348302
245,design_000245,22.5,90,True,0.007793943314004294
245,design_000245,25.0,100,True,0.005236046162736839
245,design_000245,27.5,110,True,0.0036329129463518067
245,design_000245,30.0,120,True,0.0028415262306317646
245,design_000245,32.5,130,True,0.0015815960212281432
245,design_000245,35.0,140,True,0.001952819718294137
245,design_000245,37.5,150,True,0.002290725964721598
245,design_000245,40.0,160,True,0.004218502287012833
245,design_000245,42.5,170,True,0.005162886657011754
245,design_000245,45.0,180,True,0.007620501334994161
246,design_000246,0.0,0,True,0.002473667724713314
246,design_000246,2.5,10,True,0.0008173753430415181
246,design_000246,5.0,20,True,0.0053941687984818895
246,design_000246,7.5,30,True,0.02542751573318463
246,design_000246,10.0,40,True,0.04087285050558588
246,design_000246,12.5,50,True,0.05718071328426247
246,design_000246,15.0,60,True,0.0522156153420307
246,design_000246,17.5,70,True,0.0325921564081277
246,design_000246,20.0,80,True,0.016601805385647234
246,design_000246,22.5,90,True,0.013832874160007665
246,design_000246,25.0,100,True,0.01063550097667001
246,design_000246,27.5,110,True,0.007081178494679785
246,design_000246,30.0,120,True,0.003360937164495059
246,design_000246,32.5,130,True,0.0025138990757968198
246,design_000246,35.0,140,True,0.003179872909297979
246,design_000246,37.5,150,True,0.003957817674853614
246,design_000246,40.0,160,True,0.007218315703044783
246,design_000246,42.5,170,True,0.006993597450928361
246,design_000246,45.0,180,True,0.008475225188561945
247,design_000247,0.0,0,True,0.0023910420455719715
247,design_000247,2.5,10,True,0.0025586280663915436
247,design_000247,5.0,20,True,0.016137176879377636
247,design_000247,7.5,30,True,0.048991054308534135
247,design_000247,10.0,40,True,0.055287406692427404
247,design_000247,12.5,50,True,0.04106584740728772
247,design_000247,15.0,60,True,0.025483904125359946
247,design_000247,17.5,70,True,0.01649907378451736
247,design_000247,20.0,80,True,0.009835927297350628
247,design_000247,22.5,90,True,0.0051055771141800994
247,design_000247,25.0,100,True,0.0032224551817806213
247,design_000247,27.5,110,True,0.004012891924588709
247,design_000247,30.0,120,True,0.002527625676963994
247,design_000247,32.5,130,True,0.0037392279361754027
247,design_000247,35.0,140,True,0.004333581143609011
247,design_000247,37.5,150,True,0.004946974551402578
247,design_000247,40.0,160,True,0.0069249289600697905
247,design_000247,42.5,170,True,0.006162590883465667
247,design_000247,45.0,180,True,0.0072244333856974225
248,design_000248,0.0,0,True,0.0022137964491114803
248,design_000248,2.5,10,True,0.003880399410160417
248,design_000248,5.0,20,True,0.004024115090799382
248,design_000248,7.5,30,True,0.010281439487881702
248,design_000248,10.0,40,True,0.01986201123437192
248,design_000248,12.5,50,True,0.02562810672093744
248,design_000248,15.0,60,True,0.031662610844217495
248,design_000248,17.5,70,True,0.03443445928975908
248,design_000248,20.0,80,True,0.035088376084659145
248,design_000248,22.5,90,True,0.034439848306876526
248,design_000248,25.0,100,True,0.026965259156809362
248,design_000248,27.5,110,True,0.017652759535333823
248,design_000248,30.0,120,True,0.009545808432710513
248,design_000248,32.5,130,True,0.008261965701225681
248,design_000248,35.0,140,True,0.00854121920486914
248,design_000248,37.5,150,True,0.007500159472111682
248,design_000248,40.0,160,True,0.008316198028241711
248,design_000248,42.5,170,True,0.008750789584630436
248,design_000248,45.0,180,True,0.009683392435165842
249,design_000249,0.0,0,True,0.0019789025008217056
249,design_000249,2.5,10,True,0.033083851987446934
249,design_000249,5.0,20,True,0.06344749172057745
249,design_000249,7.5,30,True,0.003941414091489754
249,design_000249,10.0,40,True,0.006638418830096258
249,design_000249,12.5,50,True,0.017839226024672798
249,design_000249,15.0,60,True,0.02270841093168533
249,design_000249,17.5,70,True,0.021705633082362612
249,design_000249,20.0,80,True,0.017180727705126755
249,design_000249,22.5,90,True,0.01642693267934002
249,design_000249,25.0,100,True,0.011164572117378927
249,design_000249,27.5,110,True,0.006766215219374567
249,design_000249,30.0,120,True,0.003836935352138508
249,design_000249,32.5,130,True,0.0037360282121893253
249,design_000249,35.0,140,True,0.0030737913996099074
249,design_000249,37.5,150,True,0.003977469675616016
249,design_000249,40.0,160,True,0.0038210348708505957
249,design_000249,42.5,170,True,0.0038986712809688704
249,design_000249,45.0,180,True,0.005099195510854674
250,design_000250,0.0,0,True,0.0021279523688466136
250,design_000250,2.5,10,True,0.02211270167031847
250,design_000250,5.0,20,True,0.013097395651235686
250,design_000250,7.5,30,True,0.03828213034433524
250,design_000250,10.0,40,True,0.06282379191837355
250,design_000250,12.5,50,True,0.06723345866738488
250,design_000250,15.0,60,True,0.051559244034094676
250,design_000250,17.5,70,True,0.027866171078071447
250,design_000250,20.0,80,True,0.014136157659308077
250,design_000250,22.5,90,True,0.009368732257372937
250,design_000250,25.0,100,True,0.005062636781701603
250,design_000250,27.5,110,True,0.0009273302688919869
250,design_000250,30.0,120,True,0.000915230665538105
250,design_000250,32.5,130,True,0.002197515613902977
250,design_000250,35.0,140,True,0.0035233716466406893
250,design_000250,37.5,150,True,0.0041299415948972355
250,design_000250,40.0,160,True,0.0072286737717182905
250,design_000250,42.5,170,True,0.0077480837712984585
250,design_000250,45.0,180,True,0.00918374806650109
251,design_000251,0.0,0,True,0.002038939129787115
251,design_000251,2.5,10,True,0.011565745948137966
251,design_000251,5.0,20,True,0.01620190105031733
251,design_000251,7.5,30,True,0.02335535587216077
251,design_000251,10.0,40,True,0.027844838049655853
251,design_000251,12.5,50,True,0.025084515968670573
251,design_000251,15.0,60,True,0.02093272768956024
251,design_000251,17.5,70,True,0.011991195299782023
251,design_000251,20.0,80,True,0.006244932614605232
251,design_000251,22.5,90,True,0.006906139237553854
251,design_000251,25.0,100,True,0.005569227878327933
251,design_000251,27.5,110,True,0.0055290346164514085
251,design_000251,30.0,120,True,0.004178918841365635
251,design_000251,32.5,130,True,0.0026863206524918946
251,design_000251,35.0,140,True,0.0025595912570476427
251,design_000251,37.5,150,True,0.002999418003317759
251,design_000251,40.0,160,True,0.003930131255562526
251,design_000251,42.5,170,True,0.0036059370710939264
251,design_000251,45.0,180,True,0.004813945792033959
252,design_000252,0.0,0,True,0.002133666412949194
252,design_000252,2.5,10,True,0.003815968240882839
252,design_000252,5.0,20,True,0.013014853260514147
252,design_000252,7.5,30,True,0.0036943454168238726
252,design_000252,10.0,40,True,0.00890475978778248
252,design_000252,12.5,50,True,0.015847106780884676
252,design_000252,15.0,60,True,0.016838458667530094
252,design_000252,17.5,70,True,0.01448402918544828
252,design_000252,20.0,80,True,0.015494066647587233
252,design_000252,22.5,90,True,0.015304959329899042
252,design_000252,25.0,100,True,0.011288740059838454
252,design_000252,27.5,110,True,0.007746750343701961
252,design_000252,30.0,120,True,0.004405965512986946
252,design_000252,32.5,130,True,0.003667544392076031
252,design_000252,35.0,140,True,0.0033845027153755064
252,design_000252,37.5,150,True,0.003766827230920535
252,design_000252,40.0,160,True,0.005339799813726358
252,design_000252,42.5,170,True,0.0057203482785352835
252,design_000252,45.0,180,True,0.007342771793605726
253,design_000253,0.0,0,True,0.0020673363780693
253,design_000253,2.5,10,True,0.0068916295614422736
253,design_000253,5.0,20,True,0.04041276164678759
253,design_000253,7.5,30,True,0.028910400302163256
253,design_000253,10.0,40,True,0.03366249041089994
253,design_000253,12.5,50,True,0.04468945919037101
253,design_000253,15.0,60,True,0.03325741200246233
253,design_000253,17.5,70,True,0.026708846981830653
253,design_000253,20.0,80,True,0.03134470055433545
253,design_000253,22.5,90,True,0.033536486140500185
253,design_000253,25.0,100,True,0.028975625741947716
253,design_000253,27.5,110,True,0.021940256832879167
253,design_000253,30.0,120,True,0.010998513433011142
253,design_000253,32.5,130,True,0.010338975308869142
253,design_000253,35.0,140,True,0.012001390307359295
253,design_000253,37.5,150,True,0.010996394894258884
253,design_000253,40.0,160,True,0.009403899813022136
253,design_000253,42.5,170,True,0.00914656065988121
253,design_000253,45.0,180,True,0.011080232629685497
254,design_000254,0.0,0,True,0.0017698042700337547
254,design_000254,2.5,10,True,0.0026588369312715394
254,design_000254,5.0,20,True,0.02249390199434785
254,design_000254,7.5,30,True,0.04601820733695399
254,design_000254,10.0,40,True,0.05154813738978688
254,design_000254,12.5,50,True,0.041992391108745884
254,design_000254,15.0,60,True,0.03376628335920553
254,design_000254,17.5,70,True,0.022564808947919984
254,design_000254,20.0,80,True,0.01417586984773371
254,design_000254,22.5,90,True,0.011742618343944751
254,design_000254,25.0,100,True,0.007631261228477387
254,design_000254,27.5,110,True,0.006392454315554142
254,design_000254,30.0,120,True,0.00338657889032799
254,design_000254,32.5,130,True,0.0031483046023503434
254,design_000254,35.0,140,True,0.0032347605905067214
254,design_000254,37.5,150,True,0.004034352498811724
254,design_000254,40.0,160,True,0.005846840678842969
254,design_000254,42.5,170,True,0.006362417110260196
254,design_000254,45.0,180,True,0.007995952996131676
255,design_000255,0.0,0,True,0.0024402587156751895
255,design_000255,2.5,10,True,0.005058822305270572
255,design_000255,5.0,20,True,0.003293751183852049
255,design_000255,7.5,30,True,0.013966356433415567
255,design_000255,10.0,40,True,0.020045859223983897
255,design_000255,12.5,50,True,0.023885711898517927
255,design_000255,15.0,60,True,0.021501116300274216
255,design_000255,17.5,70,True,0.01683401339043512
255,design_000255,20.0,80,True,0.014948103281951387
255,design_000255,22.5,90,True,0.014201972757167886
255,design_000255,25.0,100,True,0.010838129979211356
255,design_000255,27.5,110,True,0.007800369884179047
255,design_000255,30.0,120,True,0.003337735435325156
255,design_000255,32.5,130,True,0.004485531197205383
255,design_000255,35.0,140,True,0.006160126506853797
255,design_000255,37.5,150,True,0.006637416004100327
255,design_000255,40.0,160,True,0.007469723599840498
255,design_000255,42.5,170,True,0.007839241277489216
255,design_000255,45.0,180,True,0.008907659087060038
256,design_000256,0.0,0,True,0.0021881541982860945
256,design_000256,2.5,10,True,0.011185159904212798
256,design_000256,5.0,20,True,0.04959458513488514
256,design_000256,7.5,30,True,0.0814544101774474
256,design_000256,10.0,40,True,0.08441269226591994
256,design_000256,12.5,50,True,0.0652852568643007
256,design_000256,15.0,60,True,0.04465555507627911
256,design_000256,17.5,70,True,0.023621024065337136
256,design_000256,20.0,80,True,0.014878195116779788
256,design_000256,22.5,90,True,0.0082793672788001
256,design_000256,25.0,100,True,0.00409020457628676
256,design_000256,27.5,110,True,0.0033582030103433964
256,design_000256,30.0,120,True,0.0024925204614146684
256,design_000256,32.5,130,True,0.003648558372325405
256,design_000256,35.0,140,True,0.004710047109407209
256,design_000256,37.5,150,True,0.006378166453233117
256,design_000256,40.0,160,True,0.009728379119830696
256,design_000256,42.5,170,True,0.008363211118312865
256,design_000256,45.0,180,True,0.009905034943646765
257,design_000257,0.0,0,True,0.001871420702980403
257,design_000257,2.5,10,True,0.017722156568324512
257,design_000257,5.0,20,True,0.05642400582772748
257,design_000257,7.5,30,True,0.0855281726406637
257,design_000257,10.0,40,True,0.06418332350895245
257,design_000257,12.5,50,True,0.03205278230317507
257,design_000257,15.0,60,True,0.021680319192783723
257,design_000257,17.5,70,True,0.011524449118135481
257,design_000257,20.0,80,True,0.007255254497397669
257,design_000257,22.5,90,True,0.006897272371463693
257,design_000257,25.0,100,True,0.004467818317027869
257,design_000257,27.5,110,True,0.0015374070562018793
257,design_000257,30.0,120,True,0.001287940184006097
257,design_000257,32.5,130,True,0.0015478951286880661
257,design_000257,35.0,140,True,0.003217389644728005
257,design_000257,37.5,150,True,0.0041367780015884575
257,design_000257,40.0,160,True,0.00595755249158337
257,design_000257,42.5,170,True,0.006077306165745965
257,design_000257,45.0,180,True,0.008584312990899174
258,design_000258,0.0,0,True,0.001946553334769388
258,design_000258,2.5,10,True,0.01000135894756217
258,design_000258,5.0,20,True,0.009071429001682414
258,design_000258,7.5,30,True,0.014422588012426584
258,design_000258,10.0,40,True,0.02808627357611708
258,design_000258,12.5,50,True,0.03734145182701898
258,design_000258,15.0,60,True,0.04425138150942616
258,design_000258,17.5,70,True,0.034599730020110304
258,design_000258,20.0,80,True,0.02527371609377997
258,design_000258,22.5,90,True,0.017972684457700935
258,design_000258,25.0,100,True,0.010341467899894763
258,design_000258,27.5,110,True,0.007495732766668233
258,design_000258,30.0,120,True,0.004465047483304077
258,design_000258,32.5,130,True,0.003476958711635644
258,design_000258,35.0,140,True,0.004403566123538267
258,design_000258,37.5,150,True,0.005269694966672563
258,design_000258,40.0,160,True,0.00682802923341423
258,design_000258,42.5,170,True,0.0072264763517503935
258,design_000258,45.0,180,True,0.009520658032890986
259,design_000259,0.0,0,True,0.002243411970107783
259,design_000259,2.5,10,True,0.005606134096142496
259,design_000259,5.0,20,True,0.039684234160057286
259,design_000259,7.5,30,True,0.07570530183618508
259,design_000259,10.0,40,True,0.03659115318452692
259,design_000259,12.5,50,True,0.02846210352356623
259,design_000259,15.0,60,True,0.02208547689052264
259,design_000259,17.5,70,True,0.013030399963841878
259,design_000259,20.0,80,True,0.007946779661096671
259,design_000259,22.5,90,True,0.00477339323906212
259,design_000259,25.0,100,True,0.002830920329766432
259,design_000259,27.5,110,True,0.0020350871024961107
259,design_000259,30.0,120,True,0.0023916963941325066
259,design_000259,32.5,130,True,0.0027527521908481023
259,design_000259,35.0,140,True,0.004317152919605817
259,design_000259,37.5,150,True,0.00572894870727177
259,design_000259,40.0,160,True,0.009048482123635807
259,design_000259,42.5,170,True,0.007583001019846585
259,design_000259,45.0,180,True,0.010916734890316294
260,design_000260,0.0,0,True,0.002265478141279458
260,design_000260,2.5,10,True,0.007607193051230565
260,design_000260,5.0,20,True,0.040182735615700876
260,design_000260,7.5,30,True,0.056482675673606264
260,design_000260,10.0,40,True,0.07500787038787468
260,design_000260,12.5,50,True,0.06675880332019277
260,design_000260,15.0,60,True,0.0517632230410958
260,design_000260,17.5,70,True,0.02930215671555663
260,design_000260,20.0,80,True,0.01798206270041351
260,design_000260,22.5,90,True,0.013858487591226584
260,design_000260,25.0,100,True,0.010132619462720012
260,design_000260,27.5,110,True,0.0064889095550897434
260,design_000260,30.0,120,True,0.004315381524084998
260,design_000260,32.5,130,True,0.0020753096315762522
260,design_000260,35.0,140,True,0.0028762371614563264
260,design_000260,37.5,150,True,0.003444289476602874
260,design_000260,40.0,160,True,0.006240943851090518
260,design_000260,42.5,170,True,0.005983523127299808
260,design_000260,45.0,180,True,0.008194806698753858
261,design_000261,0.0,0,True,0.0020531993073802327
261,design_000261,2.5,10,True,0.013382012063705226
261,design_000261,5.0,20,True,0.0059445589393378314
261,design_000261,7.5,30,True,0.021234917909945403
261,design_000261,10.0,40,True,0.03431336179901053
261,design_000261,12.5,50,True,0.04367040716402747
261,design_000261,15.0,60,True,0.055824494772114416
261,design_000261,17.5,70,True,0.060085463653829066
261,design_000261,20.0,80,True,0.05234782702372569
261,design_000261,22.5,90,True,0.04485164994816636
261,design_000261,25.0,100,True,0.0323433766051561
261,design_000261,27.5,110,True,0.02392681182831211
261,design_000261,30.0,120,True,0.013222452072936269
261,design_000261,32.5,130,True,0.013675155345504661
261,design_000261,35.0,140,True,0.014646574119854656
261,design_000261,37.5,150,True,0.01174773376405208
261,design_000261,40.0,160,True,0.012001087333473283
261,design_000261,42.5,170,True,0.013397085676013179
261,design_000261,45.0,180,True,0.013644707539774956
262,design_000262,0.0,0,True,0.0020401211916657555
262,design_000262,2.5,10,True,0.005598947241212819
262,design_000262,5.0,20,True,0.014856302936238944
262,design_000262,7.5,30,True,0.0246693363226776
262,design_000262,10.0,40,True,0.028941770150214888
262,design_000262,12.5,50,True,0.035842694640830466
262,design_000262,15.0,60,True,0.04507360780725713
262,design_000262,17.5,70,True,0.05012276849650685
262,design_000262,20.0,80,True,0.04535252372399557
262,design_000262,22.5,90,True,0.04303453301172272
262,design_000262,25.0,100,True,0.034368334571808615
262,design_000262,27.5,110,True,0.024445595637404727
262,design_000262,30.0,120,True,0.013444942944177876
262,design_000262,32.5,130,True,0.012335271247762684
262,design_000262,35.0,140,True,0.0132640607221974
262,design_000262,37.5,150,True,0.01061181972336233
262,design_000262,40.0,160,True,0.011994623941381084
262,design_000262,42.5,170,True,0.012989429813993477
262,design_000262,45.0,180,True,0.013738790605844344
263,design_000263,0.0,0,True,0.0020462176983081044
263,design_000263,2.5,10,True,0.02866991001290714
263,design_000263,5.0,20,True,0.05467943867453971
263,design_000263,7.5,30,True,0.01639873840275147
263,design_000263,10.0,40,True,0.011392267847734377
263,design_000263,12.5,50,True,0.015327149763475415
263,design_000263,15.0,60,True,0.018296863831688576
263,design_000263,17.5,70,True,0.019722413396484374
263,design_000263,20.0,80,True,0.017608867621158403
263,design_000263,22.5,90,True,0.018913596060587484
263,design_000263,25.0,100,True,0.014022577485717155
263,design_000263,27.5,110,True,0.006857129519888141
263,design_000263,30.0,120,True,0.0026661135945586474
263,design_000263,32.5,130,True,0.003177999266476164
263,design_000263,35.0,140,True,0.0044639718833239805
263,design_000263,37.5,150,True,0.0054912091277544775
263,design_000263,40.0,160,True,0.006941495355402505
263,design_000263,42.5,170,True,0.00782279496068887
263,design_000263,45.0,180,True,0.010066172137227818
264,design_000264,0.0,0,True,0.0021104305806874356
264,design_000264,2.5,10,True,0.00972275316747924
264,design_000264,5.0,20,True,0.025960535395698207
264,design_000264,7.5,30,True,0.0485963867125378
264,design_000264,10.0,40,True,0.029833037674265067
264,design_000264,12.5,50,True,0.020128092316560986
264,design_000264,15.0,60,True,0.018363695652327962
264,design_000264,17.5,70,True,0.013248368793690136
264,design_000264,20.0,80,True,0.011553887318541404
264,design_000264,22.5,90,True,0.014106746178130824
264,design_000264,25.0,100,True,0.01139079827455634
264,design_000264,27.5,110,True,0.006412567254515742
264,design_000264,30.0,120,True,0.00332479951111605
264,design_000264,32.5,130,True,0.00200031501105947
264,design_000264,35.0,140,True,0.0026283144826147156
264,design_000264,37.5,150,True,0.0038699267072755898
264,design_000264,40.0,160,True,0.007756850903675706
264,design_000264,42.5,170,True,0.007989615688544494
264,design_000264,45.0,180,True,0.010176040043751049
265,design_000265,0.0,0,True,0.0020117429765159267
265,design_000265,2.5,10,True,0.018334657213041047
265,design_000265,5.0,20,True,0.021247090193744343
265,design_000265,7.5,30,True,0.02507337765794114
265,design_000265,10.0,40,True,0.031083321977285663
265,design_000265,12.5,50,True,0.0262871661238522
265,design_000265,15.0,60,True,0.021669907277264297
265,design_000265,17.5,70,True,0.013469544472301975
265,design_000265,20.0,80,True,0.008464403133211496
265,design_000265,22.5,90,True,0.009077998943610105
265,design_000265,25.0,100,True,0.0067644992934224445
265,design_000265,27.5,110,True,0.0033899009828328623
265,design_000265,30.0,120,True,0.0016871213446892283
265,design_000265,32.5,130,True,0.0016479494064198983
265,design_000265,35.0,140,True,0.003255507756188351
265,design_000265,37.5,150,True,0.004362417907285409
265,design_000265,40.0,160,True,0.008208386518141438
265,design_000265,42.5,170,True,0.009393794101024425
265,design_000265,45.0,180,True,0.0113677646739739
266,design_000266,0.0,0,True,0.0021428624699284054
266,design_000266,2.5,10,True,0.002069616945559895
266,design_000266,5.0,20,True,0.005941860514231356
266,design_000266,7.5,30,True,0.008978742261314131
266,design_000266,10.0,40,True,0.006443501800451831
266,design_000266,12.5,50,True,0.013661507587022496
266,design_000266,15.0,60,True,0.015498859750088714
266,design_000266,17.5,70,True,0.012450671538475852
266,design_000266,20.0,80,True,0.009673818004877311
266,design_000266,22.5,90,True,0.009869162835845678
266,design_000266,25.0,100,True,0.007357135490562188
266,design_000266,27.5,110,True,0.003190884099871434
266,design_000266,30.0,120,True,0.0019894171698828745
266,design_000266,32.5,130,True,0.0016226675042857585
266,design_000266,35.0,140,True,0.003063051400831761
266,design_000266,37.5,150,True,0.0039471635063336894
266,design_000266,40.0,160,True,0.005969817407104795
266,design_000266,42.5,170,True,0.00746779332730833
266,design_000266,45.0,180,True,0.009402494162532919
267,design_000267,0.0,0,True,0.002408203070601782
267,design_000267,2.5,10,True,0.007568988528535475
267,design_000267,5.0,20,True,0.00898350953625569
267,design_000267,7.5,30,True,0.013071819255989287
267,design_000267,10.0,40,True,0.00886594171045062
267,design_000267,12.5,50,True,0.00858330834500279
267,design_000267,15.0,60,True,0.011110643310387382
267,design_000267,17.5,70,True,0.006967320150747205
267,design_000267,20.0,80,True,0.006844137529550301
267,design_000267,22.5,90,True,0.00805493483188354
267,design_000267,25.0,100,True,0.0067725943271403685
267,design_000267,27.5,110,True,0.0053656896844387165
267,design_000267,30.0,120,True,0.003647700381777457
267,design_000267,32.5,130,True,0.0021327926975051436
267,design_000267,35.0,140,True,0.002431545455292558
267,design_000267,37.5,150,True,0.002840230882824738
267,design_000267,40.0,160,True,0.004977568532600174
267,design_000267,42.5,170,True,0.005185175651774857
267,design_000267,45.0,180,True,0.006133055189431821
268,design_000268,0.0,0,True,0.0015659948859401618
268,design_000268,2.5,10,True,0.04808473351642986
268,design_000268,5.0,20,True,0.0393743533341851
268,design_000268,7.5,30,True,0.05471632401604805
268,design_000268,10.0,40,True,0.05036936483024987
268,design_000268,12.5,50,True,0.02500556952403625
268,design_000268,15.0,60,True,0.01505382685760922
268,design_000268,17.5,70,True,0.007812192505962963
268,design_000268,20.0,80,True,0.005628252955796263
268,design_000268,22.5,90,True,0.007349544171472247
268,design_000268,25.0,100,True,0.006184469930172002
268,design_000268,27.5,110,True,0.004767900921318411
268,design_000268,30.0,120,True,0.0029386929003420697
268,design_000268,32.5,130,True,0.003767376837703524
268,design_000268,35.0,140,True,0.0037381587779720805
268,design_000268,37.5,150,True,0.0036066464890316097
268,design_000268,40.0,160,True,0.006564951153296195
268,design_000268,42.5,170,True,0.00684145059767712
268,design_000268,45.0,180,True,0.007129672651220895
269,design_000269,0.0,0,True,0.001941934611290512
269,design_000269,2.5,10,True,0.11899883281505806
269,design_000269,5.0,20,True,0.033318882568086794
269,design_000269,7.5,30,True,0.02778168188447503
269,design_000269,10.0,40,True,0.008916492637997304
269,design_000269,12.5,50,True,0.011367533594485932
269,design_000269,15.0,60,True,0.014535334993870972
269,design_000269,17.5,70,True,0.010524780320529083
269,design_000269,20.0,80,True,0.00811787260415972
269,design_000269,22.5,90,True,0.009592850305043896
269,design_000269,25.0,100,True,0.00758216838045591
269,design_000269,27.5,110,True,0.0060957558085965
269,design_000269,30.0,120,True,0.004786571185756702
269,design_000269,32.5,130,True,0.0029276502463525616
269,design_000269,35.0,140,True,0.002578560979035991
269,design_000269,37.5,150,True,0.003443604660838027
269,design_000269,40.0,160,True,0.004907344184926613
269,design_000269,42.5,170,True,0.004323091799984494
269,design_000269,45.0,180,True,0.005473746098758647
270,design_000270,0.0,0,True,0.0021547660140604835
270,design_000270,2.5,10,True,0.0020888119834302638
270,design_000270,5.0,20,True,0.02437257039092071
270,design_000270,7.5,30,True,0.0540706686184847
270,design_000270,10.0,40,True,0.02888073163107966
270,design_000270,12.5,50,True,0.011207403388656601
270,design_000270,15.0,60,True,0.011306962725799712
270,design_000270,17.5,70,True,0.009847286640374544
270,design_000270,20.0,80,True,0.006545671224818632
270,design_000270,22.5,90,True,0.00545541894623458
270,design_000270,25.0,100,True,0.004200928420664253
270,design_000270,27.5,110,True,0.005182644096861212
270,design_000270,30.0,120,True,0.0048146623890732345
270,design_000270,32.5,130,True,0.0020633625446172216
270,design_000270,35.0,140,True,0.0014758387065932322
270,design_000270,37.5,150,True,0.001967091249295138
270,design_000270,40.0,160,True,0.004732497514843448
270,design_000270,42.5,170,True,0.004490360202519306
270,design_000270,45.0,180,True,0.006505567734380198
271,design_000271,0.0,0,True,0.002238704747222371
271,design_000271,2.5,10,True,0.008767584011074926
271,design_000271,5.0,20,True,0.016701451567081842
271,design_000271,7.5,30,True,0.02902417889268642
271,design_000271,10.0,40,True,0.03380675949957064
271,design_000271,12.5,50,True,0.02436910849173937
271,design_000271,15.0,60,True,0.01968438434379998
271,design_000271,17.5,70,True,0.006223181765537423
271,design_000271,20.0,80,True,0.004116634459817731
271,design_000271,22.5,90,True,0.007416884680334961
271,design_000271,25.0,100,True,0.007928160135362669
271,design_000271,27.5,110,True,0.008282519883209834
271,design_000271,30.0,120,True,0.005710447986405508
271,design_000271,32.5,130,True,0.005910759492921686
271,design_000271,35.0,140,True,0.005991019055059926
271,design_000271,37.5,150,True,0.006102253673741271
271,design_000271,40.0,160,True,0.008373496916417745
271,design_000271,42.5,170,True,0.007645679177588214
271,design_000271,45.0,180,True,0.007604386930664425
272,design_000272,0.0,0,True,0.0022943583797288437
272,design_000272,2.5,10,True,0.006733613963747886
272,design_000272,5.0,20,True,0.026152923864972807
272,design_000272,7.5,30,True,0.038395848016379436
272,design_000272,10.0,40,True,0.01528713165425153
272,design_000272,12.5,50,True,0.014377090352660594
272,design_000272,15.0,60,True,0.015452649714118642
272,design_000272,17.5,70,True,0.015100267036160114
272,design_000272,20.0,80,True,0.013039552540111025
272,design_000272,22.5,90,True,0.012628967512817195
272,design_000272,25.0,100,True,0.007563308269184091
272,design_000272,27.5,110,True,0.0034952245365616154
272,design_000272,30.0,120,True,0.0016338481660753846
272,design_000272,32.5,130,True,0.0009144386596365053
272,design_000272,35.0,140,True,0.0017202998715698083
272,design_000272,37.5,150,True,0.0026404740023638004
272,design_000272,40.0,160,True,0.004117821630949642
272,design_000272,42.5,170,True,0.004917339156906029
272,design_000272,45.0,180,True,0.006833939599405628
273,design_000273,0.0,0,True,0.002314189060316616
273,design_000273,2.5,10,True,0.034331875635855574
273,design_000273,5.0,20,True,0.008060028596868418
273,design_000273,7.5,30,True,0.02337728144672975
273,design_000273,10.0,40,True,0.043123746885539195
273,design_000273,12.5,50,True,0.04733772819804159
273,design_000273,15.0,60,True,0.04624610884228622
273,design_000273,17.5,70,True,0.031104644597637544
273,design_000273,20.0,80,True,0.0221052574382797
273,design_000273,22.5,90,True,0.01508337968720311
273,design_000273,25.0,100,True,0.00891213483738797
273,design_000273,27.5,110,True,0.006363527153800437
273,design_000273,30.0,120,True,0.004260510642779347
273,design_000273,32.5,130,True,0.004061610944659339
273,design_000273,35.0,140,True,0.004539638140777392
273,design_000273,37.5,150,True,0.004179199467060102
273,design_000273,40.0,160,True,0.0071455763396026245
273,design_000273,42.5,170,True,0.006912413379629495
273,design_000273,45.0,180,True,0.008762538700858358
274,design_000274,0.0,0,True,0.002217982800491634
