design_id,style,feasible_repeat_count,feasible_all_repeats,mean_valid_fold_risk,std_valid_fold_risk,repeat_0_risk,repeat_1_risk,repeat_2_risk,repeat_0_feasible,repeat_1_feasible,repeat_2_feasible
design_000231,longitudinal_stratified,0,False,nan,nan,0.03561759367585182,0.034104250371456146,0.035641878843307495,False,False,False
design_000232,longitudinal_stratified,0,False,nan,nan,0.13583019375801086,0.28234606981277466,0.13340818881988525,False,False,False
design_000233,longitudinal_stratified,0,False,nan,nan,0.029814468696713448,0.06782780587673187,0.07608988136053085,False,False,False
design_000234,longitudinal_stratified,0,False,nan,nan,0.03681308776140213,0.05015392601490021,0.02649558149278164,False,False,False
design_000235,longitudinal_stratified,0,False,nan,nan,0.02908698469400406,0.06489300727844238,0.02902376651763916,False,False,False
design_000236,longitudinal_stratified,0,False,nan,nan,0.02256852574646473,0.021169111132621765,0.02171056903898716,False,False,False
design_000237,longitudinal_stratified,0,False,nan,nan,0.07712437957525253,0.07636819779872894,0.07139027118682861,False,False,False
design_000238,longitudinal_stratified,0,False,nan,nan,0.03269951418042183,0.05927053838968277,0.05360403656959534,False,False,False
design_000239,longitudinal_stratified,0,False,nan,nan,0.05628169700503349,0.04975263401865959,0.052479088306427,False,False,False
design_000240,longitudinal_stratified,0,False,nan,nan,0.02709054946899414,0.04212015122175217,0.0339011549949646,False,False,False
design_000241,longitudinal_stratified,0,False,nan,nan,0.021318424493074417,0.03376592695713043,0.03815381973981857,False,False,False
design_000242,longitudinal_stratified,0,False,nan,nan,0.034829359501600266,0.03720061853528023,0.024391883984208107,False,False,False
design_000243,longitudinal_stratified,0,False,nan,nan,0.0592833012342453,0.06119202449917793,0.05999789014458656,False,False,False
design_000244,longitudinal_stratified,0,False,nan,nan,0.029281822964549065,0.04217379912734032,0.032143715769052505,False,False,False
design_000245,longitudinal_stratified,0,False,nan,nan,0.03793993592262268,0.0503133088350296,0.037073325365781784,False,False,False
design_000246,longitudinal_stratified,0,False,nan,nan,0.05721567943692207,0.04896710067987442,0.05602837726473808,False,False,False
design_000247,longitudinal_stratified,0,False,nan,nan,0.0476834774017334,0.060896094888448715,0.06747591495513916,False,False,False
design_000248,longitudinal_stratified,0,False,nan,nan,0.04874322563409805,0.04639005661010742,0.027771495282649994,False,False,False
design_000249,longitudinal_stratified,0,False,nan,nan,0.034576013684272766,0.035593897104263306,0.035730645060539246,False,False,False
design_000250,longitudinal_stratified,0,False,nan,nan,0.06064896658062935,0.04647061228752136,0.043133705854415894,False,False,False
