design_index,design_id,source_time_index,day,grid_nx,grid_ny,dx_km,compatibility_residual,compatibility_relative_residual,compatibility_valid,projected_moment_residual,soft_projection_stationarity_residual,soft_projection_penalty_trace,projection_backend,projection_iterations,refined_multiplier_norm,relative_multiplier_grid_change,covariance_minimum_eigenvalue,covariance_condition,multiplier_coordinate_ready,lambda_dot_solve_relative_residual,relative_lambda_dot_grid_change,gram_rank,tangent_compatibility_relative_residual,minimum_log_density,maximum_log_density,minimum_active_log_density,maximum_active_log_density,underflow_cell_count,underflow_cell_fraction,underflow_log10_probability_mass,tangent_action_density,accepted_medium_grid_tangent_action_density,poisson_backend,residual_contract,operator_floor_relative,operator_floor_absolute_density,operator_floor_to_physical_coefficient_sum_ratio,preconditioner,cg_tolerance,cg_maximum_iterations,solver_converged,solver_success,iterations,native_relative_pde_residual,stabilized_relative_pde_residual,physical_relative_pde_residual,physical_absolute_pde_residual,physical_pde_valid,scaled_weak_relative_residual,complete_scaled_weak_relative_residual,discarded_scaled_load_relative_residual,weak_relative_residual,weighted_mean_potential_residual,weighted_mean_potential_relative_residual,variational_compatibility_relative_residual,energy_load_identity_relative_error,condition_proxy,retained_rank,basis_size,quadrature_underflow_count,maximum_relative_rank_action_change,rank_sensitivity_valid,rank_tolerance_1e-12_action,rank_tolerance_1e-10_action,rank_tolerance_1e-14_action,full_action_density,tangent_full_inequality_valid,solve_accepted_before_refinement,solver_error,density_floor_or_cell_threshold_used,final_test_accessed,coarse_fine_relative_action_change,grid_refinement_valid,positive_floor_maximum_relative_action_change,operator_floor_sensitivity_valid,adaptive_quadrature_attempted,adaptive_quadrature_valid,adaptive_refinement_level,adaptive_quadrature_cell_count,adaptive_minimum_cell_width_km,adaptive_maximum_projected_cell_weight,adaptive_action_density,adaptive_solver_success,adaptive_scaled_weak_relative_residual,adaptive_gauge_relative_residual,adaptive_compatibility_relative_residual,adaptive_energy_load_identity_relative_error,adaptive_last_relative_action_change,adaptive_maximum_relative_rank_action_change,adaptive_rank_sensitivity_valid,adaptive_level_actions
88,design_000088,40,10.0,511,273,7.142857142857143,8.572483001234588e-14,6.0026258734440904e-15,True,0.003857113601419859,4.5250686192926706e-14,0.0012173192207607006,tesseract_cpp_soft_uncertainty_penalized,14,9.600384050113586,nan,0.007980028722470913,12.23172969611703,True,1.1828095152396072e-16,nan,4,5.094639322643162e-16,-50565.91088888356,-11.61363275295704,-749.0579067307024,-11.61363275295704,32037,0.22965097524784414,-322.19187618836054,2216395.605900217,2216395.605900217,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,12.0,nan,nan,nan,nan,False,3.966267321526979e-21,1.5842112902262447e-08,1.5842112931755975e-08,1.56009123140838e-08,-6.2006186557063276e-12,1.7068203295565812e-17,5.990440459656197e-15,3.032088863085907e-17,178203242989.32965,33,35,1533,0.00036139826670034884,True,2729603.9660626384,2728931.557525268,2730590.7968436857,2729603.9660626384,True,True,,False,False,6.141138139055344e-12,True,0.0,True,False,False,,,,,,,,,,,,,,
88,design_000088,90,22.5,219,117,16.666666666666668,1.522393322517246e-14,4.386706529071149e-15,True,0.0008460590365917293,1.4306517499549747e-14,0.001234927952013509,tesseract_cpp_soft_uncertainty_penalized,7,2.917231706042945,nan,0.02245419165864762,3.7473349751856104,True,8.483744011806336e-17,nan,4,4.919937449332569e-16,-5056.619499972047,-12.926555448870435,-750.732702999615,-12.926555448870435,387,0.01510361784334387,-323.6622572292233,322677.6717040683,322677.6717040683,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,10.0,nan,nan,nan,nan,False,5.839568383075058e-21,6.9022339880377546e-18,0.0,1.0537132070088754e-17,4.35873305187796e-12,1.1247065418588604e-17,4.385258829050718e-15,6.11326413605266e-19,15071179.314090654,35,35,0,0.0,True,929837.4419252864,929837.4419252864,929837.4419252864,929837.4419252864,True,True,,False,False,5.549495091514612e-09,True,0.0,True,,,,,,,,,,,,,,,,
88,design_000088,90,22.5,511,273,7.142857142857143,1.244143676970566e-14,3.584942940506237e-15,True,0.0008460590362884806,1.844615472274334e-14,0.001234927952013509,tesseract_cpp_soft_uncertainty_penalized,7,2.9172317038258972,nan,0.022454191668865583,3.747334973925719,True,2.120936004159513e-17,nan,4,6.218060248030823e-16,-6597.735255908872,-12.925873411901337,-748.8537592366213,-12.925873411901337,2081,0.014917241923112765,-323.07285524145624,322677.6716358034,322677.6716358034,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,10.0,nan,nan,nan,nan,False,8.254253636715711e-21,3.1864534871744917e-18,0.0,4.094284288339646e-18,1.6151081460725647e-11,4.167547455306955e-17,3.561951409911417e-15,6.11326410212713e-20,15071137.762870613,35,35,0,0.0,True,929837.4470854148,929837.4470854148,929837.4470854148,929837.4470854148,True,True,,False,False,5.549495091514612e-09,True,0.0,True,False,False,,,,,,,,,,,,,,
88,design_000088,180,45.0,219,117,16.666666666666668,1.915134717478395e-15,1.5484893946479542e-15,True,0.00040236745517733814,2.8903558444533007e-12,0.0011142436306197602,tesseract_cpp_soft_uncertainty_penalized,5,1.3803493421196202,nan,0.03421472988330421,2.0765224816848256,True,8.578173514607456e-17,nan,4,5.12778395004342e-16,-2061.492763942613,-13.857855392955624,-744.5762005732852,-13.857855392955624,40,0.0015610974515084103,-324.4546678744248,55605.03072071191,55605.03072071191,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,8.0,nan,nan,nan,nan,False,2.424419117444241e-21,1.2509152292815491e-18,0.0,2.249020001697352e-18,3.124370595899217e-13,6.862583596961667e-19,1.5510779176527102e-15,2.520847195417417e-19,1009.3367656284556,35,35,0,0.0,True,338239.9712533679,338239.9712533679,338239.9712533679,338239.9712533679,True,True,,False,False,2.4206929023360026e-05,True,0.0,True,,,,,,,,,,,,,,,,
88,design_000088,180,45.0,511,273,7.142857142857143,1.5543122344752192e-15,1.2567687559663729e-15,True,0.00040234736024876826,2.8867354881666128e-12,0.0011142436306197602,tesseract_cpp_soft_uncertainty_penalized,5,1.3802801954162998,nan,0.03421393593473835,2.076545745402841,True,1.2130956844206094e-16,nan,4,3.272972190961604e-16,-2951.7970053766558,-13.857560211890224,-747.5389666534846,-13.857560211890224,216,0.0015483537988430357,-323.8111419619077,55606.03418602665,55606.03418602665,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,8.0,nan,nan,nan,nan,False,1.8268453017389548e-20,9.618434769359679e-19,0.0,1.5399724926734336e-18,2.462994915945744e-13,5.410478672066402e-19,1.161113957523389e-15,8.403027391288517e-20,1009.3192898583392,35,35,0,0.0,True,338231.7837005864,338231.7837005864,338231.7837005864,338231.7837005864,True,True,,False,False,2.4206929023360026e-05,True,0.0,True,False,False,,,,,,,,,,,,,,
138,design_000138,0,0.0,219,117,16.666666666666668,-3.3970048995968227e-13,1.0625368222649855e-14,True,0.02152115253317734,9.565706448664559e-16,0.00038849816738723415,tesseract_cpp_soft_uncertainty_penalized,5,225.13982580055549,nan,2.5007215540990376e-05,272.06825174897,True,2.0000341046317216e-16,nan,4,2.3908532698729894e-16,-298883.1799044922,-7.349225725700885,-750.4525330538405,-7.349225725700885,23399,0.9132029816961323,-323.7404781936089,50226.5847027973,50226.5847027973,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,12.0,nan,nan,nan,nan,False,1.2773011325559238e-22,4.291274208281959e-08,4.291274227128722e-08,4.022743055935366e-08,-2.917536390695238e-11,6.72000778656863e-15,1.0633478820254393e-14,6.353732494925827e-16,151225365035.3425,17,35,17218,0.05063762386146013,False,97203.29686777109,92281.15288288705,97284.26180511991,97203.29686777109,True,False,,False,False,0.14443588139554053,False,0.0,True,,,,,,,,,,,,,,,,
138,design_000138,0,0.0,511,273,7.142857142857143,-3.3125169274228483e-12,1.054906844860136e-13,True,0.02022668654617838,4.448423043896653e-15,0.00038849816738723415,tesseract_cpp_soft_uncertainty_penalized,5,215.64570075312133,nan,2.5007358428694426e-05,272.3470421306438,True,2.636020347604962e-16,nan,4,3.5006890363816835e-16,-299823.3915922842,-7.265746983971592,-748.9901748771233,-7.265746983971592,127423,0.9134068801387784,-322.7568054354969,71985.03666376039,71985.03666376039,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,10.0,nan,nan,nan,nan,False,7.428765522597686e-27,3.068928426426356e-08,3.068928423186942e-08,4.11561972397546e-08,-9.672577008087407e-11,1.8059201815637838e-14,1.0550021941571307e-13,1.1501209125055717e-16,120024847919.96733,17,35,93767,0.0018665284881332679,True,113613.10596606457,113452.3419984087,113797.84536470818,114849.46333441298,True,True,,False,False,0.14443588139554053,True,0.0,True,True,True,2,143289,1.7857142857142858,0.002370124700629076,114849.46333441298,True,4.862066851195425e-22,3.474556411588933e-17,6.134166403214308e-14,2.2806765178163254e-15,0.00010085595777346954,0.0018665284881332679,True,0:113613.10571986281;1:114837.88008178862;2:114849.46333441298
138,design_000138,10,2.5,219,117,16.666666666666668,-3.2990277224562273e-13,6.979057163977364e-15,True,0.0351059054719519,2.033431137801636e-15,0.0008563447436083986,tesseract_cpp_soft_uncertainty_penalized,10,346.2665786534293,nan,3.086618533926301e-05,1416.7144550529438,True,8.741324804718778e-17,nan,4,1.3733213416761053e-16,-278296.11596374976,-8.452735104955345,-749.3469630850142,-8.452735104955345,19423,0.7580298950161963,-323.019620267584,4631838.963328003,4631838.963328003,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,13.0,nan,nan,nan,nan,False,1.1775694639768346e-21,5.771585971038124e-08,5.77158595246047e-08,6.39946867762708e-08,1.2206288890927776e-09,2.667073532102009e-15,6.967157529247304e-15,2.5121800919734323e-16,822743788921.7548,24,35,10371,0.0021456043801883215,True,7803643.679588075,7786900.147527722,7815894.44903068,7803643.679588075,True,True,,False,False,6.337013415126895e-06,True,0.0,True,,,,,,,,,,,,,,,,
138,design_000138,10,2.5,511,273,7.142857142857143,2.0131682863867157e-13,4.258859592368011e-15,True,0.035105966604058944,1.3500930548974126e-15,0.0008563447436083986,tesseract_cpp_soft_uncertainty_penalized,11,346.2666524255865,nan,3.086618553282442e-05,1416.710958393427,True,1.2315200913565706e-16,nan,4,4.493359054896397e-16,-289352.6021393482,-8.420661580341022,-749.0568677219541,-8.420661580341022,105828,0.7586073417775961,-322.4146251651267,4631751.505278426,4631751.505278426,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,14.0,nan,nan,nan,nan,False,1.869568136198926e-20,5.771910630266076e-08,5.7719107056243484e-08,6.399837708468174e-08,4.021803892980822e-09,8.787678575841305e-15,4.281760474399578e-15,1.8356338290027807e-17,822733394643.1913,24,35,56452,0.0021474405514981007,True,7803594.228106765,7786836.473413892,7815845.233261031,7803594.228106765,True,True,,False,False,6.337013415126895e-06,True,0.0,True,False,False,,,,,,,,,,,,,,
138,design_000138,40,10.0,219,117,16.666666666666668,-2.3003707229005133e-14,1.6135117320765676e-15,True,0.0037485426100246208,1.495413410469844e-13,0.0013107213533757524,tesseract_cpp_soft_uncertainty_penalized,19,6.989635079542862,nan,0.012572117054849735,8.777519793200577,True,1.2229868837192798e-17,nan,4,7.261424869646508e-16,-36119.38056133345,-11.516879707906474,-750.7390986193878,-11.516879707906474,5879,0.22944229793544862,-322.9667076629623,2678806.3582546315,2678806.3582546315,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,13.0,nan,nan,nan,nan,False,3.1099937607333933e-20,1.4459584423492694e-08,1.4459584420643652e-08,1.2506433000222436e-08,-1.8411572532332367e-10,4.138553039658609e-16,1.5907961517293439e-15,1.4886291105272363e-17,250307199768.52893,33,35,282,0.0006328820861139658,True,3100628.342450489,3100087.6036932017,3102591.917295467,3100628.342450489,True,True,,False,False,2.7357613376259162e-11,True,0.0,True,,,,,,,,,,,,,,,,
138,design_000138,40,10.0,511,273,7.142857142857143,-3.8794149641828424e-14,2.721075127580543e-15,True,0.0037485426099640286,1.076500982775944e-12,0.0013107213533757524,tesseract_cpp_soft_uncertainty_penalized,19,6.989635079569157,nan,0.012572117055161876,8.77751979296915,True,0.0,nan,4,7.838448858312136e-16,-50567.35528032162,-11.514916346401025,-749.0108505091016,-11.514916346401025,32079,0.22995204404206362,-322.15076083903745,2678806.3582556015,2678806.3582556015,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,13.0,nan,nan,nan,nan,False,4.466392692155857e-20,1.4459582854623832e-08,1.4459582868858292e-08,1.2506431608562583e-08,-1.2704763022003087e-09,2.855776470561319e-15,2.734725387094256e-15,1.561960593761709e-17,250307251663.4176,33,35,1535,0.0006328811223520051,True,3100628.3425353146,3100087.6037049154,3102591.914388293,3100628.3425353146,True,True,,False,False,2.7357613376259162e-11,True,0.0,True,False,False,,,,,,,,,,,,,,
138,design_000138,90,22.5,219,117,16.666666666666668,5.6343818499726694e-15,1.770453912220121e-15,True,0.0009475668251275234,7.637559194736652e-11,0.0012180476810077653,tesseract_cpp_soft_uncertainty_penalized,7,3.442475640158963,nan,0.021243696773664736,4.597523251087549,True,1.558253818766048e-16,nan,4,4.648120526315442e-16,-5056.391408310574,-12.596317609252338,-750.5046114192244,-12.596317609252338,387,0.01510361784334387,-323.5631511970665,128964.88130956054,128964.88130956054,tesseract_cpp_variational_ritz,retained_space_scaled_weak_galerkin_optimality,0.0,0.0,0.0,diagonal trial-space equilibration,,,True,True,11.0,nan,nan,nan,nan,False,2.4046072115559182e-20,2.1718361107674798e-17,0.0,3.104665931595479e-17,2.1547035182047005e-11,6.372717672184086e-17,1.7790302933047837e-15,1.467776064746435e-18,12214219.646186585,35,35,0,0.0,True,542186.1571157257,542186.1571157257,542186.1571157257,542186.1571157257,True,True,,False,False,1.1967059294947263e-08,True,0.0,True,,,,,,,,,,,,,,,,
