left_design_id,right_design_id,hungarian_matched_rms_km,hausdorff_km,symmetric_average_nearest_sensor_km
design_000240,design_000038,389.1512185381727,518.1975010862151,196.29136380392677
design_000240,design_000251,268.63451167094865,390.7218047777107,256.9639270417755
design_000240,design_000013,607.8201425407982,505.01376059127426,285.7429680572674
design_000240,design_000342,202.84230252911388,257.80931796897,158.3281953505654
design_000240,design_000270,261.26608925881106,270.9318497418749,258.5365308999176
design_000240,design_000200,699.2902374523793,873.9216317937426,383.24879366702123
design_000240,design_000012,154.94046214515527,229.6988290052749,147.43942700604103
design_000240,design_000286,244.39802125484454,410.4666342281014,176.1524954512267
design_000240,design_000221,270.51169199287665,356.17923318573736,172.06526286118046
design_000240,design_000272,246.22224589542634,363.03187208641793,228.38936492843868
design_000240,design_000139,333.2609952969445,443.065585476653,215.55261386982468
design_000240,design_000167,246.88219098551116,307.88814993142205,235.2024671894319
design_000240,design_000255,247.5064008222517,336.51524053864944,220.29355842570925
design_000240,design_000032,316.2982934657818,357.41850244079313,258.8963358238371
design_000278,design_000235,238.75651077555176,263.27805048763565,234.8135775628619
design_000278,design_000267,199.41042225980038,287.3097085258418,173.59218723137263
design_000278,design_000324,279.4975123090752,316.80411534444545,225.0804652082142
design_000278,design_000150,378.4606471465972,387.44628135717153,241.2950002302004
design_000278,design_000266,297.97506871288965,351.38930258988904,147.6328769684345
design_000278,design_000004,670.1461279922243,724.5619406225138,309.96095185941044
design_000278,design_000186,176.43491409534641,281.81555444831105,132.8760238744898
design_000278,design_000138,216.67671108763327,267.6144757031069,204.70470538402145
design_000278,design_000500,442.9374796996202,516.4743167946075,315.65482623293224
design_000278,design_000014,286.65859941333554,338.0598507052458,258.4459471271036
design_000278,design_000325,273.43151705801205,340.2125822977692,265.64070909574514
design_000278,design_000347,292.43096770287934,340.78300690417564,129.4798737814266
design_000278,design_000281,321.5988638514304,381.54015851027134,120.75919479391015
design_000278,design_000085,239.45495203456636,347.8067688397933,186.01328450950436
design_000278,design_000193,430.34397717460257,646.8301415402208,315.62556857884795
design_000278,design_000121,400.8441348227776,464.4939419617415,261.5407508766218
design_000278,design_000241,381.0720047099054,506.2968292175456,300.1352826164342
design_000278,design_000307,233.15234641235918,320.07430188879744,201.90039624407692
design_000278,design_000312,238.58384933953133,285.7733691818328,234.87102246783996
design_000278,design_000182,269.51097702437994,409.72414797636833,226.4594322558279
design_000278,design_000205,354.6281205951957,418.1870269562155,284.5513503576937
design_000278,design_000218,207.97757607312843,259.4935898126431,188.70448921135466
design_000278,design_000202,436.76034743550576,507.60858248193125,294.45027554188925
design_000278,design_000245,277.14229529946215,317.5291523524334,216.56484852580465
design_000278,design_000340,223.3382592248316,328.4590290307785,193.2400595557374
design_000278,design_000055,265.3831213452582,321.0194018810324,242.1230993913384
design_000278,design_000224,329.79923995066997,425.98342950618326,186.83562040903578
design_000278,design_000056,258.71594788512505,301.0570512089591,211.8413896028365
design_000278,design_000252,218.52279575773468,309.29195531570446,176.039820541015
design_000278,design_000088,149.1158032873589,203.89765908254876,138.93263176830934
design_000278,design_000343,411.874769127651,560.0609166043041,265.2745861450282
design_000278,design_000332,305.788395239583,451.2321159744679,277.1754776514952
design_000278,design_000326,214.79316215977036,295.3446001669883,183.18539531613465
design_000278,design_000059,290.5480170167083,362.2488852933078,250.43724548954327
design_000278,design_000192,382.9134161569354,373.8038425692028,282.1184098916631
design_000278,design_000031,508.6324010959009,585.9309140616258,253.01939086433188
design_000278,design_000329,338.0191422363869,410.8859283254578,286.97876291530685
design_000278,design_000000,371.4750704599152,536.6096845712868,268.76870440724434
