case,design_id,design_index,style,day,source_time_index,particle_count,unique_reference_particles,old_minimum_linf_residual,coordinate_support_margin,classification,native_failure_reason,exact_lp_success,exact_lp_verified_linf_residual,minimum_linf_residual,minimum_l2_residual_at_linf_solution,lp_active_weight_count,lp_maximum_weight,native_converged,native_iterations,native_reported_residual,native_verified_l2_residual,native_ess_fraction,native_effective_sample_size,native_covariance_min_eigenvalue,native_covariance_max_eigenvalue,native_covariance_condition_regularized,native_multiplier_norm,native_maximum_weight,native_healthy
6,design_000215,215,support_random,2.5,10,200000,200000,0.07187082906281583,-0.04911592498923824,C_convex_hull_failure,native_nonconvergence;moment_residual,False,nan,0.0536064050521613,0.07787661184832691,2,0.9786879978748989,False,200,0.3237313987590863,0.32373139875908874,0.04663769719045431,9327.539438090862,6.704164777225873e-07,0.0021918993467620945,3264.5912328468853,723.38177116967,0.00033586826062015395,False
7,design_000279,279,longitudinal_stratified,2.5,10,200000,200000,0.005225746923713187,-0.0007370004415424465,C_convex_hull_failure,native_nonconvergence;moment_residual,False,nan,0.004077721519463506,0.007062820876940325,3,0.5123204944411196,False,200,0.3513449120519317,0.3513449120519366,0.9843964242117638,196879.28484235276,3.9368657657500176e-20,0.043914604438667404,43914605.43693855,500.0047882480078,6.0515365287661765e-05,False
8,design_000321,321,longitudinal_stratified,2.5,10,200000,200000,0.027353744043076306,-1.21622327894667e-10,B_feasible_but_unhealthy,low_ess,True,1.2216413334861676e-10,1.2216516078173743e-10,1.2216516078173743e-10,4,0.8380739621979918,True,8,1.2574269789950665e-10,1.2574369632271788e-10,0.00016805255015157214,33.61051003031443,2.890877698391647e-28,0.014377467871336355,14377468.871336354,85.44266852742207,0.14978644468384222,False
9,design_000392,392,lateral_discriminating,2.5,10,200000,200000,0.0001645480110650882,-0.0001720875430606972,C_convex_hull_failure,native_nonconvergence;moment_residual,False,nan,0.0001720875430606972,0.0002071790116901663,1,1.0,False,200,0.00024282426095120635,0.00024282426095120638,0.9999986246576562,199999.72493153124,3.0060065401327014e-20,4.238381718234721e-12,1.0042383816880471,769.9913412318286,5.112039249166898e-06,False
10,design_000403,403,lateral_discriminating,2.5,10,200000,200000,0.005587802760058894,0.01545625754867988,C_convex_hull_failure,native_nonconvergence;moment_residual;low_ess,False,nan,0.004780592086150559,0.009561184172300058,4,0.8156579076843523,False,200,0.03381168363331439,0.033811683633335685,2.0068358883711633e-05,4.013671776742327,2.592047038481859e-06,0.0025773792896475706,993.958170213734,656.3008801269602,0.40445611758912625,False
11,design_000424,424,upstream_focused,2.5,10,200000,200000,0.04920058928858123,0.0011001608051814382,C_convex_hull_failure,native_nonconvergence;moment_residual;low_ess,False,nan,0.04972238495998371,0.08264381185652081,2,0.7774958160808149,False,200,0.5636791924517178,0.5636791924517187,1.41207059802053e-05,2.8241411960410603,6.524710423897622e-07,0.02119902912473396,32440.65727412879,721.2206026562167,0.430774295062145,False
12,design_000460,460,upstream_focused,2.5,10,200000,200000,0.005190501419322979,0.02689711650252955,B_feasible_but_unhealthy,low_ess,True,5.551115123125783e-17,8.881784197001252e-16,1.2513165394291627e-15,5,0.6560778891864766,True,10,2.168338670121213e-13,2.150839182089634e-13,0.0002725086534602397,54.50173069204794,0.00025118282853021977,0.06380864762399882,254.03167471954524,117.67308942224962,0.08257096329003812,False
13,design_000363,363,lateral_discriminating,5.0,20,200000,200000,0.008278387940425513,0.026774481591396896,B_feasible_but_unhealthy,low_ess,True,5.551115123125783e-17,6.106226635438361e-16,6.582538464002097e-16,5,0.48858848387202775,True,6,8.626853779428389e-11,8.626566040782087e-11,0.0052275814574485385,1045.5162914897078,0.0016802588096124442,0.05410954506615091,32.20308297359764,28.34972141164222,0.01748507940575582,False
14,design_000400,400,lateral_discriminating,5.0,20,200000,200000,0.006825459947096102,0.03067248015306334,B_feasible_but_unhealthy,low_ess,True,1.1102230246251565e-16,3.122502256758253e-17,4.1777673608052095e-17,5,0.4985955366722495,True,6,6.3511782825231e-12,6.348661225770874e-12,0.006535358848157081,1307.0717696314161,0.0016762950149280626,0.0444865659629431,26.53861046424561,26.299160771242985,0.008583539463391396,False
15,design_000215,215,support_random,7.5,30,200000,200000,5.551115123125783e-17,0.0034609199380851384,A_support_repaired,,True,1.1102230246251565e-16,1.1102230246251565e-16,1.6653345369377348e-16,5,0.46404248490150235,True,7,2.938440582510941e-13,2.927270635466646e-13,0.026665994793529685,5333.198958705937,1.9808850733418503e-05,0.11233045500800967,5670.43424605478,11.827302048725238,0.0024935063793457145,True
16,design_000302,302,longitudinal_stratified,7.5,30,200000,200000,0.03519778365343418,0.10471536446723126,B_feasible_but_unhealthy,low_ess,True,8.326672684688674e-17,1.167260732515274e-13,1.1837860784269325e-13,5,0.3223628316785469,True,10,4.4658720130534767e-13,4.4646644757630117e-13,3.115449586236375e-05,6.23089917247275,0.00012309900080048573,0.16711622270682513,1357.564765394914,134.47893345053708,0.39950678041938237,False
17,design_000354,354,lateral_discriminating,7.5,30,200000,200000,0.0026363191594456215,0.011745134543127873,B_feasible_but_unhealthy,low_ess,True,2.7755575615628914e-17,2.3592239273284576e-16,2.607399605677454e-16,5,0.5094495026502613,True,9,1.5625140489889202e-09,1.562513042716226e-09,0.0017269709578637306,345.39419157274614,0.0006126363169659844,0.07590934186164527,123.9058424282372,65.86805415526047,0.046930403856075525,False
18,design_000387,387,lateral_discriminating,10.0,40,200000,200000,5.551115123125783e-17,0.0027777350114642535,A_support_repaired,,True,5.551115123125783e-17,2.0816681711721685e-16,2.104675195843828e-16,5,0.5548565048727493,True,7,9.491387720292792e-09,9.491387881615646e-09,0.03231446954730776,6462.893909461552,0.0001528013360378452,0.08881830888761796,581.2627751032547,29.150056517740953,0.005866899805282821,True
19,design_000409,409,lateral_discriminating,10.0,40,200000,200000,2.7755575615628914e-17,0.003150934344646558,B_feasible_but_unhealthy,low_ess,True,2.7755575615628914e-17,4.336808689942018e-19,4.336808689942018e-19,5,0.32003814320803803,True,7,7.674069311600564e-10,7.674066616033528e-10,0.014165826743369489,2833.165348673898,0.0001523874581121144,0.11015141355007968,722.8330538592345,34.44059516908618,0.008193387154427911,False
