design_index,design_id,style,day,source_time_index,grid_nx,grid_ny,domain_moment_feasible,domain_feasibility_basis,converged,iterations,reported_residual,verified_l2_residual,verified_linf_residual,lambda_0,lambda_1,lambda_2,lambda_3,lambda_norm,kl_divergence,intrinsic_ess,log10_intrinsic_ess,covariance_min_eigenvalue,covariance_max_eigenvalue,covariance_condition_regularized,maximum_quadrature_weight,usable,zero_start_retry_performed,trajectory_warm_start_verified_l2_residual,trajectory_warm_start_converged,solver_initialization
1,design_000001,manual,25.0,100,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,4.9409846047243505e-09,4.940987305308711e-09,4.66179325697702e-09,1.0538315884040532,-1.2939704631847737,0.19048297829362706,0.06847719601198249,1.6810394009975203,0.03787571215008149,0.9301143847528887,-0.03146363895975413,0.0064894085752501465,0.09117253331185378,14.049436440103683,0.00015072633335225604,True,,,,
1,design_000001,manual,27.5,110,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,1.1333699249945375e-11,1.134079699989031e-11,1.0988515652954334e-11,0.8932985470074513,-1.0005848505590316,0.15079307990230445,0.07641227340189555,1.3519355479188835,0.024061673403581684,0.953859822311579,-0.020515443817543447,0.0070578574662910525,0.09150939388034245,12.965605258732893,0.00012528982912464752,True,,,,
1,design_000001,manual,30.0,120,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,1.8031637428794548e-11,1.8035649671453466e-11,1.4146073201715126e-11,0.6361031834307496,-0.7149082494873034,0.15745588106758485,-0.1013266456412227,0.9750797448185484,0.011360744628873185,0.9778459562322586,-0.009729555874523404,0.007159044289518977,0.09153227281293994,12.785543588120236,0.00010774899868326671,True,,,,
1,design_000001,manual,32.5,130,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,4,2.136923379042954e-14,2.0851573609733775e-14,1.867950238931826e-14,0.3699549760055523,-0.3146888494758508,0.19207474275537623,-0.7372391255448515,0.9034987500236981,0.003949234710790209,0.9923440090308883,-0.003337747881201854,0.005847986483218627,0.09071149651801942,15.511577664946811,9.543417489257276e-05,True,,,,
1,design_000001,manual,35.0,140,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,1.3952135204101768e-11,1.3955075206407953e-11,1.313338326980329e-11,0.34482580406504904,-0.33505284265837754,0.47753592669515904,-1.0780395617858238,1.2733322820782258,0.005633078104826976,0.9896091567563007,-0.004536294876171704,0.005732231416161075,0.09411443877931999,16.4184646338535,8.762148311890098e-05,True,,,,
1,design_000001,manual,37.5,150,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,2.191775477396405e-13,2.2333890856521776e-13,2.1316282072803006e-13,0.32863766311550874,-0.348908158378743,0.630524183694241,-1.1809768815853765,1.4219728399880491,0.00796904678965339,0.9850486246780727,-0.006542331016950817,0.00598023647975902,0.09476409809340791,15.846212505832494,8.167307908575519e-05,True,,,,
1,design_000001,manual,40.0,160,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,7.136620403661626e-11,7.137549153018574e-11,6.83518242006187e-11,0.209544995410556,-0.6125816525799288,0.6417161047998339,-1.1625361086606836,1.4773134905220904,0.008875330566361816,0.9837826227560047,-0.007100852957649103,0.006324385339497039,0.08936079097138927,14.129561399951438,7.237185296789053e-05,True,,,,
1,design_000001,manual,42.5,170,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,4.240983294280811e-10,4.2410223340183556e-10,3.2276535610886725e-10,0.33605334980757867,-0.7947019780985275,1.0907547521003285,-1.7453093637520118,2.231666147151161,0.02029327943415208,0.962036201098151,-0.016808585299654257,0.0055770762414166335,0.09441586540035748,16.929276436851968,7.883790482653799e-05,True,,,,
1,design_000001,manual,45.0,180,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,1.2785365669406468e-10,1.2785787950898308e-10,1.1534979915683863e-10,0.20336773334624877,-0.6570991919437155,0.9876014039437537,-1.3809079443124221,1.8317753865461528,0.01635251389081336,0.9682250604404761,-0.014023680763336013,0.006578997291037676,0.09081231936853444,13.803367800778986,7.003639558846657e-05,True,,,,
2,design_000002,manual,0.0,0,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,26,2.9240572541568786e-09,2.9240572542314423e-09,2.902851769470218e-09,-245996.13508039925,39247.81043070214,-41064.934438252654,29468.39190166531,254183.406342323,0.013925098382477097,0.0,-9490.168962389223,3.9747103905048686e-13,2.7872963026014098e-08,69949.78629421184,0.013061520003352792,True,,,,
2,design_000002,manual,2.5,10,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,60,7.824518972568833e-13,7.826502407986604e-13,7.236164792367994e-13,1692.7648410807512,1514.0939113377606,1366.2742701296381,1114.5430320726105,2875.21211932426,7.4117779031923545,0.0,-843.3145799829575,1.0437681789610581e-07,0.002672388429340671,25603.275301977756,0.003382396855485943,True,,,,
2,design_000002,manual,5.0,20,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,35,4.581746957350561e-12,4.582037569715444e-12,4.353788163324879e-12,253.40113273399606,201.25336124266835,162.01392120848314,131.24487156458991,384.95295356666446,11.738237859307183,1.1758732725595697e-108,-107.92963948097562,6.17526547233441e-06,0.029795082349174003,4824.907119837033,0.001572327848087267,True,,,,
2,design_000002,manual,7.5,30,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,23,3.6289360952591507e-12,3.6290936411114575e-12,2.9571061311434166e-12,71.68321147649348,30.540161613607264,23.689336040523983,35.16642293863635,88.70764467231025,4.001928237315726,1.437649431870082e-24,-23.842347002941843,0.0001362208270951457,0.039201857291832176,287.7816713310969,0.0007300712294279873,True,,,,
2,design_000002,manual,10.0,40,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,16,3.891028607112562e-11,3.8911575979905505e-11,3.143130200555788e-11,7.947112025403771,8.675848534907116,3.6420878973842705,15.683160813333895,19.94124556526327,1.268845876516804,8.175986927761848e-05,-4.087459811583804,2.341871970518315e-05,0.07447617065943082,3180.1982172308153,0.0005271061965647721,True,,,,
2,design_000002,manual,12.5,50,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,8,2.282004958640336e-13,2.2778646945584635e-13,2.1114360260199305e-13,3.7554450341041363,2.884860372459475,1.8207481095502087,7.377914954713293,8.954023650302537,0.5489793319229338,0.06765509026359164,-1.169699522196833,7.993203584304336e-05,0.10254178387212355,1282.8621564474527,0.00039073592910041647,True,,,,
2,design_000002,manual,15.0,60,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,6,3.0631062446852083e-15,3.725589389824329e-15,2.6367796834847468e-15,-1.1007377015380302,2.07321649694658,1.582266767986523,3.519839205759116,4.51693328379689,0.32103881072624374,0.35455488446593914,-0.4503165272630936,8.997460156708041e-05,0.1032079118476435,1147.0782870825044,0.0002844581405843116,True,,,,
2,design_000002,manual,17.5,70,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,5,6.7003322542943094e-09,6.7003300445912585e-09,5.849205245156419e-09,0.17326086433181945,1.238178696845858,1.157455500557812,1.801503481899004,2.47956121995358,0.14957969317830308,0.6692869253296897,-0.17438765895381508,0.00020477363886577018,0.10214699027754343,498.8288084483536,0.00023084116428317633,True,,,,
2,design_000002,manual,20.0,80,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,4,1.9076398597304786e-12,1.9086423140148827e-12,1.7327736467898092e-12,1.1303811926626177,0.1438943648888474,0.6466350655406226,1.3367399769857746,1.8717579712748071,0.056486063239182656,0.8686857572229563,-0.06113729902366042,0.0004775740216846252,0.10067680616125252,210.80879945250976,0.00020080574494482027,True,,,,
2,design_000002,manual,22.5,90,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,4.532127081852523e-09,4.532129460504585e-09,4.290192423539452e-09,1.2177668575126497,-0.1268960874774585,0.27094061263234215,1.180467431218708,1.7221994390938016,0.02576823586652895,0.9396528161374982,-0.02703258032310939,0.0009687328343629785,0.09658683882405375,99.70430999943224,0.000171805665931102,True,,,,
2,design_000002,manual,25.0,100,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,4,8.011482840244403e-15,9.190451070351618e-15,8.36136715420821e-15,1.4807757219100017,-0.8415336564386943,0.3136553917148561,0.8157601355235505,1.9143458248128438,0.016225920574204734,0.9635803581834006,-0.016112061329884648,0.001509372599589487,0.09159352249325758,60.68317559104302,0.00014801906386360477,True,,,,
2,design_000002,manual,27.5,110,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,3.022044666369338e-13,3.0204818579733885e-13,2.6622454241120863e-13,1.2482449888420628,-0.670487990203808,0.15999755997648377,0.9483998855103067,1.7125219003595997,0.015976270784298467,0.9635020924823681,-0.016147337829951012,0.002049674600365464,0.0870447890671488,42.467613664913905,0.00012400046641639157,True,,,,
2,design_000002,manual,30.0,120,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,5.0243316400753454e-09,5.024332118283482e-09,4.333898670494385e-09,0.8121342379810329,-0.8279439214189643,0.4483271896449263,0.3460424655139234,1.290657125045036,0.009630903372273729,0.9798483801804493,-0.008841120986365926,0.002003919984059925,0.08436257712831494,42.098775300077584,0.00010614843967585997,True,,,,
2,design_000002,manual,32.5,130,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,2.873222157842014e-10,2.8732496813548683e-10,2.520674502459741e-10,0.7632371662466297,-1.1968547748519114,0.7713663055924076,-0.10834477713955736,1.6191778445132903,0.012287498574017395,0.9750708967778099,-0.010963805880953442,0.0021262102734937566,0.08278887063852369,38.937292172165236,9.133225125191652e-05,True,,,,
2,design_000002,manual,35.0,140,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,2.289755829911924e-13,2.3171590949616157e-13,2.1782575743145571e-13,0.7874493332844762,-1.1948763901200088,0.8791236210379689,-0.2876009691241567,1.7039303679037046,0.012583798712753343,0.9739891016119346,-0.011445902604216854,0.0025161866496971647,0.07944435993229505,31.573317480969067,7.893734378231477e-05,True,,,,
2,design_000002,manual,37.5,150,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,2.5786811902026404e-09,2.5786838529621483e-09,2.3806149412886057e-09,0.8578204441259857,-0.7319871110556864,0.6630521662262427,0.02342061449536999,1.3083759954358711,0.009141303276398475,0.9802283456822961,-0.00867274296253108,0.003344147448374437,0.07444776789952376,22.26210687441158,6.803233360477972e-05,True,,,,
2,design_000002,manual,40.0,160,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,8.145867850802058e-10,8.145898696029597e-10,7.703284121696186e-10,1.1776291512396013,-0.8757245802154002,1.0959192373865887,-0.2802567880524212,1.8529130579620308,0.020855082827169222,0.9524327267109189,-0.021165690140559766,0.004226556569934083,0.08035894675458742,19.01286435539716,5.81617409689942e-05,True,,,,
