design_index,design_id,style,day,source_time_index,grid_nx,grid_ny,domain_moment_feasible,domain_feasibility_basis,converged,iterations,reported_residual,verified_l2_residual,verified_linf_residual,lambda_0,lambda_1,lambda_2,lambda_3,lambda_norm,kl_divergence,intrinsic_ess,log10_intrinsic_ess,covariance_min_eigenvalue,covariance_max_eigenvalue,covariance_condition_regularized,maximum_quadrature_weight,usable,zero_start_retry_performed,trajectory_warm_start_verified_l2_residual,trajectory_warm_start_converged,solver_initialization
31,design_000031,support_random,32.5,130,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,2.8314179981857012e-09,2.8314184117768235e-09,2.5458158775526485e-09,-1.0621837990646068,0.1610404506542447,-0.2690852227254149,1.3582157087122848,1.7525196769863223,0.08334908303861278,0.8382741018787233,-0.0766139509770372,0.022894723015670686,0.09906042392710564,4.326779750045402,6.791257818199749e-05,True,,,,
31,design_000031,support_random,35.0,140,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,8.109190416286484e-09,8.109189594244389e-09,7.364780105212354e-09,-1.2240747583843303,0.2643870827433033,-0.11484928680082337,0.8423317869542404,1.51359596379858,0.07354315798617253,0.8745688205629402,-0.05820600983913641,0.022868158151633913,0.09611077861502187,4.20282114448083,6.35876364744427e-05,True,,,,
31,design_000031,support_random,37.5,150,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,4.2431817192223886e-11,4.243167010006971e-11,3.980550611348832e-11,-1.024072502188863,0.5324850135721386,-0.06779687727134608,0.6652288366763431,1.333938004980661,0.05986062560717391,0.8957877820476305,-0.04779486534018169,0.02150300847788402,0.09440122896279139,4.39014052660958,6.714378748058182e-05,True,,,,
31,design_000031,support_random,40.0,160,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,2.5166103030255518e-11,2.5166401732079915e-11,2.2889690143301777e-11,-0.8764758448733303,0.6864118460886051,0.13884832407121728,0.4492086662262707,1.2084859999219504,0.05278641697635386,0.9047710357722404,-0.04346131082976161,0.020580116654142847,0.09267907218119487,4.503330750680403,6.738842996311165e-05,True,,,,
31,design_000031,support_random,42.5,170,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,5.830921173249904e-12,5.830986083418366e-12,5.328265606507898e-12,-0.8154059780950137,0.8338012584492767,0.10631835437822781,0.6857218545696856,1.3570665061141503,0.059299106458762026,0.8898016155170715,-0.05070681008548764,0.021085254286864617,0.09349942616541865,4.434351366758812,6.762565815981329e-05,True,,,,
31,design_000031,support_random,45.0,180,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,4.5530374365411196e-10,4.553049742668176e-10,3.681939753086283e-10,-0.6276930528016624,0.9141271254689779,0.5444504796629773,0.3511745141103874,1.2842806680081889,0.053191005696869714,0.8969931347490988,-0.04721088087117326,0.02010862099041672,0.08996926613638674,4.474163901107909,6.416154789276875e-05,True,,,,
75,design_000075,support_random,0.0,0,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,9,7.297310957823512e-09,7.2973103114635086e-09,6.044397649063171e-09,-3.968435960617778,-135.42068028508913,-1194740.9735790354,-8.240218711129032,1194740.981288828,0.013731180577126339,0.9757304833829996,-0.01067012674293345,4.0478479089010254e-16,0.030087870897806575,21418135427522.13,0.013178914936512331,True,,,,
75,design_000075,support_random,2.5,10,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,15,7.213551509920705e-11,7.213596363913923e-11,6.609096603327203e-11,6.996727185561486,261.30313364526165,3523.7417100697594,17.717983093416883,3533.4682463628274,5.959718211619187,0.0,-1420.8335865509214,7.016421977030387e-05,0.04397842902488734,626.792817881157,0.00819621848987982,True,,,,
75,design_000075,support_random,5.0,20,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,20,6.328769336115896e-09,6.328768211541768e-09,4.8604383295902664e-09,-5.254529999180184,33.12114937176322,475.4484774186818,0.5508062898855127,476.6300228568598,7.368835938314246,1.0655720454330735e-186,-185.97241718144835,0.0019338982999815536,0.055778158639240155,28.8423432813113,0.003398603876076321,True,,,,
75,design_000075,support_random,7.5,30,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,23,3.689588417800129e-09,3.6895884910809033e-09,3.506833809452381e-09,-3.6251295137254593,9.70541683678516,96.77105440777325,0.6663145396593307,97.32634600263697,5.160280727856184,8.705670503038328e-36,-35.0601977742818,0.007138240644995722,0.07740888733358695,10.844252972592729,0.0005982116760178709,True,,,,
75,design_000075,support_random,10.0,40,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,13,6.7728004372122294e-12,6.77323998714109e-12,5.960953952666159e-12,-2.4831920066678324,3.4524981113862303,22.653333476103352,0.6404115339440283,23.057962404849608,1.9393163704048388,5.619453445979589e-07,-6.250305922320255,0.008691791542656865,0.08923582318978382,10.266677790399168,0.00043490747443281297,True,,,,
75,design_000075,support_random,12.5,50,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,8,4.398364565463697e-10,4.398363053615001e-10,4.194470049068144e-10,-2.2488017858363736,1.4624014280779418,6.411635094634154,0.13537466894081016,6.951483172428775,0.7856179202054067,0.04662275983953073,-1.3314020219436422,0.01173093941726532,0.0904197478645461,7.7078011102386,0.0003582970813255588,True,,,,
75,design_000075,support_random,15.0,60,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,5,4.82011389070088e-11,4.820259069904633e-11,4.2757131168968954e-11,-2.1116173067816355,0.3564164827203165,3.268277871142007,0.10851090060501224,3.9088841397515335,0.5030577817408599,0.2318342346894914,-0.6348224318801174,0.012829066368402243,0.09992377698921047,7.788858060264941,0.0002505945633514531,True,,,,
75,design_000075,support_random,17.5,70,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,8.972997057315946e-09,8.972995904814994e-09,8.075754898140275e-09,-1.7607309772883806,0.09628654354044926,2.6678960288339892,0.07337152326252819,3.1988274842422957,0.39802304768939384,0.36323016526013185,-0.4398180916982519,0.01266223378936672,0.10635641971124093,8.39949897312335,0.00016995635698873496,True,,,,
75,design_000075,support_random,20.0,80,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,4,1.7468440554465503e-12,1.7454381437412122e-12,1.6408818748203657e-12,-1.7073229796018017,-0.28251881226074865,1.4978042486069112,-0.4683779170290609,2.3361429913990697,0.24001584909952603,0.6070412954985908,-0.21678176395417373,0.013640875977181721,0.09786978492306601,7.174743402606632,0.0001417124573836643,True,,,,
75,design_000075,support_random,22.5,90,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,4,7.247732312755845e-14,7.265284357921551e-14,6.875056079991282e-14,-1.491009903730351,-0.03509527684468251,0.778668483290118,-0.5613084286786406,1.773621710076253,0.15003341354093552,0.7570453985538492,-0.12087807591573198,0.01529196421023919,0.09736065196874791,6.366785236363018,0.00011801338482057642,True,,,,
75,design_000075,support_random,25.0,100,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,4,4.6980155124980336e-15,6.555136015004761e-15,4.3576253716537394e-15,-1.3259531705550225,0.17106861184799527,0.28775930133048366,-0.6867831893139371,1.5303244247841528,0.10325536438156321,0.8330102598263903,-0.07934964954333663,0.01702598403426747,0.0944807967693628,5.549212108927202,0.00010380960467279356,True,,,,
75,design_000075,support_random,27.5,110,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,6.682378105257959e-10,6.682371580372852e-10,6.307079025713591e-10,-1.457420298095806,-0.04334320787060899,-0.169622641625678,-0.8482634533512476,1.695368775757546,0.08984843354793917,0.8562654727955207,-0.06739156768754648,0.018721563777351416,0.08574424082073731,4.579972156196889,9.4142292492043e-05,True,,,,
75,design_000075,support_random,30.0,120,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,3.9182126354415196e-13,3.9349766043025416e-13,3.840816553690729e-13,-1.339454657634464,-0.0691096769416326,-0.29938062752452743,-0.8126035463270449,1.596517526037815,0.07058963001591287,0.883597039204404,-0.053745748051104845,0.020135605963267605,0.08147036228196392,4.046084455098259,8.276187151220358e-05,True,,,,
75,design_000075,support_random,32.5,130,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,2.0925921168287605e-11,2.092948918970859e-11,2.026764867046893e-11,-1.072948696507811,-0.09403157212670475,-0.13974878247479028,-0.8052367914225846,1.3520343391934082,0.05078680920666169,0.9130124644594545,-0.03952329343064086,0.021109358915806942,0.08223585506469008,3.895705946953604,7.167995705554605e-05,True,,,,
75,design_000075,support_random,35.0,140,512,272,True,empirical target is a convex combination of Phi at strictly interior observations,True,3,7.180410863537889e-15,1.0472140426594492e-14,9.936496070395151e-15,-1.1427546009440672,-0.03571249241328344,-0.06413518536321779,-0.7591142688397433,1.3738745413067655,0.05389646978337887,0.9094799106082423,-0.041206889572838495,0.022585958569503108,0.07483405856392022,3.3133000901260514,6.322236429506967e-05,True,,,,
