panel_label,design_index,design_id,source_time_index,day,grid_nx,grid_ny,dx_km,formulation,converged,scientifically_valid,action,weak_action,action_identity_relative_error,tangent_action,tangent_lower_bound,direct_ritz_action,direct_ritz_qr_svd_status,direct_ritz_certification_status,scaled_relative_residual,original_conservative_relative_residual,score_form_relative_residual,weighted_mean_potential,iteration_count,solve_seconds,preconditioner,solver_error,minimum_log_q_mass,maximum_log_q_mass,log_q_range,minimum_log_face_conductance,maximum_log_face_conductance,log_conductance_range,minimum_scaled_log_coefficient,genuine_scaled_conductance_underflow_count,genuine_scaled_rhs_underflow_count,score_magnitude_median,score_magnitude_p95,score_magnitude_maximum,centered_cell_peclet_maximum,centered_cell_peclet_above_one_fraction,projected_multiplier_recovery_max_abs_error,reference_log_density_centered_max_abs_error,reference_log_density_centered_rms_error,density_modified,operator_regularized,precision,production_run,final_test_accessed
control_for_maximum_lower_bound_failure,218,design_000218,34,8.5,511,273,7.142857142857143,log_row_scaled_conservative_fv,0,0,,,Infinity,2626051.901256052,0,3353047.869602368,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-84056.7699732516,-7.422253252799092,84049.34771999881,-81031.03634228016,-11.360308068827534,81019.67603421133,-27772.532909478294,9422,3383,,,,,,5.271338920920243e-12,3.6726461871694482e-09,1.4155498412660415e-10,0,0,float64,0,0
control_for_maximum_lower_bound_failure,218,design_000218,34,8.5,511,273,7.142857142857143,analytic_score_centered_difference,0,0,21.77321012621058,-5511.959407155483,1.0039501760658733,2626051.901256052,0,3353047.869602368,pass,certified,1.2046737721199863,1.0030438662785517,1.014543373466207,1.4294376423365374e-15,2000,98.36223038200114,diagonal (ILU unavailable: RuntimeError) of centered score operator,,-84056.7699732516,-7.422253252799092,84049.34771999881,,,,,0,0,0.9190623058657298,45.25705034610753,8953.878968522384,31978.13917329423,0.7380629807244289,5.271338920920243e-12,3.6726461871694482e-09,1.4155498412660415e-10,0,0,float64,0,0
requested_day_10_overlap,218,design_000218,40,10.0,511,273,7.142857142857143,log_row_scaled_conservative_fv,0,0,,,Infinity,2336106.99593495,0,3017904.6231089383,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-50562.894246549185,-7.587355417060506,50555.306891132124,-48935.73831998502,-11.521506454639265,48924.21681353038,-16575.758004379924,6274,2299,,,,,,2.83817414015175e-12,2.0527259891878202e-09,8.447382174839588e-11,0,0,float64,0,0
requested_day_10_overlap,218,design_000218,40,10.0,511,273,7.142857142857143,analytic_score_centered_difference,0,0,8.351439120959995,-2562.7759579161734,1.0032587472561396,2336106.99593495,0,3017904.6231089383,pass,certified,1.0245332077015317,1.002893999788813,1.0023036013942175,2.0954248211550675e-15,2000,97.50635888499892,diagonal (ILU unavailable: RuntimeError) of centered score operator,,-50562.894246549185,-7.587355417060506,50555.306891132124,,,,,0,0,0.601931541025176,28.32958737879429,4925.479636819248,17590.99870292589,0.6543371827129165,2.83817414015175e-12,2.0527259891878202e-09,8.447382174839588e-11,0,0,float64,0,0
certified_late_overlap_day_22.5,218,design_000218,90,22.5,511,273,7.142857142857143,log_row_scaled_conservative_fv,0,0,,,Infinity,189041.38291455948,0,1116145.023022607,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-6593.657967747716,-8.943439158994805,6584.714528588721,-6127.465751589885,-12.875772985737852,6114.589978604147,-1554.6456236197582,57,31,,,,,,4.0323300254385686e-13,7.44933004170889e-11,2.94520903676731e-12,0,0,float64,0,0
certified_late_overlap_day_22.5,218,design_000218,90,22.5,511,273,7.142857142857143,analytic_score_centered_difference,0,0,0.07257183394252997,-110.37897625734041,1.0006574787736149,189041.38291455948,0,1116145.023022607,pass,certified,1.349053439547925,1.0009429334293658,1.549766576447582,6.236647283700609e-16,2000,114.7009475279956,diagonal (ILU unavailable: RuntimeError) of centered score operator,,-6593.657967747716,-8.943439158994805,6584.714528588721,,,,,0,0,0.060961837217719465,3.184565742843545,379.1671937641863,1354.1685491578085,0.26258933499638,4.0323300254385686e-13,7.44933004170889e-11,2.94520903676731e-12,0,0,float64,0,0
certified_late_overlap_day_45,218,design_000218,180,45.0,511,273,7.142857142857143,log_row_scaled_conservative_fv,0,0,,,Infinity,58412.70163243037,0,389184.9690273416,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-2947.9033246977588,-9.837332715422548,2938.065991982336,-2662.775494407146,-13.769643853342881,2649.005850553803,-832.6360464000124,2,3,,,,,,2.931821452278882e-13,5.048406137575512e-12,1.7225657341042842e-13,0,0,float64,0,0
certified_late_overlap_day_45,218,design_000218,180,45.0,511,273,7.142857142857143,analytic_score_centered_difference,0,0,0.02020531788117276,-21.807605935320872,1.0009265261827045,58412.70163243037,0,389184.9690273416,pass,certified,0.9981164163763404,1.001210997877706,1.0220843082426938,1.5695396128020452e-16,2000,96.92955626699768,diagonal (ILU unavailable: RuntimeError) of centered score operator,,-2947.9033246977588,-9.837332715422548,2938.065991982336,,,,,0,0,0.007541230443289712,0.6984742071280649,259.06742056445006,925.2407877301788,0.10557479050629735,2.931821452278882e-13,5.048406137575512e-12,1.7225657341042842e-13,0,0,float64,0,0
day_zero_fixed_subset,312,design_000312,0,0.0,511,273,7.142857142857143,log_row_scaled_conservative_fv,0,0,,,Infinity,4776451.934905621,0,9543627.901477424,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-299808.81376306125,-4.625503360729283,299804.18825970055,-299805.4237066882,-8.558749141474099,299796.86495754676,-1405.330761157209,162921,53781,,,,,,2.389555220361217e-11,2.764863893389702e-10,4.016482654508929e-11,0,0,float64,0,0
day_zero_fixed_subset,312,design_000312,0,0.0,511,273,7.142857142857143,analytic_score_centered_difference,0,0,9861683.64278328,9769082.338000776,0.009390009671448879,4776451.934905621,1,9543627.901477424,fail,unresolved,0.005039256421481375,0.5259935180964845,6.569905263427237e-05,1.5736262893143986e-10,5,0.08474102200125344,SuperLU ILU of centered score operator,,-299808.81376306125,-4.625503360729283,299804.18825970055,,,,,0,0,78.8908560824817,185.27394579516582,196.98184144135442,703.5065765762658,0.9960287592381526,2.389555220361217e-11,2.764863893389702e-10,4.016482654508929e-11,0,0,float64,0,0
maximum_rank_failure,312,design_000312,20,5.0,511,273,7.142857142857143,log_row_scaled_conservative_fv,0,0,,,Infinity,22830413.361653443,0,6101417418.641838,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-225614.11749439128,-5.438523959909563,225608.67897043136,-220306.86501418805,-9.376520703191332,220297.48849348485,-54120.84896767905,28280,9821,,,,,,1.3653078667630325e-11,4.8990358436640236e-09,2.0335854774880954e-10,0,0,float64,0,0
maximum_rank_failure,312,design_000312,20,5.0,511,273,7.142857142857143,analytic_score_centered_difference,0,0,75.62260142008046,-13546.441519970658,1.0055824698544333,22830413.361653443,0,6101417418.641838,pass,certified,3.236590516383022,1.0029309714819663,1.0621954324495415,-3.172113978808708e-14,2000,100.5438793850044,diagonal (ILU unavailable: RuntimeError) of centered score operator,,-225614.11749439128,-5.438523959909563,225608.67897043136,,,,,0,0,3.7403236002901594,183.38508516344763,11874.7112566104,42409.68305932286,0.8920381640538196,1.3653078667630325e-11,4.8990358436640236e-09,2.0335854774880954e-10,0,0,float64,0,0
day_zero_fixed_subset,329,design_000329,0,0.0,511,273,7.142857142857143,log_row_scaled_conservative_fv,0,0,,,Infinity,68652.44780131461,0,335762.01429996983,fail,unresolved,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-299806.7615203579,-4.214831280121675,299802.5466890778,-299803.3714639849,-8.153816136571653,299795.2176478483,-1405.330761157209,162921,53787,,,,,,2.234656903965515e-11,2.764863893389702e-10,4.016482654508929e-11,0,0,float64,0,0
day_zero_fixed_subset,329,design_000329,0,0.0,511,273,7.142857142857143,analytic_score_centered_difference,0,0,320532.65955983056,334199.2938778301,0.040893666050041105,68652.44780131461,1,335762.01429996983,fail,unresolved,0.00011859662062298019,0.41106176032878017,1.8386046875695174e-06,4.7037830623727024e-11,4,0.0788145459991938,SuperLU ILU of centered score operator,,-299806.7615203579,-4.214831280121675,299802.5466890778,,,,,0,0,78.86398020674449,185.27394579516582,196.98184144135442,703.5065765762658,0.9957491953578059,2.234656903965515e-11,2.764863893389702e-10,4.016482654508929e-11,0,0,float64,0,0
median_rank_failure,329,design_000329,16,4.0,511,273,7.142857142857143,log_row_scaled_conservative_fv,0,0,,,Infinity,1583710.0220992202,0,10482631.105742266,pass,certified,Infinity,Infinity,,,0,0.0,not attempted,genuine float64 underflow remains after exact relative row scaling,-261937.87142386273,-6.2404218894761945,261931.63100197326,-258979.1845841142,-10.175606673348884,258969.00897744086,-41082.05730891254,39224,13600,,,,,,1.035660446291331e-11,3.4824552130885422e-09,1.4979861057262028e-10,0,0,float64,0,0
median_rank_failure,329,design_000329,16,4.0,511,273,7.142857142857143,analytic_score_centered_difference,0,0,109.84165172610241,-21256.230730535834,1.0051675037366012,1583710.0220992202,0,10482631.105742266,pass,certified,1.9436110279627388,1.0037801624302054,1.0065416123917617,-1.3935421931652314e-14,2000,97.84253412600083,diagonal (ILU unavailable: RuntimeError) of centered score operator,,-261937.87142386273,-6.2404218894761945,261931.63100197326,,,,,0,0,6.488969539079932,272.4347548363771,8038.961356887142,28710.576274596937,0.9312344537393461,1.035660446291331e-11,3.4824552130885422e-09,1.4979861057262028e-10,0,0,float64,0,0
