epsilon,epsilon_over_best_risk,near_optimal_count,near_optimal_fraction_of_eligible,maximum_geometry_distance_from_best_km
0.0036419751992124156,0.6592183092990724,44,0.09072164948453608,462.2928630031346
0.007283950398424831,1.3184366185981449,114,0.23505154639175257,866.9499696419448
0.014567900796849663,2.6368732371962897,269,0.554639175257732,876.3809418544442
