source_time_index,day,layout_count,rank_sensitive_count,rank_sensitive_fraction,median_log10_kappa_C,p25_log10_kappa_C,p75_log10_kappa_C,median_log10_cov_eig_minor,median_log10_cov_area_scale,median_minor_std,median_log_weight_range,fraction_cases_with_zero_float64_weights,median_zero_weight_fraction,median_log10_normal_roundoff_amplification,final_test_accessed
30,7.5,68,22,0.3235294117647059,7.769144964276515,7.588164825577743,7.980358677475897,4.176170398362158,4.436347220720969,122.48596173107383,115734.71831144532,1.0,0.37853666229400085,-0.4162998416379732,False
31,7.75,68,18,0.2647058823529412,7.665362799449454,7.439896990324528,7.842345247829009,4.175658466390254,4.451193622168635,122.41375185085771,107094.94269407168,1.0,0.36131122628187207,-0.6238641712920956,False
32,8.0,68,14,0.20588235294117646,7.543675663350664,7.329564611916127,7.706087988973145,4.177451983224337,4.464414389279725,122.66651898528218,98927.7059484476,1.0,0.3448492147122284,-0.8672384434896772,False
33,8.25,68,13,0.19117647058823528,7.455841918435431,7.254242830407321,7.598430823222927,4.185456954734478,4.4779675861754535,123.80328270226707,91244.65510308924,1.0,0.3284911435596367,-1.042905933320141,False
34,8.5,68,9,0.1323529411764706,7.355276250498499,7.183034736893463,7.501385198046129,4.20155909823568,4.490421673629582,126.11874660457232,84050.05695559196,1.0,0.3128821602402816,-1.2440372691940043,False
35,8.75,68,5,0.07352941176470588,7.259188165640319,7.100630225621857,7.410788940833118,4.211429032600002,4.497826668639473,127.56018695964185,77340.3044391307,1.0,0.2978072156154348,-1.436213438910366,False
36,9.0,68,2,0.029411764705882353,7.187037567170654,7.000314393818884,7.315900995174284,4.222487573839166,4.507356196764098,129.19494575147763,71103.7281075347,1.0,0.28304050808943176,-1.5805146358496969,False
37,9.25,68,2,0.029411764705882353,7.110245799755076,6.924731082275698,7.229493287598244,4.23382025158524,4.521587976737626,130.8911025514874,65328.197515438165,1.0,0.2690049676351046,-1.7340981706808507,False
38,9.5,68,2,0.029411764705882353,7.014147654824685,6.861177765419878,7.123671546473132,4.245038113417518,4.537250291222989,132.59299927846735,59993.22296543886,1.0,0.2556289112062106,-1.9262944605416346,False
39,9.75,68,0,0.0,6.947958565606686,6.791569581730132,7.024045234045943,4.251038999902056,4.5457372549692145,133.5117874428114,55076.95944367662,1.0,0.24251808204841474,-2.058672638977632,False
40,10.0,68,0,0.0,6.876443770091731,6.710356974823629,6.953999861105319,4.257056657386428,4.556150903455577,134.4400051010964,50555.876992091245,1.0,0.2299484598897515,-2.20170223000754,False
41,10.25,68,0,0.0,6.785769088271189,6.625152322628115,6.857585421701882,4.264008867279175,4.5685405565575135,135.52100443149786,46404.3607887808,1.0,0.21798097531952718,-2.3830515936486254,False
42,10.5,68,0,0.0,6.694718151087284,6.53321469688043,6.775747345684966,4.268442165963531,4.579433466619108,136.21402550499835,42599.48829775178,1.0,0.20654752944381125,-2.5651534680164354,False
43,10.75,68,0,0.0,6.617258564793204,6.450354275865321,6.693500126334011,4.273286597256652,4.590599269878419,136.9756382930231,39115.66422359336,1.0,0.1956517064149158,-2.7200726406045943,False
44,11.0,68,0,0.0,6.531936998580154,6.370522528817693,6.612319231364275,4.281101326572781,4.602032428863673,138.21375388645708,35928.72186106199,1.0,0.1852755854712802,-2.8907157730306956,False
45,11.25,68,0,0.0,6.446098303151229,6.294174334600405,6.529978990732542,4.291245108805478,4.612311241883626,139.83720035000493,33015.34342807437,1.0,0.17519336501723978,-3.0623931638885464,False
46,11.5,68,0,0.0,6.368292070072497,6.229095597942167,6.445185389256741,4.299139257393071,4.620858245026816,141.11445674997594,30352.730989391504,1.0,0.16549106470828584,-3.218005630046007,False
47,11.75,68,0,0.0,6.292235310922982,6.163338156467482,6.374909962669259,4.3075663323725095,4.629412329580312,142.49106972919185,27921.331343351747,1.0,0.1564231593585801,-3.3701191483450383,False
48,12.0,68,0,0.0,6.2092727153501315,6.096253479012322,6.298796978311008,4.316917093689025,4.638092988680636,144.0336218137579,25700.86701263031,1.0,0.1478570353325735,-3.536044339490742,False
49,12.249999999999998,68,0,0.0,6.1311573631295495,6.020737180157496,6.215173690905485,4.323414475585142,4.647506013295522,145.11354988274798,23673.07950288309,1.0,0.13966724729934124,-3.692275043931904,False
50,12.5,68,0,0.0,6.0548205711264345,5.950160378415712,6.140503190286246,4.327235835368246,4.65808527662705,145.7545610854139,21821.047540855863,1.0,0.13192906245743818,-3.844948627938135,False
51,12.75,68,0,0.0,5.9753268949779725,5.885306070978687,6.0655606200089185,4.337169263619689,4.668610969701172,147.43048248532614,20128.74067130708,1.0,0.12456004530368522,-4.003935980235058,False
52,12.999999999999998,68,0,0.0,5.897723672945737,5.8102909079672305,5.993134282414903,4.347891592130486,4.678171801037326,149.2609604242512,18582.68905644059,1.0,0.11761037397045225,-4.159142424299528,False
53,13.25,68,0,0.0,5.825221743864084,5.740887739903011,5.919866709642187,4.357537265864169,4.688807301748618,150.92759356831994,17169.294981031402,1.0,0.11105137523924216,-4.3041462824628365,False
54,13.5,68,0,0.0,5.754239743907636,5.677687164461799,5.846222743323341,4.364619127244736,4.70022917352229,152.16340583198956,15876.528450718983,1.0,0.1048364551299972,-4.446110282375731,False
55,13.750000000000002,68,0,0.0,5.684809064418074,5.616838218214123,5.77156674693043,4.375157417805006,4.711340776993988,154.0206429758381,14693.459620586797,1.0,0.09895844533809309,-4.584971641354856,False
56,14.0,68,0,0.0,5.619742680094493,5.55266944641739,5.694281538758483,4.385436042133396,4.722915462802662,155.85502808377868,13609.835979640215,1.0,0.0933671677311599,-4.7151044100020165,False
57,14.25,68,0,0.0,5.5491626950227815,5.48494821104161,5.6189280680650056,4.391525898632596,4.73370645659752,156.950726948223,12617.195952676218,1.0,0.08815581026931321,-4.85626438014544,False
58,14.500000000000002,68,0,0.0,5.481674240930989,5.417363166173246,5.5476401738634875,4.3974492368005675,4.744624760419153,158.02470735414792,11719.056671730086,1.0,0.08288710637047232,-4.991241288329025,False
59,14.75,68,0,0.0,5.417802382113582,5.34884232053945,5.486618031776004,4.40732538687676,4.756303554798702,159.83162285822465,10904.523262020357,1.0,0.07805566905371211,-5.1189850059638395,False
60,15.0,68,0,0.0,5.352978350740561,5.280580337924975,5.419219455724669,4.417132762100321,4.767358900666556,161.64668271558935,10154.898293385093,1.0,0.07355397374966846,-5.24863306870988,False
61,15.25,68,0,0.0,5.291575136245677,5.219544980155169,5.349800626803236,4.427101591148009,4.777789430894187,163.51270141826973,9464.245677412291,1.0,0.06934617893522003,-5.371439497699649,False
62,15.5,68,0,0.0,5.227699210188533,5.158114267458048,5.288923520955534,4.437474195321595,4.783742005569282,165.47684871083095,8827.81743040086,1.0,0.06536418571643621,-5.499191349813937,False
63,15.749999999999998,68,0,0.0,5.162155027710437,5.097329504681369,5.228950462320419,4.447540854145616,4.789804466385967,167.40581526063792,8240.633621321611,1.0,0.06165458807337477,-5.630279714770129,False
64,16.0,68,0,0.0,5.0962774867680345,5.03597846296106,5.172612132537106,4.455158277048644,4.797580332572489,168.88037571610624,8060.4087478825995,1.0,0.058142118807480846,-5.762034796654934,False
65,16.25,68,0,0.0,5.03234966376502,4.97652399267057,5.1164895395562136,4.460559143277448,4.806032494415362,169.93384516848317,8004.022945464358,1.0,0.054816025461818026,-5.889890442660962,False
66,16.5,68,0,0.0,4.974687466066186,4.917467144331843,5.059905362203655,4.466904888117661,4.813868735099669,171.17981026389285,7947.47702001258,1.0,0.05175515938725332,-6.005214838058633,False
67,16.75,68,0,0.0,4.921732357231464,4.859669613626224,5.003703795650331,4.472201647354045,4.821737589243421,172.22683630404782,7890.772018175138,1.0,0.04882690694823767,-6.111125055728074,False
68,17.0,68,0,0.0,4.869919914833021,4.804602088839201,4.948121077973218,4.476561375457408,4.829396053298465,173.09350816595634,7833.910758905495,1.0,0.04611370364795022,-6.214749940524961,False
69,17.25,68,0,0.0,4.817093209120422,4.747875956857783,4.89323837836276,4.482356374637803,4.836911538242735,174.25230869570078,7776.91991603797,1.0,0.0435402822878361,-6.320403351950159,False
70,17.5,68,0,0.0,4.761633780337265,4.692016035661444,4.83815930871404,4.485865556882834,4.8426293587607585,174.95775654118287,7719.823947244204,1.0,0.04117474176182591,-6.431322209516473,False
71,17.75,68,0,0.0,4.709284655376367,4.639036389465822,4.78124010783179,4.4907567147701535,4.850080316145424,175.94558382901016,7662.6317997401,1.0,0.03889880504361913,-6.536020459438271,False
72,18.0,68,0,0.0,4.656894618397358,4.58752919073972,4.728983309176542,4.495374894787698,4.854259303109643,176.8837481647472,7605.3732082639735,1.0,0.03680207594101919,-6.640800533396287,False
73,18.25,68,0,0.0,4.605128508477512,4.538839604209109,4.675002505217963,4.5018690022549634,4.860749654659694,178.2130795668926,7548.0702135374395,1.0,0.03480570310315907,-6.7443327532359785,False
74,18.5,68,0,0.0,4.550833452858557,4.488214535855855,4.622383023935945,4.5057792892863535,4.865948950956201,179.01740362937767,7490.744223438369,1.0,0.03294911220547228,-6.852922864473888,False
75,18.75,68,0,0.0,4.498489419173264,4.437770298021839,4.573211907602783,4.51050502950736,4.87173735776098,179.99329057348612,7433.41796065935,1.0,0.03120721418177387,-6.957610931844476,False
76,19.0,68,0,0.0,4.446764113810253,4.387790906669805,4.523150267430545,4.516327196535572,4.878619960579702,181.202638454169,7376.118394457497,1.0,0.029580009032063828,-7.0610615425704975,False
77,19.25,68,0,0.0,4.396542759598587,4.337725727678636,4.472340580224939,4.521038640527159,4.88409292804473,182.18795311280587,7318.865093049508,1.0,0.028074665060966432,-7.16150425099383,False
78,19.5,68,0,0.0,4.34814446365339,4.287533866344348,4.417950155097577,4.524010046202335,4.890239743875981,182.81248136674668,7261.662027335189,1.0,0.026633835831487495,-7.258300842884223,False
79,19.75,68,0,0.0,4.2996340585459425,4.236734101793591,4.3640050587817925,4.52717017231172,4.896701175462271,183.4790347762799,7204.524376109812,1.0,0.025304115323684796,-7.355321653099119,False
80,20.0,68,0,0.0,4.2510414931755545,4.186788138468591,4.3135310755761385,4.532487717480247,4.903319148868659,184.60520733941843,7147.468387057891,1.0,0.024063998623685513,-7.452506783839895,False
81,20.25,68,0,0.0,4.201399057405229,4.137377601042087,4.2652724970392875,4.5383820237118035,4.910216824928574,185.8625117236223,7090.52558565045,1.0,0.02287406005605614,-7.551791655380544,False
82,20.5,68,0,0.0,4.153307221385246,4.089132654069018,4.216481838242849,4.542460408428335,4.9166887143595215,186.737422177024,7033.703531333861,1.0,0.02177014114391805,-7.647975327420512,False
83,20.75,68,0,0.0,4.104857634383199,4.041761318964647,4.167714204305664,4.547835537171191,4.922813489766789,187.89615560285895,6977.01829334582,1.0,0.020694895450277057,-7.744874501424606,False
84,21.0,68,0,0.0,4.060565857256403,3.9954911832501994,4.121328652604332,4.553440347873661,4.928394371060416,189.11262658224024,6920.489148852715,1.0,0.01964115467050888,-7.8334580556781965,False
85,21.25,68,0,0.0,4.015753673057422,3.950082064543601,4.0768532476775885,4.55772437270919,4.933872840897376,190.04774936805944,6864.1250400508015,1.0,0.01885622531415095,-7.923082424076158,False
86,21.5,68,0,0.0,3.9696864013911997,3.906101280323358,4.033203242328751,4.563840365518655,4.938525541097551,191.3904280508433,6807.922364731223,1.0,0.017906424951434737,-8.015216967408605,False
87,21.75,68,0,0.0,3.9242968907066142,3.86341934384252,3.9882023169475156,4.568184814213104,4.94378567122901,192.3500967916042,6751.919790489375,1.0,0.01722543601212877,-8.105995988777774,False
88,22.0,68,0,0.0,3.8807792475894782,3.821682380615672,3.9425261200352084,4.574083352789723,4.948170546729866,193.6611175877491,6696.117176803367,1.0,0.0163580711525917,-8.193031275012046,False
89,22.25,68,0,0.0,3.838029203081303,3.781798590145967,3.8972115226928783,4.579441579581003,4.9536692117175365,194.85992314102643,6640.535089773906,1.0,0.01575593356415274,-8.278531364028396,False
90,22.5,68,0,0.0,3.7963231738776444,3.7432988558558353,3.852288168661118,4.583103545036492,4.958635026783019,195.68269859134517,6585.184948872988,1.0,0.014924410227737038,-8.361943422435715,False
91,22.75,68,0,0.0,3.7559296090607868,3.7051392715290614,3.808260935467125,4.5867282761116055,4.963257539611521,196.50074627297764,6530.079906650296,1.0,0.014458470427159273,-8.442730552069431,False
92,23.0,68,0,0.0,3.7162843740465865,3.6678392340350605,3.7656469577526765,4.590468182831888,4.968102116255744,197.3486712130668,6475.2411526197775,1.0,0.013863501143344588,-8.522021022097832,False
93,23.250000000000004,68,0,0.0,3.6768709953604066,3.627273399178044,3.723309839611134,4.5962911695083335,4.973003740219445,198.67608674876902,6420.666761186125,1.0,0.01315383898554153,-8.60084777947019,False
94,23.5,68,0,0.0,3.637507198245193,3.589829078919493,3.6813080679710044,4.602735815862992,4.978576103028599,200.15599339333022,6366.366849232293,1.0,0.012773918840455045,-8.679575373700617,False
95,23.75,68,0,0.0,3.597902399847526,3.5515772150130167,3.6398719473954806,4.6072705216758605,4.983985242967165,201.2034767543177,6312.3496906623695,1.0,0.012343820562998644,-8.75878497049595,False
96,24.0,68,0,0.0,3.5584798559065263,3.510796172667227,3.598932098263078,4.611769122937155,4.989908265149487,202.2481538104975,6258.609780111146,1.0,0.011784692802305327,-8.83763005837795,False
97,24.25,68,0,0.0,3.519884478038117,3.47139458362458,3.5585504442685902,4.6163952283993686,4.99429857200222,203.3282508942823,6205.178760193504,1.0,0.011254238260109102,-8.91482081411477,False
98,24.499999999999996,68,0,0.0,3.4816313425823795,3.432651982933642,3.5181789193976143,4.6221860512419495,4.998798205747316,204.6883120789493,6152.068424873094,1.0,0.010981842684386716,-8.991327085026244,False
99,24.750000000000004,68,0,0.0,3.442699375271374,3.394281451357697,3.477728348349822,4.627587832063654,5.004498876517671,205.96524738753192,6099.266720824091,1.0,0.010659268976294416,-9.069191019648255,False
100,25.0,68,0,0.0,3.4044587379032802,3.3566400698165832,3.438062448174926,4.632502535514865,5.0104786020694405,207.1340604732771,6046.77923591079,1.0,0.010308022049705025,-9.145672294384443,False
101,25.25,68,0,0.0,3.3662723513581314,3.320002006499392,3.399834985025848,4.6374167142265845,5.0162405725664865,208.3094770789054,5994.623708400278,1.0,0.009899428686121446,-9.22204506747474,False
102,25.5,68,0,0.0,3.3280924495512307,3.2824354442802774,3.36220642690337,4.642394567274085,5.021748478024327,209.50701453258972,5942.812530436481,1.0,0.009239944660688301,-9.298404871088543,False
103,25.75,68,0,0.0,3.289022468403818,3.245298092085192,3.323877532937908,4.648478025396778,5.027333252369022,210.9792487450663,5891.343478340805,1.0,0.009075073654330015,-9.376544833383367,False
104,25.999999999999996,68,0,0.0,3.2514023376915615,3.2078485469153075,3.28540213936242,4.655153775214346,5.032526314927967,212.60670024696861,5840.22251087137,1.0,0.008931707561844549,-9.45178509480788,False
105,26.25,68,0,0.0,3.2142973957690533,3.1723064316359273,3.2475206532257888,4.661476528148685,5.038146631296801,214.15996349981197,5789.448740727548,1.0,0.008745331641613441,-9.525994978652896,False
106,26.5,68,0,0.0,3.177148823247008,3.137517246598834,3.2094486915247162,4.667870830545194,5.043705838298207,215.74262761873382,5739.019816665255,1.0,0.008530282502885242,-9.600292123696986,False
107,26.75,68,0,0.0,3.1423181355412293,3.1038831352738647,3.173494966940349,4.673383465474538,5.050090396051386,217.11630153316275,5688.9478889730535,1.0,0.008343906582654137,-9.669953499108544,False
108,27.0,68,0,0.0,3.1085285856693323,3.0710395529860337,3.1386012131029295,4.67875271519866,5.056341159593199,218.462640365122,5639.2431429986655,1.0,0.008121689139301664,-9.737532598852338,False
109,27.249999999999996,68,0,0.0,3.0745220482486353,3.038967390708635,3.103901923320487,4.684393335022374,5.0624317421834615,219.88571080855263,5589.909530090843,1.0,0.007863630172827825,-9.805545673693732,False
110,27.500000000000004,68,0,0.0,3.041168265779608,3.0070602289813637,3.06971244230665,4.689251892280774,5.06835162656992,221.11897185224575,5540.944201622176,1.0,0.007609155358666122,-9.872253238631789,False
111,27.75,68,0,0.0,3.007941853307283,2.9753313207194,3.035339801828793,4.693830837884098,5.073776628685571,222.28769331965077,5492.3376738531515,1.0,0.007275829193637413,-9.938706063576436,False
112,28.0,68,0,0.0,2.97571262709867,2.9443420850182913,3.001575846119813,4.697459497560615,5.079089422065637,223.21827595795338,5444.099660496141,1.0,0.006852899220805287,-10.003164515993664,False
113,28.25,68,0,0.0,2.944425287883611,2.9141991181541766,2.9683895003147054,4.70131883549269,5.085072083689575,224.212291893454,5396.230939776886,1.0,0.006157573672250776,-10.06573919442378,False
114,28.5,68,0,0.0,2.9143348395050914,2.88470297198538,2.936089190727784,4.7062373617910325,5.090829254985989,225.4855497068893,5348.74144351947,1.0,0.006071554016759496,-10.12592009118082,False
115,28.749999999999996,68,0,0.0,2.8841743604906784,2.8554627974592512,2.9047516634383768,4.7108794742381335,5.096330297958213,226.69386080926435,5301.626295534868,1.0,0.005956861142771123,-10.186241049209645,False
116,29.000000000000004,68,0,0.0,2.85444047837531,2.826939781341019,2.874778932426742,4.715265623693795,5.1016037348347565,227.84150308392407,5254.876347584597,1.0,0.00584216826878275,-10.245708813440384,False
117,29.25,68,0,0.0,2.826206106684826,2.800492169499102,2.84604261502393,4.720108113170069,5.10638969381068,229.11529279271386,5208.502956205489,1.0,0.005741812004042924,-10.302177556821352,False
118,29.5,68,0,0.0,2.7986873573139777,2.774834971617972,2.8171663047555286,4.724709299249588,5.110570473421404,230.33228641627366,5162.501087202561,1.0,0.005648624043927371,-10.35721505556305,False
119,29.75,68,0,0.0,2.7716612721575977,2.748202174602349,2.7875785749720885,4.72803737912513,5.114582453371363,231.21643234664145,5116.861163376166,1.0,0.005516010408378314,-10.411267225875807,False
120,30.0,68,0,0.0,2.745163440485177,2.722149733835497,2.759451372437151,4.731176397294297,5.118830017168195,232.05358205909295,5071.581875368507,1.0,0.005426406600574898,-10.464262889220649,False
121,30.250000000000004,68,0,0.0,2.719012371756427,2.69699047025445,2.7331994887890567,4.735663524305188,5.122786482012353,233.25544300895336,5026.674170419123,1.0,0.005311713726586525,-10.516565026678148,False
122,30.5,68,0,0.0,2.69273167266467,2.67247102247166,2.7076756089431298,4.739575103517099,5.127273363827749,234.3082866125299,4982.14076472309,1.0,0.0052328623757195184,-10.569126424861663,False
123,30.75,68,0,0.0,2.6663702489080334,2.648172199638055,2.6827765983855105,4.742576009132186,5.132023245887804,235.11915086085725,4937.977986273832,1.0,0.005118169501731146,-10.621849272374936,False
124,31.0,68,0,0.0,2.6420988569911543,2.6237532178828546,2.658095487646807,4.74528419978338,5.136187389752335,235.85339077644915,4894.180916985396,1.0,0.005039318150864139,-10.670392056208694,False
125,31.25,68,0,0.0,2.61738821704738,2.5994204902316973,2.6335167003673496,4.747769991780471,5.139668722103096,236.5293401444157,4850.745990415357,1.0,0.004917456972251493,-10.719813336096244,False
126,31.499999999999996,68,0,0.0,2.591357244289886,2.575745442582677,2.6087785296497734,4.750996933596451,5.143598370555261,237.40971039735018,4807.662045406287,1.0,0.0048386056213844866,-10.77187528161123,False
127,31.750000000000004,68,0,0.0,2.5659382843621636,2.5511666329736244,2.5843130368927603,4.755197349836028,5.148722473151361,238.56058046643477,4764.943103439797,1.0,0.00475975427051748,-10.822713201466676,False
128,32.0,68,0,0.0,2.5425454703911274,2.5272607116947485,2.5601551074971267,4.758517479608383,5.153563300894611,239.4742293700948,4722.586137389565,1.0,0.004659398005777654,-10.869498829408748,False
129,32.25,68,0,0.0,2.5185746949234487,2.5032821606210045,2.5366573514837283,4.761218920244877,5.1574721791711475,240.2202061539226,4680.581733934796,1.0,0.004580546654910647,-10.917440380344106,False
130,32.5,68,0,0.0,2.4947176171840373,2.479549388748209,2.5126352110022054,4.764408018905682,5.161262799640989,241.10378838842007,4638.931577500878,1.0,0.004487358694795094,-10.96515453582293,False
131,32.75,68,0,0.0,2.470225877722558,2.4557723065884325,2.4884783826469894,4.76844449348059,5.165197528638924,242.22688819710007,4597.627865026763,1.0,0.004394170734679541,-11.014138014745889,False
132,33.0,68,0,0.0,2.445622297410499,2.4310571706826636,2.4648410126630456,4.772619126220538,5.169318444946384,243.39412699152672,4556.676237100248,1.0,0.004293814469939715,-11.063345175370005,False
133,33.25,68,0,0.0,2.4229613597302735,2.4082076188648687,2.441126672272441,4.776175080685123,5.174214443427659,244.39252654038384,4516.074497959182,1.0,0.004229299728321255,-11.108667050730457,False
134,33.5,68,0,0.0,2.3998201470770946,2.385622985775158,2.4175189295967936,4.780116366578483,5.179073949635305,245.5038744118524,4475.816933933024,1.0,0.0041576166820785215,-11.154949476036816,False
135,33.75,68,0,0.0,2.3761854995691944,2.363467167248464,2.394410257868827,4.784198193470429,5.183653948686396,246.66023751873223,4435.897718396247,1.0,0.0040787653312115155,-11.202218771052614,False
136,34.0,68,0,0.0,2.3527027151797246,2.3417842840463443,2.3710989399661466,4.788338078199404,5.187948104618071,247.8386535857462,4396.313024156826,1.0,0.003971240761847416,-11.249184339831555,False
137,34.25,68,0,0.0,2.329885892189325,2.318426734352168,2.3487897976760848,4.792379897400175,5.191914553954193,248.99461162782714,4357.070991472352,1.0,0.003906726020228956,-11.294817985812353,False
138,34.5,68,0,0.0,2.3087590357709895,2.2963780147251613,2.327796519154301,4.796479661961906,5.19575645240629,250.17265133922155,4318.162193517404,1.0,0.0038278746693619493,-11.337071698649023,False
139,34.75,68,0,0.0,2.2880765541025543,2.2752350914006305,2.3064825986526696,4.801037403971643,5.199874383433256,251.48883114673316,4279.585330130021,1.0,0.003749023318494943,-11.378436661985894,False
