design_index,design_id,bandwidth_label,source_time_index,day,projection_valid,projection_backend,moment_residual,soft_projection_stationarity_residual,soft_projection_penalty_trace,lambda_norm,KL,log10_intrinsic_ESS,covariance_minimum_eigenvalue,covariance_maximum_eigenvalue,covariance_condition,multiplier_coordinate_ready,lambda_dot_norm,lambda_dot_solve_relative_residual,gram_rank,gram_compatibility_relative_residual,gram_compatible,tangent_action_density,iterations
216,design_000216,nominal,23,5.75,True,tesseract_cpp_soft_uncertainty_penalized,0.013974924111702779,8.161178905985827e-10,0.001424641368885731,63.889810935212104,3.9677916196118255,-135852.99959298017,2.5928189513434307e-05,0.14432016661599553,5566.149018666274,True,3193.6392014741364,2.5008697599500036e-16,4,6.543853017473999e-16,True,4796662.286601297,4
216,design_000216,nominal,24,6.0,True,tesseract_cpp_soft_uncertainty_penalized,0.01253910566136201,2.7968258025526655e-11,0.001440001848166542,81.6939115960003,3.5111110016787945,-126669.44182774262,2.6484723372566378e-05,0.14193693952022218,5359.20037840548,True,3707.6742595896435,1.3387669776102724e-16,4,2.7593224745600244e-16,True,4568635.804248624,4
216,design_000216,nominal,25,6.25,True,tesseract_cpp_soft_uncertainty_penalized,0.011526758482713747,6.261749885636053e-14,0.0014544923997668808,102.79416229136554,3.1305238287033244,-117762.18788704366,2.728109098193649e-05,0.1405745876269977,5152.821334017607,True,4126.385548522086,5.513836953530803e-17,4,7.537087915939827e-16,True,4267335.878980795,4
216,design_000216,nominal,26,6.499999999999999,True,tesseract_cpp_soft_uncertainty_penalized,0.010931188869829954,3.3319053149102795e-15,0.0014688262914216736,126.07857151133383,2.805684231546199,-109188.68025169452,2.836955034731528e-05,0.14018643008500356,4941.439972391736,True,4360.1143632500625,2.675320504899631e-16,4,2.5348819682997427e-16,True,3926044.806580192,4
216,design_000216,nominal,27,6.75,True,tesseract_cpp_soft_uncertainty_penalized,0.010806331378628041,2.2140568353756596e-15,0.0014835371560036515,150.1659894264671,2.5399999172364347,-100999.90173652716,2.9796348027124698e-05,0.14066375258236577,4720.838689839253,True,4347.570119059651,7.795825048087889e-17,4,5.396338482072285e-16,True,3578917.6809291886,4
216,design_000216,nominal,28,7.0,True,tesseract_cpp_soft_uncertainty_penalized,0.011110980669319565,2.538314231507592e-15,0.001498861619900559,173.54572605482855,2.3161593469088273,-93227.88047468924,3.160137558855637e-05,0.14185774496800904,4488.973733769337,True,4075.4553982410844,1.1032366702879243e-17,4,7.807693638820502e-16,True,3250612.405989765,4
216,design_000216,nominal,29,7.250000000000001,True,tesseract_cpp_soft_uncertainty_penalized,0.011793367838041063,5.635656311000061e-15,0.0015146749682040457,194.8193701896897,2.125986034909079,-85894.88593628745,3.382191838960386e-05,0.14359042743521097,4245.4844157907855,True,3581.840648869624,2.5236160221231658e-17,4,1.262859082073818e-16,True,2956034.9606739515,4
216,design_000216,nominal,30,7.5,True,tesseract_cpp_soft_uncertainty_penalized,0.011814769363214905,2.7485286225288982e-11,0.0015305140979719595,187.11382168900778,2.1415211961815754,-79012.70543688067,0.0007975417017637371,0.14553537346101889,182.47995451419308,True,4276.874993247289,2.3492645911300337e-16,4,3.5715210677277286e-16,True,11397582.234952413,9
216,design_000216,nominal,31,7.75,True,tesseract_cpp_soft_uncertainty_penalized,0.011303195815391853,2.076474559976652e-12,0.0015456820537902859,164.25173482382436,2.2350640989177233,-72582.32341990346,0.001972880029403828,0.147504216257146,74.76593308196207,True,3846.9833366749126,1.888786262710853e-16,4,1.3197731127753984e-16,True,4866660.691785003,14
216,design_000216,nominal,32,8.0,True,tesseract_cpp_soft_uncertainty_penalized,0.010854150662232939,2.134347608352106e-15,0.0015593970765934977,144.30854847526635,2.2903817139341096,-66602.25864692322,0.0030421101421740293,0.1492588773669621,49.06425816005957,True,3358.1321656835794,1.069870634884664e-16,4,4.769047866556518e-16,True,3282997.765755604,8
216,design_000216,nominal,33,8.25,True,tesseract_cpp_soft_uncertainty_penalized,0.010444734181101388,8.173948223653747e-13,0.001570942941340241,126.93427604301095,2.3134705774137405,-61060.05227543505,0.004017135774344415,0.1506632364702446,37.5051392169667,True,2926.0044778002994,9.180580077298992e-17,4,6.996987222679245e-16,True,2587750.769072352,8
216,design_000216,nominal,34,8.5,True,tesseract_cpp_soft_uncertainty_penalized,0.010061138202898525,6.054917861912515e-10,0.0015797927181646426,111.79350261168022,2.3122981339756,-55940.1088370217,0.00490884315105941,0.15159569583351906,30.882163305788694,True,2554.1903508005444,2.125614087716119e-17,4,3.120530331272789e-16,True,2201365.238934354,8
216,design_000216,nominal,35,8.75,True,tesseract_cpp_soft_uncertainty_penalized,0.009688710666809106,1.2126957368803333e-12,0.0015856966085466006,98.56887766510603,2.2927915700508263,-51223.363586934815,0.005723812343713619,0.15199723730039585,26.55524468186527,True,2235.918392385988,8.293749648914569e-17,4,5.619531250011309e-16,True,1948659.69335682,7
216,design_000216,nominal,36,9.0,True,tesseract_cpp_soft_uncertainty_penalized,0.009299297761319549,6.590638990876199e-14,0.001588730323242238,86.84079939784863,2.255881190726068,-46887.18646332288,0.006462960059163157,0.15189150256372408,23.5018476322429,True,1961.5466013724267,8.261834873309728e-17,4,3.6095979847009276e-16,True,1754281.3811717636,11
216,design_000216,nominal,37,9.25,True,tesseract_cpp_soft_uncertainty_penalized,0.008906780309581462,2.99858861973106e-10,0.0015892942287621418,76.6579973248291,2.209550384801695,-42910.959619562556,0.007117252714714259,0.15129391132915943,21.257347096355495,True,1727.618029555131,1.1915139250182788e-16,4,5.676398334407894e-16,True,1589815.3145042316,7
216,design_000216,nominal,38,9.5,True,tesseract_cpp_soft_uncertainty_penalized,0.008490592624438655,1.0138808446953558e-13,0.0015880504748050789,67.68550210353743,2.1525493981441843,-39269.959216243056,0.0076771632190683545,0.15032553426000722,19.580869908644413,True,1526.1354079874088,1.2696520425853415e-16,4,4.256958395496676e-16,True,1438499.4440335785,7
216,design_000216,nominal,39,9.75,True,tesseract_cpp_soft_uncertainty_penalized,0.008047961563768306,7.386991582953313e-10,0.0015857989350099007,59.75810430180494,2.085713245911112,-35940.471768083284,0.008128241423390912,0.1491066601079264,18.344270592017256,True,1351.8270258098253,1.2355691265161504e-16,4,8.197258821181428e-16,True,1299434.427906016,7
216,design_000216,nominal,40,10.0,True,tesseract_cpp_soft_uncertainty_penalized,0.007581634477761805,7.957482024289093e-11,0.0015833192580817959,52.73723027857482,2.009772550937118,-32899.157218288405,0.008455406573292246,0.14775970546954081,17.47517451570732,True,1200.2527138039707,1.1395202535499974e-17,4,5.109680282081864e-16,True,1180084.1409054473,5
216,design_000216,nominal,41,10.25,True,tesseract_cpp_soft_uncertainty_penalized,0.007087281000774608,3.940534706803201e-13,0.0015812262977943315,46.41614943211766,1.922662476650636,-30122.634229315612,0.008639209415511766,0.14639852092624156,16.945823846263284,True,1066.5593200646513,9.914030342693941e-17,4,4.1347124162871887e-16,True,1090969.045147158,6
216,design_000216,nominal,42,10.5,True,tesseract_cpp_soft_uncertainty_penalized,0.006597265622455683,8.101678487157273e-10,0.001579882571190247,40.875533497016725,1.8314137859542248,-27590.778977197013,0.008690470092501346,0.14509832246999987,16.696257040824445,True,949.9664474370015,1.4524544635223154e-16,4,8.340470192178488e-16,True,1042216.409373356,6
216,design_000216,nominal,43,10.75,True,tesseract_cpp_soft_uncertainty_penalized,0.006112029318890089,7.465187736984539e-10,0.0015793854719961275,35.9455757303449,1.7352257487284053,-25282.368339276596,0.00861798629541294,0.1439223225838056,16.70022643925653,True,846.8519403354345,0.0,4,3.8050791438691237e-16,True,1035348.388809121,6
216,design_000216,nominal,44,11.0,True,tesseract_cpp_soft_uncertainty_penalized,0.0056421614075538255,1.0250195918816321e-10,0.0015796166305704243,31.55756150201025,1.6363908019563402,-23178.17123259108,0.00845321273685366,0.1428983503643093,16.904620150077637,True,755.1067232857038,1.6817888526086672e-16,4,5.529093320526681e-16,True,1064405.582175422,6
216,design_000216,nominal,45,11.25,True,tesseract_cpp_soft_uncertainty_penalized,0.005196682372127588,4.2126838889949e-12,0.0015803238089613374,27.654421448805095,1.5373831897316987,-21260.259474007744,0.008240134166291904,0.14202517013949148,17.23578369882337,True,672.8996058572739,1.4482501332111584e-16,4,5.88397686488013e-16,True,1117145.3270048872,6
216,design_000216,nominal,46,11.5,True,tesseract_cpp_soft_uncertainty_penalized,0.004773852359904975,1.046724464978957e-13,0.0015812060795028014,24.132959667982334,1.4378676315315395,-19511.522494133882,0.00801388631161861,0.14128632036152558,17.630187760049363,True,597.8154400684066,1.5855209704687162e-16,4,5.08992708648364e-16,True,1180980.354572879,6
216,design_000216,nominal,47,11.75,True,tesseract_cpp_soft_uncertainty_penalized,0.004395776924916011,2.913113217824769e-15,0.001581982694768421,21.06729229852775,1.3450236394618493,-17917.616256356727,0.00783912809757807,0.14062852904330553,17.939307445014617,True,530.122426895941,1.7313521342168917e-16,4,3.639532212598419e-16,True,1239325.9010289088,6
216,design_000216,nominal,48,12.0,True,tesseract_cpp_soft_uncertainty_penalized,0.004057033807242872,2.6093157270988645e-10,0.001582435904857741,18.370059923884895,1.2578051283396172,-16463.98243976159,0.007734985037061448,0.14001865344996156,18.101994092952403,True,468.029583663386,8.806139152523965e-17,4,4.5741729661439e-16,True,1283618.5473723356,5
216,design_000216,nominal,49,12.249999999999998,True,tesseract_cpp_soft_uncertainty_penalized,0.003758781271656517,9.9037774328409e-12,0.0015824251947709111,16.014280991738904,1.1771619143325944,-15137.738101444447,0.007721335371325055,0.13942506913662964,18.057118675924443,True,410.84765097959905,2.316227726449736e-16,4,5.772279298119283e-16,True,1306813.9126832145,5
216,design_000216,nominal,50,12.5,True,tesseract_cpp_soft_uncertainty_penalized,0.0035003695974535915,2.818005883008608e-13,0.0015818769310441184,13.975495289684003,1.103604185775486,-13927.124536835032,0.007809958253197137,0.13882756129185428,17.775711059021717,True,358.20896414360453,1.821307249103166e-16,4,7.525211710888607e-16,True,1304817.7550929538,5
216,design_000216,nominal,51,12.75,True,tesseract_cpp_soft_uncertainty_penalized,0.0032739753079685484,1.1221602902030809e-14,0.001580760258441161,12.199331787521144,1.0353864999727886,-12821.114363268183,0.008003722321188156,0.13822700863572918,17.27034036023495,True,309.37212025499724,1.4589442068472576e-17,4,4.500988082728541e-16,True,1277207.952836673,5
216,design_000216,nominal,52,12.999999999999998,True,tesseract_cpp_soft_uncertainty_penalized,0.0030867841374776412,1.493716803009321e-15,0.001579064549311337,10.723623594381245,0.9761491710289681,-11810.612885963827,0.008312202358799025,0.1375973752173364,16.553660423302897,True,265.7299778343491,9.725916189746044e-17,4,6.976762158836937e-16,True,1225502.890591539,5
216,design_000216,nominal,53,13.25,True,tesseract_cpp_soft_uncertainty_penalized,0.002928731565321128,3.608995499098962e-10,0.0015767917950371827,9.49005182791949,0.9236563789788601,-10886.474125728411,0.008728413167935972,0.1369468724434901,15.689778864567,True,226.7971554877839,1.0342154963926335e-16,4,3.463327575065271e-16,True,1156790.891402708,4
216,design_000216,nominal,54,13.5,True,tesseract_cpp_soft_uncertainty_penalized,0.0027949913332283235,4.318853418167059e-11,0.001573968557091477,8.470656449305087,0.8773406479778583,-10040.695712612673,0.009245505723090663,0.13627402474179107,14.739488441551282,True,192.62579817566262,1.134211643702259e-16,4,2.9486256516301663e-16,True,1079869.6181761876,4
216,design_000216,nominal,55,13.750000000000002,True,tesseract_cpp_soft_uncertainty_penalized,0.0026810179951858265,5.000081288643766e-12,0.0015706710606926768,7.636912785638108,0.836484814705026,-9266.032512624959,0.009851997066448362,0.13557815998085443,13.761490088397911,True,163.08565913347766,1.531918158529265e-16,4,5.786733217787692e-16,True,1003764.5573180249,4
216,design_000216,nominal,56,14.0,True,tesseract_cpp_soft_uncertainty_penalized,0.002579443531927136,7.6520876223187e-13,0.001567049930145731,6.948192395487651,0.7990123648838984,-8555.720752527564,0.0105357292377706,0.13486994539088556,12.801196988565032,True,137.45958143735984,1.3851513163389112e-16,4,3.5118661848646116e-16,True,934651.6089395599,4
216,design_000216,nominal,57,14.25,True,tesseract_cpp_soft_uncertainty_penalized,0.002493873538668845,6.359312039090055e-14,0.0015633410738826225,6.405132738373231,0.7666313746264427,-7904.250645028591,0.011271060880013534,0.1341382746769636,11.901122361500592,True,116.06405584618098,2.6500118832964393e-16,4,2.411493227866353e-16,True,876870.1952174818,4
216,design_000216,nominal,58,14.500000000000002,True,tesseract_cpp_soft_uncertainty_penalized,0.0024183626660790767,8.890007512659847e-15,0.0015598551053124911,5.969784937970744,0.7373313838521995,-7306.057359439886,0.012038937883119695,0.13340444152661038,11.081080641977762,True,97.93726124715973,1.1996658741978079e-16,4,3.7436555490283193e-16,True,829365.3918139726,4
216,design_000216,nominal,59,14.75,True,tesseract_cpp_soft_uncertainty_penalized,0.002350976051189385,2.1543701654718003e-15,0.0015569461330721711,5.621039423278526,0.7104629208213575,-6756.299689217464,0.012817487171336376,0.13268738536988123,10.352059151391916,True,82.51629917130316,1.4387999170080448e-16,4,6.075462766045054e-16,True,788881.8148097503,4
216,design_000216,nominal,60,15.0,True,tesseract_cpp_soft_uncertainty_penalized,0.002290257403901575,9.075960712698585e-16,0.0015549689132333228,5.340478812763347,0.6854956989449424,-6250.602972574067,0.013586082441183272,0.13201105477508432,9.716638725444602,True,69.29301907387097,9.907386801292108e-17,4,8.01554821422436e-16,True,751117.24559921,4
216,design_000216,nominal,61,15.25,True,tesseract_cpp_soft_uncertainty_penalized,0.0022328546247945545,1.4688627184077506e-15,0.0015542390261557841,5.107483321929543,0.6610957085609598,-5784.874643133152,0.014331499495270966,0.13140858383806614,9.16921386219409,True,57.66797962161496,7.617885302682375e-17,4,7.429672496518022e-16,True,711106.5121440548,4
216,design_000216,nominal,62,15.5,True,tesseract_cpp_soft_uncertainty_penalized,0.0021825107465265094,4.072227320373024e-10,0.0015550111346511778,4.918269336224684,0.638695750313732,-5520.909887259159,0.015028632074709497,0.13089380951381357,8.709628984402677,True,47.76299268066767,1.162690924695291e-16,4,6.18819639480919e-16,True,668457.9577308476,3
216,design_000216,nominal,63,15.749999999999998,True,tesseract_cpp_soft_uncertainty_penalized,0.002136448666248469,1.3236841193274406e-10,0.001557482609007095,4.756185808824391,0.6171093012194412,-5464.845485867531,0.015670814881037127,0.130497223594846,8.327405089365042,True,39.26236708912387,9.253058704052909e-17,4,5.036518163081969e-16,True,621263.8528238176,3
216,design_000216,nominal,64,16.0,True,tesseract_cpp_soft_uncertainty_penalized,0.0020943687720075908,4.0413275780087885e-11,0.0015618145319983203,4.611949703213613,0.596093540614066,-5408.887791986581,0.016250073925252687,0.1302388131634248,8.014659734011001,True,32.24333377376484,1.902946056404669e-16,4,6.07701534568349e-16,True,570114.2914747845,3
216,design_000216,nominal,65,16.25,True,tesseract_cpp_soft_uncertainty_penalized,0.002056146307864855,1.1326106544800428e-11,0.001568146780113324,4.478449358093888,0.5754829192600708,-5353.055827117351,0.016761720475682668,0.13013278869176237,7.763689227520205,True,26.96185278650116,1.1819765010743968e-16,4,4.0165768303347663e-16,True,517069.631374231,3
216,design_000216,nominal,66,16.5,True,tesseract_cpp_soft_uncertainty_penalized,0.002020079049247695,3.49844411602649e-12,0.0015765801134806096,4.348175156404879,0.5545182112598733,-5297.361920608097,0.017204704861235223,0.13019248753621213,7.567260733984185,True,23.667169313450117,1.0905290640990447e-16,4,7.922588815768104e-16,True,464492.0387154784,3
216,design_000216,nominal,67,16.75,True,tesseract_cpp_soft_uncertainty_penalized,0.001989426553341633,6.140218755855008e-13,0.001587113032198822,4.223532794826045,0.5346071061025067,-5241.836690708995,0.017576767342946022,0.13040302281466112,7.419056090936709,True,22.446902917023518,5.5364050910530275e-17,4,4.2634817835226964e-16,True,418361.2310108979,3
216,design_000216,nominal,68,17.0,True,tesseract_cpp_soft_uncertainty_penalized,0.00196241977485862,1.142789148699902e-13,0.0015995493505328617,4.101210457781124,0.5152130440161863,-5186.492257042413,0.017881699751261054,0.13075739636629619,7.312358343175676,True,22.632118531043965,1.6296803171725806e-16,4,5.851953933544468e-16,True,380845.4319924417,3
216,design_000216,nominal,69,17.25,True,tesseract_cpp_soft_uncertainty_penalized,0.0019387277623014053,1.7730854304872385e-14,0.0016134176522491978,3.9820804956871405,0.4965293795767495,-5131.3462095610075,0.01812307733792163,0.13123191574108278,7.2411496841370635,True,23.33417565199259,6.678812066100167e-17,4,4.0573746451979894e-16,True,352981.8715933247,3
216,design_000216,nominal,70,17.5,True,tesseract_cpp_soft_uncertainty_penalized,0.001917789736271252,2.2080444098121883e-15,0.0016279491685041354,3.86803291248131,0.47875290061993053,-5076.415695312228,0.018305777487052453,0.1317940787594472,7.199589247310814,True,23.82086983521329,1.748830922471629e-16,4,3.852736029618268e-16,True,333303.13094081316,3
216,design_000216,nominal,71,17.75,True,tesseract_cpp_soft_uncertainty_penalized,0.0018974304202979313,2.1261871837963683e-15,0.0016421409883357998,3.7590890018870957,0.46148943186200003,-5021.710860641775,0.018433025428792528,0.13241338118548657,7.183486058596537,True,23.709733911584603,1.725519555909203e-16,4,7.356913578713398e-16,True,318328.48799095274,3
216,design_000216,nominal,72,18.0,True,tesseract_cpp_soft_uncertainty_penalized,0.001879411064076971,1.9669907297770907e-15,0.001654897185106745,3.6614174313672896,0.44587248781937266,-4967.260432415796,0.01851658592756266,0.13303883479575432,7.184846888957042,True,22.822087869096563,1.7582427390056005e-16,4,4.906025162117476e-16,True,306441.6028332584,3
216,design_000216,nominal,73,18.25,True,tesseract_cpp_soft_uncertainty_penalized,0.001861332637882849,1.5570961318917872e-15,0.001665209827105796,3.573971985639462,0.43133627287912174,-4913.074013546016,0.018561523281305392,0.13364343397248535,7.20002512439736,True,21.267490743468922,3.4528073378548954e-17,4,5.708128328792474e-16,True,296201.29307192477,3
216,design_000216,nominal,74,18.5,True,tesseract_cpp_soft_uncertainty_penalized,0.0018421632118494433,1.2993365635673662e-15,0.0016723292792205505,3.4967966501750314,0.4177661270982149,-4859.166714886623,0.018574782520194663,0.13419987935463487,7.224842563229562,True,19.264510649124247,1.6950381916715768e-16,4,1.0228600046988054e-15,True,288398.1950755197,3
216,design_000216,nominal,75,18.75,True,tesseract_cpp_soft_uncertainty_penalized,0.0018210454443861159,2.94931360172702e-15,0.0016758812882997957,3.4290080957271023,0.40500351676297575,-4805.553086257881,0.018562640796227353,0.13468754195556693,7.255839480713361,True,17.098010776459827,1.7147528713749133e-16,4,1.834703067094894e-16,True,284023.8425924871,3
216,design_000216,nominal,76,19.0,True,tesseract_cpp_soft_uncertainty_penalized,0.001796290691133484,2.5722011029409138e-15,0.0016759089982519518,3.3672861447847864,0.3924650117273356,-4752.24046816244,0.01852642195000062,0.13509743287172543,7.292149192991953,True,15.059095902956713,1.8519093359777377e-16,4,6.021105132579824e-16,True,282247.4136946874,3
216,design_000216,nominal,77,19.25,True,tesseract_cpp_soft_uncertainty_penalized,0.00177000450735274,3.651270109472348e-15,0.0016728397081959417,3.313227271333498,0.38083734530059055,-4699.255030986392,0.01847899562502599,0.13541225980591062,7.327901502532022,True,13.350560246496308,4.536230915024558e-17,4,3.4933936410471953e-16,True,281748.8403315176,3
216,design_000216,nominal,78,19.5,True,tesseract_cpp_soft_uncertainty_penalized,0.0017413284642891478,2.1719808192054353e-15,0.001667391144985085,3.263072896866448,0.3695951647054259,-4646.603374383696,0.01842142764474988,0.13563783625402898,7.363046929355981,True,12.101274531189732,1.3272870832729273e-16,4,1.1165048898769965e-15,True,279670.8558455813,3
