theta1_deg,theta2_deg,proxy_action,prescreen_action,full_action,action_valid,screened_candidate_count,exact_law_audited_count,exact_law_valid_count,exact_finalist_count
21.406701450278607,71.59487817221166,537.1412069792038,254.78299390727736,224.90863245241675,True,49,30,30,12
21.218481533544228,68.8460599734946,563.1540341579584,267.3922180379584,245.94338966653294,True,49,30,30,12
22.075901707060037,71.3040359344572,594.9017059784161,277.7418753253714,242.8094288749743,True,49,30,30,12
21.012563023125768,65.29483298406075,590.957408229502,282.8806515454082,274.8581750119296,True,49,30,30,12
22.194292254404264,69.93155320855999,620.7888001880631,289.3177894151646,257.07466174835474,True,49,30,30,12
21.877786729884548,67.59822820470345,620.7633855664977,291.9978682589261,269.76335238054475,True,49,30,30,12
22.228603617885437,68.20032902495049,639.6367835314697,298.85525013348564,271.90276369180634,True,49,30,30,12
22.27317565205972,68.17514990771171,642.9692811859301,300.23230159731713,273.02671183015775,True,49,30,30,12
22.319281206207542,67.75296215562247,649.2824586429408,303.34561914943464,277.290769486488,True,49,30,30,12
22.807935872940195,67.84972740458109,682.9806621644583,316.8509033603145,286.7011346892407,True,49,30,30,12
24.4396105492577,67.28087707534857,803.7828564728842,366.7390173646674,325.9354524174314,True,49,30,30,12
23.384916430742205,67.95178714113146,724.7756359327541,333.6057821375662,298.4982416693248,True,49,30,30,12
