design,theta1_deg,theta2_deg,population_loss_selection,finite_risk_selection,tangent_action_selection,full_action_selection,validation_law_mean,validation_full_action_mean,validation_valid_fraction
population,23.3849164307422,67.95178714113145,0.0687360118546043,0.06618573672099662,2.6834018374035637,298.4982416693375,0.06581583881174527,314.05785338781686,1.0
law,23.3849164307422,67.95178714113145,0.0687360118546043,0.06618573672099662,2.6834018374035637,298.4982416693375,0.06581583881174527,314.05785338781686,1.0
tangent,24.439610549257697,67.28087707534854,0.06876124417721063,0.06615899327394038,2.5437031579456564,325.9354524176615,0.06580547334688142,343.9159500434647,1.0
full,21.218481533544225,68.84605997349458,0.06883140339741334,0.0663976417590803,2.97090586894467,245.94338966665285,0.0659917196660122,255.79390475545273,1.0
